Method,BestDelay
LinRegre1,4.0000001096072975
LinRegre1,4.0000001096072975
LinRegre1,4.000000129766521
LinRegre1,4.000000129766521
LinRegre1,3.999999969250247
LinRegre1,3.999999969250247
LinRegre1,3.9999999626108353
LinRegre1,3.9999999626108353
LinRegre1,1.0000000754801863
LinRegre1,1.0000000754801863
LinRegre1,1.0000000754801863
LinRegre1,1.0000000754801863
LinRegre1,3.000000031908
LinRegre1,3.000000031908
LinRegre1,3.000000031908
LinRegre1,3.000000031908
LinRegre1,3.000000031908
LinRegre1,3.000000031908
LinRegre1,2.9999999020937382
LinRegre1,2.9999999020937382
LinRegre1,1.0000000748414948
LinRegre1,1.0000000748414948
LinRegre1,1.0000000748414948
LinRegre1,1.0000000764076389
LinRegre1,1.0000000810700385
LinRegre1,1.0000000810700385
LinRegre1,1.9999999618971795
LinRegre1,1.9999999618971795
LinRegre1,2.0000000588199742
LinRegre1,2.0000000588199742
LinRegre1,2.000000060286634
LinRegre1,2.000000060286634
LinRegre1,2.0000000588199742
LinRegre1,2.000000056270584
LinRegre1,3.000000031908
LinRegre1,3.0000000262549102
LinRegre1,3.0000000262549102
LinRegre1,2.9999997083954897
LinRegre1,3.0000000217532667
LinRegre1,1.9999999657547247
LinRegre1,1.9999999657547247
LinRegre1,1.999999969310276
LinRegre1,1.999999969310276
LinRegre1,3.9999999590205135
LinRegre1,4.000000146122942
LinRegre1,3.999999968744457
LinRegre1,3.999999995019391
LinRegre1,3.999999934089189
LinRegre1,6.999999968273769
LinRegre1,3.99999999501923
LinRegre1,3.9999999462179416
LinRegre1,3.99999999501923
LinRegre1,3.999999934089189
LinRegre1,3.999999968744457
LinRegre1,3.9999999590205135
LinRegre1,3.999999995019339
LinRegre1,2.000000051946459
LinRegre1,2.000000051946459
LinRegre1,2.000000051946459
LinRegre1,2.000000051946459
LinRegre1,1.999999962097864
LinRegre1,1.999999962097864
LinRegre1,1.9999997846473467
LinRegre1,1.9999997846473467
LinRegre1,1.9999999950073168
LinRegre1,1.9999999950073168
LinRegre1,1.9999999948296303
LinRegre1,1.999999995007166
LinRegre1,1.999999995007166
LinRegre1,1.99999999500728
LinRegre1,1.99999999500728
LinRegre1,1.9999999950071088
LinRegre1,1.9999999950071088
LinRegre1,1.999999995006975
LinRegre1,1.999999995006975
LinRegre1,1.999999995007217
LinRegre1,1.999999995007217
LinRegre1,1.9999999948293217
LinRegre1,1.9999999948293217
LinRegre1,2.999999995102264
LinRegre1,0.9999999950010904
LinRegre1,0.9999999950010904
LinRegre1,0.9999999950010904
LinRegre1,0.9999999950010904
LinRegre1,1.999999994829735
LinRegre1,1.999999994829735
LinRegre1,1.999999994829735
LinRegre1,1.999999994829735
LinRegre1,2.0000001507446536
LinRegre1,2.0000001507446536
LinRegre1,2.0000001507446536
LinRegre1,2.0000001507446536
LinRegre1,0.9999999949121458
LinRegre1,0.9999999949121458
LinRegre1,3.99999999466366
LinRegre1,3.9999999946638938
LinRegre1,3.999999994664111
LinRegre1,3.999999994664111
LinRegre1,2.999999995457712
LinRegre1,2.9999999951021143
LinRegre1,2.9999999951021143
LinRegre1,1.9999999950072167
LinRegre1,1.9999999950072167
LinRegre1,1.9999999950071896
LinRegre1,1.9999999950071896
LinRegre1,1.9999999950071896
LinRegre1,1.9999999950071896
LinRegre1,1.999999995007149
LinRegre1,1.9999999950071896
