input1,input1.1,input1.2,input1.3,input1.4,output1_delay4sec,output2_delay4sec,output3_delay4sec,output4_delay4sec,output5_delay4sec,output6_delay4sec,output7_delay4sec
30.57905,29.47108,413.09582,1.05209,-16.67431,668.87,14.333,19.699,38.791,210.2,758.73,644.43
31.06599,29.34984,412.34582,1.049645,-16.70009,620.14,14.212,19.849,41.545,207.56,759.79,646.65
31.41086,29.46938,411.59591,1.05138,-16.72502,609.99,14.173,20.118,42.304,202.68,761.0,648.48
31.80037,28.92035,411.02492,1.05275,-16.74518,619.19,14.208,20.153,41.906,201.97,760.97,648.25
32.2005,29.07703,410.47172,1.051255,-16.7745,611.85,14.183,20.352,42.253,199.12,761.96,649.72
32.61393,28.85805,409.71453,1.05207,-16.7944,611.22,14.163,20.266,43.209,199.0,761.56,649.12
32.87367,28.99596,408.97092,1.052985,-16.82021,614.58,14.185,20.417,42.733,197.24,762.19,649.82
33.23403,28.75749,408.22082,1.05582,-16.84414,613.32,14.173,20.468,43.221,195.81,762.38,649.95
33.7916,28.67728,407.47082,1.057705,-16.87002,609.15,14.16,20.631,43.31,193.86,763.21,651.11
34.11719,28.69353,406.72082,1.05898,-16.89494,602.28,14.119,20.709,44.258,192.14,763.67,651.66
34.50427,28.83469,405.97082,1.06055,-16.91448,597.32,14.092,20.893,44.847,189.18,764.47,652.43
34.93289,28.3381,405.22091,1.065375,-16.93907,593.47,14.074,21.036,45.125,187.38,765.16,653.23
35.16902,28.42401,404.64991,1.06013,-16.96424,588.03,14.052,21.26,45.34,184.59,766.16,654.39
35.55113,28.40699,404.06975,1.059105,-16.99014,578.22,13.983,21.333,46.835,183.48,766.49,654.37
35.97379,28.40791,403.37431,1.06084,-17.01406,591.57,14.057,21.292,45.795,183.77,766.21,653.86
36.61381,28.36227,402.59658,1.0654,-17.03452,594.17,14.072,21.379,45.654,182.59,766.53,653.99
36.65701,28.01843,402.14836,1.0716,-17.03838,589.19,14.047,21.571,46.067,180.32,767.35,654.77
36.25866,27.39609,403.47775,1.06555,-16.97047,576.92,13.983,21.923,47.085,176.54,768.67,655.94
35.87207,27.30208,404.98285,1.067675,-16.89026,562.32,13.895,22.044,48.468,176.59,769.04,656.21
35.62808,27.07196,406.48285,1.05797,-16.81363,584.27,13.98,21.433,48.277,180.97,765.98,652.05
35.17187,26.54696,407.98285,1.062005,-16.74049,580.06,13.949,21.342,48.804,181.43,765.2,650.97
34.75223,26.38307,409.48285,1.06291,-16.66404,609.34,14.087,20.825,47.285,184.59,762.42,647.07
34.43233,26.21019,410.98285,1.064375,-16.58103,602.92,14.029,20.614,48.762,186.61,761.07,645.13
34.09352,25.60769,412.48285,1.06882,-16.51197,602.58,14.016,20.447,49.16,187.79,759.96,643.65
33.34793,25.68592,413.98285,1.065515,-16.43496,600.86,13.995,20.338,49.706,188.22,758.95,642.2
33.02055,25.08257,415.48284,1.059395,-16.35376,593.66,13.932,20.225,51.231,189.9,757.66,640.13
32.72917,24.86206,416.95716,1.06141,-16.28051,603.36,13.978,19.852,50.474,192.81,756.08,638.59
32.24467,24.57933,418.47842,1.05696,-16.19979,625.88,14.065,19.315,49.973,197.27,753.0,633.85
31.91355,24.07029,419.91738,1.057805,-16.11973,622.86,14.036,19.235,50.698,197.64,752.08,632.48
31.52089,23.94514,421.48312,1.06477,-16.04897,638.62,14.099,18.818,49.991,201.4,749.74,629.13
31.0742,23.70974,422.93094,1.06711,-15.97365,641.14,14.086,18.595,50.777,203.41,747.92,626.29
30.65589,23.49341,424.41305,1.0519,-15.89213,623.42,13.987,18.735,52.418,202.1,747.98,626.5
30.32418,22.95353,425.91758,1.054815,-15.81651,619.63,13.954,18.636,53.109,203.08,746.94,625.05
29.88588,22.61015,427.48318,1.062485,-15.74109,667.13,14.171,17.801,49.845,210.94,742.62,618.89
29.54309,22.27589,429.04084,1.05595,-15.65975,662.83,14.128,17.661,51.184,212.4,741.01,616.48
29.10853,22.2191,430.51224,1.051805,-15.58361,644.38,14.019,17.771,53.314,211.77,740.76,615.88
28.78643,21.73306,431.98245,1.05425,-15.51326,666.99,14.111,17.294,52.155,216.6,737.45,611.6
28.56595,21.46796,433.48282,1.05286,-15.43105,682.1,14.171,16.97,51.18,219.92,735.07,608.98
27.95243,21.31498,434.91721,1.054105,-15.35298,678.78,14.136,16.857,52.304,221.95,733.31,606.61
27.3555,20.7692,436.54106,1.057835,-15.27983,686.88,14.155,16.662,52.351,223.74,731.03,603.97
27.10776,20.56859,438.07022,1.05364,-15.1998,685.33,14.137,16.493,52.742,226.61,729.29,602.3
26.64251,20.2679,439.51184,1.04941,-15.12364,679.47,14.084,16.368,54.069,231.09,727.11,599.63
26.22666,20.14367,440.98243,1.05018,-15.05,695.44,14.144,16.049,53.618,234.38,723.56,596.76
26.05522,19.43297,442.45227,1.047585,-14.97095,715.17,14.205,15.653,53.574,240.32,718.91,593.43
25.50624,19.36053,443.98305,1.05009,-14.89021,714.31,14.193,15.533,54.042,242.49,717.04,591.95
25.12357,19.22966,445.48285,1.048745,-14.82284,733.95,14.231,15.224,55.413,248.58,711.51,587.82
24.74762,18.62786,446.98285,1.04696,-14.74326,724.42,14.194,15.167,55.933,250.73,710.18,586.75
24.18125,18.57579,448.48285,1.047105,-14.6605,732.82,14.214,14.972,56.644,254.13,707.26,584.95
23.92526,18.14056,449.98283,1.04602,-14.58369,748.91,14.24,14.695,58.705,261.39,702.13,581.57
23.59418,17.8382,451.45237,1.04513,-14.51536,750.36,14.237,14.546,59.684,264.88,699.67,580.09
23.23326,17.58875,452.98305,1.043585,-14.43341,762.44,14.253,14.366,61.88,269.6,696.0,577.49
22.77386,17.34399,454.48285,1.040925,-14.3552,772.62,14.266,14.203,63.942,274.11,693.04,575.44
22.40345,17.05012,455.98285,1.045325,-14.2818,788.81,14.288,14.007,66.695,278.52,689.84,573.2
21.99129,16.67763,457.48285,1.043785,-14.205,819.05,14.327,13.749,70.603,284.73,686.35,570.74
21.39592,16.41735,458.98285,1.039705,-14.12262,784.16,14.262,13.84,70.157,286.41,685.44,569.85
21.02868,16.0984,460.4828,1.03859,-14.0554,801.15,14.285,13.64,74.016,292.85,682.32,567.55
20.71137,15.69459,461.89009,1.040935,-13.97344,848.1,14.344,13.304,80.325,301.82,678.49,564.86
20.26871,15.77302,463.47335,1.034905,-13.89483,867.74,14.359,13.146,84.282,307.58,676.03,562.87
19.9579,15.25421,464.98325,1.04188,-13.81861,844.29,14.325,13.145,85.815,310.91,674.3,561.4
19.53086,14.81491,466.48283,1.03909,-13.74377,934.1,14.411,12.774,93.633,316.68,670.81,558.5
19.12606,14.69944,467.95233,1.032835,-13.66412,842.85,14.31,12.982,90.956,318.18,670.38,558.28
18.74539,14.35371,469.41738,1.037825,-13.58852,882.0,14.349,12.729,97.793,327.14,667.16,555.78
18.31345,14.0328,470.98312,1.034355,-13.51155,989.83,14.436,12.346,107.46,334.71,663.32,552.41
17.97256,13.61633,472.41728,1.03469,-13.43352,908.89,14.366,12.459,105.84,336.93,662.57,552.29
17.52692,13.32994,473.98315,1.030355,-13.35633,971.9,14.413,12.187,113.48,345.18,659.27,549.6
17.31692,13.02492,475.48285,1.0304,-13.285,972.42,14.407,12.085,117.42,350.72,657.0,547.87
16.73874,12.93457,476.98285,1.029875,-13.20414,1062.9,14.462,11.78,126.86,358.83,653.44,544.77
16.43849,12.38116,478.48285,1.02897,-13.1243,1067.0,14.46,11.694,130.27,362.01,651.5,543.23
16.05882,12.2061,479.98285,1.031245,-13.05296,1081.2,14.465,11.555,134.41,366.96,649.15,541.77
15.42796,11.72042,481.48288,1.028705,-12.97493,1109.5,14.474,11.388,141.23,373.43,646.27,539.5
15.05,11.40803,483.04078,1.03213,-12.89634,1064.1,14.445,11.384,140.68,375.73,644.92,539.05
14.70907,11.26798,484.40359,1.022025,-12.82503,1126.4,14.473,11.118,150.55,385.25,641.28,536.57
14.37001,10.85206,485.97875,1.02771,-12.74417,1059.0,14.431,11.141,149.0,387.68,639.75,536.17
13.89549,10.79221,487.48305,1.022055,-12.66433,1315.2,14.536,10.655,180.51,393.59,635.12,531.14
13.54166,10.35064,488.98285,1.02943,-12.59212,1165.3,14.48,10.763,165.09,396.22,634.18,531.97
13.00055,10.02964,490.48285,1.025295,-12.51497,1324.9,14.532,10.453,189.63,400.46,630.59,528.58
12.73625,9.73985,491.98285,1.026555,-12.43539,1135.4,14.457,10.638,169.24,402.61,630.06,529.99
12.24548,9.63682,493.48285,1.027145,-12.35662,1241.8,14.499,10.371,186.11,409.42,626.58,527.46
11.97201,9.10096,494.98285,1.019545,-12.28107,1214.4,14.485,10.346,186.02,411.22,624.81,526.57
11.57465,8.74772,496.48282,1.023865,-12.20425,1202.9,14.477,10.312,187.8,413.84,622.99,525.74
11.2646,8.38456,497.91714,1.018065,-12.12485,1445.2,14.542,9.9134,233.07,420.75,618.7,521.69
10.74443,8.39613,499.40072,1.020495,-12.05323,1306.1,14.504,10.031,212.67,423.47,617.85,522.29
10.53605,7.83377,501.04031,1.014225,-11.97547,1517.7,14.549,9.7289,256.97,428.55,614.17,519.01
9.86785,7.64213,502.85481,1.017115,-11.89666,1426.2,14.529,9.8165,242.48,430.37,613.5,519.33
9.45913,7.38669,504.26549,1.01656,-11.82294,1707.2,14.577,9.4845,302.49,435.87,609.39,515.59
9.18836,6.73544,505.84834,1.0095,-11.74442,1575.4,14.551,9.5979,283.12,440.63,608.79,516.32
8.7416,6.74094,507.32764,1.013115,-11.66487,1606.1,14.554,9.5529,294.23,444.37,607.17,515.4
8.38254,6.36187,508.80617,1.013695,-11.59326,2019.1,14.609,9.1949,374.15,451.0,602.45,511.3
7.88493,6.20816,510.35375,1.01193,-11.51867,1793.9,14.579,9.3484,341.37,452.35,602.83,512.42
7.65995,5.6903,511.85802,1.01481,-11.43618,1769.1,14.572,9.3504,343.3,456.53,601.84,512.12
6.97805,5.65587,513.30597,1.010195,-11.36585,1876.4,14.585,9.2705,367.7,460.63,600.07,510.84
6.62664,5.48852,514.85375,1.011935,-11.2834,1724.9,14.559,9.3519,347.76,463.7,600.03,511.36
6.39961,4.85692,516.35795,1.00612,-11.20491,2003.5,14.596,9.17,402.02,469.6,597.28,509.09
5.84095,4.70354,517.85782,1.01359,-11.12614,1895.8,14.58,9.2265,389.86,471.38,597.17,509.25
5.55284,4.31906,519.30597,1.01134,-11.05543,2339.1,14.619,8.9282,469.03,477.9,592.79,505.82
5.16441,3.99501,520.85375,1.008255,-10.97462,1814.4,14.562,9.2478,390.32,480.08,596.25,509.06
4.77643,3.72792,522.35795,1.00793,-10.90014,1956.0,14.579,9.1208,423.09,484.81,594.2,507.64
4.53728,3.43417,523.85785,1.00652,-10.8228,2184.1,14.601,8.9643,468.07,489.96,591.69,505.71
3.72773,3.35332,525.35785,1.005135,-10.7463,2216.7,14.602,8.9309,480.39,493.91,590.83,505.16
3.51775,2.74041,526.85783,1.00424,-10.66617,2340.7,14.609,8.8384,506.87,496.97,589.09,503.85
3.12619,2.57124,528.32722,1.004265,-10.59997,2470.2,14.615,8.7961,533.99,503.68,588.38,503.18
2.64414,2.76707,529.76529,1.005685,-10.51481,2562.3,14.617,8.7079,558.95,509.26,586.77,502.23
2.41671,2.06318,531.34845,1.00001,-10.4348,2565.8,14.615,8.6963,565.99,512.69,586.31,501.94
1.95267,1.83736,532.85815,0.99997,-10.36276,2440.3,14.608,8.7563,551.36,512.57,586.51,502.1
1.53636,1.4828,534.35785,0.99912,-10.28501,3000.3,14.623,8.4672,653.6,521.03,582.37,498.63
0.94757,1.47985,535.85783,1.00051,-10.20409,3011.3,14.621,8.4519,663.64,525.77,581.92,498.38
0.70319,0.88329,537.32727,0.996465,-10.13077,3106.6,14.621,8.3919,690.07,531.48,580.82,497.61
0.31728,0.79086,538.85782,0.99278,-10.05617,2970.4,14.618,8.4482,673.8,534.56,581.22,498.1
0.11895,0.39752,539.89845,0.997065,-9.99611,3399.7,14.618,8.2389,763.04,542.57,578.18,495.5
0.42748,0.70878,539.00798,1.00077,-10.05039,3803.4,14.615,8.0761,850.68,546.75,575.74,492.95
0.72843,0.92369,537.56818,1.005995,-10.11363,3349.1,14.616,8.2163,769.37,549.65,577.13,495.1
1.25434,0.91957,536.33261,1.01177,-10.17387,2959.3,14.614,8.386,691.12,543.08,579.41,497.31
1.55113,1.29606,534.95958,1.00573,-10.24153,2451.6,14.598,8.6204,601.46,537.12,582.46,500.46
1.96533,1.5147,533.71463,1.006815,-10.30508,2005.9,14.556,8.8542,522.08,530.54,585.23,503.45
2.27718,1.57549,532.36591,1.006955,-10.3643,2463.9,14.601,8.6341,589.14,529.18,583.32,500.73
2.75,1.76497,531.17666,1.00644,-10.42598,2363.1,14.597,8.6921,566.02,524.33,584.33,501.48
3.3507,1.89398,529.70003,1.012535,-10.49336,2346.9,14.597,8.7083,558.37,522.34,584.9,501.9
3.74615,2.04531,528.55159,1.010305,-10.55469,2385.4,14.601,8.6938,557.48,517.97,584.99,501.73
4.06987,2.16848,527.33331,1.00973,-10.61359,1933.1,14.556,8.9461,475.16,509.94,588.28,504.77
4.45944,2.566,525.95959,1.012625,-10.68189,2072.1,14.576,8.862,494.2,507.65,587.62,503.94
4.77493,2.49865,524.73459,1.013775,-10.74378,2108.3,14.582,8.8495,494.97,505.41,587.82,503.96
5.14827,2.81458,523.31111,1.011445,-10.80375,1911.8,14.559,8.9954,451.95,498.77,589.95,505.52
5.66203,2.69303,522.12519,1.01816,-10.87143,1843.8,14.55,9.0482,435.28,497.57,591.07,506.46
6.00005,3.11806,520.70123,1.01555,-10.93498,1975.7,14.571,8.9666,453.31,494.14,590.31,505.6
6.43081,3.56915,519.55146,1.01431,-10.99419,1625.6,14.515,9.2417,377.65,488.94,594.16,508.64
6.84785,3.50531,518.07504,1.015995,-11.05587,1737.2,14.539,9.1558,395.65,485.37,593.43,507.91
7.19163,3.81397,516.95,1.01027,-11.12149,1792.8,14.551,9.1196,399.61,479.83,593.23,507.46
7.58885,3.90214,515.7585,1.008375,-11.18138,1706.5,14.538,9.1869,378.34,477.48,594.5,508.49
7.75039,4.51591,514.56356,1.018575,-11.24191,2026.6,14.588,8.9602,432.01,475.97,592.16,506.27
8.28403,4.2689,513.0852,1.02058,-11.31179,2160.1,14.603,8.8806,448.53,473.81,591.68,505.59
8.72119,4.5337,511.68601,1.022725,-11.37504,1574.2,14.522,9.3631,331.54,465.04,598.03,510.48
9.32833,4.74264,510.50112,1.02233,-11.43079,1495.9,14.506,9.4302,311.17,463.2,599.41,511.47
9.64744,5.05294,509.13462,1.022395,-11.49227,1416.3,14.49,9.5316,287.66,457.86,601.1,512.34
10.15299,4.89093,507.96975,1.022005,-11.56133,1425.3,14.495,9.5018,284.91,452.47,601.31,512.28
10.39186,5.51616,506.46482,1.018745,-11.6239,1417.8,14.496,9.5237,278.61,448.9,602.25,512.75
10.8637,5.3671,505.30931,1.024905,-11.68494,1430.1,14.501,9.4941,278.72,447.79,602.75,512.99
11.12853,5.92954,504.12548,1.03118,-11.74394,1541.7,14.529,9.3963,296.81,444.01,602.84,512.58
11.64153,5.85555,502.68642,1.027125,-11.81434,1331.4,14.478,9.6548,249.47,439.88,605.98,514.61
11.88782,6.26338,501.52347,1.02803,-11.87026,1173.6,14.412,9.9712,218.62,431.77,609.73,516.0
12.37293,6.51347,500.06818,1.02713,-11.93856,1263.6,14.459,9.7973,229.04,431.86,609.21,516.07
12.79905,6.45127,498.83261,1.02339,-12.00248,1235.5,14.451,9.8775,220.6,427.76,610.86,516.9
13.15233,7.0293,497.45113,1.021835,-12.06385,1252.7,14.463,9.8768,219.26,423.98,612.12,517.38
13.5441,6.98917,496.30156,1.025865,-12.12584,1354.3,14.5,9.7477,234.95,424.25,612.26,517.02
13.88975,7.3687,494.82508,1.02308,-12.1866,1395.6,14.516,9.7674,237.34,419.12,613.91,517.35
14.27601,7.3138,493.79104,1.021675,-12.2508,1274.5,14.48,9.9681,213.24,416.05,616.35,518.99
14.5736,7.80976,492.47394,1.03042,-12.31153,1348.0,14.508,9.9408,221.75,413.06,617.54,519.07
15.33326,7.59094,491.14544,1.034065,-12.37364,1391.4,14.521,9.9398,227.46,412.43,618.57,519.18
15.74298,7.97706,489.83304,1.033055,-12.44424,1153.4,14.434,10.377,187.3,404.03,622.98,522.35
16.03101,8.11916,488.52088,1.034005,-12.50217,1083.2,14.387,10.598,179.83,398.88,625.54,522.72
16.43423,8.40775,487.28012,1.033185,-12.56135,1095.6,14.402,10.679,176.47,394.86,627.69,523.85
16.89826,8.08301,485.92618,1.033425,-12.63008,1074.8,14.391,10.793,172.55,392.37,629.54,524.8
17.14151,8.94517,484.67636,1.03288,-12.69376,1085.2,14.403,10.873,169.85,388.61,631.39,525.72
17.61639,8.85883,483.19997,1.036255,-12.75491,1082.5,14.4,10.94,168.83,388.78,632.73,526.09
17.92129,9.16258,482.13635,1.03361,-12.81465,1081.4,14.41,11.079,162.83,381.8,635.4,528.02
18.36955,9.53962,480.8336,1.03965,-12.88369,1021.0,14.365,11.295,157.02,377.93,637.84,528.89
18.83761,9.42974,479.43619,1.038175,-12.94474,1062.0,14.403,11.297,156.45,375.7,639.02,529.87
19.18916,9.7801,478.20781,1.03767,-13.00102,961.4,14.322,11.671,145.31,366.41,642.99,531.72
19.47605,10.02969,476.83458,1.03884,-13.06793,979.97,14.342,11.698,145.13,365.38,644.04,532.26
19.94961,10.08903,475.58965,1.03753,-13.1335,981.86,14.351,11.793,141.89,360.53,645.83,533.54
20.32617,10.168,474.28574,1.03882,-13.19306,960.55,14.336,11.94,137.22,356.36,648.02,535.03
20.7974,10.28941,473.15981,1.03977,-13.25403,976.47,14.355,11.991,135.91,353.57,649.36,535.89
21.30372,10.64934,471.58202,1.03947,-13.32008,955.38,14.338,12.133,132.01,349.61,651.28,536.98
21.69941,10.97036,470.4263,1.048445,-13.38162,939.82,14.325,12.279,128.05,344.39,653.26,538.09
22.17351,11.00286,469.0348,1.04099,-13.44297,938.05,14.331,12.407,124.2,337.32,655.37,539.62
22.38732,11.49847,467.83164,1.044255,-13.51062,860.37,14.204,12.901,110.55,324.71,659.82,541.86
22.84225,11.4012,466.70598,1.04478,-13.57132,912.37,14.311,12.685,116.42,326.55,659.3,542.23
23.26002,11.61096,465.27509,1.04188,-13.63071,874.67,14.266,12.936,108.57,318.67,662.37,544.5
23.6125,11.75489,464.06072,1.046325,-13.69783,869.47,14.259,13.04,106.28,316.05,663.84,545.41
24.11908,12.08718,462.70167,1.0467,-13.76179,890.48,14.301,13.022,106.45,313.25,664.74,546.41
24.41996,12.22531,461.43906,1.047905,-13.82115,851.35,14.238,13.31,99.038,306.7,667.72,548.39
24.70577,12.47655,459.96138,1.05024,-13.88221,843.95,14.233,13.461,95.143,299.66,669.9,550.13
25.26693,12.58728,458.91936,1.0459,-13.94998,833.93,14.216,13.599,91.74,296.02,671.76,551.63
25.48342,12.93394,457.44013,1.05135,-14.01152,818.93,14.183,13.8,87.054,290.79,674.12,553.56
25.86786,13.22013,456.29848,1.05355,-14.07204,837.38,14.246,13.729,88.442,288.96,674.76,554.22
26.36709,13.19808,455.06413,1.048975,-14.13634,805.74,14.168,14.074,81.247,281.66,678.12,556.97
26.88026,13.58745,453.73183,1.04893,-14.20197,793.51,14.137,14.292,77.413,275.56,680.64,559.15
27.30008,13.62324,452.39093,1.049995,-14.2622,808.71,14.203,14.188,79.086,275.61,680.9,559.36
27.7455,13.98835,451.04716,1.051395,-14.32339,803.42,14.204,14.346,76.346,269.04,683.21,561.27
28.04517,13.88332,449.96916,1.05294,-14.39145,796.48,14.188,14.496,74.367,265.72,685.09,562.88
28.38019,14.57416,448.49001,1.054735,-14.45014,785.9,14.168,14.719,71.513,259.26,687.81,565.09
28.86121,14.26064,447.30396,1.05405,-14.51183,778.78,14.146,14.858,70.159,258.28,689.62,566.8
29.17938,14.87093,445.81473,1.05743,-14.57988,765.29,14.121,15.145,67.279,250.08,693.35,569.45
29.48218,14.94968,444.67347,1.05391,-14.64141,768.17,14.13,15.182,67.436,250.27,694.0,570.31
30.07756,14.97725,443.42065,1.065415,-14.70017,750.61,14.082,15.55,65.129,242.53,698.67,573.61
30.48441,15.25349,442.12573,1.054605,-14.76757,758.63,14.133,15.49,64.888,242.63,698.94,573.68
30.85265,15.48862,440.79522,1.05936,-14.82894,723.42,13.968,16.217,64.728,232.77,706.07,579.76
31.15437,15.78296,439.44063,1.059875,-14.89064,750.4,14.122,15.878,63.459,234.53,703.88,577.3
31.45796,15.95624,438.29846,1.06379,-14.95229,732.64,14.054,16.282,63.107,229.0,708.47,580.72
31.90579,16.09188,436.81493,1.061645,-15.02134,726.98,14.047,16.478,62.626,225.71,711.25,582.52
32.31659,16.19538,435.67336,1.061865,-15.08094,712.65,13.991,16.821,62.982,221.67,715.08,585.48
32.96123,16.57123,434.18993,1.0611,-15.14164,715.87,14.022,16.898,62.413,220.0,716.35,586.34
33.29495,16.74437,433.05377,1.059175,-15.20151,712.89,14.019,17.077,62.351,217.52,718.31,587.89
33.62806,17.17125,431.79552,1.06484,-15.2711,710.79,14.029,17.361,61.842,212.31,721.17,589.79
34.22288,16.95518,430.44066,1.06637,-15.33145,713.38,14.057,17.43,61.208,211.14,722.29,590.58
34.42756,17.42285,429.17005,1.06552,-15.393,692.08,13.977,17.974,62.081,205.55,727.01,594.69
34.80554,17.34018,427.86514,1.06396,-15.45663,688.2,13.954,18.225,62.879,203.46,728.3,596.35
35.18018,17.77649,426.54542,1.07074,-15.52053,685.45,13.967,18.398,62.13,201.51,730.3,597.97
35.53524,17.69541,425.19065,1.068165,-15.58184,689.15,13.989,18.443,61.908,201.65,730.75,598.6
36.04518,18.0085,424.09804,1.068115,-15.6397,664.87,13.893,19.109,63.12,195.58,734.67,602.94
36.3804,18.49929,422.57592,1.068885,-15.71019,671.71,13.929,19.093,62.682,196.42,734.81,603.23
36.79471,18.44311,421.42317,1.075875,-15.77157,668.3,13.93,19.418,62.42,193.53,736.63,605.29
37.12003,18.80078,420.17062,1.069845,-15.83094,660.89,13.92,19.767,62.045,190.88,738.86,607.99
37.44355,18.97676,418.81568,1.06118,-15.89806,639.81,13.821,20.35,63.694,186.87,740.96,611.21
37.95654,19.19512,417.56981,1.07507,-15.95939,653.52,13.906,20.251,62.005,187.97,741.41,611.61
38.25343,19.33355,416.19088,1.079915,-16.01955,675.62,14.029,19.906,59.647,189.93,741.12,610.76
38.90254,19.51719,414.94471,1.071225,-16.08043,633.08,13.832,21.065,62.704,182.88,744.9,616.94
39.35678,19.54614,413.56593,1.07593,-16.14914,616.9,13.765,21.535,63.415,179.98,746.7,619.75
39.72329,20.06017,412.42346,1.07468,-16.21146,639.82,13.886,21.327,61.656,181.16,746.7,619.85
40.08103,20.10926,410.93993,1.08075,-16.27086,624.83,13.82,21.829,62.58,178.63,748.42,622.8
40.46537,20.35623,409.79847,1.08492,-16.34045,623.58,13.838,22.028,61.684,176.88,750.02,625.32
40.68931,20.59273,408.54562,1.081685,-16.39882,604.75,13.753,22.58,62.68,174.17,751.82,628.3
41.25146,20.651,407.19066,1.082425,-16.46057,589.72,13.695,23.067,62.956,171.52,753.8,631.48
41.48867,20.94151,405.92002,1.07837,-16.52796,596.48,13.74,22.996,62.116,172.03,754.39,632.58
41.82333,21.3455,404.56568,1.082065,-16.591,593.05,13.73,23.306,62.209,170.33,755.56,634.77
42.33936,21.36898,403.33032,1.08271,-16.64853,601.61,13.787,23.204,61.126,170.55,756.21,635.99
42.79397,21.48419,401.97981,1.0879,-16.71207,587.15,13.735,23.687,61.128,167.96,758.33,639.38
43.19958,21.61628,400.79769,1.08591,-16.77911,584.35,13.726,23.977,61.234,166.47,759.34,641.36
43.47849,21.83412,399.37505,1.08454,-16.83887,567.82,13.653,24.548,61.789,164.01,761.24,644.46
43.96512,22.01303,398.28243,1.09087,-16.89759,571.6,13.681,24.648,61.322,163.43,762.04,646.13
44.16423,22.2735,396.94642,1.0911,-16.96786,573.22,13.701,24.751,60.807,162.71,762.94,647.8
44.99494,22.50443,395.58925,1.08998,-17.03138,553.18,13.612,25.445,61.38,159.81,765.15,651.27
45.29032,22.58508,394.29442,1.08854,-17.08917,549.78,13.61,25.619,60.95,159.2,766.41,653.34
45.64564,22.71494,392.94066,1.08284,-17.15179,550.52,13.625,26.082,60.611,156.14,767.87,656.35
46.08855,22.92258,391.67003,1.086895,-17.22067,553.32,13.645,26.167,60.293,155.68,768.49,657.7
46.44591,23.23857,390.32622,1.100255,-17.27843,567.77,13.725,26.04,59.354,155.27,768.63,658.58
46.65742,23.13888,389.17326,1.09393,-17.33907,553.94,13.668,26.6,59.574,153.24,770.58,661.76
46.89274,23.71136,387.68993,1.092205,-17.40966,513.96,13.482,27.724,60.621,149.86,774.1,666.41
47.12136,23.86117,386.54859,1.1049,-17.46997,531.35,13.57,27.403,60.008,151.05,773.52,666.37
47.0769,23.9057,385.52764,1.09562,-17.50737,531.41,13.595,27.615,58.944,149.28,775.14,669.0
47.07658,23.69926,386.4132,1.09378,-17.45963,494.95,13.419,28.567,59.982,147.25,778.15,672.77
47.1141,23.51579,387.80922,1.09147,-17.39799,519.59,13.548,27.964,58.892,148.92,776.99,671.77
47.08926,23.44019,389.04469,1.083285,-17.33138,526.62,13.573,27.799,59.088,149.11,775.91,670.3
47.09723,23.34979,390.42377,1.091545,-17.26893,534.94,13.605,27.646,59.225,148.92,774.73,668.71
47.15655,22.87004,391.57154,1.09316,-17.20841,559.21,13.718,27.128,58.473,148.98,772.73,666.15
47.01461,22.93817,393.06017,1.099385,-17.14719,537.37,13.602,27.648,59.744,147.67,773.4,666.55
45.41458,22.6043,394.20151,1.09612,-17.07735,536.92,13.579,27.639,60.745,148.02,772.28,664.92
43.77422,22.52687,395.42956,1.08057,-17.01796,519.9,13.492,27.982,61.409,146.75,772.82,665.02
44.10227,22.20564,396.74905,1.08124,-16.95751,532.18,13.539,26.718,61.218,153.76,769.75,659.2
43.95743,22.25634,398.05509,1.091835,-16.88856,577.4,13.758,24.782,59.026,162.37,765.31,651.82
43.51923,21.89255,399.43422,1.09109,-16.82763,578.49,13.747,24.952,59.784,161.06,764.59,651.01
43.1917,21.76958,400.66966,1.08904,-16.7681,548.97,13.599,25.581,61.192,158.73,765.71,651.94
42.97644,21.44119,401.99917,1.089105,-16.70938,554.38,13.609,25.205,61.602,160.86,764.04,649.14
42.50693,21.38689,403.14654,1.08891,-16.6479,561.84,13.638,24.89,61.548,162.12,762.74,646.98
42.00653,21.22815,404.6247,1.084325,-16.57878,564.74,13.636,24.711,62.064,163.07,761.48,644.92
41.71325,20.72458,405.82641,1.077785,-16.51647,566.55,13.639,24.464,62.104,164.19,760.48,642.98
41.37287,20.52267,407.05459,1.0824,-16.45722,581.74,13.703,23.902,61.699,166.82,758.51,639.74
40.91746,20.35293,408.43412,1.08087,-16.38758,605.15,13.795,23.232,61.425,170.24,755.79,635.55
40.57328,20.25106,409.68026,1.07666,-16.32823,594.17,13.73,23.334,62.433,170.16,755.38,634.6
40.1832,20.04189,410.999,1.081225,-16.26798,600.88,13.751,23.001,62.422,171.88,753.9,632.03
39.78673,19.91727,412.20134,1.08157,-16.21005,614.71,13.81,22.562,61.864,173.93,752.31,629.37
39.33125,19.73796,413.67458,1.08578,-16.13756,603.93,13.746,22.645,62.885,173.73,751.82,628.38
38.66298,19.71575,414.82673,1.085825,-16.0782,604.75,13.741,22.47,63.085,174.6,750.86,626.67
38.49588,19.18978,416.07938,1.0754,-16.01624,594.99,13.682,22.505,63.957,173.7,750.24,625.42
38.0368,19.20077,417.43434,1.074355,-15.94874,595.92,13.682,22.199,63.884,175.24,749.2,623.5
37.67442,18.71917,418.70495,1.080115,-15.89143,631.32,13.828,21.329,62.881,181.38,745.86,618.59
