input1,input1.1,input1.2,input1.3,input1.4,output1_delay4sec,output2_delay4sec,output3_delay4sec,output4_delay4sec,output5_delay4sec,output6_delay4sec,output7_delay4sec
-0.04417,0.59108,540.0,1.04858,-9.98746,1112.5,14.046,10.719,300.98,514.9,598.23,503.41
0.05168,0.31772,540.0,1.05227,-9.98746,1109.0,14.011,10.828,298.1,512.18,598.88,501.67
0.00306,0.61039,540.0,1.04879,-9.98746,1120.9,14.138,10.427,304.96,518.09,596.4,506.78
-0.06212,0.52663,540.0,1.04374,-9.98746,1117.6,14.085,10.572,304.26,516.98,597.15,505.22
-0.00081,0.50408,540.0,1.04367,-9.98746,1120.4,14.135,10.435,304.54,517.34,596.43,506.64
-0.01621,0.53614,540.0,1.0408,-9.98746,1135.5,14.207,10.209,308.88,522.0,594.9,508.56
0.04429,0.25746,540.0,1.039505,-9.98746,1136.1,14.207,10.2,308.95,521.65,594.79,508.55
0.05058,0.25942,540.0,1.034115,-9.98746,1152.6,14.248,10.076,312.02,523.41,593.95,509.15
0.02728,0.22947,540.0,1.03964,-9.98746,1165.9,14.265,9.9991,316.21,526.06,593.25,509.52
-0.0034,0.60029,540.0,1.035855,-9.98746,1233.2,14.338,9.7627,333.77,529.51,591.52,509.67
0.03382,0.37756,540.0,1.033555,-9.98746,1165.0,14.263,10.005,316.22,526.37,593.29,509.55
0.01386,0.46399,540.0,1.0329,-9.98746,1203.7,14.316,9.8605,323.71,525.96,592.43,509.5
0.05597,0.29424,540.0,1.03095,-9.98746,1241.0,14.346,9.7457,335.65,529.01,591.45,509.57
0.01622,0.41525,540.0,1.025775,-9.98746,1251.2,14.354,9.7231,338.52,528.88,591.33,509.48
0.11016,0.29035,540.0,1.023225,-9.98746,1289.7,14.377,9.6268,352.1,531.2,590.5,509.34
0.03729,0.40635,540.0,1.02326,-9.98746,1412.6,14.43,9.4129,394.14,533.81,588.87,508.26
0.02893,0.42311,540.0,1.0224,-9.98746,1492.9,14.452,9.2914,420.31,535.61,587.77,507.5
0.02882,0.49649,540.0,1.02054,-9.98746,1490.4,14.452,9.3036,418.93,535.25,587.95,507.52
0.0599,0.43148,540.0,1.016025,-9.98746,1519.7,14.459,9.2684,427.59,535.72,587.67,507.24
0.06473,0.27174,540.0,1.015555,-9.98746,1587.5,14.474,9.1932,446.26,536.2,587.04,506.56
0.00548,0.46074,540.0,1.009205,-9.98746,1783.9,14.513,8.9975,495.82,539.22,585.26,504.78
0.06806,0.47921,540.0,1.00912,-9.98746,1808.6,14.517,8.9696,502.82,540.93,584.96,504.66
0.03772,0.45658,540.0,1.007775,-9.98746,2198.7,14.574,8.7182,575.54,543.48,582.64,501.65
0.10849,0.2336,540.0,1.00696,-9.98746,2204.9,14.574,8.7116,576.3,542.74,582.52,501.51
-0.04234,0.59868,540.0,1.007105,-9.98746,2311.2,14.584,8.6569,594.04,544.02,581.99,500.88
0.02829,0.44536,540.0,0.999555,-9.98746,2380.6,14.589,8.6083,607.24,545.94,581.4,500.5
-0.08788,0.63549,540.0,0.997295,-9.98746,2366.1,14.589,8.641,601.67,543.8,581.92,500.56
0.05331,0.39492,540.0,0.998725,-9.98746,3089.8,14.615,8.3208,722.34,548.63,578.36,496.48
0.03281,0.4563,540.0,1.00324,-9.98746,3324.2,14.616,8.2448,763.86,548.89,577.58,495.27
0.00371,0.39946,540.0,1.00081,-9.98746,3176.0,14.615,8.2834,738.19,549.31,577.9,496.01
-0.02488,0.46915,540.0,1.00053,-9.98746,2720.0,14.607,8.471,659.53,546.57,580.03,498.5
0.00196,0.55983,539.99991,1.001575,-9.98745,2961.9,14.613,8.3712,700.53,548.7,578.95,497.24
0.21269,0.30743,539.81522,0.999335,-9.97215,2990.0,14.613,8.3647,704.8,548.42,578.91,497.08
0.47914,0.45821,537.86188,1.003045,-9.90013,2883.8,14.612,8.4097,685.71,546.71,579.4,497.58
0.9132,0.60342,536.02346,1.00644,-9.81714,3114.2,14.614,8.2877,728.83,547.99,577.63,496.02
1.28767,0.44145,534.14853,1.00237,-9.73557,2744.6,14.606,8.398,671.06,540.33,577.8,496.9
1.78395,0.20452,532.40196,1.00159,-9.6553,2433.9,14.59,8.4803,626.36,531.03,577.38,497.23
2.05935,0.33497,530.12037,1.00175,-9.57592,2821.8,14.606,8.2493,699.41,529.71,573.34,493.73
2.49185,0.45892,528.45463,1.001015,-9.50106,2906.1,14.607,8.142,723.92,526.4,570.62,491.89
2.84381,0.3775,526.51164,0.996855,-9.41735,2894.9,14.605,8.104,729.7,521.05,568.8,490.72
3.42565,0.25482,524.39865,1.004345,-9.33697,2973.2,14.606,8.0217,750.07,515.05,566.26,488.84
3.76305,0.49639,522.69994,1.006445,-9.25752,3413.2,14.61,7.7969,845.75,514.43,561.44,485.07
4.1747,0.3828,520.7853,1.00203,-9.17599,2657.4,14.592,8.0167,714.79,504.02,563.37,487.85
4.51085,0.42792,518.78167,1.00004,-9.09572,2470.3,14.58,8.0561,689.75,496.0,562.52,487.62
4.82436,0.54835,516.92081,1.00339,-9.01987,2892.8,14.599,7.8158,772.08,495.71,557.39,483.68
5.19484,0.50512,514.74077,1.00137,-8.9366,3100.9,14.603,7.6852,819.78,493.12,553.71,481.16
5.63821,0.19859,512.88876,0.999965,-8.8599,2768.1,14.592,7.7699,766.73,485.64,553.88,481.83
6.06386,0.3456,511.20465,1.001375,-8.77613,2975.1,14.598,7.6307,814.5,483.92,549.97,479.25
6.60549,0.13933,508.90515,1.0032,-8.69553,3126.4,14.599,7.5025,855.4,484.22,546.37,477.12
6.95022,0.2808,507.20962,0.999865,-8.61642,2986.1,14.595,7.5008,836.24,477.07,544.77,476.36
7.31211,0.21221,505.45451,0.99426,-8.53718,2810.3,14.587,7.4935,816.21,472.44,543.38,475.94
7.76663,0.15813,503.26808,0.99503,-8.45675,3153.0,14.596,7.3165,887.6,470.98,538.21,472.51
8.10288,0.17965,501.43112,0.99977,-8.37619,3760.6,14.596,7.0461,1028.7,474.75,530.9,467.91
8.4362,0.24602,499.47752,1.00359,-8.29591,3682.6,14.595,7.0116,1021.4,470.24,529.01,466.92
8.81668,0.18468,497.71063,1.00463,-8.21653,3180.3,14.592,7.1369,922.98,461.52,530.76,468.28
9.42909,-0.07133,495.77642,1.00016,-8.13595,2798.5,14.578,7.2307,860.72,453.67,531.69,469.18
9.74232,0.29541,493.80792,0.997405,-8.05567,2705.1,14.571,7.2116,854.58,449.7,530.24,468.43
10.14638,0.10561,491.83956,0.995145,-7.97629,3157.5,14.587,6.9655,949.11,451.12,524.05,464.23
10.49715,0.2562,489.96601,0.99547,-7.89572,3453.7,14.59,6.8337,1016.7,447.3,520.16,461.36
10.88549,0.26925,488.17808,0.999845,-7.81871,3706.8,14.586,6.696,1085.7,447.42,516.69,459.16
11.14975,0.24799,486.33384,0.998965,-7.74037,3676.3,14.585,6.6725,1086.9,442.01,515.37,458.07
11.60667,0.1435,484.21373,0.99722,-7.65859,3210.7,14.583,6.7877,994.53,433.65,516.62,458.76
12.15558,0.24367,482.27599,0.995695,-7.57645,3309.8,14.582,6.722,1025.2,432.06,514.53,457.27
12.48588,0.30031,480.45616,0.997955,-7.49936,3503.9,14.581,6.6239,1078.3,429.67,511.92,455.4
12.97026,0.15118,478.58443,0.99165,-7.42103,3675.8,14.579,6.5584,1125.0,423.66,509.94,453.78
13.30654,0.35652,476.64797,0.99343,-7.33724,3434.9,14.578,6.6195,1079.6,417.7,509.96,453.4
13.75422,0.06647,474.59427,0.995495,-7.2591,4141.3,14.565,6.4102,1258.2,417.61,505.81,451.51
14.08377,0.23807,472.94201,0.99604,-7.17752,3945.3,14.568,6.4777,1217.5,410.72,505.77,450.78
14.40053,0.14684,470.95434,0.99646,-7.09995,3723.1,14.571,6.5273,1176.5,406.37,505.3,450.26
14.78333,0.17206,468.83873,0.996405,-7.01671,3668.0,14.57,6.5639,1171.2,400.6,504.74,449.46
15.34096,0.1059,466.90097,0.996665,-6.93949,3628.3,14.569,6.5773,1173.1,397.33,503.8,448.73
15.74484,0.30204,465.04188,0.99857,-6.85879,3640.5,14.567,6.5962,1186.1,392.51,502.85,447.92
16.12099,0.1962,463.20983,0.997785,-6.77976,3618.0,14.565,6.6414,1189.7,385.78,502.2,447.32
16.44897,0.24519,461.273,0.9975,-6.69607,3414.7,14.564,6.7422,1151.4,378.21,502.39,446.64
16.94874,0.1193,459.27598,0.993745,-6.6169,3506.5,14.562,6.7353,1182.1,374.71,501.09,445.94
17.2118,0.20025,457.42738,0.997065,-6.53936,3543.6,14.56,6.7508,1200.2,370.43,500.14,445.18
17.65569,0.08683,455.58384,0.996915,-6.46042,3968.2,14.552,6.674,1312.1,366.65,497.99,444.77
18.01566,0.37231,453.46376,0.993025,-6.38096,3603.4,14.557,6.788,1232.9,361.39,498.38,443.91
18.5586,0.0918,451.58396,0.99517,-6.30022,3626.5,14.555,6.8061,1248.3,356.59,497.45,443.34
18.95294,0.21279,449.70936,0.993665,-6.21689,4067.2,14.545,6.7418,1363.3,351.71,495.91,442.89
19.3339,0.21207,447.82214,0.99397,-6.1364,3832.8,14.548,6.8183,1315.2,345.79,495.55,442.26
19.66513,0.15702,445.89463,0.990965,-6.05991,4008.5,14.543,6.8051,1367.2,340.53,494.52,441.68
20.06512,0.06449,443.95746,0.99191,-5.97993,3980.3,14.542,6.8315,1369.2,335.62,493.89,441.03
20.38425,0.27439,442.08346,0.988655,-5.90048,4331.9,14.529,6.7505,1471.8,333.05,492.11,440.56
20.76273,0.17944,440.20841,0.991215,-5.81974,4229.6,14.531,6.7871,1454.3,328.32,491.55,439.88
21.43721,0.07692,438.03081,0.99087,-5.73969,4616.6,14.516,6.7153,1567.3,324.15,490.15,439.36
21.71828,0.20806,436.25164,0.99372,-5.66258,4322.7,14.525,6.7947,1496.5,319.16,490.04,438.58
22.07132,0.29258,434.33426,0.993055,-5.58129,4370.3,14.522,6.8138,1516.9,311.47,489.44,438.14
22.51391,0.15616,432.45923,0.99532,-5.5004,4046.7,14.53,6.9112,1438.1,306.19,489.76,437.3
22.80192,0.24056,430.52312,0.99313,-5.42035,4128.9,14.526,6.9057,1467.6,301.62,488.96,436.64
23.3003,0.04657,428.76605,0.98995,-5.33995,3877.8,14.531,6.9792,1413.2,296.23,488.77,435.92
23.79448,0.13451,426.66778,0.99364,-5.26018,4133.8,14.523,6.9267,1486.8,293.14,487.44,435.29
24.14975,0.18414,424.82717,0.99756,-5.17908,4512.5,14.509,6.851,1599.0,289.39,485.58,434.86
24.53277,0.18081,422.95864,0.99771,-5.10181,4088.7,14.521,7.0026,1490.8,281.6,486.32,434.1
24.88573,0.12822,420.83878,0.993445,-5.01991,3650.2,14.526,7.1451,1393.4,275.6,486.85,433.24
25.30919,0.20001,418.99952,0.98804,-4.93557,3639.2,14.525,7.1906,1399.5,271.07,486.24,432.6
25.58957,0.34989,417.04139,0.99082,-4.86035,4130.9,14.515,7.1197,1527.4,269.01,484.11,432.07
26.10738,0.05642,415.02219,0.992335,-4.77867,4775.4,14.492,7.0701,1711.5,265.54,481.94,431.59
26.40579,0.14116,413.20297,0.99829,-4.70181,4449.0,14.502,7.2174,1627.0,260.58,482.3,430.79
27.015,0.13082,411.33376,0.99417,-4.62052,4280.1,14.506,7.3451,1592.2,255.79,481.68,430.14
27.30206,0.1929,409.45856,0.99769,-4.54108,3605.0,14.516,7.5793,1440.4,249.64,482.87,429.23
27.6743,0.21256,407.58344,0.99404,-4.46035,4079.5,14.509,7.6782,1557.0,244.26,481.23,428.84
28.16946,0.21654,405.46376,0.99018,-4.38029,3683.6,14.513,7.8666,1477.2,239.38,481.59,427.99
28.36633,0.36287,403.58391,0.98869,-4.30085,4107.2,14.505,7.9253,1583.7,236.62,479.84,427.44
28.86675,0.27079,401.61198,0.99715,-4.22011,4567.4,14.489,8.0277,1710.9,232.61,478.17,426.96
29.28479,0.15272,399.77023,0.996695,-4.13903,4752.4,14.481,8.1066,1770.4,230.35,477.09,426.22
29.68307,0.23941,397.83252,0.99134,-4.06062,3768.6,14.506,8.4554,1544.6,222.11,478.89,425.33
30.1612,0.18156,395.8716,0.993655,-3.97987,3827.4,14.503,8.5616,1572.6,218.38,477.89,424.7
30.52052,0.19664,394.07886,0.99229,-3.89552,4457.2,14.487,8.6079,1728.3,215.85,475.84,424.22
30.8478,0.23256,392.20861,0.993915,-3.82029,4191.7,14.494,8.7961,1680.9,210.15,475.86,423.53
31.30396,0.10813,390.03074,0.98765,-3.73964,4359.2,14.487,8.8769,1735.3,206.84,474.72,422.85
31.66939,0.11822,388.10851,0.984485,-3.66052,4174.2,14.491,9.0179,1710.9,202.67,474.59,422.14
32.01746,0.14699,386.33163,0.997385,-3.5817,4931.9,14.464,8.9468,1907.4,201.1,471.93,421.7
32.44453,0.17247,384.39823,0.99351,-3.50102,5334.9,14.447,8.9633,2023.8,198.5,470.34,421.13
33.02411,0.14088,382.45736,0.994065,-3.42029,3791.6,14.492,9.3519,1707.8,189.74,473.48,420.04
33.28311,0.31049,380.58346,0.988395,-3.34024,4248.9,14.483,9.3649,1816.2,186.99,471.77,419.51
33.72292,0.10014,378.70856,0.98815,-3.26079,4190.2,14.483,9.4912,1832.5,181.02,471.46,418.94
34.01441,0.29341,376.83339,0.98628,-3.18006,4876.7,14.459,9.4709,1994.5,180.07,469.27,418.36
34.58009,-0.0019,374.61639,0.989,-3.1,4915.3,14.456,9.4557,2032.1,176.86,468.23,417.76
34.78459,0.2573,372.79178,0.987205,-3.02385,5154.0,14.446,9.5421,2106.9,173.92,467.24,417.07
35.22954,0.15272,370.95986,0.98634,-2.94301,4826.8,14.457,9.586,2079.0,168.85,467.07,416.44
35.64481,0.11283,369.08429,0.99078,-2.85987,5053.8,14.447,9.6839,2149.6,166.57,466.17,415.74
36.17913,0.14107,367.06116,0.988395,-2.78031,5170.2,14.441,9.6947,2207.0,163.16,465.13,415.14
36.49083,0.25162,365.18137,0.98465,-2.69958,4631.7,14.46,9.8613,2148.9,157.73,465.69,414.33
36.8723,0.11103,363.32876,0.98456,-2.62169,4930.7,14.447,9.916,2240.3,153.63,464.59,413.83
37.30217,0.23656,361.45849,0.98647,-2.54041,5408.6,14.427,9.9201,2360.9,151.81,462.93,413.22
37.70982,-0.00071,359.24141,0.97871,-2.46097,5428.5,14.425,9.92,2407.0,149.06,462.01,412.59
38.04936,0.13433,357.45616,0.98671,-2.38146,5193.8,14.433,10.106,2407.9,144.0,462.18,411.88
38.31974,0.25931,355.58449,0.987135,-2.30469,6222.9,14.392,9.8684,2631.3,144.28,458.87,411.47
39.0109,0.1123,353.75511,0.981405,-2.22528,5179.8,14.431,10.199,2504.6,137.97,460.73,410.54
39.35559,0.28016,351.77283,0.98354,-2.14133,5133.5,14.432,10.312,2542.6,135.09,460.31,409.82
39.73889,0.23189,349.83236,0.982055,-2.05992,5883.8,14.401,10.237,2707.3,131.73,458.14,409.54
40.11637,0.16901,347.95846,0.986735,-1.9805,5610.9,14.41,10.434,2715.1,127.52,458.3,408.74
40.43848,0.27676,346.08344,0.987115,-1.89976,5815.0,14.4,10.444,2798.8,125.11,457.1,408.11
40.87623,0.09347,343.96376,0.99096,-1.81971,5217.8,14.423,10.613,2771.2,120.7,457.68,407.31
41.21506,0.3374,342.08396,0.98592,-1.74356,5177.7,14.423,10.733,2818.5,117.65,457.24,406.59
41.62456,0.48138,340.20934,0.99042,-1.66572,4705.8,14.439,10.841,2826.5,113.61,457.43,405.85
42.0494,0.35917,338.29495,0.98524,-1.58359,5346.1,14.414,10.886,2957.6,111.9,455.76,405.34
42.4882,0.15292,336.39839,0.98125,-1.50499,4786.0,14.434,11.167,2941.7,106.82,456.73,404.58
42.89662,0.12407,334.3705,0.981575,-1.42103,5451.1,14.407,11.052,3089.5,105.77,454.38,404.09
43.27732,0.15092,332.57876,0.97978,-1.34324,5985.6,14.384,10.936,3223.9,104.5,452.29,403.61
43.62939,0.18712,330.70864,0.981585,-1.26476,5951.8,14.384,11.017,3285.4,101.54,451.66,402.92
43.97523,0.20312,328.58876,0.985945,-1.18079,6204.4,14.373,11.063,3375.1,99.242,450.57,402.34
44.29606,0.27646,326.70896,0.976405,-1.10116,5969.0,14.381,11.206,3406.2,96.124,450.48,401.62
44.94633,0.2418,324.83436,0.981505,-1.01988,5404.3,14.402,11.41,3404.8,92.496,451.0,400.77
45.43959,0.01567,322.95942,0.985025,-0.94487,6705.1,14.351,11.25,3625.3,92.74,447.67,400.36
45.77299,0.11602,321.20677,0.97965,-0.86105,6010.5,14.376,11.542,3608.3,87.038,448.75,399.7
46.14635,0.03637,319.15483,0.976225,-0.78415,5551.9,14.392,11.65,3623.5,83.709,448.91,399.07
46.41769,0.27837,317.20652,0.973335,-0.70145,6283.4,14.362,11.631,3773.4,82.526,446.78,398.51
46.83394,-0.06548,315.24646,0.97517,-0.62109,6773.6,14.343,11.589,3904.6,81.271,445.04,397.99
46.90435,0.27116,313.16968,0.98522,-0.54343,7205.6,14.327,11.708,4016.0,79.519,443.82,397.31
47.23165,-0.06157,311.33456,0.99018,-0.46495,6945.9,14.334,11.683,4066.4,77.565,443.11,396.64
47.15261,0.18756,309.45936,0.97422,-0.3854,5571.1,14.385,12.156,3955.2,74.009,445.57,395.5
47.22015,0.17135,307.58433,0.978525,-0.30452,4934.3,14.407,12.194,3951.2,72.141,445.69,394.71
47.06117,0.24259,305.64807,0.97698,-0.22139,7110.9,14.324,11.851,4277.9,75.267,440.34,394.25
47.22314,0.13923,303.78523,0.986225,-0.14061,6502.6,14.344,11.962,4271.0,73.941,440.46,393.29
47.18023,0.15246,301.83985,0.9859,-0.06296,6727.2,14.335,11.886,4362.8,75.194,438.75,392.33
47.15063,0.15514,300.14293,0.98354,-0.00348,5477.9,14.381,12.115,4274.8,72.257,440.25,391.28
47.18107,0.11176,299.9957,0.982245,0.00013,5527.6,14.378,12.08,4347.0,72.608,439.01,390.42
47.17968,0.14508,300.0,0.97967,0.0,5844.8,14.364,11.992,4444.6,73.498,437.46,389.81
47.19057,0.10804,300.0,0.96877,0.0,6018.7,14.357,11.941,4473.6,73.792,437.0,389.83
47.1924,0.07613,300.0,0.98235,0.0,6370.3,14.344,11.89,4517.6,74.394,436.33,389.9
47.23726,0.07903,300.00052,0.98796,-8e-05,7970.3,14.289,11.579,4714.4,77.297,433.2,390.23
47.12477,0.53836,301.04155,0.979915,-0.16661,6004.4,14.358,11.927,4472.9,73.794,436.98,389.84
47.25244,0.6821,302.73861,0.97922,-0.51289,5265.0,14.387,12.099,4375.7,72.047,438.64,389.7
47.15959,1.26435,305.14861,0.97187,-0.88113,6320.3,14.349,12.158,4427.2,73.905,439.42,391.53
47.06673,1.7585,306.96381,0.971505,-1.21374,6379.5,14.352,12.372,4298.3,73.699,444.63,395.11
47.05524,2.18531,309.18047,0.97681,-1.56053,7401.2,14.323,12.6,4246.7,74.878,448.78,399.0
47.20049,2.35302,311.11995,0.97555,-1.90172,7420.2,14.329,12.962,4102.7,74.662,454.28,402.33
47.20731,2.63761,313.22191,0.978775,-2.25918,6610.1,14.363,13.481,3856.5,73.077,461.67,405.71
47.09795,3.26282,315.24345,0.977965,-2.60217,6753.8,14.364,13.714,3741.1,72.592,466.83,409.34
47.36952,3.60668,317.13946,0.97247,-2.94331,6262.1,14.388,14.099,3542.8,71.959,473.62,412.94
47.19803,3.99684,319.45886,0.974475,-3.30598,6340.6,14.391,14.557,3407.0,71.46,479.52,416.43
47.20375,4.35388,321.3882,0.975535,-3.66217,7094.9,14.371,14.875,3362.9,70.109,484.03,420.3
47.14227,4.68862,323.58606,0.977855,-4.00604,6763.3,14.389,15.218,3182.9,70.314,490.61,423.93
47.23296,5.00369,325.30838,0.9759,-4.33706,6574.4,14.402,15.603,3033.7,69.762,497.03,427.64
47.29957,5.35206,327.46066,0.97977,-4.68359,6213.1,14.421,15.966,2866.5,69.551,503.56,431.16
46.06486,5.89013,329.58946,0.97596,-5.03311,6452.9,14.419,16.271,2781.0,68.806,508.79,434.77
45.13003,6.50173,331.70933,0.97759,-5.38233,5883.2,14.446,16.762,2598.6,67.963,516.12,438.39
45.28313,6.97673,333.77887,0.982185,-5.7257,6363.9,14.434,16.407,2519.3,73.602,519.66,441.45
45.08377,7.10315,335.72044,0.98379,-6.07665,6095.9,14.45,16.451,2364.3,77.502,525.49,444.55
44.99993,7.51339,337.60571,0.98437,-6.4239,5446.5,14.48,17.044,2183.9,75.285,533.5,448.2
44.73319,7.86674,340.02396,0.977835,-6.7865,5201.4,14.496,17.127,2057.3,76.562,539.52,451.82
44.2564,8.50535,341.74033,0.981955,-7.13137,5092.2,14.506,17.388,1943.8,76.26,545.93,455.51
44.17812,8.66167,344.00992,0.989005,-7.4706,5911.7,14.482,17.23,1922.6,77.451,549.97,459.5
43.87757,9.19101,345.85611,0.983935,-7.81334,5326.3,14.51,17.444,1761.2,78.458,557.43,462.83
43.48012,9.68505,348.08265,0.988065,-8.16265,4406.4,14.55,17.729,1573.5,78.821,565.38,466.33
43.20133,10.06429,349.98111,0.993155,-8.52601,4995.3,14.534,17.562,1545.4,79.457,569.96,470.05
42.97186,10.38261,352.01072,0.993865,-8.87742,4444.3,14.561,17.643,1394.7,80.733,577.44,473.57
42.85082,10.48736,354.06,0.995555,-9.20486,3799.5,14.588,17.765,1245.5,82.175,585.44,477.31
42.51675,11.17006,356.05169,1.00007,-9.55366,3679.2,14.597,17.717,1154.2,83.714,591.8,481.08
42.19582,11.5815,358.22224,0.99931,-9.92229,3452.6,14.608,17.686,1063.1,85.81,597.82,484.65
42.06665,11.6361,360.29649,0.998545,-10.25289,2925.4,14.615,17.885,937.72,88.624,606.06,488.35
41.80712,12.34828,362.46843,1.00193,-10.61477,2964.1,14.624,17.766,865.91,92.207,612.38,492.38
41.2735,12.84755,364.33256,0.993295,-10.94358,3005.0,14.632,17.615,809.09,96.246,617.62,496.08
41.27432,13.18414,366.45635,0.988015,-11.28631,2629.3,14.632,17.848,705.91,102.16,625.98,500.23
40.87738,13.59629,368.35621,0.99504,-11.65704,3422.8,14.642,17.335,727.1,104.48,628.97,503.75
40.47937,14.07056,370.58276,1.010255,-12.00641,3895.9,14.631,17.205,735.11,105.96,633.8,507.84
40.44079,14.23499,372.4989,0.99783,-12.34024,3124.4,14.661,17.339,591.47,118.45,642.77,512.13
40.09861,14.87902,374.69735,0.99344,-12.68307,1886.4,14.606,17.845,417.81,132.71,654.19,517.76
39.87366,15.13805,376.60651,0.99728,-13.04498,2771.7,14.676,17.29,466.17,133.97,656.21,520.81
39.46391,15.32065,378.83275,1.001915,-13.38189,3132.5,14.68,17.036,470.3,137.73,661.59,525.01
39.40435,16.04128,380.73113,0.998665,-13.74585,2745.3,14.689,17.071,389.54,146.55,669.4,530.62
39.05282,16.26571,382.79596,0.99526,-14.08724,2328.0,14.683,17.022,314.38,155.7,676.6,536.88
38.75709,16.48011,384.90706,1.00176,-14.43671,2571.9,14.698,16.957,311.3,158.04,683.43,542.5
38.5627,17.14741,386.82457,1.001465,-14.773,2863.8,14.705,16.564,324.32,164.14,688.27,546.86
38.37349,17.29619,388.97149,0.99549,-15.10162,2271.4,14.699,16.713,236.13,173.27,696.63,555.93
37.98125,17.69573,390.94997,1.003975,-15.46202,2277.4,14.704,16.723,216.31,177.04,703.69,562.4
37.56118,18.45886,393.09649,1.0012,-15.81221,2809.9,14.717,16.364,257.87,181.65,707.58,565.15
37.45342,18.83573,395.07497,1.00655,-16.15554,2042.5,14.703,16.642,161.05,191.83,716.99,575.39
37.1673,19.15478,397.22149,1.00009,-16.49413,2255.5,14.718,16.604,163.32,196.2,723.34,580.12
36.90853,19.44439,399.19997,1.00739,-16.85276,1816.0,14.698,16.864,111.0,203.45,731.56,587.98
36.64796,20.10688,401.33165,1.00916,-17.20961,2333.3,14.728,16.686,140.38,208.0,735.72,590.39
36.43363,20.28009,403.23121,1.004955,-17.55238,1723.6,14.701,16.94,81.45,218.33,743.56,598.39
36.03913,20.6626,405.45775,1.016255,-17.8958,1589.8,14.693,17.161,62.504,224.34,750.09,604.76
35.71192,21.08943,407.35621,1.00793,-18.26439,1870.3,14.726,17.071,70.371,230.57,754.65,607.84
35.62255,21.49756,409.58275,1.01448,-18.58584,1224.9,14.634,17.439,36.25,243.24,759.17,617.43
35.27071,22.04565,411.48121,1.01219,-18.94351,1617.2,14.716,17.295,43.23,248.33,764.33,619.28
35.01446,22.2267,413.70773,1.01233,-19.28696,1249.6,14.66,17.621,29.908,256.71,767.43,627.02
34.89043,22.60658,415.56076,1.01794,-19.63004,1329.5,14.688,17.68,27.621,264.34,771.61,631.74
34.91251,22.60516,415.8813,1.01631,-19.66831,1306.0,14.69,17.707,25.098,274.78,775.21,636.5
34.82147,22.73754,415.8751,1.015245,-19.6673,1073.2,14.635,18.003,24.719,285.35,777.73,644.46
34.77078,22.76245,415.875,1.0163,-19.66729,1122.6,14.653,17.963,23.61,285.78,778.41,644.17
34.83538,22.66394,415.875,1.016775,-19.66729,1159.1,14.664,17.949,23.018,285.57,778.5,644.0
34.81602,22.75806,415.87573,1.015845,-19.66725,1121.4,14.653,17.975,23.488,286.24,778.29,644.53
34.88393,22.75567,417.3322,1.016305,-19.58058,1106.7,14.648,17.975,23.826,286.31,778.28,644.5
35.22927,22.25756,421.32884,1.01796,-19.3859,1137.1,14.658,17.972,23.266,285.69,778.38,644.34
35.65684,22.0929,425.39945,1.01642,-19.18171,1123.9,14.653,17.987,24.122,282.82,777.25,643.6
35.66944,21.9687,429.30665,1.013295,-18.96409,1082.2,14.634,17.924,26.959,277.8,774.88,640.91
35.94263,21.63632,433.40612,1.01806,-18.76088,1137.7,14.65,17.893,27.884,269.12,772.95,637.98
36.01669,21.4459,437.4377,1.01967,-18.55815,1266.2,14.681,17.724,29.379,263.15,771.15,633.95
36.36647,21.24832,441.23558,1.02664,-18.34308,1103.4,14.631,17.778,32.041,259.51,768.23,633.2
36.75159,21.02416,445.38569,1.02311,-18.14177,1066.1,14.614,17.741,34.271,255.74,765.86,631.36
36.86177,20.50045,449.36415,1.02243,-17.93757,919.93,14.537,17.937,40.041,251.0,763.09,632.45
37.12653,20.72851,453.26706,1.01838,-17.72979,998.31,14.578,17.825,38.842,243.67,761.65,628.85
37.48658,20.33669,457.19528,1.026625,-17.5271,1023.9,14.583,17.653,39.758,241.19,759.48,625.14
37.49257,20.01145,461.36296,1.029175,-17.31346,1134.9,14.624,17.636,39.043,231.73,758.21,622.64
37.87091,19.96581,465.47792,1.027005,-17.11077,945.03,14.536,17.928,43.744,229.1,755.63,623.89
37.94951,19.65545,469.51064,1.028335,-16.90908,902.45,14.503,17.993,45.92,226.46,753.14,621.87
38.2081,19.64022,473.18266,1.021265,-16.70733,948.8,14.53,18.042,45.319,219.39,751.56,619.71
38.57616,19.31031,477.30462,1.025555,-16.49872,928.84,14.512,18.129,46.678,216.34,749.18,617.45
38.65768,19.27763,481.34804,1.028055,-16.2845,1094.4,14.591,17.898,44.496,209.31,746.78,613.12
39.10191,18.55378,485.4206,1.02967,-16.08217,998.24,14.544,18.292,46.625,205.11,744.67,612.58
39.05922,18.46732,489.21698,1.033525,-15.87254,949.29,14.512,18.563,48.075,200.54,742.49,611.41
39.39853,18.48842,493.37733,1.030045,-15.66405,927.47,14.488,18.796,49.985,197.3,739.38,608.66
39.66895,18.15611,497.44018,1.023635,-15.47226,858.48,14.432,19.078,51.888,193.39,737.24,607.33
39.82904,17.99066,501.00465,1.031405,-15.26523,927.92,14.481,19.116,50.99,187.65,734.22,604.76
40.27548,17.57048,505.30112,1.034655,-15.05183,1079.9,14.559,18.854,50.851,183.85,729.06,600.1
40.49769,17.73061,509.34787,1.026205,-14.83719,914.03,14.459,19.416,53.179,179.99,728.28,600.24
