in1,in2,in3,in4,in1,in2,,,
-33.394,17.793,2000,170.6,1575.5,2337.5,,,
-33.352,17.389,2000,170.18,1579.4,2335.9,,,
-33.378,16.884,2000,171.04,1584.8,2331.8,,,
-33.113,15.774,2000,170.53,1600.4,2328.2,,,
-33.286,14.987,2000,166.23,1594.3,2326.9,,,
-33.298,14.767,2000,169.28,1602,2322.2,,,
-32.905,14.334,2000,170.89,1618.7,2321.2,,,
-33.057,13.893,2000,169.61,1616.3,2318.9,,,
-32.995,12.404,2000,169.67,1630.7,2310.8,,,
-32.822,11.808,2000,169.96,1640.5,2308.5,,,
-32.935,11.249,2000,170.27,1643.1,2304.2,,,
-32.559,10.672,2000,169.92,1656.1,2304.1,,,
-32.882,94.483,2000,169.82,1658.7,2295,,,
-33.186,94.313,2000,170.28,1652.6,2292.2,,,
-32.972,84.966,2000,170.4,1665.8,2288.6,,,
-32.723,79.417,2000,170.34,1676.1,2287.4,,,
-32.532,70.902,2000,169.47,1685.9,2285,,,
-32.253,66.717,2000,169.53,1696,2284.4,,,
-32.557,63.036,2000,169.72,1692.4,2280.3,,,
-32.16,55.452,2000,170.03,1708.7,2278.4,,,
-32.055,49.618,2000,170.17,1716.4,2275.7,,,
-32.447,39.262,2000,170.44,1716.5,2267.8,,,
-32.143,34.551,2000,170.44,1727.8,2267,,,
-32.06,26.914,2000,171.28,1738.1,2262.7,,,
-31.952,20.558,2000,171.49,1746.8,2259.8,,,
-31.836,12.937,2000,170.37,1754.3,2257.4,,,
-31.954,0.9365,2000,167.11,1748.2,2258,,,
-31.549,-0.02832,2000,170.39,1773.6,2251.9,,,
-31.55,-0.82478,2000,172.48,1784.8,2246.1,,,
-31.638,-16.631,2000,171.18,1787.6,2242.8,,,
-31.439,-20.144,2000,167.54,1788.9,2244.7,,,
-31.584,-23.823,2000,168.66,1790.7,2241.5,,,
-31.449,-32.662,2000,172.14,1808.7,2234.9,,,
-30.875,-37.827,2000,172.92,1828.4,2233.1,,,
-31.161,-42.839,2000,167.71,1816,2234.2,,,
-31.168,-49.278,2000,168.52,1822.7,2230.5,,,
-31.474,-62.112,2000,173.55,1835.9,2220.7,,,
-30.95,-62.453,2000,168.48,1837.3,2224.7,,,
-31.211,-71.346,2000,167.74,1837.2,2220.9,,,
-30.828,-7.677,2000,171.98,1855.1,2216,,,
-30.878,-7.576,2000,171.76,1853.4,2216.5,,,
-31.379,-71.024,2000,167.92,1834,2220.7,,,
-30.959,-64.854,2000,168.2,1838.3,2223.8,,,
-31.158,-59.992,2000,172.6,1839.2,2222.6,,,
-30.979,-48.056,2000,168.86,1826.6,2231.2,,,
-31.687,-40.923,2000,168.15,1802.4,2233.5,,,
-31.426,-41.822,2000,173.04,1819.1,2230,,,
-31.733,-35.804,2000,167.43,1795.3,2236.3,,,
-31.59,-25.774,2000,169.97,1794.8,2239.5,,,
-31.346,-12.619,2000,169.8,1788.8,2246.9,,,
-31.411,-0.63503,2000,172.22,1786.2,2247.7,,,
-31.538,-0.051188,2000,169.94,1773.2,2252.2,,,
-31.928,10.338,2000,166.34,1746.5,2259.3,,,
-31.953,0.74174,2000,171.32,1758.1,2253.3,,,
-32.221,0.9429,2000,171.4,1749.7,2253,,,
-31.922,23.771,2000,171.28,1744.3,2261.8,,,
-32.328,33.315,2000,166.01,1715.8,2269.5,,,
-32.273,3.494,2000,169.1,1721.7,2267.8,,,
-32.252,42.023,2000,170.62,1719.1,2270.2,,,
-32.323,50.481,2000,169.44,1707.9,2275.3,,,
-32.09,57.546,2000,170.09,1708.7,2279.9,,,
-32.242,6.266,2000,169.99,1700.6,2281.8,,,
-32.76,69.946,2000,169.96,1682.4,2282.5,,,
-32.77,79.316,2000,170.4,1675.2,2287,,,
-32.601,85.854,2000,170.74,1674.2,2291.4,,,
-32.934,86.204,2000,170.19,1665.2,2289.8,,,
-33.094,93.003,2000,169.19,1653.8,2293.3,,,
-32.645,10.552,2000,169.59,1654.5,2303.2,,,
-33.094,11.044,2000,170.18,1640.9,2301.9,,,
-33.04,11.436,2000,170.1,1638.7,2304.6,,,
-33.141,12.574,2000,168.26,1622.9,2312.1,,,
-33.156,12.864,2000,169.57,1622.6,2312.2,,,
-32.935,13.871,2000,170.71,1621.6,2318.5,,,
-33.141,14.342,2000,171,1613,2319.2,,,
-33.171,15.109,2000,170.61,1604.8,2323.8,,,
-33.429,15.798,2000,169.51,1590,2326.8,,,
-33.591,16.385,2000,171.14,1583.8,2326.9,,,
-34.129,16.535,2000,170.42,1566.3,2323.4,,,
-33.429,17.595,2000,171.27,1577.7,2335.2,,,
-33.664,18.5,2000,171.3,1563.4,2338.4,,,
-33.743,19.237,2000,168.85,1549.8,2344.7,,,
-33.681,19.581,2000,167.66,1546.1,2348.7,,,
-33.701,19.816,2000,172.6,1553.4,2344.3,,,
-33.85,21.206,2000,170.55,1533,2353.4,,,
-33.744,21.888,2000,168.08,1525.3,2361.4,,,
-34.197,22.865,2000,169.79,1507.6,2360.8,,,
-33.928,22.923,2000,173.46,1522.1,2359.5,,,
-34.084,23.516,2000,168.96,1503.8,2366.8,,,
-34.256,24.474,2000,167.66,1488.6,2372.4,,,
-34.537,24.713,2000,174.03,1491.4,2363.3,,,
-34.028,25.645,2000,169.9,1490.2,2379.1,,,
-34.177,26.649,2000,168.47,1475.6,2385.5,,,
-34.617,27.536,2000,168.89,1457.7,2385.9,,,
-34.378,27.544,2000,170.37,1467.1,2386.7,,,
-34.732,28.254,2000,170.12,1451.8,2387.6,,,
-34.554,29.125,2000,170.14,1450.5,2394.8,,,
-34.314,29.098,2000,171.75,1460.3,2395.2,,,
-34.778,30.003,2000,171.07,1440.3,2396.7,,,
-34.971,31.159,2000,169.57,1424.7,2403.7,,,
-34.718,31.768,2000,169.86,1427.9,2409.8,,,
-35.492,32.26,2000,172.32,1409.3,2401,,,
-35.548,33.309,2000,171.07,1399.1,2408.6,,,
-35.504,33.781,2000,166.2,1388.2,2418.3,,,
-35.77,34.24,2000,170.93,1387.6,2411.9,,,
-35.823,34.992,2000,173.18,1386,2413.1,,,
-35.488,35.811,2000,168.18,1380.3,2428.9,,,
-35.703,36.408,2000,167.84,1370.9,2430.6,,,
-35.425,37.179,2000,171.28,1379.7,2434.4,,,
-35.311,38.011,2000,172.68,1380.3,2439.2,,,
-35.732,37.984,2000,166.84,1359.3,2441.7,,,
-35.807,38.737,2000,169.81,1358.7,2441.8,,,
-35.806,39.909,2000,172.43,1357,2446,,,
-35.333,40.487,2000,169.67,1360.3,2458.2,,,
-35.466,41.848,2000,167.21,1345.1,2468.4,,,
-35.58,41.783,2000,172.71,1352.7,2460.1,,,
-35.547,41.775,2000,170.69,1349.9,2462.9,,,
-35.48,41.959,2000,166.92,1343.7,2469.4,,,
-35.419,42.023,2000,171.57,1353.2,2464.6,,,
-35.646,41.927,2000,172.02,1349.1,2461.2,,,
-35.663,41.896,2000,166.43,1338.7,2467.8,,,
-35.575,42.036,2000,171.62,1349.5,2463.1,,,
-35.875,41.754,2000,172.41,1345.2,2457.1,,,
-35.798,41.867,2000,167.29,1337.2,2465.2,,,
-35.646,41.895,2000,170.72,1346.9,2462.6,,,
-36.027,41.709,2000,172.43,1341.9,2455,,,
-35.207,40.854,2000,166.89,1356.3,2465.1,,,
-35.003,39.892,2000,169.75,1371.8,2457.5,,,
-35.586,38.761,2000,173.09,1370,2440.4,,,
-35.949,37.566,2000,166.33,1355.4,2437,,,
-35.904,37.303,2000,171.43,1367.4,2429.3,,,
-35.749,36.593,2000,172.07,1376.5,2425.8,,,
-35.369,36.342,2000,167.5,1378.9,2434.5,,,
-35.283,35.853,2000,169.67,1387.9,2429.6,,,
-35.799,34.314,2000,171.87,1388.2,2410.8,,,
-35.922,33.861,2000,170.73,1385.6,2407.7,,,
-35.364,33.063,2000,165.6,1395,2416.1,,,
-35.674,32.886,2000,171.65,1399.5,2403.5,,,
-35.988,32.012,2000,171.07,1395.8,2394.5,,,
-35.586,31.949,2000,171.27,1406.8,2399.2,,,
-35.521,30.479,2000,168.88,1413.4,2393.7,,,
-35.533,30.013,2000,167.08,1412.7,2392.8,,,
-35.589,29.535,2000,169.43,1418.8,2386.1,,,
-35.688,29.123,2000,169.94,1419.9,2381.6,,,
-35.74,27.385,2000,171.43,1433.1,2368.2,,,
-35.983,26.931,2000,171.08,1429,2362.6,,,
-35.849,26.69,2000,169.61,1431.5,2364.7,,,
-35.951,25.951,2000,168.3,1431.5,2360.4,,,
-35.872,25.005,2000,169.35,1442.5,2354.4,,,
-35.69,24.167,2000,169.79,1454.8,2351.2,,,
-35.743,24.052,2000,168.97,1452.5,2350.8,,,
-35.734,23.797,2000,171.21,1459.1,2346.7,,,
-35.804,23.103,2000,171.97,1464.1,2340.9,,,
-35.8,21.887,2000,168.21,1466.5,2338.1,,,
-35.867,20.487,2000,168.49,1476.7,2328.9,,,
-35.542,20.551,2000,171.74,1492.1,2329.6,,,
-35.833,19.723,2000,172.1,1491.4,2321.2,,,
-35.766,19.224,2000,167.06,1487.6,2324.5,,,
-35.754,18.592,2000,170.35,1500.2,2317.7,,,
-35.457,17.757,2000,171.46,1518.8,2315.3,,,
-35.493,17.176,2000,171.46,1523.1,2311.7,,,
-35.954,16.944,2000,165.52,1499.4,2311.5,,,
-35.827,16.498,2000,171.22,1518.9,2304.8,,,
-35.683,15.448,2000,171.78,1534.2,2300.4,,,
-35.975,14.226,2000,170.85,1535.2,2292.3,,,
-35.599,13.874,2000,170.54,1549.2,2294.3,,,
-35.739,12.867,2000,166.3,1546.2,2291.9,,,
-35.806,12.263,2000,169.93,1557.5,2285.1,,,
-35.615,11.881,2000,169.38,1565.6,2285.4,,,
-35.525,11.372,2000,167.81,1570,2285.1,,,
-35.941,10.333,2000,171.2,1574.9,2274.1,,,
-35.636,99.288,2000,170.27,1585.6,2275.3,,,
-35.921,89.564,2000,168.79,1584,2270,,,
-35.728,83.546,2000,170.12,1597.8,2267.8,,,
-36.064,77.614,1999.9,173.33,1600.7,2260.8,,,
-36.061,74.054,2000,171.9,1601.3,2260.3,,,
-35.867,76.997,2000,170.74,1601.5,2263.6,,,
-35.696,66.754,2000,167.97,1610.2,2262.3,,,
-35.564,64.538,2000,167.4,1614.5,2262.6,,,
-35.649,50.689,2000,168.9,1628,2255.2,,,
-35.68,40.292,2000,169.59,1637.9,2250.4,,,
-35.546,3.352,2000,170.95,1649.8,2247.6,,,
-35.976,30.378,2000,170.06,1640.3,2244.8,,,
-36.046,16.352,2000,170.97,1652.8,2238.8,,,
-35.91,1.148,2000,171.8,1662,2237.2,,,
-35.889,0.35229,2000,170.71,1667.2,2235,,,
-35.92,-0.31721,2000,169.67,1670.1,2233,,,
-35.706,-11.132,2000,172.08,1686.5,2229.8,,,
-36.028,-13.459,2000,166.72,1670.7,2230.6,,,
-35.707,-23.214,2000,169.55,1691.7,2226.9,,,
-35.845,-25.031,2000,171.13,1693.1,2225.1,,,
-35.818,-33.756,2000,171.36,1701.5,2222.1,,,
-35.576,-41.526,2000,170.11,1711.1,2220.9,,,
-35.846,-51.749,2000,166.92,1707.3,2218.2,,,
-36.026,-54.567,2000,169.75,1711,2215.5,,,
-36.128,-58.535,2000,172.26,1716.9,2212.8,,,
-35.928,-63.786,2000,170.67,1722.8,2212.5,,,
-35.697,-76.331,2000,167.5,1732.6,2210.5,,,
-35.826,-80.396,2000,169.07,1736,2208.2,,,
-35.596,-8.177,2000,173.03,1750.2,2206.8,,,
-35.88,-73.337,2000,168.39,1727.5,2210.6,,,
-35.609,-65.296,2000,166.99,1724.3,2214.5,,,
-35.841,-57.231,2000,171.35,1720.5,2214.5,,,
-36.048,-53.223,2000,172.91,1715.5,2214.5,,,
-35.686,-43.486,2000,168.01,1706.1,2220.9,,,
-35.773,-35.186,2000,169.52,1700.1,2222.7,,,
-35.713,-3.374,2000,172.31,1705.7,2222,,,
-35.42,-27.115,2000,171.39,1705.1,2225.7,,,
-35.798,-23.449,2000,166.8,1684.5,2227.9,,,
-35.648,-13.367,2000,170.62,1686.9,2230,,,
-35.54,-0.2022,2000,170.62,1679.8,2234.5,,,
-35.646,-0.072532,2000,171.42,1677.8,2234.1,,,
-35.733,0.64931,2000,170.69,1668.2,2236.7,,,
-35.718,14.605,2000,170.53,1661.3,2239.8,,,
-35.777,20.975,2000,166.5,1646.5,2244.3,,,
-35.676,31.302,2000,171.32,1649.4,2245.9,,,
-35.781,30.432,2000,170.03,1645,2245.8,,,
-35.601,36.189,2000,170.36,1645,2248.7,,,
-35.666,47.291,2000,170.46,1633.7,2252.7,,,
-35.706,53.362,2000,169.83,1625.9,2255.4,,,
-35.763,62.098,2000,171.64,1620.1,2257.4,,,
-35.99,67.642,2000,166.62,1598.8,2261.7,,,
-35.855,75.139,2000,169.7,1601.5,2263.6,,,
-35.44,85.112,2000,170.05,1604,2270.6,,,
-36.144,87.733,2000,170.5,1582.9,2266.4,,,
-35.799,91.843,2000,170.99,1589.7,2270.2,,,
-35.612,98.536,2000,170.35,1587.2,2275.1,,,
-35.731,10.594,2000,170.55,1577.1,2277.4,,,
-35.706,11.502,2000,169.36,1566.6,2282.9,,,
-35.45,11.909,2000,169.9,1571.1,2286.6,,,
-36.002,12.227,2000,169.94,1552,2283.3,,,
-36.092,12.833,2000,170.32,1544.2,2285,,,
-35.773,14.058,2000,170.33,1541.8,2293.8,,,
-35.911,14.747,2000,170.69,1531.8,2295.6,,,
-35.933,15.241,2000,170.27,1525.6,2298.2,,,
-35.855,16.124,2000,170.81,1520.7,2303,,,
-35.707,17.204,2000,168,1509.4,2313.1,,,
-35.853,17.426,2000,167.05,1501.1,2313.6,,,
-35.737,18.143,2000,169.43,1502.9,2316.4,,,
-35.707,18.943,2000,170.95,1499.7,2319.5,,,
-35.643,19.119,2000,171.63,1501.4,2320.5,,,
-35.735,19.247,2000,171.51,1497.3,2320.3,,,
-35.848,20.221,2000,167.3,1477.1,2328.9,,,
-35.963,21.717,2000,171.15,1468.9,2331.8,,,
-35.88,22.465,2000,171.68,1466.4,2336.6,,,
-35.701,22.884,2000,168.15,1461.2,2345.3,,,
-35.732,22.704,2000,168.13,1461.7,2343.9,,,
-35.499,23.225,2000,173.33,1474.5,2343.9,,,
-35.848,24.437,2000,168.42,1445.6,2352.4,,,
-35.603,25.29,2000,168.49,1446.2,2360.7,,,
-35.964,26.245,2000,172.34,1436.8,2357.1,,,
-35.63,26.884,2000,170.96,1438.7,2367.1,,,
-35.507,27.983,2000,170.03,1432.6,2376.7,,,
-35.502,27.887,2000,170.12,1433.5,2376.1,,,
-35.506,28.761,2000,169.87,1427,2381.8,,,
-35.817,29.137,2000,170.71,1417.8,2379,,,
-35.895,29.304,2000,170.18,1413.7,2379.7,,,
-35.464,30.63,2000,170.27,1416.5,2393.6,,,
-35.937,31.422,2000,172.13,1402.7,2390,,,
-35.671,31.843,1999.9,170.33,1403.6,2398.6,,,
-35.727,32.542,2000,166.79,1391.2,2406.8,,,
-35.55,33.25,2000,170.79,1398.9,2408.5,,,
-35.774,34.153,2000,171.6,1389.2,2410.4,,,
-35.781,34.983,2000,172.35,1385.6,2414.7,,,
-35.604,35.084,2000,166.5,1378.5,2425,,,
-35.306,35.848,2000,169.98,1388,2428.9,,,
-35.79,36.494,2000,172.56,1376.9,2424,,,
-35.303,37.763,2000,170.81,1378.5,2440,,,
-35.371,38.402,2000,165.97,1364.2,2449.3,,,
-35.71,38.159,2000,171.53,1367.5,2437.1,,,
-35.671,39.262,2000,172.41,1363.9,2443.5,,,
-35.603,39.899,2000,165.7,1349.7,2456.7,,,
-35.502,41.053,2000,170.95,1355.4,2458.5,,,
-35.606,41.91,2000,173.28,1352.5,2459.9,,,
-35.426,41.809,2000,167.48,1346.8,2468.3,,,
-35.388,41.965,2000,168.9,1349.4,2467.8,,,
-35.454,41.778,2000,171.92,1354.4,2462.3,,,
-35.854,41.846,1999.9,170.29,1341.4,2460.6,,,
-35.5,42.037,2000,166.24,1341.5,2470.5,,,
-35.475,42.129,2000,172.65,1353.3,2463.4,,,
-35.59,42.012,2000,172.37,1350.6,2461.9,,,
