in1,in2,in3,in4,in1,in2,,,
-29.932,37.126,2000,170.93,1518.7,2462.3,,,
-29.883,37.01,2000,169.74,1518.4,2462.9,,,
-28.798,36.518,2000,170.35,1549.2,2461.3,,,
-28.174,35.918,2000,169.63,1566.1,2459.7,,,
-27.485,35.665,2000,166.87,1577.5,2461.7,,,
-27.021,35.121,2000,169.88,1595.9,2456.4,,,
-26.667,35.258,2000,170.3,1602.7,2457.1,,,
-26.053,34.49,2000,170.05,1617.6,2453.9,,,
-25.003,33.832,2000,169.45,1635.7,2451.9,,,
-24.824,33.549,2000,169.86,1640.1,2450.2,,,
-24.186,32.984,2000,168.64,1647.4,2449,,,
-23.643,32.726,2000,171.58,1657.6,2445.2,,,
-23.31,32.392,2000,170.38,1658.6,2444.9,,,
-22.974,31.935,2000,168.54,1658.2,2444.5,,,
-22.523,31.825,2000,169.23,1659.8,2443.7,,,
-21.751,31.024,2000,169.52,1660.1,2439.8,,,
-21.319,31.07,2000,172.66,1662,2437.4,,,
-21.117,30.42,2000,170.82,1659.5,2435.9,,,
-20.601,29.945,2000,169.75,1654.9,2434.8,,,
-19.784,29.749,2000,168.48,1645.6,2435.6,,,
-18.836,29.281,2000,168.59,1637.7,2433.8,,,
-18.092,28.628,2000,170.39,1635.3,2429.2,,,
-18.057,28.06,2000,171.99,1640.4,2424.8,,,
-17.682,28.358,2000,168.16,1627.1,2430.3,,,
-17.422,27.36,2000,168.53,1628.3,2424.9,,,
-16.11,27.297,2000,174.58,1617.7,2419.9,,,
-15.927,26.758,2000,169.7,1603.8,2421.8,,,
-15.504,26.428,2000,168.84,1591.5,2421.2,,,
-14.625,26.136,2000,169.17,1566.8,2420,,,
-14.261,25.612,2000,169.04,1555.1,2417.7,,,
-13.506,25.199,2000,168.96,1529.8,2416.2,,,
-13.228,24.958,2000,173.96,1533.9,2410.5,,,
-12.975,23.916,2000,170.3,1516.1,2408.7,,,
-12.312,24.251,2000,169.27,1490.8,2411.9,,,
-11.683,23.847,2000,168.93,1469.6,2410.6,,,
-10.838,23.085,2000,169.22,1444.7,2407,,,
-10.409,22.748,2000,169.55,1433.1,2405.2,,,
-10.13,22.211,2000,169.98,1427.1,2402.3,,,
-95.613,21.74,2000,173.6,1420.8,2396.9,,,
-94.123,21.45,2000,169.91,1408.1,2398.9,,,
-81.886,21.229,2000,168.7,1371.9,2399.8,,,
-75.467,20.726,2000,168.63,1356.8,2397.7,,,
-78.852,20.327,2000,168.56,1367.1,2395.5,,,
-71.849,20.453,2000,171.02,1354.5,2394.3,,,
-63.521,19.405,2000,173.72,1345.7,2387,,,
-59.966,18.982,2000,170.47,1332.5,2388.2,,,
-50.253,18.893,2000,167.99,1306.5,2390.7,,,
-47.715,18.61,2000,168.84,1304.9,2388.6,,,
-39.504,17.635,2000,169.72,1296.8,2383.4,,,
-32.927,17.744,2000,169.86,1283.7,2384.3,,,
-26.449,17.419,2000,168.93,1271.1,2384,,,
-24.791,16.828,2000,170.22,1272.3,2379.8,,,
-13.496,16.289,2000,173.4,1253.6,2374.9,,,
-12.632,16.051,2000,169.71,1243.4,2377.2,,,
-0.70296,15.435,2000,169.22,1223.8,2374.9,,,
-0.039248,14.754,2000,169.71,1196.7,2371.4,,,
-0.047511,14.958,2000,169.48,1199.2,2372.7,,,
0.64697,14.469,2000,169.44,1167.5,2370.7,,,
10.092,13.862,2000,170.02,1142.7,2367.3,,,
15.455,13.752,2000,170.13,1118.2,2367.1,,,
25.018,12.846,2000,169.42,1047.3,2363.8,,,
29.739,12.776,2000,168.83,1020.3,2364.3,,,
39.746,12.409,2000,173.63,971.61,2358.7,,,
36.345,12.534,2000,171.07,985.67,2361.4,,,
3.427,12.711,2000,169.4,997.2,2363.7,,,
29.227,12.818,2000,169.87,1027.2,2363.5,,,
28.979,13.167,2000,171.21,1043.3,2364,,,
20.056,13.707,2000,169.91,1096.6,2367.4,,,
0.96584,13.978,2000,169.77,1146.4,2368.1,,,
11.749,14.201,2000,169.78,1142.8,2369.4,,,
0.98011,14.418,2000,169.9,1155.1,2370.3,,,
0.18532,15.534,2000,168.31,1196.2,2376.9,,,
-0.37166,15.682,2000,168.86,1215.6,2376.7,,,
-11.121,16.154,2000,170.02,1240.7,2377.5,,,
-16.165,16.569,2000,169.45,1252.4,2379.9,,,
-18.973,16.797,2000,169.32,1258.3,2380.9,,,
-30.932,17.3,2000,169.78,1282,2382.2,,,
-36.837,17.707,2000,169.98,1291.7,2383.7,,,
-42.934,18.271,2000,169.02,1298,2387.1,,,
-47.127,18.44,1999.9,173.31,1314.3,2383.7,,,
-49.218,18.604,2000,168.86,1308.1,2388.5,,,
-54.345,18.939,2000,168.03,1314.9,2390.6,,,
-60.944,19.636,2000,172.29,1335.1,2389.7,,,
-69.194,19.995,2000,168.95,1345.2,2394.1,,,
-72.864,20.559,2000,168.98,1351.7,2396.7,,,
-76.964,21.177,2000,169.92,1361.9,2398.7,,,
-79.818,21.457,2000,169.94,1368.5,2399.9,,,
-88.405,21.775,2000,169.47,1389.8,2401.4,,,
-90.504,22.053,2000,173.96,1406.1,2398.5,,,
-10.156,22.406,2000,169.85,1427,2403.4,,,
-10.348,23.039,2000,168.35,1427.5,2407.9,,,
-10.762,22.854,2000,168.67,1441.4,2406.3,,,
-10.79,23.708,2000,172.78,1451.4,2406.9,,,
-11.649,24.288,2000,170.44,1471.9,2411.4,,,
-12.901,24.556,2000,169.34,1510.6,2412.9,,,
-13.131,24.942,2000,169.29,1518,2414.8,,,
-13.178,25.4,2000,169.36,1519.6,2417.1,,,
-13.847,25.582,2000,168.98,1541.2,2417.9,,,
-14.601,25.798,2000,171.93,1573.5,2415.7,,,
-15.254,26.168,2000,172.29,1593.6,2416.8,,,
-15.542,26.635,2000,169.8,1594.5,2421.4,,,
-15.948,27.087,2000,167.72,1598.8,2425.4,,,
-16.425,27.643,2000,169.06,1610.8,2426.6,,,
-17.211,28.173,2000,170.03,1624.7,2427.9,,,
-17.835,28.432,2000,168.66,1629.7,2430,,,
-18.404,28.932,2000,173.77,1643.5,2427.4,,,
-19.124,29.342,2000,170.72,1644,2431.9,,,
-19.51,29.386,2000,169.27,1645.4,2433.2,,,
-20.36,30.209,2000,169.16,1650.8,2436.9,,,
-20.572,30.517,2000,168.82,1651.3,2438.7,,,
-20.989,30.742,2000,168.95,1654.6,2439.4,,,
-20.989,31.205,2000,171.84,1657.6,2439.1,,,
-21.289,31.109,2000,172.95,1662.1,2437.3,,,
-22.386,32.069,2000,170.47,1660.7,2443.9,,,
-23.265,32.733,2000,169.71,1656.3,2447.3,,,
-23.286,32.91,2000,169.41,1655,2448.5,,,
-23.979,33.321,2000,170.06,1650.1,2449.5,,,
-25.112,33.793,2000,169.69,1634.9,2451.4,,,
-25.251,34.671,2000,169.54,1628.2,2456,,,
-26.179,34.545,2000,169.13,1613.4,2455,,,
-26.384,34.787,2000,169.37,1608.9,2455.8,,,
-27.27,35.298,2000,168.67,1587.6,2458.3,,,
-27.56,35.799,2000,172.58,1585.9,2456.9,,,
-28.029,36.153,2000,171.57,1571.6,2459.2,,,
-28.534,36.451,2000,169.88,1554.9,2461.8,,,
-28.99,37.042,2000,170.14,1540.9,2464.1,,,
-29.802,37.466,2000,171.03,1519.9,2464.2,,,
-30.184,37.933,2000,171,1507.3,2466.1,,,
-30.628,38.407,2000,170.48,1492.1,2468.3,,,
-31.3,38.336,2000,167.95,1470.7,2469,,,
-31.794,38.731,2000,168.93,1457.5,2468.8,,,
-32.498,39.439,2000,170.63,1438.6,2468.7,,,
-32.659,39.686,2000,171.5,1434.7,2468.5,,,
-33.236,40.257,2000,172.49,1418.6,2468.2,,,
-34.028,40.879,2000,166.09,1383.5,2474.7,,,
-34.892,41.563,2000,171.24,1368,2466.9,,,
-35.769,42.04,2000,171.64,1344.8,2461.1,,,
-35.778,42.067,2000,169.78,1341.1,2463.5,,,
-35.679,42.444,2000,167.04,1336.5,2470.3,,,
-35.846,41.662,2000,172.7,1347,2456.5,,,
-35.732,42.214,2000,170.36,1342.5,2464.2,,,
-35.609,41.856,2000,166.26,1339.9,2468.3,,,
-35.757,41.844,2000,171.93,1346.7,2459.6,,,
-35.633,41.941,2000,172.74,1350.6,2460.5,,,
-35.535,41.958,2000,166.18,1341,2469.8,,,
-35.525,42.167,2000,172.11,1350.9,2463.8,,,
-35.933,41.658,2000,169.76,1339.5,2459.2,,,
-35.391,41.06,2000,170.66,1357.5,2460,,,
-34.558,39.853,2000,170.52,1384.4,2460,,,
-34.307,39.634,2000,168.4,1388,2463,,,
-33.516,39.276,2000,171.46,1415.4,2462.3,,,
-32.79,38.908,2000,170.04,1433.2,2465.2,,,
-32.422,37.927,2000,166.41,1441.7,2465,,,
-31.928,37.335,2000,171.91,1468.5,2457.7,,,
-31.696,37.067,2000,172.26,1476.8,2456.6,,,
-30.822,36.462,2000,167.01,1493,2460.9,,,
-30.483,35.908,2000,169.49,1510,2456.1,,,
-29.727,35.813,2000,171.36,1533.2,2455.2,,,
-29.68,34.996,2000,171.37,1539.8,2450.9,,,
-29.189,34.445,2000,170.7,1554.1,2449.5,,,
-28.073,33.832,2000,165.21,1573.1,2453,,,
-28.022,33.36,2000,167.91,1582.4,2448,,,
-27.365,33.573,2000,170.76,1600,2447.1,,,
-26.523,32.058,2000,171.2,1625.6,2439.6,,,
-25.895,31.932,2000,170.51,1635.2,2440.2,,,
-25.38,31.574,2000,169.93,1643.4,2439.4,,,
-25.008,31.06,2000,169.24,1649.5,2437.7,,,
-24.527,30.211,2000,170.32,1660.7,2432.6,,,
-24.153,30.229,2000,169.24,1661.7,2434.1,,,
-23.244,29.417,2000,169.26,1669.1,2430.5,,,
-22.798,28.904,2000,168.16,1669.3,2429.3,,,
-22.71,28.26,2000,172.85,1679.3,2421.5,,,
-22.059,27.386,2000,170.62,1676.8,2419.6,,,
-21.462,27.329,2000,169.44,1671.4,2420.9,,,
-20.682,26.679,2000,168.95,1667.7,2418.6,,,
-20.545,26.053,2000,169.15,1670.1,2415.3,,,
-19.944,25.895,2000,168.96,1665.7,2415.1,,,
-19.693,25.238,2000,173.28,1675.2,2407.8,,,
-19.105,25.047,2000,168.87,1662.8,2411.4,,,
-18.833,23.942,2000,169.45,1667.9,2405.3,,,
-17.705,23.26,2000,168.87,1653.2,2403.2,,,
-16.971,22.849,2000,172.74,1648.2,2398,,,
-16.388,21.893,2000,168.86,1625.6,2397.1,,,
-15.746,21.45,2000,167.74,1603.7,2396.4,,,
-15.266,20.874,2000,173.5,1604.2,2388.3,,,
-14.85,20.609,2000,170.16,1581.6,2390.4,,,
-14.518,20.263,2000,168.51,1566.4,2390.4,,,
-13.867,19.521,2000,169.14,1547.4,2386.5,,,
-13.09,18.879,2000,173.03,1533.7,2380.1,,,
-12.621,18.665,2000,168.88,1508.4,2383.2,,,
-11.93,17.95,2000,167.38,1485.3,2381.5,,,
-11.418,17.283,2000,171.89,1483.9,2374.2,,,
-10.969,16.667,2000,170.76,1470.3,2372.4,,,
-10.692,16.312,2000,167.6,1456,2373.8,,,
-9.76,15.57,2000,173.57,1448.9,2365.1,,,
-96.375,15.296,2000,169.43,1436.8,2367.6,,,
-89.435,14.74,2000,168.65,1420,2366,,,
-84.172,14.256,2000,168.83,1409.6,2363.7,,,
-74.767,13.719,2000,172.12,1396.3,2358.6,,,
-73.489,12.868,2000,169.58,1389.2,2356.7,,,
-67.721,12.13,2000,168.94,1372.6,2354,,,
-66.918,12.03,2000,168.74,1369.7,2353.7,,,
-5.79,11.538,2000,173.26,1351.9,2347.6,,,
-48.524,10.894,2000,170.48,1309.7,2347.6,,,
-47.713,10.314,2000,170.65,1299.4,2344.6,,,
-44.636,98.663,2000,169.33,1277.2,2343.7,,,
-35.491,96.432,2000,170.15,1237.5,2342.5,,,
-36.879,88.793,2000,170.69,1226.7,2338,,,
-30.932,84.618,2000,170.43,1187,2336.5,,,
-2.162,80.985,2000,170.36,1129.2,2335.4,,,
-23.634,80.094,2000,169.98,1135.5,2335.2,,,
-22.677,82.095,2000,168.97,1134.1,2337.2,,,
-0.48793,60.104,2000,170.88,965.03,2325.5,,,
-0.36986,58.493,2000,171.79,955.34,2324,,,
-0.029206,56.855,2000,169.03,922.24,2325.9,,,
0.78341,52.212,2000,167.86,858.62,2325.2,,,
19.669,41.819,2000,172.17,774.4,2316.8,,,
24.765,40.356,2000,171.65,743.23,2316.9,,,
28.262,32.828,2000,166.22,687.78,2318.4,,,
33.345,25.875,2000,171.19,655.86,2310.6,,,
39.105,23.428,2000,172.06,625.31,2309,,,
40.194,1.933,2000,171.98,608.28,2307.1,,,
37.988,17.598,2000,167.67,602.16,2310,,,
41.608,27.543,2000,167.61,615.84,2315.4,,,
31.159,34.421,2000,172.28,695.45,2313.8,,,
19.112,38.525,1999.9,171.62,764.29,2315.6,,,
16.468,44.406,2000,165.67,780.79,2323.9,,,
12.248,54.398,2000,170.78,852.34,2324,,,
0.79064,5.869,2000,171.12,891.87,2325.5,,,
-0.083182,57.603,2000,170.83,933.51,2324.6,,,
-0.34317,66.937,2000,170.94,983.18,2329.1,,,
-0.88387,7.079,2000,165.61,1010.3,2335.6,,,
-12.389,72.605,2000,168.74,1046,2333.3,,,
-20.123,8.439,2000,170.16,1132.2,2337.5,,,
-23.543,85.316,2000,170.15,1152.3,2337.7,,,
-32.158,94.585,2000,170.66,1220.1,2341.3,,,
-33.231,10.242,2000,170.27,1241.4,2345.6,,,
-40.891,10.151,2000,169.61,1268.5,2345.2,,,
-44.192,10.565,2000,169.14,1286.8,2347.5,,,
-4.782,11.727,2000,169.5,1314.2,2352.8,,,
-48.461,11.782,2000.1,169.79,1317.3,2352.8,,,
-56.458,11.875,2000,172.5,1348,2350.2,,,
-67.894,13.183,2000,167.44,1370.3,2360.7,,,
-73.745,13.425,2000,171.8,1393.8,2357.5,,,
-79.325,14.156,2000,171.07,1403.4,2361.5,,,
-82.597,14.905,2000,169.1,1403.6,2366.9,,,
-92.242,15.115,2000,167.45,1422.4,2368.8,,,
-94.622,15.606,2000,171.71,1436.5,2367.2,,,
-99.236,16.168,2000,171.94,1446.7,2369.5,,,
-10.848,16.365,2000,168.46,1462.3,2373.1,,,
-11.235,17.063,2000,168.78,1471.4,2376.1,,,
-11.568,17.659,2000,168.56,1478.5,2379.1,,,
-12.25,18.169,2000,172.77,1508.4,2377.3,,,
-12.76,18.884,2000,169.78,1514.6,2383.4,,,
-12.88,19.423,2000,168.77,1514.7,2387.1,,,
-13.96,20.036,2000,168.18,1547.2,2390,,,
-14.546,20.466,2000,172.76,1578.6,2387.5,,,
-14.69,21.349,2000,170.41,1576.3,2394.1,,,
-15.243,21.377,2000,169.01,1590.9,2395.2,,,
-15.901,21.852,2000,168.78,1610.8,2397.4,,,
-16.568,22.553,2000,168.6,1628.5,2400.6,,,
-16.862,22.987,2000,172.74,1645.1,2398.8,,,
-17.631,23.293,2000,169.35,1652.7,2403,,,
-18.082,24.305,2000,167.99,1652.4,2409.1,,,
-18.829,24.307,2000,170.03,1666.7,2406.7,,,
-18.892,24.369,2000,173.37,1673.6,2403.8,,,
-19.435,25.587,2000,170.45,1665.6,2412.5,,,
-20.25,26.243,2000,168.88,1666.2,2416.7,,,
-20.664,26.897,2000,169.24,1666.9,2419.5,,,
-21.06,27.485,2000,168.9,1666.9,2422.5,,,
-21.676,28.189,2000,168.39,1667.7,2426.2,,,
-22.133,28.462,2000,173.12,1676.8,2422.8,,,
-22.586,29.25,2000,169.82,1670.2,2429.7,,,
-23.32,29.329,2000,168.63,1668.3,2430.6,,,
-23.591,29.955,2000,168.19,1664.1,2434.1,,,
-24.594,30.464,2000,171.9,1661.6,2432.4,,,
-25.019,31.171,2000,171.38,1652.6,2436.2,,,
-25.598,31.914,2000,169.59,1638,2441.3,,,
-25.978,32.453,2000,169.07,1628.4,2444.3,,,
-26.506,32.908,2000,169.68,1618.1,2445.6,,,
-27.406,33.302,2000,169.16,1597.9,2447.2,,,
-27.745,33.36,2000,169.26,1590.8,2447,,,
-28.285,34.088,2000,170.18,1576.3,2449.3,,,
-28.377,34.716,2000,169.41,1568.7,2453.3,,,
-28.926,35.489,2000,172.9,1557.7,2453.2,,,
-29.389,35.875,2000,170.64,1539.7,2456.8,,,
-30.193,36.896,2000,170.52,1512.9,2461,,,
-30.868,36.939,2000,171.51,1497.4,2458.9,,,
-31.221,37.474,2000,170.85,1483.7,2461.6,,,
-32.05,38.248,2000,170.01,1456,2464.3,,,
-32.778,38.344,2000,167.06,1431.3,2465.2,,,
-32.828,39.439,2000,170.1,1429.2,2468,,,
-33.02,38.847,2000,170.22,1428.1,2463.7,,,
-33.199,39.717,2000,172.47,1422.7,2465.4,,,
-34.569,40.897,1999.9,170.15,1377.6,2466.6,,,
-35.596,41.799,2000,167.79,1343.3,2466.2,,,
-35.508,41.885,2000,173.63,1355.6,2460.3,,,
-36.105,41.669,2000,167.63,1331.5,2460,,,
-35.608,41.791,2000,170.23,1347.5,2463,,,
-35.496,42.167,2000,172.66,1352.6,2463.4,,,
-35.745,41.738,2000,167.29,1339.1,2464.9,,,
-35.749,41.84,2000,171.14,1345.5,2460.6,,,
-35.935,41.731,2000,172.93,1344.9,2455.6,,,
-35.878,41.916,2000,166.59,1333.7,2465.5,,,
-35.811,41.898,2000,171.08,1343.6,2460.4,,,
-35.923,40.7,2000,172.42,1349.9,2449.7,,,
-34.883,40.294,2000,166.79,1367.1,2464.5,,,
-34.104,39.416,2000,169.73,1396.7,2461.5,,,
-33.694,38.836,2000,173.03,1416.5,2457,,,
-33.368,38.196,2000,167.78,1418.7,2460.9,,,
-32.531,37.725,2000,168.91,1444.9,2460.8,,,
-32.124,36.975,2000,171.13,1464.2,2455.8,,,
-31.559,36.131,2000,170.21,1482.4,2453.9,,,
-31.152,35.825,2000,170.75,1495.9,2452.9,,,
-30.44,35.201,2000,170.27,1517.3,2451.7,,,
-30.118,34.142,2000,170.7,1533.4,2446.2,,,
-29.502,33.488,2000,169.09,1549.9,2445.5,,,
-28.847,33.335,2000,167.72,1563.8,2447,,,
-28.455,32.614,2000,169.54,1580.9,2441.9,,,
-28.052,32.328,2000,169.4,1591.2,2441.1,,,
-27.593,31.357,2000,168.74,1605.5,2437.2,,,
-26.953,30.288,2000,171.84,1629.9,2429.3,,,
-26.475,30.377,2000,171.02,1635.9,2431,,,
-26.322,29.529,2000,168.81,1639.3,2428.9,,,
-25.309,28.931,2000,167.66,1654.6,2427.8,,,
-24.691,27.762,2000,170.48,1672.1,2419.6,,,
-24.072,27.424,2000,173.51,1682.9,2415.5,,,
-24.051,26.729,2000,169.19,1679.2,2416,,,
-23.2,25.604,2000,168.14,1684.6,2411.8,,,
-22.748,25.015,2000,168.95,1688.3,2408.3,,,
-22.033,24.263,2000,172.56,1696,2401.6,,,
-21.314,23.896,2000,168.92,1688.4,2403.7,,,
-21.439,23.138,2000,167.92,1692.7,2400.6,,,
-21.234,22.715,2000,171.2,1700.5,2395.5,,,
-20.108,22.045,2000,172.19,1700.1,2391.9,,,
-19.465,21.214,2000,167.78,1690.9,2392.3,,,
-19.272,20.713,2000,168.51,1693.3,2389.2,,,
-18.397,19.538,2000,173,1694.4,2379.5,,,
-18.18,18.962,2000,169.36,1682.8,2380.2,,,
-17.785,18.869,2000,167.91,1669.4,2381.3,,,
-17.639,18.711,2000,170.04,1671.2,2378.6,,,
-16.36,17.207,2000,171.67,1639.2,2370.3,,,
-15.647,16.771,2000,172.55,1618.9,2367.8,,,
-15.47,16.629,2000,168.25,1601.7,2371.2,,,
-15.225,15.609,2000,165.83,1589,2368.4,,,
-14.87,14.899,2000,170.88,1592.7,2360.3,,,
-14.342,14.085,2000,172.46,1582.4,2355,,,
-13.534,13.483,2000,171.38,1556.7,2353.5,,,
-12.324,12.606,2000,167.39,1514.3,2353.7,,,
-11.746,11.74,2000,173.43,1516.2,2344,,,
-11.345,11.063,2000,168.68,1494.9,2345.3,,,
-11.344,10.404,2000,167.76,1493.7,2342.8,,,
-10.456,96.966,2000,173.03,1481.1,2334.9,,,
-99.246,89.558,2000,170.83,1457.5,2333.6,,,
-94.731,84.621,2000,168.32,1434.1,2333.7,,,
-87.357,78.992,2000,169.28,1405.9,2330.5,,,
-79.681,73.351,2000,169.55,1370.1,2328,,,
-78.592,70.011,2000,168.22,1356.6,2327.6,,,
-71.347,59.953,2000,174.05,1319.5,2317.5,,,
-66.402,47.032,2000,171.43,1251.8,2313.7,,,
-56.806,44.397,2000,168.7,1184,2315.7,,,
-51.056,39.971,2000,170.18,1141.2,2312.5,,,
-55.678,32.507,2000,171.54,1143.3,2307,,,
-4.836,2.631,2000,171.07,1076.5,2304.9,,,
-40.527,20.644,2000,170.41,1008.2,2303.2,,,
-40.731,20.074,2000,165.52,991.51,2307.5,,,
-31.117,0.70232,2000,170.57,905.14,2296.8,,,
-21.789,-0.31299,2000,172.13,824.59,2290.9,,,
-19.931,-0.99177,2000,172.56,792.99,2287.2,,,
-1.18,-17.343,2000,165.18,709.57,2290.9,,,
-0.46664,-22.987,2000,171.53,675.81,2282.7,,,
-0.24376,-30.042,2000,172.51,646.87,2278.4,,,
0.10916,-37.576,2000,166.77,595.68,2280.1,,,
0.98082,-41.151,2000,172.11,562.22,2274,,,
13.186,-52.324,2000,172.25,518.82,2268.5,,,
19.317,-56.101,2000,167.19,474.91,2271.7,,,
18.808,-59.656,2000,172,477.92,2265.4,,,
28.514,-66.825,1999.9,172.48,426.18,2262.1,,,
34.902,-6.779,2000,167.66,392.63,2266.6,,,
3.459,-73.022,2000,168.04,382.5,2263.6,,,
34.958,-72.153,2000,171.97,390.7,2260.4,,,
35.348,-67.811,2000,173.12,401.55,2261.6,,,
25.382,-62.666,2000,168.21,438.72,2267.9,,,
24.127,-59.681,2000,168.76,451.64,2268.8,,,
19.367,-50.533,2000,168.35,491.38,2273.5,,,
0.80416,-42.609,2000,173.78,569.22,2271.6,,,
0.18362,-34.909,2000,169.08,605.77,2279.4,,,
0.020496,-27.434,2000,168.4,633.01,2283.7,,,
-11.982,-20.192,2000,168.43,709.88,2286.4,,,
-0.97408,-18.297,2000,172.64,716.66,2283.6,,,
-16.888,-0.6795,2000,168.62,777.66,2292.7,,,
-18.999,-0.21898,2000,169.44,806.2,2294.1,,,
-26.906,0.73241,2000,169.75,881.5,2298.1,,,
-34.099,14.403,2000,171.32,951.42,2299.7,,,
-34.788,21.647,2000,170.68,981.05,2303.9,,,
-45.034,28.827,2000,167.05,1054.5,2310.2,,,
-47.944,33.717,2000,169.19,1096.9,2310.4,,,
-54.177,4.429,2000,169.99,1173.5,2314.6,,,
-59.369,45.198,2000,170.14,1205.1,2314.5,,,
-65.863,48.612,2000,169.93,1249.6,2316,,,
-69.919,5.822,2000,167.95,1291.6,2322.5,,,
-73.091,67.379,2000,167.95,1327.8,2326.9,,,
-76.226,69.486,2000,173.8,1360.4,2322.3,,,
-86.142,79.043,2000,169.2,1401.4,2330.7,,,
-96.352,86.214,2000,168.12,1440,2334.6,,,
-10.242,93.102,2000,172.16,1471.8,2333.9,,,
-10.477,10.067,2000,170.17,1475.1,2339.5,,,
-10.82,10.944,2000,167.45,1477.7,2346.3,,,
-11.337,11.3,2000,172.71,1504.2,2342.8,,,
-11.673,11.408,2000,169.06,1504.1,2346.5,,,
-12.087,12.062,2000,166.73,1507.9,2351.7,,,
-12.653,13.035,2000,169.87,1528.5,2353.3,,,
-12.896,13.613,2000,172.18,1539.7,2353.9,,,
-13.554,14.384,2000,172.06,1556.5,2357.5,,,
-14.249,14.842,2000,166.76,1562.4,2364.3,,,
-14.852,15.815,2000,171.77,1592.6,2364.2,,,
-15.795,16.969,2000,171.53,1620.7,2369.6,,,
-16.508,17.616,2000,167.77,1632.9,2376,,,
-16.894,18.127,2000,168.83,1647.2,2377.3,,,
-17.393,18.927,2000,172.06,1669,2378,,,
-17.863,19.278,2000,171.56,1679.4,2379.9,,,
-18.36,19.765,2000,167.88,1680.4,2385.6,,,
-18.9,20.276,2000,169.14,1691.5,2386.6,,,
-18.812,20.888,2000,170.97,1690.5,2388.1,,,
-19.025,21.544,2000,172.84,1693.6,2389.6,,,
-19.648,21.825,2000,168.9,1691,2394.3,,,
-20.724,22.182,2000,167.7,1695.2,2396.4,,,
-20.971,23.557,2000,170.99,1692.3,2400.2,,,
-22.59,24.643,2000,171.92,1694.9,2403.7,,,
-22.365,25.707,2000,171.49,1687.5,2409.8,,,
-22.762,25.808,2000,168.47,1683.4,2412.9,,,
-23.699,26.687,2000,168,1678.5,2417.2,,,
-23.781,27.475,2000,171.88,1681,2417.5,,,
-24.129,28.037,2000,171.08,1675.5,2420.9,,,
-24.611,27.88,2000,169.82,1670.9,2420.9,,,
-25.814,29.623,2000,169.44,1647.4,2429.3,,,
-26.364,29.971,2000,168.63,1635.7,2431.3,,,
-26.528,30.446,2000,169.23,1631.3,2433.1,,,
-26.782,31.368,2000,172.17,1627,2434.8,,,
-27.541,31.42,2000,171.71,1611.7,2434.7,,,
-27.909,32.45,2000,169.03,1592.7,2442.3,,,
-29.054,33.355,2000,168.89,1561.1,2445.6,,,
-29.51,33.687,2000,168.3,1546.8,2447.3,,,
-30.132,34.541,2000,175.01,1538.7,2444,,,
-30.346,35.543,2000,171.09,1519,2452.9,,,
-31.126,35.862,2000,170.86,1496.6,2453,,,
-31.493,36.722,2000,170.41,1480.7,2457.2,,,
-31.813,37.082,2000,170.56,1470.4,2458,,,
-32.742,38.019,2000,165.98,1432.2,2464.7,,,
-32.94,38.55,2000,170.33,1432.2,2462.2,,,
-33.248,38.935,2000,170.83,1423,2462.4,,,
-34.057,39.835,2000,171.64,1399,2462.2,,,
-34.026,40.325,2000,170.96,1395.7,2466,,,
-34.71,41.203,2000,166.13,1365,2472.1,,,
-35.589,41.969,2000,173.27,1352.5,2460.5,,,
-35.633,41.874,2000,167.72,1341.9,2466.4,,,
-35.655,41.689,2000,169.76,1346.1,2462.4,,,
-35.742,42.075,2000,172.74,1347.3,2460.2,,,
-35.596,41.959,2000,166.98,1340.9,2468.2,,,
-35.866,41.709,2000,170.39,1342,2459.5,,,
-35.646,42.069,2000,172.52,1349.2,2461.5,,,
-35.506,42.074,2000,167.71,1343.8,2468.9,,,
-35.493,41.862,2000,169.55,1348.6,2465.4,,,
-35.447,42.179,2000,172.75,1353.9,2463.9,,,
-35.503,40.951,2000,169,1352.4,2460.3,,,
-34.865,40.187,2000,166.63,1367.8,2464.2,,,
-34.6,39.361,2000,170.93,1387,2456.2,,,
-33.599,38.868,2000,171.62,1416.1,2459.3,,,
-33.326,37.753,1999.9,170.51,1427.5,2455.6,,,
-33.435,37.562,2000,168.31,1421.8,2456.3,,,
-32.307,36.758,2000,172.08,1462.7,2452.9,,,
-31.695,35.816,2000,168.12,1476.9,2454,,,
-31.514,35.385,2000,168.9,1485.9,2451.3,,,
-31.098,35.038,2000,171.07,1503.1,2448.4,,,
-30.596,34.547,2000,170.39,1518,2447.7,,,
-30.512,33.591,2000,170.22,1526.3,2442.9,,,
-29.858,33.029,2000,171.17,1548.4,2440.3,,,
-29.292,31.538,2000,169.07,1568.2,2435.4,,,
-28.847,31.453,2000,169.29,1579.4,2435.5,,,
-28.471,30.879,2000,169.52,1592,2432.8,,,
-28.024,29.991,2000,169.1,1606.3,2429.1,,,
-27.383,29.627,2000,168.16,1619.3,2428.9,,,
-27.145,29.116,2000,168.62,1627.7,2426,,,
-26.344,28.042,2000,172.2,1654.1,2417.8,,,
-25.663,27.684,2000,171.11,1663.5,2417.7,,,
-25.443,26.855,2000,168.53,1666.3,2416,,,
-25.034,26.206,2000,168.96,1674.9,2412.6,,,
-25.229,25.644,2000,172.09,1681.9,2406.5,,,
-24.422,25.116,2000,168.96,1685.6,2407.4,,,
