in1,in2,in3,in4,out1,out2,out1_2sec_shift,out1_2sec_shift_noise,out1_2sec_shift_filt,out1_2sec_shift_noise_filt,out1_4sec_shift,out1_4sec_shift_noise,out1_4sec_shift_filt,out1_4sec_shift_noise_filt,out1_6sec_shift,out1_6sec_shift_noise,out1_6sec_shift_filt,out1_6sec_shift_noise_filt,out1_8sec_shift,out1_8sec_shift_noise,out1_8sec_shift_filt,out1_8sec_shift_noise_filt,out1_10sec_shift,out1_10sec_shift_noise,out1_10sec_shift_filt,out1_10sec_shift_noise_filt,out2_2sec_shift,out2_2sec_shift_noise,out2_2sec_shift_filt,out2_2sec_shift_noise_filt,out2_4sec_shift,out2_4sec_shift_noise,out2_4sec_shift_filt,out2_4sec_shift_noise_filt,out2_6sec_shift,out2_6sec_shift_noise,out2_6sec_shift_filt,out2_6sec_shift_noise_filt,out2_8sec_shift,out2_8sec_shift_noise,out2_8sec_shift_filt,out2_8sec_shift_noise_filt,out2_10sec_shift,out2_10sec_shift_noise,out2_10sec_shift_filt,out2_10sec_shift_noise_filt
-98.102,95.172,3000.0,599.79,2728.6,1794.6,2721.2,2720.9126710713067,2719.2067676517872,2719.478919784473,2703.5,2704.018598833044,2704.372124808665,2704.5145433338093,2701.2,2702.1082591381573,2691.572700499563,2690.8581046339705,2643.8,2644.1473370911217,2638.706370738673,2638.234423140986,2589.0,2589.0322001831437,2587.6747100725415,2585.882725383257,1788.6,1788.4953298779717,1788.713186254754,1789.5611012871586,1776.7,1776.0912924487106,1779.0895563231718,1778.6919968498862,1772.2,1774.5889860492123,1771.588245675977,1772.3972445590612,1764.8,1765.3265564108774,1763.9974475147549,1763.3815977849265,1756.8,1758.1541203133052,1757.1362308819703,1757.790933562023
-10.312,10.316,3000.0,599.44,2728.8,1799.8,2735.8,2735.9402680567455,2728.076035743963,2728.458634766941,2700.8,2701.755000928011,2708.7062508551962,2708.897832304534,2706.4,2706.7819572847493,2701.976662703941,2701.572331339584,2670.5,2671.034409919337,2669.138614300173,2668.6187123327118,2595.6,2597.1077443097724,2608.845267840428,2607.5020144335376,1794.0,1793.7185612216144,1792.6429236088165,1793.1090374275861,1785.0,1784.6477949102182,1783.874985723317,1783.7416269327632,1776.5,1776.2182475427082,1775.4018949254892,1775.981547278912,1766.0,1766.1396361705329,1767.4820117425093,1767.2125893332077,1760.4,1760.7527042478412,1760.5662829143926,1761.4107655169096
-11.013,10.995,3000.0,597.81,2727.9,1806.3,2728.6,2729.1506490945076,2729.884024185483,2730.3942265236183,2721.2,2721.5209042427073,2719.2067676517872,2719.5312671332135,2703.5,2703.986881478275,2704.372124808665,2704.807227946045,2701.2,2701.600721801638,2691.572700499563,2691.0926908233387,2643.8,2645.134601512457,2638.706370738673,2637.851570365877,1794.6,1794.9027477879622,1796.0305414057575,1795.883582013247,1788.6,1788.9427572615748,1788.713186254754,1789.1373033077489,1776.7,1776.693409077586,1779.0895563231718,1779.5057166358754,1772.2,1772.5704434411757,1771.588245675977,1771.8577755646202,1764.8,1765.120860453847,1763.9974475147549,1764.4516115658103
-11.111,11.294,3000.0,602.72,2741.3,1806.4,2728.8,2728.657975155646,2729.583192181304,2729.833783380222,2735.8,2736.0980581016047,2728.076035743963,2728.472072394931,2700.8,2702.155604338872,2708.7062508551962,2709.4355934916575,2706.4,2707.27197447953,2701.976662703941,2701.4374376468922,2670.5,2671.3075015348313,2669.138614300173,2668.5490108668537,1799.8,1800.39789789766,1800.164467398831,1800.250958259674,1794.0,1794.4903563742712,1792.6429236088165,1793.098379663313,1785.0,1784.486050948126,1783.874985723317,1784.016852329232,1776.5,1776.5868881314623,1775.4018949254892,1776.1668802442105,1766.0,1765.198434355516,1767.4820117425093,1767.5462010187007
-11.779,11.401,3000.0,598.65,2736.4,1812.3,2727.9,2725.404459611741,2731.9075459896867,2731.8840898950493,2728.6,2729.8423983703547,2729.884024185483,2730.2681131680265,2721.2,2722.368346909665,2719.2067676517872,2719.6678627309275,2703.5,2703.990458593905,2704.372124808665,2704.2091320564696,2701.2,2701.8478829995197,2691.572700499563,2691.258265394372,1806.3,1805.3005941558706,1804.457813733583,1805.0317460669241,1794.6,1795.381801214878,1796.0305414057575,1795.7777786532438,1788.6,1788.6004325219583,1788.713186254754,1788.709968891491,1776.7,1776.9872695245028,1779.0895563231718,1779.885445238071,1772.2,1772.6996062975966,1771.588245675977,1772.1715892477944
-12.475,12.577,3000.0,597.1,2730.9,1821.7,2741.3,2740.1263652993416,2735.6255110599386,2735.759990846108,2728.8,2727.562505433451,2729.583192181304,2729.2858848590745,2735.8,2734.625466677456,2728.076035743963,2728.2375794082363,2700.8,2701.77186996566,2708.7062508551962,2708.3412275286137,2706.4,2708.9267135424416,2701.976662703941,2701.6896745553527,1806.4,1806.1478354625729,1808.3160700651656,1808.7379971211908,1799.8,1799.5702061113986,1800.164467398831,1799.1329994807577,1794.0,1793.7567676068354,1792.6429236088165,1792.2427812843348,1785.0,1784.7484416194463,1783.874985723317,1784.302758599315,1776.5,1775.4787464849846,1775.4018949254892,1776.431279216109
-13.11,12.45,3000.0,601.85,2752.0,1827.3,2736.4,2734.8415404736215,2736.6112448642752,2737.071614661794,2727.9,2728.8009961569105,2731.9075459896867,2730.7186006824713,2728.6,2729.800561821909,2729.884024185483,2730.3914997118127,2721.2,2719.6849436369744,2719.2067676517872,2718.282905777185,2703.5,2702.2065484949435,2704.372124808665,2704.051897228368,1812.3,1812.0269993946038,1813.6940257036872,1813.9031244398655,1806.3,1807.0999668342533,1804.457813733583,1803.2256493405687,1794.6,1794.6416512884218,1796.0305414057575,1795.2423364716478,1788.6,1788.6765861976712,1788.713186254754,1788.9854482577946,1776.7,1776.2561436540536,1779.0895563231718,1779.4846568781413
-13.64,14.585,3000.0,600.76,2738.2,1838.1,2730.9,2728.278589765693,2738.2985005999785,2738.999222293777,2741.3,2741.637035300802,2735.6255110599386,2734.2627024342028,2728.8,2730.230427836085,2729.583192181304,2730.368960382423,2735.8,2735.2574484698653,2728.076035743963,2727.2690578473776,2700.8,2701.2415795220645,2708.7062508551962,2708.8574677545253,1821.7,1821.6057653655107,1820.8853919821631,1821.251907280067,1806.4,1805.5021482319944,1808.3160700651656,1807.3631093678368,1799.8,1798.6114612942806,1800.164467398831,1799.6793999143415,1794.0,1794.9507017021585,1792.6429236088165,1792.9443397762338,1785.0,1786.658045450049,1783.874985723317,1783.6504296999515
-14.241,15.28,3000.0,599.32,2735.2,1846.9,2752.0,2754.4583411215926,2741.691329927303,2742.6214966970356,2736.4,2736.8672427044535,2736.6112448642752,2735.7045243783346,2727.9,2728.6504097494894,2731.9075459896867,2732.1841872872965,2728.6,2726.309069385081,2729.884024185483,2729.421924845067,2721.2,2721.543506889329,2719.2067676517872,2719.832675194287,1827.3,1826.3932341776103,1828.857057740101,1829.1389522909299,1812.3,1811.694051816612,1813.6940257036872,1812.8217164527148,1806.3,1805.6534094418116,1804.457813733583,1804.30395513123,1794.6,1793.5856370921288,1796.0305414057575,1795.9286402005296,1788.6,1789.14415468618,1788.713186254754,1788.4672351780296
-15.031,16.027,3000.0,599.56,2737.9,1859.0,2738.2,2738.4028222716347,2740.408521263964,2740.9500845027196,2730.9,2732.033124371615,2738.2985005999785,2737.6368038856713,2741.3,2740.4487966643337,2735.6255110599386,2735.535064325481,2728.8,2728.548780228889,2729.583192181304,2729.425498956163,2735.8,2734.861485957509,2728.076035743963,2728.6079574057458,1838.1,1838.4697751453573,1837.874049997703,1837.7349622235647,1821.7,1822.4543883077336,1820.8853919821631,1820.0340805543492,1806.4,1805.4646545505818,1808.3160700651656,1808.1927479732171,1799.8,1800.7342596248895,1800.164467398831,1799.5958139045956,1794.0,1795.2016899216503,1792.6429236088165,1792.3689211186124
-15.542,16.535,3000.0,600.52,2741.4,1867.6,2735.2,2734.647702487978,2737.7801395964525,2737.809041967025,2752.0,2750.8345358129004,2741.691329927303,2741.277287726979,2736.4,2736.826942153536,2736.6112448642752,2736.8122610120063,2727.9,2728.429715063391,2731.9075459896867,2731.8201152968395,2728.6,2728.8270339657033,2729.884024185483,2730.0880338160414,1846.9,1847.4579898313564,1847.7026449542664,1847.3034921510007,1827.3,1826.927316913072,1828.857057740101,1828.210718466452,1812.3,1813.4612836186445,1813.6940257036872,1813.6315037146687,1806.3,1807.4539987652186,1804.457813733583,1804.1303580397143,1794.6,1793.8136381789507,1796.0305414057575,1795.7325934047271
-15.035,16.486,3000.0,597.79,2730.3,1859.6,2737.9,2739.1664447587323,2737.7400693846726,2737.6349126550995,2738.2,2737.364281223163,2740.408521263964,2740.36814236205,2730.9,2731.2265236292687,2738.2985005999785,2738.761625517334,2741.3,2741.249335903754,2735.6255110599386,2735.2060126263377,2728.8,2729.5732584850575,2729.583192181304,2729.570613151809,1859.0,1857.197192052733,1857.020673418066,1856.3519785177525,1838.1,1838.1956898436335,1837.874049997703,1837.8076353587298,1821.7,1822.7782489752756,1820.8853919821631,1820.886254606121,1806.4,1804.6052339750918,1808.3160700651656,1808.5084511638752,1799.8,1799.237901386164,1800.164467398831,1800.358985931373
-16.491,17.31,3000.0,596.09,2733.1,1882.6,2741.4,2741.6294832134995,2737.0678611790418,2737.15626604503,2735.2,2735.531742160203,2737.7801395964525,2737.9443454439315,2752.0,2753.7829831604604,2741.691329927303,2741.9984633919676,2736.4,2737.10969832166,2736.6112448642752,2736.4767512433973,2727.9,2727.4085059894555,2731.9075459896867,2731.3647725734195,1867.6,1866.0023952413974,1863.2547365204764,1862.815974279717,1846.9,1847.4404506211579,1847.7026449542664,1848.339561222887,1827.3,1827.5036741963963,1828.857057740101,1828.8161668037,1812.3,1813.17028484734,1813.6940257036872,1813.907331169163,1806.3,1805.7634442451827,1804.457813733583,1805.034773513014
-16.95,18.565,3000.0,600.96,2740.5,1892.5,2730.3,2730.060515572912,2734.7060923006206,2735.272926379117,2737.9,2738.192659931191,2737.7400693846726,2738.044269808183,2738.2,2737.5640219363777,2740.408521263964,2740.7386316560887,2730.9,2729.7389509519003,2738.2985005999785,2739.122775351738,2741.3,2741.0147832767398,2735.6255110599386,2734.929484286394,1859.6,1857.3214756421535,1868.9921300000988,1869.1929661266367,1859.0,1858.7798819130476,1857.020673418066,1857.744291599664,1838.1,1836.2715038798533,1837.874049997703,1837.473892297628,1821.7,1824.0511848789452,1820.8853919821631,1820.852459067693,1806.4,1806.6000280639248,1808.3160700651656,1808.8647742774406
-17.708,18.93,3000.0,600.83,2743.4,1904.9,2733.1,2732.891774619164,2735.2537905539157,2736.0234471804315,2741.4,2741.3683850244734,2737.0678611790418,2737.48653108537,2735.2,2736.534619788359,2737.7801395964525,2738.528858456298,2752.0,2751.478544129004,2741.691329927303,2742.5718782328595,2736.4,2737.6788108017113,2736.6112448642752,2736.6307905173167,1882.6,1880.2867095913123,1879.7999742023471,1879.933517676165,1867.6,1868.8455795770726,1863.2547365204764,1863.6783061705592,1846.9,1847.931329348277,1847.7026449542664,1846.9978624350765,1827.3,1827.401172475837,1828.857057740101,1828.9434234746457,1812.3,1812.7423687306868,1813.6940257036872,1814.2069635617922
-17.438,19.4,3000.0,599.83,2736.4,1900.7,2740.5,2738.813089463278,2738.6191166304416,2738.761526320438,2730.3,2730.853756408454,2734.7060923006206,2734.9805513502147,2737.9,2738.367612535997,2737.7400693846726,2738.5383536853096,2738.2,2737.982334243852,2740.408521263964,2740.419539983989,2730.9,2730.8583655943803,2738.2985005999785,2738.672334265676,1892.5,1892.272572858572,1891.776050379921,1891.6416606181256,1859.6,1859.44120690784,1868.9921300000988,1869.0831731906705,1859.0,1858.6354791821798,1857.020673418066,1856.7158486828139,1838.1,1838.5481359477947,1837.874049997703,1838.0196599063197,1821.7,1822.852873449945,1820.8853919821631,1821.4961110657418
-18.564,20.697,3000.0,599.21,2735.4,1918.6,2743.4,2744.3742542565137,2739.910773729211,2739.3138300723363,2733.1,2731.402061662789,2735.2537905539157,2735.147717558136,2741.4,2742.7083659536393,2737.0678611790418,2737.62306815418,2735.2,2735.524409501213,2737.7801395964525,2737.1207073191676,2752.0,2752.4316711681986,2741.691329927303,2741.9613631998295,1904.9,1904.4829434503033,1900.2893453814436,1900.4960468688823,1882.6,1883.2741316343372,1879.7999742023471,1879.468634641677,1867.6,1867.142851542938,1863.2547365204764,1863.0940420865295,1846.9,1847.2370913747695,1847.7026449542664,1847.6974405307687,1827.3,1826.7531767616995,1828.857057740101,1829.3657570416585
-18.764,20.913,3000.0,598.13,2733.2,1921.4,2736.4,2735.442272244543,2737.845868641505,2737.0059959930577,2740.5,2741.326229372559,2738.6191166304416,2738.5271803195365,2730.3,2730.768989949728,2734.7060923006206,2734.9075654507583,2737.9,2735.1476993478927,2737.7400693846726,2737.1186661798965,2738.2,2738.2749002416826,2740.408521263964,2740.2496543699644,1900.7,1901.6145629541818,1906.759998125117,1907.2988749466244,1892.5,1891.7527121766568,1891.776050379921,1891.336519745336,1859.6,1860.6310341737092,1868.9921300000988,1868.299902899806,1859.0,1857.8359005094276,1857.020673418066,1857.0571944904304,1838.1,1839.023003288767,1837.874049997703,1837.8123157184896
-19.234,21.377,3000.0,595.17,2727.4,1927.5,2735.4,2735.808494204748,2735.1629355071136,2734.3158766879797,2743.4,2743.1065925360126,2739.910773729211,2740.010269032284,2733.1,2732.73724731603,2735.2537905539157,2735.2881714999526,2741.4,2741.689771871797,2737.0678611790418,2736.9353682998453,2735.2,2736.3287238309204,2737.7801395964525,2737.1878863506945,1918.6,1917.923606723968,1914.6390804581474,1914.5659917756657,1904.9,1904.8048384963279,1900.2893453814436,1900.2127452296218,1882.6,1881.1506125369415,1879.7999742023471,1878.8703992639494,1867.6,1867.17900685994,1863.2547365204764,1863.3115570436867,1846.9,1847.1278091093886,1847.7026449542664,1847.5304458425094
-19.679,21.85,3000.0,602.06,2742.2,1934.2,2733.2,2733.6441257039883,2733.071744843599,2732.020917001152,2736.4,2737.326294026993,2737.845868641505,2737.750451819841,2740.5,2742.980795468791,2738.6191166304416,2738.5441581279974,2730.3,2730.889846952103,2734.7060923006206,2735.1776354951885,2737.9,2738.176621812763,2737.7400693846726,2736.8255456653665,1921.4,1922.5947759208323,1921.7978546412514,1920.9841373266263,1900.7,1900.5447868057283,1906.759998125117,1907.1817108591724,1892.5,1893.2516763122642,1891.776050379921,1890.974542623619,1859.6,1859.8200466508956,1868.9921300000988,1868.9419880934415,1859.0,1860.802672075395,1857.020673418066,1857.0971513837003
-20.547,22.843,2999.9,601.93,2741.9,1943.7,2727.4,2726.3104526013735,2733.6491704674545,2732.629812974428,2735.4,2737.368349503546,2735.1629355071136,2734.713697550478,2743.4,2742.660493782851,2739.910773729211,2739.82137983535,2733.1,2734.6354862138596,2735.2537905539157,2736.0726781100275,2741.4,2742.1032470130845,2737.0678611790418,2736.3753509083776,1927.5,1929.7254318839869,1928.0281952041264,1927.2929242011223,1918.6,1919.591425714384,1914.6390804581474,1914.9846066118018,1904.9,1905.8225204643875,1900.2893453814436,1899.4082680486447,1882.6,1881.6577344375007,1879.7999742023471,1879.9865872657854,1867.6,1867.822084585117,1863.2547365204764,1863.5668472205134
-21.339,24.19,3000.0,595.76,2728.8,1951.6,2742.2,2745.6082549137645,2737.2898851297173,2736.6468708101293,2733.2,2732.770521654881,2733.071744843599,2732.405099059199,2736.4,2736.5524050859876,2737.845868641505,2737.9703176645044,2740.5,2740.9026409239773,2738.6191166304416,2739.13489051399,2730.3,2728.4657369513416,2734.7060923006206,2734.2843553191715,1934.2,1933.3902803211747,1935.1538581297323,1935.0622268025663,1921.4,1920.7293178571647,1921.7978546412514,1921.3988261138147,1900.7,1901.8095099695781,1906.759998125117,1906.0187697178662,1892.5,1893.2998456081039,1891.776050379921,1892.1666231164818,1859.6,1858.3864334647833,1868.9921300000988,1869.5866354931804
-22.222,24.517,3000.0,599.53,2738.8,1956.4,2741.9,2743.0745346336653,2737.782019539348,2737.3784139541576,2727.4,2727.359454373109,2733.6491704674545,2732.9220007795084,2735.4,2736.3135516504935,2735.1629355071136,2735.313636209192,2743.4,2742.9789504375553,2739.910773729211,2740.202096834816,2733.1,2732.8074256038803,2735.2537905539157,2734.695771374084,1943.7,1944.4832366727617,1943.0883044906564,1943.4642453040146,1927.5,1927.7803982971434,1928.0281952041264,1927.3913990710507,1918.6,1918.2772907953804,1914.6390804581474,1914.3023488160056,1904.9,1905.774312094663,1900.2893453814436,1900.5274708501797,1882.6,1883.253541225227,1879.7999742023471,1880.5897340867032
-22.462,24.901,3000.0,597.61,2735.0,1958.2,2728.8,2729.5898305354503,2735.4857106346917,2735.305761450808,2742.2,2743.772705592401,2737.2898851297173,2736.937740493529,2733.2,2733.7393710160513,2733.071744843599,2733.1024115335517,2736.4,2737.2681436281873,2737.845868641505,2738.2545244544876,2740.5,2740.160296994524,2738.6191166304416,2738.127105790599,1951.6,1952.7332858656184,1950.2003023055627,1950.2445839426691,1934.2,1933.3908982703854,1935.1538581297323,1935.2652564843315,1921.4,1920.8992707903997,1921.7978546412514,1921.7855060698785,1900.7,1900.6742802092276,1906.759998125117,1906.5724246401564,1892.5,1893.7469066125489,1891.776050379921,1892.1799973321122
-23.073,25.787,3000.0,600.05,2738.2,1961.3,2738.8,2737.767042269733,2735.6263759124367,2735.7291434691615,2741.9,2740.5439047707764,2737.782019539348,2737.614700136398,2727.4,2727.7237567740726,2733.6491704674545,2733.9079588058903,2735.4,2734.5385873833134,2735.1629355071136,2735.379491224935,2743.4,2742.414158880493,2739.910773729211,2739.5428559868187,1956.4,1957.5124810831062,1955.1763464659768,1954.8662726278876,1943.7,1942.1949234234994,1943.0883044906564,1943.5951686311355,1927.5,1927.7570342998044,1928.0281952041264,1928.1668772438716,1918.6,1918.5069141936121,1914.6390804581474,1914.2005726470352,1904.9,1904.3792033714888,1900.2893453814436,1900.0452133572683
-23.508,26.121,3000.0,603.19,2743.0,1961.9,2735.0,2735.745407767929,2736.787651243556,2736.675618477846,2728.8,2730.8924136186474,2735.4857106346917,2735.126707244748,2742.2,2741.848185477187,2737.2898851297173,2737.771753495439,2733.2,2732.865865527007,2733.071744843599,2733.1822456863174,2736.4,2736.0815740887924,2737.845868641505,2737.6473269278367,1958.2,1958.0423429288267,1958.3255768301988,1957.8654591869251,1951.6,1951.1285386813956,1950.2003023055627,1950.308631693196,1934.2,1932.9811530601007,1935.1538581297323,1935.3434780387552,1921.4,1920.9185299251922,1921.7978546412514,1921.2497554952733,1900.7,1901.454409356562,1906.759998125117,1906.2481088831225
-24.029,26.981,3000.1,595.81,2727.2,1965.9,2738.2,2737.425965512328,2737.958086180616,2737.563477232842,2738.8,2738.343901704887,2735.6263759124367,2735.1785615605313,2741.9,2741.966995947014,2737.782019539348,2737.6634190769455,2727.4,2728.5660945294426,2733.6491704674545,2733.856690632524,2735.4,2736.7605404837977,2735.1629355071136,2735.1496281041295,1961.3,1961.510481076623,1960.6514963674285,1960.1397219888422,1956.4,1954.748613763964,1955.1763464659768,1954.81377868913,1943.7,1946.513253171692,1943.0883044906564,1943.1218624057815,1927.5,1926.217032703653,1928.0281952041264,1927.516554027266,1918.6,1917.3101450251709,1914.6390804581474,1913.8289916596982
-24.293,27.082,3000.0,599.68,2732.7,1965.2,2743.0,2742.1287911125564,2736.9153500943976,2736.7350697670668,2735.0,2735.8742867221845,2736.787651243556,2736.803265768601,2728.8,2728.9162291512594,2735.4857106346917,2734.743098539424,2742.2,2742.3162688920197,2737.2898851297173,2737.2695387281246,2733.2,2731.8046269243437,2733.071744843599,2733.204398915437,1961.9,1962.2685179832877,1962.696232961583,1962.2686010314683,1958.2,1958.1003018675326,1958.3255768301988,1958.0713857088901,1951.6,1953.7098875347695,1950.2003023055627,1949.794267065733,1934.2,1933.4268484105564,1935.1538581297323,1934.783725546452,1921.4,1920.856772636479,1921.7978546412514,1920.834796336976
-25.134,27.966,3000.0,599.83,2723.1,1966.4,2727.2,2726.824198156497,2732.7207470207595,2732.829907608911,2738.2,2737.5697278797734,2737.958086180616,2738.4617462647157,2738.8,2739.6405763089256,2735.6263759124367,2735.175927473307,2741.9,2742.315653954383,2737.782019539348,2737.4308175515425,2727.4,2728.047092131042,2733.6491704674545,2733.9282438586392,1965.9,1966.5313430318179,1964.519871680252,1964.2868516810854,1961.3,1959.957541634195,1960.6514963674285,1960.9344223600701,1956.4,1958.5719672577848,1955.1763464659768,1954.162744711905,1943.7,1942.9847018568557,1943.0883044906564,1942.572008125432,1927.5,1926.7470526027853,1928.0281952041264,1927.3867954521243
-24.84,28.495,3000.0,596.87,2718.4,1968.9,2732.7,2731.468973027737,2728.7265739826444,2728.672637629561,2743.0,2744.8509044155385,2736.9153500943976,2737.572445127458,2735.0,2734.0349451974503,2736.787651243556,2736.72213370479,2728.8,2728.6626979341395,2735.4857106346917,2735.102059109212,2742.2,2743.328510055616,2737.2898851297173,2737.4946352982815,1965.2,1965.927681172114,1965.6863943155117,1965.4431366539293,1961.9,1961.4278580689106,1962.696232961583,1963.351379126972,1958.2,1958.2424120541555,1958.3255768301988,1956.9075446634565,1951.6,1953.4095702321342,1950.2003023055627,1949.3330089451313,1934.2,1935.006034679371,1935.1538581297323,1934.8618502790555
-25.405,29.318,3000.0,596.05,2705.5,1970.4,2723.1,2722.3079474249143,2723.4230230991343,2723.1134184928223,2727.2,2728.158251290233,2732.7207470207595,2733.403433225799,2738.2,2738.3827238292,2737.958086180616,2737.9280975157067,2738.8,2738.0283172553654,2735.6263759124367,2735.5928169478557,2741.9,2741.7685583959933,2737.782019539348,2737.653177533968,1966.4,1966.7448356310044,1966.8854965684095,1966.6742461809952,1965.9,1966.608486643721,1964.519871680252,1965.361256901857,1961.3,1960.1381417290327,1960.6514963674285,1959.1210228355412,1956.4,1957.7208059960167,1955.1763464659768,1954.3675328711201,1943.7,1943.1381257368587,1943.0883044906564,1943.0758409381756
-26.824,30.237,3000.0,599.64,2674.2,1966.9,2718.4,2719.017934500632,2714.6156891444425,2714.4212529516562,2732.7,2733.1828397273985,2728.7265739826444,2729.415977007526,2743.0,2744.1919539620176,2736.9153500943976,2736.965026534048,2735.0,2734.943298253115,2736.787651243556,2737.220240950874,2728.8,2729.3423582682167,2735.4857106346917,2735.012541711564,1968.9,1970.1411726136782,1968.337429819549,1968.2699072568494,1965.2,1965.3071631755754,1965.6863943155117,1966.3469383814927,1961.9,1961.720170253409,1962.696232961583,1961.4083333931176,1958.2,1958.4765127624305,1958.3255768301988,1958.068163596196,1951.6,1951.089567995159,1950.2003023055627,1949.928407584104
-26.792,31.135,3000.0,599.79,2668.9,1969.2,2705.5,2705.0235310339085,2699.9025307333486,2700.121282317965,2723.1,2721.8822864257504,2723.4230230991343,2723.9611606243934,2727.2,2726.6828186001935,2732.7207470207595,2732.772007032005,2738.2,2737.554764668043,2737.958086180616,2738.5641313754963,2738.8,2741.191581926029,2735.6263759124367,2734.948895869463,1970.4,1972.2404352261112,1968.8803707698014,1969.1772834345416,1966.4,1967.4307869719896,1966.8854965684095,1967.149144368879,1965.9,1966.187841386998,1964.519871680252,1964.0847015184459,1961.3,1961.4529274014162,1960.6514963674285,1960.833904309404,1956.4,1956.7776446467674,1955.1763464659768,1954.6102535143064
-27.112,31.587,3000.0,598.8,2653.2,1969.3,2674.2,2674.770776689632,2681.730769265115,2682.489402826864,2718.4,2717.9187083301076,2714.6156891444425,2715.00433890098,2732.7,2732.8931407982823,2728.7265739826444,2728.3523485659903,2743.0,2742.378479481469,2736.9153500943976,2737.6861637621632,2735.0,2735.8067277523273,2736.787651243556,2736.3372599021127,1966.9,1966.5895766610245,1968.5371168247027,1969.362775203218,1968.9,1970.5637347179068,1968.337429819549,1968.335034091661,1965.2,1965.6437653439825,1965.6863943155117,1965.9432243135752,1961.9,1961.2241338435817,1962.696232961583,1963.292049109719,1958.2,1957.0593394342343,1958.3255768301988,1958.1089978225568
-27.816,31.898,3000.0,597.28,2623.1,1966.7,2668.9,2669.5837782050858,2665.7526666662143,2666.9066569702945,2705.5,2705.0589436005266,2699.9025307333486,2700.193559242386,2723.1,2724.2721076063162,2723.4230230991343,2722.897899328028,2727.2,2726.321314450293,2732.7207470207595,2733.540579237464,2738.2,2738.2122906326263,2737.958086180616,2738.0609965043154,1969.2,1968.1682388576064,1968.5656395910605,1969.8045689424916,1970.4,1970.4921143321278,1968.8803707698014,1968.7435093139811,1966.4,1968.385809393877,1966.8854965684095,1967.1629243695259,1965.9,1965.6486225388562,1964.519871680252,1965.4585481629852,1961.3,1961.6828006235467,1960.6514963674285,1960.9688741626828
-28.551,32.658,3000.0,597.47,2590.8,1962.8,2653.2,2653.0051126469293,2647.292780543222,2648.129888988662,2674.2,2675.170894304171,2681.730769265115,2681.88767707992,2718.4,2716.9047272905004,2714.6156891444425,2714.762724942072,2732.7,2732.9408110440245,2728.7265739826444,2729.383410280719,2743.0,2743.1172406998426,2736.9153500943976,2737.456389536982,1969.3,1970.6176666269732,1968.1098122303001,1969.2409148401566,1966.9,1966.7852257110699,1968.5371168247027,1968.540653184149,1968.9,1968.4881693810757,1968.337429819549,1968.2995673219887,1965.2,1965.7673510898455,1965.6863943155117,1966.53948182617,1961.9,1961.5422896353807,1962.696232961583,1963.1200325057173
-29.322,33.197,3000.1,598.08,2559.7,1956.0,2623.1,2622.1657281436624,2621.5211317675366,2621.7706313849485,2668.9,2666.857693842154,2665.7526666662143,2666.0270723736403,2705.5,2704.031623454251,2699.9025307333486,2700.6067766109245,2723.1,2724.0818977260064,2723.4230230991343,2724.032354492928,2727.2,2726.6622885826087,2732.7207470207595,2733.4827985585616,1966.7,1964.06793223909,1965.8793285970714,1966.4348650827394,1969.2,1967.7880655941324,1968.5656395910605,1968.8844618322303,1970.4,1970.126428066471,1968.8803707698014,1968.8641623886172,1966.4,1966.405417243548,1966.8854965684095,1967.5191918874607,1965.9,1964.6049337615739,1964.519871680252,1964.6872429597952
-29.587,33.803,3000.0,600.22,2550.6,1952.7,2590.8,2590.7239868992806,2592.366387875951,2592.537790359801,2653.2,2654.2905186379758,2647.292780543222,2647.7501787697406,2674.2,2672.521782955227,2681.730769265115,2682.3084075863967,2718.4,2718.060805755319,2714.6156891444425,2715.1265398206606,2732.7,2732.4659566721425,2728.7265739826444,2729.62067781126,1962.8,1963.2441696666601,1961.8587128505585,1961.8706977308727,1969.3,1967.9607517755987,1968.1098122303001,1968.3934985475307,1966.9,1967.2158694321076,1968.5371168247027,1968.974245894274,1968.9,1968.7462014098103,1968.337429819549,1968.618471285106,1965.2,1965.8256681871553,1965.6863943155117,1965.60016826695
-30.093,34.287,3000.0,600.72,2529.9,1946.4,2559.7,2559.0174840356367,2567.060861642253,2567.400035734683,2623.1,2622.2381709940582,2621.5211317675366,2621.783727873269,2668.9,2669.9641586507637,2665.7526666662143,2665.695372662366,2705.5,2706.036252288491,2699.9025307333486,2699.8709282682667,2723.1,2723.1471369506507,2723.4230230991343,2724.131358213719,1956.0,1955.5681784602393,1956.9479364161268,1956.500479905037,1966.7,1968.5129356948444,1965.8793285970714,1965.6766589808285,1969.2,1970.7493374621324,1968.5656395910605,1969.196332928319,1970.4,1970.23044800766,1968.8803707698014,1968.7496679278374,1966.4,1967.5028372617735,1966.8854965684095,1966.6650062862584
