Unnamed: 0,in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
0,13.267,513.06,1250.2,-79.182,15.935,10.005,8086.1,13.831,63.875,1072.8,,559.82,481.11,2311.1,,,,,,,,
1,12.157,513.15,1249.9,-77.762,16.158,0.99895,8258.0,13.826,63.374,1101.9,,555.3,475.8,2335.4,,,,,,,,
2,12.492,510.78,1250.0,-75.875,16.438,0.99874,8294.6,13.825,63.333,1080.0,,556.32,476.94,2331.9,,,,,,,,
3,12.889,506.79,1250.0,-7.409,16.718,10.001,8183.2,13.824,63.107,1060.7,,557.28,478.06,2323.7,,,,,,,,
4,13.35,503.52,1250.1,-72.291,16.993,0.9996,8247.6,13.822,63.058,1030.9,,558.72,479.65,2319.8,,,,,,,,
5,13.608,499.67,1249.9,-70.582,17.252,0.99917,8317.0,13.82,62.844,1006.9,,559.21,480.15,2320.3,,,,,,,,
6,13.166,496.68,1250.0,-68.834,17.526,10.001,8249.6,13.816,62.313,1016.4,,556.93,477.54,2326.8,,,,,,,,
7,13.148,493.0,1250.0,-66.918,17.82,10.008,8211.6,13.812,6.194,1007.9,,556.29,476.8,2327.7,,,,,,,,
8,13.31,488.86,1249.9,-65.202,18.097,10.001,8308.3,13.809,61.664,984.84,,556.39,476.85,2330.9,,,,,,,,
9,13.538,485.13,1250.0,-63.383,18.363,10.016,8183.1,13.807,61.369,972.61,,556.69,477.27,2324.7,,,,,,,,
10,13.352,480.97,1250.0,-6.158,18.638,10.009,8283.0,13.802,60.918,960.61,,555.37,475.7,2333.8,,,,,,,,
11,13.63,477.16,1250.0,-59.806,18.907,10.001,8392.4,13.8,60.733,934.22,,556.0,476.35,2335.2,,,,,,,,
12,13.522,475.09,1250.0,-57.958,19.19,10.006,8355.5,13.798,60.457,932.66,,555.19,475.48,2336.5,,,,,,,,
13,13.248,470.13,1249.9,-56.233,19.454,10.003,8424.2,13.793,59.862,923.23,,553.35,473.41,2346.8,,,,,,,,
14,12.771,464.06,1250.0,-54.405,19.727,10.015,8363.0,13.785,59.009,923.74,,550.51,470.33,2356.4,,,,,,,,
15,13.441,461.36,1250.0,-52.674,19.999,10.008,8434.4,13.786,59.094,890.63,,552.85,472.95,2349.0,,,,,,,,
16,13.681,457.35,1249.9,-50.825,20.274,10.008,8467.4,13.783,58.816,869.64,,553.21,473.4,2348.6,,,,,,,,
17,13.038,452.26,1250.0,-49.089,20.546,10.009,8499.0,13.776,57.983,873.05,,549.83,469.73,2363.6,,,,,,,,
18,13.467,447.8,1250.0,-47.291,20.821,10.006,8557.4,13.774,57.757,844.6,,550.92,471.0,2361.2,,,,,,,,
19,13.737,447.06,1250.0,-45.554,21.091,0.99965,8657.5,13.775,57.843,829.73,,551.9,472.01,2360.1,,,,,,,,
20,13.032,442.5,1250.0,-4.378,21.357,10.011,8561.1,13.768,56.958,841.12,,548.27,468.27,2371.2,,,,,,,,
21,13.291,437.47,1249.9,-42.049,21.627,10.025,8455.9,13.763,56.504,823.94,,548.46,468.8,2366.2,,,,,,,,
22,13.384,434.56,1250.0,-4.02,21.904,10.013,8589.1,13.762,56.277,807.02,,548.42,468.73,2370.9,,,,,,,,
23,13.395,429.94,1250.0,-38.464,22.174,0.99981,8777.0,13.759,55.828,786.92,,547.79,467.99,2380.3,,,,,,,,
24,13.905,427.19,1250.0,-36.666,22.451,10.012,8643.4,13.758,55.744,770.09,,549.32,469.97,2368.3,,,,,,,,
25,13.593,422.91,1250.0,-34.873,22.721,0.99937,8871.8,13.754,5.515,759.03,,547.41,467.79,2384.4,,,,,,,,
26,13.29,418.28,1249.9,-33.129,22.996,0.99968,8882.1,13.749,54.435,754.54,,545.37,465.84,2392.8,,,,,,,,
27,13.16,414.07,1250.0,-31.302,23.264,0.99972,8913.1,13.745,53.863,745.63,,544.1,464.69,2398.5,,,,,,,,
28,13.298,408.62,1250.0,-29.574,23.541,10.013,8790.8,13.74,5.324,731.91,,543.62,464.7,2395.3,,,,,,,,
29,13.834,406.43,1250.0,-27.689,23.814,10.025,8678.4,13.739,53.242,715.44,,545.31,466.84,2383.1,,,,,,,,
30,13.73,402.81,1250.0,-26.013,24.083,0.99986,8973.0,13.738,52.815,700.3,,544.32,465.52,2397.7,,,,,,,,
31,13.201,397.89,1249.9,-24.107,24.361,10.013,8874.7,13.73,51.838,703.67,,541.14,462.74,2406.1,,,,,,,,
32,13.962,394.7,1250.0,-22.371,24.638,10.003,8984.4,13.732,51.922,674.07,,543.64,465.32,2399.1,,,,,,,,
33,14.464,390.13,1250.0,-20.633,24.902,1.0,9037.7,13.73,51.656,649.71,,544.74,466.6,2395.5,,,,,,,,
34,14.205,387.58,1250.0,-2.0,25.0,1.002,8860.1,13.725,51.115,654.06,,543.07,465.42,2395.2,,,,,,,,
35,14.094,387.14,1250.0,-19.999,25.0,0.9995,9122.1,13.726,51.063,649.29,,542.65,464.48,2406.8,,,,,,,,
36,14.869,385.64,1250.0,-2.0,25.0,10.056,8509.1,13.721,51.177,642.81,,545.18,468.32,2372.8,,,,,,,,
37,14.786,388.01,1250.0,-2.0,25.0,10.024,8806.3,13.728,51.517,642.68,,545.51,467.94,2383.2,,,,,,,,
38,13.808,387.54,1250.0,-2.0,25.0,10.015,8918.7,13.724,50.878,661.99,,541.48,463.71,2403.9,,,,,,,,
39,14.165,386.47,1250.0,-2.0,25.0,10.008,8993.9,13.726,50.987,649.04,,542.74,464.87,2401.5,,,,,,,,
40,14.702,387.86,1250.0,-2.0,25.0,10.003,9020.8,13.729,51.505,639.14,,545.21,467.22,2392.5,,,,,,,,
41,14.636,388.69,1250.0,-2.0,25.0,10.007,8974.5,13.729,51.558,643.74,,545.11,467.18,2391.2,,,,,,,,
42,13.946,387.85,1250.0,-19.931,24.98,10.018,8884.1,13.725,50.994,659.84,,542.08,464.36,2400.2,,,,,,,,
43,14.367,384.98,1250.0,-19.001,24.68,10.014,8925.5,13.726,5.09,635.44,712000.0,543.0,465.35,2397.3,,,,,,,,
44,15.211,379.79,1250.0,-17.893,24.35,10.023,8840.3,13.727,50.733,598.05,,544.97,467.71,2385.0,,,,,,,,
45,16.338,377.35,1250.0,-16.754,24.008,10.012,8931.4,13.732,51.155,558.16,,548.75,471.29,2372.0,,,,,,,,
46,17.016,372.04,1249.9,-15.693,23.69,0.9991,9166.0,13.731,50.958,520.91,,550.0,472.15,2373.6,,,,,,,,
47,17.755,369.2,1250.0,-14.522,23.357,10.003,9028.6,13.734,51.025,494.54,,551.93,474.37,2359.7,,,,,,,,
48,18.376,365.49,1250.0,-1.341,23.02,0.99873,9214.3,13.733,50.988,465.1,,553.22,475.28,2359.0,,,,,,,,
49,19.364,363.8,1250.0,-12.274,22.686,0.99808,9277.7,13.736,51.411,436.73,,556.46,478.19,2346.7,,,,,,,,
50,20.18,355.52,1249.9,-11.106,22.338,0.99744,9407.4,13.731,5.089,398.58,,556.95,478.6,2345.7,,,,,,,,
51,21.725,354.3,1250.0,-10.043,22.013,0.99606,9563.3,13.734,51.767,368.02,,562.57,483.35,2326.1,,,,,,,,
52,21.938,348.17,1249.9,-0.8967,21.685,0.9958,9652.9,13.728,51.125,348.21,,561.12,482.04,2332.6,,,,,,,,
53,22.779,343.81,1249.9,-0.78493,21.353,0.99431,9887.6,13.722,51.151,325.09,,562.75,483.16,2330.6,,,,,,,,
54,23.603,339.68,1250.0,-0.67494,21.015,0.99436,9918.9,13.721,51.159,305.51,,564.3,484.56,2324.6,,,,,,,,
55,24.567,332.43,1250.0,-0.56155,20.682,0.99333,10134.0,13.712,50.883,281.37,,565.24,485.16,2326.0,,,,,,,,
56,25.924,329.12,1249.9,-0.44616,20.347,0.993,10205.0,13.713,51.363,262.81,,569.11,488.28,2313.2,,,,,,,,
57,26.702,323.81,1249.9,-0.33653,20.015,0.99315,10241.0,13.71,51.189,247.23,,569.88,488.87,2314.6,,,,,,,,
58,27.545,318.92,1250.0,-0.23462,19.701,0.99074,10645.0,13.697,51.192,232.32,,571.18,489.31,2320.4,,,,,,,,
59,28.644,310.69,1250.0,-0.11805,19.362,0.9915,10612.0,13.693,50.839,213.72,,572.01,489.76,2327.9,,,,,,,,
60,29.886,308.18,1250.0,-0.00986,19.034,0.98917,10969.0,13.686,51.433,201.79,,575.78,491.97,2319.6,,,,,,,,
61,30.278,300.08,1250.0,0.09621,18.714,0.99003,10933.0,13.677,5.061,188.5,,573.82,490.15,2346.9,,,,,,,,
62,31.405,289.74,1249.9,0.20975,18.366,0.99058,10951.0,13.667,49.995,170.36,,573.85,489.2,2374.1,,,,,,,,
63,33.013,285.39,1250.0,0.31893,18.059,0.99034,10999.0,13.665,50.568,158.33,,578.32,491.28,2356.8,,,,,,,,
64,33.617,281.61,1250.0,0.43289,17.693,0.98862,11283.0,13.656,50.539,149.94,,578.95,490.98,2365.7,,,,,,,,
65,33.833,274.52,1249.9,0.54573,17.363,0.98696,11602.0,13.64,49.772,139.65,,576.71,488.59,2405.9,,,,,,,,
66,34.822,272.13,1249.9,0.65724,17.025,0.98863,11376.0,13.642,50.126,133.08,,579.39,489.7,2393.4,,,,,,,,
67,36.373,260.36,1250.0,0.77019,16.697,0.98737,11653.0,13.625,49.686,117.19,,580.7,488.08,2396.5,,,,,,,,
68,37.825,262.39,1249.9,0.88218,16.357,0.98726,11620.0,13.635,51.048,116.36,,587.07,491.62,2316.8,,,,,,,,
69,38.423,246.98,1249.9,0.99398,16.018,0.98769,11740.0,13.606,49.344,99.527,,582.98,486.49,2386.6,,,,,,,,
70,40.239,246.45,1250.0,11.009,15.691,0.98361,12282.0,13.614,5.077,98.888,,590.05,489.61,2276.7,,,,,,,,
71,40.477,233.15,1249.8,12.109,15.365,0.98756,11911.0,13.585,4.896,84.564,,585.22,484.77,2362.6,,,,,,,,
72,41.92,230.36,1249.9,13.187,15.036,0.98373,12455.0,13.588,49.787,83.004,,589.93,486.32,2283.2,,,,,,,,
73,42.666,218.63,1250.0,14.344,14.696,0.98443,12517.0,13.565,4.867,72.196,,588.09,483.12,2316.9,,,,,,,,
74,44.568,207.63,1250.0,15.483,14.364,0.98398,12743.0,13.555,48.571,65.906,,591.74,483.11,2252.3,,,,,,,,
75,46.177,202.32,1249.9,16.588,14.026,0.98321,12947.0,13.558,49.061,64.668,,596.74,485.21,2169.2,,,,,,,,
76,46.648,198.11,1250.0,17.651,13.694,0.98192,13204.0,13.552,48.859,61.137,,597.15,484.56,2169.8,,,,,,,,
77,47.051,191.02,1250.0,18.778,13.376,0.98179,13350.0,13.539,48.146,55.022,,596.19,482.63,2196.3,,,,,,,,
78,48.655,178.65,1249.9,19.869,13.042,0.97824,14113.0,13.531,47.669,49.151,,599.51,481.82,2151.4,,,,,,,,
79,50.963,163.53,1249.8,21.003,12.699,0.97925,14249.0,13.537,4.719,42.921,,606.35,484.1,2058.6,,,,,,,,
80,53.714,138.58,1249.8,2.212,12.347,0.97728,14879.0,13.538,45.717,31.588,,612.8,484.5,1974.2,,,,,,,,
81,56.22,119.56,1249.8,23.286,12.008,0.97973,14321.0,13.567,44.942,24.006,,619.69,489.7,1854.5,,,,,,,,
82,58.481,98.594,1249.9,24.171,11.74,0.97932,14221.0,13.584,43.915,16.678,,624.12,493.09,1754.2,,,,,,,,
83,60.378,99.353,1250.2,22.552,12.231,0.97748,14130.0,13.627,46.201,21.107,,635.33,509.14,1543.8,,,,,,,,
84,59.406,135.9,1250.4,2.04,12.884,0.97538,14268.0,13.66,50.745,42.044,,644.16,525.22,1459.8,,,,,,,,
85,54.555,184.91,1250.5,18.133,13.56,0.97353,14606.0,13.641,53.154,72.764,,634.86,516.56,1603.7,,,,,,,,
86,48.434,212.28,1250.2,15.854,14.238,0.97869,13437.0,13.609,52.247,83.876,,611.62,497.22,1908.5,,,,,,,,
87,44.366,224.28,1250.2,13.714,14.883,0.98049,12975.0,13.596,50.893,83.86,,597.93,489.39,2136.1,,,,,,,,
88,40.632,238.7,1250.1,11.513,15.55,0.97904,13023.0,13.601,50.116,91.575,,588.6,487.06,2294.5,,,,,,,,
89,38.495,248.46,1250.0,0.92988,16.215,0.98157,12573.0,13.609,49.779,102.18,,584.29,487.15,2353.8,,,,,,,,
90,37.273,262.2,1250.0,0.70699,16.824,0.98222,12342.0,13.629,50.756,119.29,,585.38,490.55,2322.7,,,,,,,,
91,35.296,277.13,1250.0,0.48093,17.552,0.98212,12239.0,13.644,51.337,140.55,,584.04,492.73,2317.7,,,,,,,,
92,33.398,285.74,1250.1,0.25599,18.227,0.98418,11880.0,13.654,51.067,158.12,,580.41,492.13,2332.6,,,,,,,,
93,31.679,298.15,1250.1,0.04623,18.864,0.98434,11765.0,13.665,51.504,181.34,,579.06,492.8,2317.9,,,,,,,,
94,29.226,311.57,1250.2,-0.18498,19.554,0.98766,11157.0,13.683,51.475,212.83,,575.07,491.42,2315.3,,,,,,,,
95,26.984,320.57,1250.1,-0.39897,20.201,0.98832,10984.0,13.688,51.102,241.7,,570.17,488.09,2325.3,,,,,,,,
96,25.633,330.65,1250.1,-0.6243,20.868,0.99038,10560.0,13.704,51.454,271.8,,569.16,487.75,2317.7,,,,,,,,
97,24.242,342.89,1250.1,-0.84293,21.531,0.99144,10282.0,13.716,52.078,310.06,,568.58,487.49,2315.1,,,,,,,,
98,21.816,351.92,1250.1,-10.714,22.206,0.99356,9912.5,13.723,51.601,363.57,,562.44,482.61,2335.5,,,,,,,,
99,20.298,360.17,1250.0,-12.891,22.87,0.99327,9896.4,13.723,5.169,412.36,,559.5,479.79,2351.3,,,,,,,,
100,19.017,366.88,1250.1,-15.029,23.515,0.99522,9615.1,13.729,5.168,462.31,,556.72,477.66,2358.3,,,,,,,,
101,17.682,375.0,1250.1,-17.351,24.197,0.99613,9481.1,13.731,51.848,520.47,,553.96,475.16,2369.1,,,,,,,,
102,15.859,381.69,1250.1,-19.455,24.843,0.9961,9487.8,13.727,51.566,586.24,,548.64,469.87,2393.9,,,,,,,,
103,14.541,382.4,1249.9,-19.157,24.746,0.9997,9115.4,13.725,50.725,622.24,,543.23,465.29,2403.3,,,,,,,,
104,14.833,378.22,1249.9,-18.064,24.407,10.002,9074.8,13.725,50.355,599.15,,543.2,465.54,2400.8,,,,,,,,
105,16.067,375.32,1250.0,-16.906,24.058,10.009,8977.9,13.729,50.733,559.34,,547.19,469.76,2379.8,,,,,,,,
106,17.399,370.72,1250.0,-1.572,23.717,0.99824,9263.0,13.731,5.106,509.38,,551.26,473.18,2371.3,,,,,,,,
107,18.235,367.5,1249.9,-14.575,23.378,0.99819,9269.1,13.733,51.171,478.91,,553.49,475.35,2360.9,,,,,,,,
108,18.766,363.6,1250.0,-13.466,23.046,0.99756,9356.2,13.731,51.028,452.91,,554.31,476.04,2358.6,,,,,,,,
109,19.008,358.73,1249.9,-12.404,22.722,0.99614,9560.0,13.726,50.592,429.75,,553.63,475.13,2365.6,,,,,,,,
110,20.237,355.43,1249.9,-11.311,22.389,0.99699,9461.5,13.73,50.931,398.14,,557.23,478.73,2346.2,,,,,,,,
111,21.639,350.18,1250.0,-10.193,22.051,0.994,9871.2,13.722,51.245,360.25,,560.99,481.44,2339.8,,,,,,,,
112,22.626,347.6,1250.0,-0.9053,21.717,0.99513,9734.9,13.728,51.518,339.33,,563.74,484.19,2323.9,,,,,,,,
113,22.559,342.81,1249.9,-0.80055,21.399,0.99228,10182.0,13.712,50.935,325.1,,561.65,481.69,2341.9,,,,,,,,
114,23.171,336.58,1250.0,-0.69121,21.065,0.99356,10067.0,13.712,50.493,304.66,,561.53,482.01,2338.9,,,,,,,,
115,24.582,332.04,1249.9,-0.57718,20.732,0.99318,10156.0,13.712,50.843,281.21,,565.18,485.08,2326.6,,,,,,,,
116,25.855,329.18,1250.0,-0.46777,20.4,0.99337,10151.0,13.714,51.318,264.12,,568.91,488.2,2312.9,,,,,,,,
117,26.368,323.95,1249.9,-0.35241,20.065,0.99121,10527.0,13.701,51.038,249.32,,568.73,487.56,2323.6,,,,,,,,
118,27.922,314.78,1250.0,-0.24436,19.738,0.99273,10386.0,13.701,50.851,226.07,,571.05,489.42,2320.9,,,,,,,,
119,29.004,311.19,1249.9,-0.13139,19.395,0.99035,10765.0,13.691,51.182,212.64,,573.71,490.82,2320.3,,,,,,,,
120,29.337,302.59,1249.9,-0.02723,19.103,0.98964,10969.0,13.677,5.029,198.36,,571.39,488.59,2348.7,,,,,,,,
121,30.098,301.24,1249.9,0.08741,18.737,0.98982,10955.0,13.678,5.064,190.65,,573.56,490.05,2346.0,,,,,,,,
122,31.305,290.52,1250.0,0.19938,18.393,0.98843,11254.0,13.662,50.093,171.38,,573.88,489.13,2371.4,,,,,,,,
123,33.001,284.88,1249.9,0.31055,18.071,0.98881,11222.0,13.661,5.053,157.72,,578.12,490.97,2358.3,,,,,,,,
124,33.842,279.65,1249.9,0.42408,17.736,0.98765,11435.0,13.652,50.459,147.56,,579.13,490.7,2365.1,,,,,,,,
125,33.936,276.21,1249.9,0.53845,17.389,0.98732,11529.0,13.644,50.069,141.32,,577.81,489.47,2392.2,,,,,,,,
126,35.227,264.7,1250.0,0.64931,17.057,0.98896,11402.0,13.631,49.387,125.38,,578.07,487.65,2416.8,,,,,,,,
127,37.244,267.04,1250.1,0.7579,16.726,0.98597,11752.0,13.641,51.292,123.47,,586.99,492.43,2307.0,,,,,,,,
128,37.051,256.13,1249.9,0.86454,16.401,0.98531,11980.0,13.618,49.657,110.66,,581.53,487.57,2393.3,,,,,,,,
129,38.14,252.35,1250.0,0.98066,16.057,0.98466,12099.0,13.614,49.974,104.73,,584.15,488.05,2364.7,,,,,,,,
130,39.505,237.34,1249.9,10.903,15.731,0.98343,12431.0,13.591,48.921,89.622,,583.41,484.4,2380.0,,,,,,,,
131,41.381,238.17,1249.9,12.017,15.392,0.98361,12371.0,13.603,50.476,91.263,,591.13,488.47,2259.1,,,,,,,,
132,41.528,226.9,1250.0,1.308,15.068,0.98494,12339.0,13.577,48.961,79.134,,586.93,484.17,2334.0,,,,,,,,
133,42.699,223.4,1250.1,14.281,14.716,0.98267,12693.0,13.577,49.434,76.796,,590.22,485.05,2280.3,,,,,,,,
134,43.525,209.81,1249.8,15.335,14.389,0.98315,12820.0,13.551,4.809,65.229,,588.01,481.2,2319.3,,,,,,,,
135,46.208,204.07,1250.1,16.473,14.059,0.98095,13233.0,13.563,49.409,66.791,,597.65,485.76,2150.8,,,,,,,,
136,46.398,197.79,1249.7,17.547,13.732,0.98116,13311.0,13.549,48.631,60.331,,595.81,483.45,2191.3,,,,,,,,
137,47.23,190.49,1249.9,18.709,13.384,0.98093,13484.0,13.54,48.228,55.318,,596.87,482.81,2183.4,,,,,,,,
138,49.307,174.77,1250.1,19.808,13.054,0.98128,13742.0,13.536,47.519,47.832,,601.63,483.13,2120.0,,,,,,,,
139,51.398,166.63,1249.9,20.902,12.728,0.97853,14290.0,13.55,48.011,46.488,,609.92,487.61,1995.8,,,,,,,,
140,52.331,158.98,1250.1,20.237,12.933,0.97986,14165.0,13.557,47.576,43.97,,612.68,488.65,1949.7,,,,,,,,
141,52.067,184.6,1250.3,18.017,13.599,0.97813,13987.0,13.603,51.086,66.664,,620.66,500.77,1792.4,,,,,,,,
142,47.953,208.4,1250.1,1.574,14.278,0.97949,13384.0,13.595,51.352,78.365,,607.84,493.55,1969.5,,,,,,,,
143,43.65,224.22,1250.2,13.504,14.956,0.98042,12987.0,13.59,50.344,81.866,,594.88,487.53,2188.6,,,,,,,,
144,40.831,236.21,1250.1,11.264,15.615,0.98063,12820.0,13.598,49.867,89.872,,588.42,486.45,2295.4,,,,,,,,
145,38.567,251.48,1250.1,0.91096,16.27,0.98078,12651.0,13.615,50.282,105.48,,585.88,488.54,2327.8,,,,,,,,
146,36.365,263.19,1250.1,0.68423,16.941,0.98273,12277.0,13.626,5.02,121.31,,582.19,489.24,2363.2,,,,,,,,
147,34.968,274.9,1250.0,0.46523,17.609,0.98268,12185.0,13.64,50.778,139.12,,581.86,491.21,2342.3,,,,,,,,
148,33.77,288.79,1250.1,0.24037,18.274,0.98436,11812.0,13.661,51.742,160.91,,583.18,494.13,2303.9,,,,,,,,
149,30.932,300.57,1250.0,0.07317,18.77,0.98922,11025.0,13.679,51.155,186.87,,576.72,491.99,2328.5,,,,,,,,
150,29.62,298.84,1249.9,0.06213,18.798,0.98634,11513.0,13.661,50.078,189.72,,570.88,487.67,2365.4,,,,,,,,
151,31.208,296.0,1250.1,0.0625,18.797,0.98528,11656.0,13.662,50.854,180.27,,576.2,490.86,2339.9,,,,,,,,
152,31.423,300.56,1250.0,0.0625,18.797,0.98579,11527.0,13.671,51.597,184.66,,578.85,493.03,2316.8,,,,,,,,
153,30.527,296.7,1249.9,0.0625,18.797,0.98598,11562.0,13.661,50.439,183.67,,573.68,489.35,2353.9,,,,,,,,
154,30.44,298.41,1250.0,0.0625,18.797,0.98857,11157.0,13.672,50.538,186.43,,573.93,489.9,2348.2,,,,,,,,
155,30.539,297.67,1250.0,0.0625,18.797,0.9881,11232.0,13.67,50.523,185.13,,574.06,489.88,2348.9,,,,,,,,
156,30.621,300.76,1250.0,0.06103,18.797,0.98847,11141.0,13.676,50.984,188.34,,575.6,491.2,2334.9,,,,,,,,
157,30.139,298.68,1249.9,-0.04391,18.757,0.98579,11583.0,13.661,50.442,187.91,,572.93,489.03,2354.6,,,,,,,,
158,31.456,304.55,1250.0,-0.21029,18.702,0.98867,11052.0,13.685,5.208,191.15,,580.53,494.84,2297.5,,,,,,,,
159,31.299,314.02,1250.1,-0.38981,18.651,0.98852,10987.0,13.697,53.216,203.73,,583.71,497.84,2268.5,,,,,,,,
160,30.766,314.76,1249.9,-0.5553,18.592,0.98889,10935.0,13.696,5.294,207.64,,581.86,496.76,2278.9,,,,,,,,
161,31.71,324.76,1250.1,-0.73012,18.543,0.98975,10692.0,13.717,5.482,217.57,,589.61,502.91,2222.5,,,,,,,,
162,31.176,330.68,1250.0,-0.90037,18.488,0.98979,10643.0,13.721,55.196,227.85,,589.77,503.57,2221.4,,,,,,,,
163,31.306,334.75,1250.0,-10.609,18.435,0.99116,10398.0,13.732,55.735,233.88,,591.83,505.53,2205.0,,,,,,,,
164,32.244,341.42,1250.1,-12.368,18.383,0.99306,10044.0,13.751,57.065,241.12,,598.09,510.63,2158.8,,,,,,,,
165,32.365,355.01,1249.9,-14.007,18.324,0.99173,10130.0,13.763,5.872,260.06,,603.54,515.38,2132.1,,,,,,,,
166,31.51,355.06,1250.1,-15.683,18.277,0.99339,9891.3,13.764,58.156,264.08,,600.13,513.38,2152.2,,,,,,,,
167,32.478,364.64,1250.0,-17.262,18.224,0.99389,9735.6,13.781,59.774,276.25,,607.33,519.3,2107.3,,,,,,,,
168,32.601,367.13,1250.0,-19.142,18.165,0.99233,9948.9,13.778,60.185,280.76,,608.77,520.31,2104.7,,,,,,,,
169,32.948,377.3,1250.1,-2.079,18.12,0.99359,9686.8,13.795,61.417,297.2,,613.44,524.8,2076.8,,,,,,,,
170,32.66,383.44,1250.1,-22.501,18.059,0.99402,9585.8,13.801,61.868,308.39,,614.14,526.05,2077.4,,,,,,,,
171,32.749,386.78,1250.1,-24.186,18.011,0.99377,9600.6,13.803,6.228,314.93,,615.54,527.38,2072.2,,,,,,,,
172,33.026,383.11,1250.0,-25.896,17.956,0.99558,9360.2,13.806,61.997,310.42,,615.6,527.32,2062.7,,,,,,,,
173,33.992,379.17,1249.9,-27.563,17.902,0.99589,9337.4,13.807,62.144,305.43,,618.4,528.74,2035.4,,,,,,,,
174,35.011,384.03,1250.1,-29.271,17.854,0.99701,9140.0,13.819,63.176,316.6,,624.09,533.23,1989.9,,,,,,,,
175,34.971,392.55,1250.1,-30.943,17.794,0.99681,9114.1,13.827,64.012,332.62,,626.43,535.92,1984.6,,,,,,,,
176,34.279,392.41,1249.9,-32.695,17.744,0.99802,8952.6,13.826,6.356,332.15,,623.53,534.21,2006.3,,,,,,,,
177,35.905,378.82,1249.9,-34.357,17.691,0.99848,8971.4,13.82,63.113,314.1,,626.28,534.03,1956.7,,,,,,,,
178,37.282,387.55,1249.9,-36.061,17.636,0.99796,8973.1,13.835,64.749,337.5,,634.65,540.51,1889.9,,,,,,,,
179,36.859,395.37,1250.1,-37.771,17.586,0.99813,8904.3,13.841,65.289,351.32,,635.21,542.22,1903.8,,,,,,,,
180,36.923,386.89,1249.9,-3.943,17.529,10.012,8552.2,13.836,6.436,336.58,,633.0,539.86,1897.2,,,,,,,,
181,38.899,381.17,1250.0,-41.146,17.48,10.025,8411.6,13.841,64.796,338.38,,639.45,543.18,1797.6,,,,,,,,
182,39.536,388.17,1250.1,-42.818,17.425,10.032,8271.9,13.853,65.776,357.47,,644.29,547.85,1754.7,,,,,,,,
183,39.123,388.24,1250.0,-44.513,17.371,10.035,8245.5,13.85,65.561,356.04,,642.63,546.69,1778.2,,,,,,,,
184,39.887,387.04,1250.0,-46.217,17.32,10.043,8149.8,13.853,65.806,360.21,,645.48,548.67,1733.1,,,,,,,,
185,40.945,379.66,1250.1,-4.782,17.263,10.072,7854.4,13.85,65.497,353.8,,647.56,549.56,1664.6,,,,,,,,
186,41.752,385.78,1250.1,-4.946,17.217,1.006,7944.3,13.863,66.576,373.54,,652.97,554.9,1614.1,,,,,,,,
187,41.272,388.51,1249.9,-51.191,17.164,10.072,7785.0,13.86,66.523,376.68,,651.79,554.38,1639.0,,,,,,,,
188,41.867,379.67,1249.8,-52.969,17.104,10.081,7741.1,13.854,65.928,364.35,,651.51,553.04,1605.4,,,,,,,,
189,44.063,375.14,1250.1,-54.591,17.057,10.086,7684.6,13.867,66.652,372.43,,659.34,560.67,1465.9,,,,,,,,
190,44.351,381.73,1250.1,-56.304,16.996,10.091,7568.6,13.876,67.468,389.05,,662.83,565.12,1439.5,,,,,,,,
191,44.037,379.63,1249.9,-57.946,16.95,10.081,7713.8,13.872,67.127,383.92,,660.84,562.55,1466.5,,,,,,,,
192,45.235,375.84,1249.9,-59.649,16.896,10.121,7266.0,13.872,67.239,385.41,,664.64,567.37,1379.7,,,,,,,,
193,46.35,368.5,1249.9,-61.424,16.838,10.102,7463.7,13.884,67.288,379.43,,666.94,569.85,1326.7,,,,,,,,
194,47.185,370.45,1249.9,-62.876,16.792,10.111,7304.8,13.897,68.047,389.45,,671.29,575.54,1272.0,,,,,,,,
195,47.267,373.5,1250.0,-64.766,16.732,10.125,7128.8,13.897,6.839,397.36,,672.79,577.62,1257.9,,,,,,,,
196,48.109,367.0,1250.0,-66.492,16.682,10.148,6862.7,13.895,68.196,390.27,,674.22,579.9,1208.9,,,,,,,,
197,48.777,365.97,1249.9,-68.185,16.628,10.127,7029.9,13.915,68.745,392.92,,676.88,583.14,1181.3,,,,,,,,
198,49.746,360.48,1249.9,-69.773,16.572,10.147,6751.4,13.921,68.856,387.7,,679.32,586.75,1127.3,,,,,,,,
199,51.09,353.17,1250.0,-71.492,16.525,10.143,6668.2,13.945,69.281,380.04,,683.05,591.78,1067.4,,,,,,,,
200,51.892,356.6,1250.0,-73.169,16.467,10.149,6471.0,13.965,70.539,390.2,,688.26,598.25,1015.8,,,,,,,,
201,51.82,356.02,1249.9,-74.957,16.415,10.174,6239.8,13.952,70.271,390.24,,687.76,597.87,1006.5,,,,,,,,
202,52.977,345.09,1249.9,-76.672,16.362,10.147,6389.4,13.98,70.248,373.99,,689.72,600.34,975.23,,,,,,,,
203,53.771,345.16,1249.9,-78.299,16.308,10.179,5948.0,13.987,71.025,377.66,,694.03,605.8,912.11,,,,,,,,
