Unnamed: 0,in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21
4419,90.297,1007.8,1250.0,65.421,34.667,0.94919,15971.0,13.869,11.292,2305.6,,596.78,541.59,2046.8,,,,,,,,
4420,90.474,1011.8,1250.1,68.017,34.729,0.94729,16436.0,13.853,11.352,2295.5,,597.31,542.4,2049.7,,,,,,,,
4421,90.634,1016.4,1250.0,70.577,34.792,0.94584,16797.0,13.842,11.416,2289.2,,597.85,543.26,2050.9,,,,,,,,
4422,8.943,1021.7,1250.1,7.321,34.839,0.94381,17296.0,13.825,11.48,2286.6,,597.96,543.6,2054.9,,,,,,,,
4423,86.439,1028.5,1250.0,75.771,34.902,0.94371,17353.0,13.824,11.532,2310.9,,597.35,543.18,2052.8,,,,,,,,
4424,80.455,1032.6,1250.0,78.371,34.964,0.94178,17823.0,13.806,11.539,2337.0,,595.29,540.84,2061.8,,,,,,,,
4425,80.698,1037.3,1250.1,79.963,35.0,0.94371,17399.0,13.823,11.582,2355.1,,595.73,541.64,2050.9,,,,,,,,
4426,79.757,1038.8,1250.0,80.002,35.0,0.94252,17682.0,13.813,11.598,2353.2,,595.56,541.47,2055.3,,,,,,,,
4427,79.878,1039.6,1250.0,8.0,35.0,0.94182,17849.0,13.808,11.614,2347.7,,595.77,541.73,2057.1,,,,,,,,
4428,79.683,1039.4,1249.9,8.0,35.0,0.94171,17873.0,13.807,11.61,2347.9,,595.65,541.58,2057.9,,,,,,,,
4429,80.364,1039.2,1250.1,8.0,35.0,0.94062,18127.0,13.798,11.621,2334.7,,596.0,541.95,2061.3,,,,,,,,
4430,84.589,1041.3,1250.0,8.0,35.0,0.94154,17925.0,13.809,11.677,2317.2,,597.96,544.45,2053.0,,,,,,,,
4431,82.518,1041.9,1250.0,8.0,35.0,0.94127,17989.0,13.806,11.667,2328.6,,597.18,543.51,2055.4,,,,,,,,
4432,80.128,1040.9,1250.0,8.0,34.985,0.94215,17778.0,13.811,11.629,2349.9,2340000.0,596.0,542.07,2054.9,,,,,,,,
4433,79.892,1038.4,1250.0,79.754,34.679,0.94294,17588.0,13.815,11.592,2354.2,,595.52,541.47,2053.8,,,,,,,,
4434,8.045,1034.5,1250.0,79.344,34.29,0.9446,17193.0,13.826,11.54,2358.1,,595.17,541.01,2049.8,,,,,,,,
4435,80.063,1028.1,1249.9,78.971,33.881,0.94456,17180.0,13.822,11.463,2351.2,,594.23,539.7,2054.5,,,,,,,,
4436,80.324,1023.9,1250.0,78.584,33.497,0.9458,16880.0,13.83,11.409,2351.7,,593.74,539.05,2052.7,,,,,,,,
4437,79.694,1019.9,1249.9,7.819,33.08,0.94704,16578.0,13.837,11.348,2356.8,,592.89,537.98,2051.8,,,,,,,,
4438,79.867,1016.4,1250.0,77.728,32.678,0.94863,16200.0,13.848,11.299,2359.6,,592.45,537.42,2048.4,,,,,,,,
4439,78.817,1013.3,1249.9,77.409,32.279,0.95178,15451.0,13.875,11.232,2379.7,,591.4,536.19,2040.8,,,,,,,,
4440,79.626,1018.0,1250.1,76.957,31.89,0.95415,14928.0,13.899,11.278,2397.2,,592.14,537.41,2028.0,,,,,,,,
4441,79.586,1025.8,1250.0,76.638,31.49,0.95404,15002.0,13.899,11.369,2407.9,,593.0,538.84,2023.1,,,,,,,,
4442,81.312,1026.4,1250.0,76.166,31.085,0.95467,14875.0,13.905,11.388,2401.4,,593.75,539.85,2018.6,,,,,,,,
4443,83.564,1023.0,1249.9,75.859,30.693,0.95451,14916.0,13.901,11.369,2379.7,,594.26,540.41,2019.1,,,,,,,,
4444,82.969,1016.4,1249.9,75.399,30.291,0.95909,13815.0,13.947,11.256,2399.7,,592.92,538.74,2008.4,,,,,,,,
4445,8.097,1009.1,1250.0,75.076,29.888,0.95915,13763.0,13.942,11.153,2393.5,,591.19,536.45,2016.0,,,,,,,,
4446,79.795,1000.6,1249.9,74.618,29.49,0.96154,13155.0,13.965,11.026,2392.9,,589.5,534.22,2015.9,,,,,,,,
4447,81.868,992.84,1250.0,74.208,29.083,0.96198,13043.0,13.966,10.953,2363.6,,589.43,533.91,2017.8,,,,,,,,
4448,82.386,982.06,1249.9,73.817,28.67,0.96355,12637.0,13.979,10.821,2339.7,,588.25,532.17,2020.5,,,,,,,,
4449,82.358,973.33,1250.0,73.407,28.258,0.96363,12588.0,13.974,10.721,2313.3,,587.21,530.64,2027.5,,,,,,,,
4450,83.393,965.34,1249.9,73.034,27.858,0.96556,12122.0,13.994,10.623,2293.0,,586.55,529.65,2026.3,,,,,,,,
4451,84.591,958.64,1250.0,72.724,27.47,0.96964,11188.0,14.043,10.528,2285.9,,586.0,528.9,2016.2,,,,,,,,
4452,84.755,950.62,1249.9,72.249,27.069,0.97236,10574.0,14.073,10.418,2271.2,,584.94,527.44,2013.7,,,,,,,,
4453,84.008,942.36,1250.0,71.863,26.679,0.97194,10638.0,14.061,10.32,2241.7,,583.68,525.64,2023.6,,,,,,,,
4454,83.722,931.43,1249.9,71.461,26.261,0.97272,10441.0,14.064,10.186,2206.6,,582.22,523.51,2031.2,,,,,,,,
4455,76.526,922.57,1250.0,71.041,25.861,0.97425,10043.0,14.077,10.015,2209.5,,578.1,518.29,2044.8,,,,,,,,
4456,8.225,916.08,1249.9,70.678,25.461,0.97571,9802.9,14.09,99.784,2166.4,,579.61,519.95,2037.2,,,,,,,,
4457,83.574,907.86,1250.0,7.028,25.075,0.97841,9305.8,14.115,98.783,2141.5,,579.04,519.07,2033.6,,,,,,,,
4458,8.276,898.8,1249.9,69.899,24.671,0.98039,8955.6,14.129,97.551,2117.8,,577.51,516.98,2036.6,,,,,,,,
4459,81.589,890.4,1250.0,69.499,24.274,0.98373,8427.2,14.15,96.285,2105.1,,575.83,514.79,2034.9,,,,,,,,
4460,8.249,883.2,1249.9,69.126,23.872,0.98432,8358.1,14.149,95.513,2073.2,,575.32,513.96,2038.4,,,,,,,,
4461,85.628,875.76,1250.0,68.718,23.466,0.98685,8037.3,14.157,94.773,2042.0,,575.6,514.13,2032.0,,,,,,,,
4462,8.889,868.06,1249.9,68.332,23.064,0.98837,7869.4,14.158,94.078,2003.9,,575.95,514.34,2029.2,,,,,,,,
4463,86.926,860.19,1249.9,67.881,22.669,0.99138,7519.7,14.158,92.851,1994.4,,574.03,511.87,2029.7,,,,,,,,
4464,86.625,853.5,1249.9,67.565,22.268,0.99456,7195.2,14.152,91.885,1983.8,,572.91,510.43,2025.9,,,,,,,,
4465,88.234,848.47,1250.0,67.103,21.871,0.99593,7079.0,14.146,91.375,1961.7,,572.9,510.33,2023.7,,,,,,,,
4466,86.358,841.8,1249.9,66.781,21.466,0.99745,6950.8,14.136,90.412,1947.8,,571.23,508.19,2028.0,,,,,,,,
4467,82.457,834.23,1249.9,66.319,21.059,10.008,6658.6,14.115,89.097,1951.6,,568.51,504.81,2030.2,,,,,,,,
4468,85.348,829.19,1250.0,6.6,20.668,10.032,6480.0,14.099,88.631,1930.2,,568.96,505.29,2022.7,,,,,,,,
4469,90.742,824.5,1249.9,65.528,20.276,10.043,6410.7,14.092,88.457,1892.1,,570.56,507.12,2015.3,,,,,,,,
4470,87.102,813.8,1250.0,65.222,19.881,10.087,6075.9,14.054,86.822,1890.9,,567.53,503.29,2016.4,,,,,,,,
4471,84.627,805.82,1249.9,6.476,19.482,10.115,5880.7,14.028,85.677,1885.9,,565.39,500.58,2018.7,,,,,,,,
4472,84.522,799.71,1249.9,6.444,19.076,10.122,5846.5,14.019,85.022,1861.8,,564.58,499.47,2022.3,,,,,,,,
4473,86.199,793.45,1250.0,63.978,18.667,10.145,5700.9,13.998,84.388,1841.5,,564.4,499.16,2018.2,,,,,,,,
4474,9.271,787.64,1249.9,63.659,18.279,10.153,5662.7,13.991,84.182,1791.1,,566.32,501.33,2011.0,,,,,,,,
4475,86.158,775.25,1250.0,63.197,17.873,10.184,5456.9,13.957,82.439,1789.1,,562.01,495.86,2022.6,,,,,,,,
4476,84.572,767.71,1249.9,62.875,17.474,10.199,5367.9,13.94,81.569,1772.4,,560.36,493.73,2027.2,,,,,,,,
4477,88.434,761.81,1250.0,62.403,17.078,10.227,5196.6,13.916,81.097,1749.0,,561.07,494.54,2017.6,,,,,,,,
4478,94.417,754.26,1249.9,62.097,16.678,1.026,4985.0,13.886,80.559,1714.8,,562.4,496.05,2004.0,,,,,,,,
4479,8.99,745.62,1249.9,61.635,16.272,1.025,5076.4,13.89,79.615,1685.6,,559.6,492.42,2023.2,,,,,,,,
4480,90.287,736.69,1250.0,61.219,15.873,10.275,4928.1,13.865,78.743,1663.2,,558.55,491.01,2022.8,,,,,,,,
4481,89.016,730.48,1249.9,60.846,15.474,10.282,4898.7,13.856,78.109,1644.2,,557.22,489.31,2028.5,,,,,,,,
4482,88.713,722.27,1250.0,60.438,15.069,10.306,4759.3,13.832,77.294,1626.9,,555.96,487.68,2028.9,,,,,,,,
4483,90.985,714.56,1250.0,60.067,14.671,10.327,4636.9,13.811,76.655,1598.7,,555.81,487.41,2025.5,,,,,,,,
4484,9.166,706.24,1250.0,59.657,14.271,10.335,4602.9,13.801,75.965,1563.7,,555.03,486.31,2029.8,,,,,,,,
4485,94.792,697.19,1250.0,59.296,13.885,10.377,4353.8,13.763,75.179,1544.1,,554.95,486.15,2019.4,,,,,,,,
4486,94.628,689.76,1249.9,58.899,13.478,10.366,4437.8,13.769,74.608,1500.1,,554.02,484.87,2030.6,,,,,,,,
4487,90.535,676.27,1249.8,58.503,13.078,10.253,5202.6,13.86,73.842,1378.5,,551.43,481.09,2089.4,,,,,,,,
4488,98.515,638.41,1249.9,58.094,12.686,1.046,3890.5,13.676,70.253,1344.0,,548.79,477.68,2042.0,,,,,,,,
4489,94.854,632.01,1249.9,57.734,12.294,1.042,4150.4,13.707,69.706,1294.4,,546.73,475.0,2068.1,,,,,,,,
4490,89.873,624.19,1250.0,57.336,11.9,10.421,4164.3,13.701,68.796,1276.5,,543.7,471.27,2083.7,,,,,,,,
4491,95.168,616.62,1250.0,5.695,11.499,10.418,4194.1,13.702,68.404,1217.4,,544.88,472.66,2083.4,,,,,,,,
4492,10.042,607.52,1249.9,56.555,11.092,10.451,4015.7,13.672,67.732,1174.8,,545.63,473.64,2073.0,,,,,,,,
4493,99.862,601.13,1250.0,56.161,10.679,10.435,4130.0,13.682,6.721,1132.0,,544.66,472.41,2085.5,,,,,,,,
4494,95.699,590.91,1250.0,55.751,10.277,10.466,3975.6,13.65,65.979,1114.8,356000.0,541.48,468.61,2092.3,,,,,,,,
4495,96.513,583.4,1249.9,5.539,98.954,10.469,3982.6,13.644,65.336,1071.3,,540.8,467.81,2097.7,,,,,,,,
4496,96.145,575.72,1249.9,54.931,94.945,10.486,3912.2,13.626,64.563,1038.3,,539.55,466.38,2100.5,,,,,,,,
4497,98.919,565.81,1250.0,54.599,90.796,10.513,3785.1,13.599,63.713,986.2,,539.25,466.18,2096.8,,,,,,,,
4498,10.053,558.35,1249.9,54.135,86.736,10.532,3707.4,13.579,63.049,943.53,,538.83,465.84,2095.8,,,,,,,,
4499,99.785,551.27,1249.9,53.815,82.789,10.528,3780.0,13.579,62.397,894.6,,537.63,464.42,2106.3,,,,,,,,
4500,10.12,543.23,1249.9,53.353,78.716,10.539,3760.8,13.565,61.709,842.3,,537.11,463.95,2109.0,,,,,,,,
4501,99.319,535.47,1249.9,53.047,74.939,10.557,3712.3,13.544,6.085,806.68,,535.26,461.94,2114.9,,,,,,,,
4502,10.222,525.9,1249.9,52.572,70.756,10.569,3703.9,13.529,60.101,741.85,,535.16,462.09,2117.4,,,,,,,,
4503,10.693,518.45,1249.9,52.265,66.847,10.605,3538.1,13.497,59.537,697.61,,535.95,463.57,2107.7,,,,,,,,
4504,10.45,509.2,1250.0,51.795,62.655,10.585,3756.1,13.506,58.689,638.07,,533.9,461.09,2129.9,,,,,,,,
4505,10.462,501.53,1249.9,51.482,58.975,10.603,3718.1,13.486,57.945,602.31,,532.86,460.31,2134.5,,,,,,,,
4506,10.621,494.04,1250.0,5.101,54.951,10.621,3680.0,13.467,57.297,565.67,,532.46,460.34,2137.9,,,,,,,,
4507,10.509,483.26,1249.9,50.703,51.031,10.639,3685.7,13.445,56.224,525.31,,530.48,458.77,2151.2,,,,,,,,
4508,10.773,472.72,1250.0,50.233,46.748,10.642,3780.2,13.435,55.412,475.64,,530.08,458.96,2166.1,,,,,,,,
4509,10.781,464.69,1249.9,49.906,42.649,10.677,3655.4,13.403,54.559,455.78,,528.72,458.6,2174.6,,,,,,,,
4510,11.199,454.99,1249.9,49.444,38.614,10.689,3687.1,13.389,53.839,417.91,,528.82,459.79,2192.2,,,,,,,,
4511,11.105,446.02,1249.9,49.052,34.705,10.714,3644.5,13.363,52.871,398.04,,526.71,458.79,2214.7,,,,,,,,
4512,11.141,432.83,1249.9,48.661,30.577,10.782,3382.1,13.303,51.382,383.67,,523.9,458.71,2255.4,,,,,,,,
4513,11.257,428.97,1249.9,48.251,26.657,10.747,3653.4,13.326,51.195,353.61,,523.56,458.01,2277.4,,,,,,,,
4514,11.015,416.36,1249.9,4.789,22.669,10.744,3873.7,13.317,49.817,321.68,,519.46,455.04,2335.5,,,,,,,,
4515,11.119,411.42,1250.0,47.492,18.591,10.774,3735.5,13.292,49.258,314.38,,518.31,455.19,2372.8,,,,,,,,
4516,10.718,399.77,1249.9,47.096,14.701,10.804,3736.5,13.26,4.769,298.85,,513.07,451.85,2449.9,,,,,,,,
4517,11.673,391.23,1249.9,46.709,10.686,10.809,3781.8,13.253,47.253,269.93,,514.02,454.26,2555.9,,,,,,,,
4518,12.557,379.3,1249.9,46.315,0.669,10.805,3957.6,13.248,46.407,237.05,99259.0,513.31,454.95,2719.8,,,,,,,,
4519,13.504,361.39,1249.9,45.889,0.29379,10.834,4021.1,13.216,44.759,204.37,83401.0,510.21,454.23,3041.8,,,,,,,,
4520,13.992,355.53,1249.9,45.532,-0.13551,10.835,4078.8,13.211,44.345,190.04,81880.0,509.64,454.05,3193.1,,,,,,,,
4521,13.869,339.92,1249.9,45.072,-0.52488,10.879,4062.0,13.168,42.186,172.68,61011.0,502.6,448.72,3524.2,,,,,,,,
4522,15.025,327.53,1249.9,44.765,-0.74582,10.885,4182.7,13.155,4.131,150.27,55738.0,502.13,448.76,3843.7,,,,,,,,
4523,15.715,319.22,1250.0,44.687,-0.75033,10.898,4210.7,13.14,4.064,138.49,49728.0,501.58,448.55,4038.6,,,,,,,,
4524,15.687,333.38,1250.2,45.099,-0.45473,10.913,3841.2,13.147,42.428,158.57,54961.0,507.31,454.3,3793.3,,,,,,,,
4525,14.632,361.3,1250.1,4.598,0.36949,10.855,3813.1,13.207,45.371,200.61,81527.0,514.7,459.34,3136.7,,,,,,,,
4526,12.15,388.88,1250.2,46.765,11.702,10.876,3360.2,13.206,47.049,280.48,82587.0,514.99,457.14,2627.6,,,,,,,,
4527,90.325,412.37,1250.1,4.754,19.694,10.799,3654.7,13.267,48.182,353.02,,510.11,446.39,2343.4,,,,,,,,
4528,70.171,431.1,1250.1,48.327,27.661,10.726,3961.9,13.325,49.371,412.98,,506.93,437.96,2278.0,,,,,,,,
4529,72.149,446.61,1250.2,4.905,35.431,10.733,3676.6,13.334,51.011,478.58,,510.88,440.56,2235.2,,,,,,,,
4530,78.625,463.29,1250.1,49.888,43.403,1.068,3767.2,13.388,53.076,512.04,,516.59,444.41,2207.3,,,,,,,,
4531,79.127,481.23,1250.2,50.663,51.326,10.673,3577.7,13.407,54.717,601.31,,519.47,446.25,2178.4,,,,,,,,
4532,77.679,498.93,1250.1,51.447,59.421,10.638,3600.9,13.446,5.631,691.89,,521.41,447.02,2166.4,,,,,,,,
4533,7.934,516.32,1250.1,52.233,67.467,10.609,3595.8,13.482,57.986,785.89,,524.47,449.71,2151.4,,,,,,,,
4534,7.909,531.6,1250.1,53.015,75.488,10.599,3516.5,13.5,59.326,894.13,,526.39,451.51,2137.0,,,,,,,,
4535,82.825,547.29,1250.1,53.796,83.553,10.538,3759.0,13.561,61.136,948.92,,530.26,455.48,2134.2,,,,,,,,
4536,8.452,565.1,1250.1,54.591,91.237,10.485,3978.1,13.617,63.023,1021.1,,533.52,459.02,2130.8,,,,,,,,
4537,8.577,578.16,1250.1,55.381,99.441,10.495,3845.8,13.616,64.217,1107.7,,535.7,461.62,2111.5,,,,,,,,
4538,90.539,593.98,1250.1,56.176,10.762,10.466,3952.8,13.65,65.999,1159.4,,539.87,466.55,2097.1,,,,,,,,
4539,87.105,610.48,1250.1,56.935,11.53,1.044,4068.5,13.678,67.396,1239.0,,540.76,467.59,2095.0,,,,,,,,
4540,84.029,626.34,1250.1,57.738,12.36,10.415,4182.4,13.705,68.738,1311.6,,541.71,468.74,2092.7,,,,,,,,
4541,85.526,643.19,1250.1,58.537,13.168,10.405,4208.4,13.721,70.312,1378.3,,544.54,472.3,2076.9,,,,,,,,
4542,87.406,659.55,1250.1,59.308,13.956,1.037,4388.2,13.758,7.192,1420.2,,547.59,476.09,2069.4,,,,,,,,
4543,91.223,678.77,1250.1,60.089,14.79,10.354,4450.1,13.78,73.734,1480.3,,551.62,481.25,2049.7,,,,,,,,
4544,89.222,697.36,1250.1,6.088,15.575,10.291,4825.8,13.84,75.444,1522.1,,553.49,483.67,2056.3,,,,,,,,
4545,84.126,716.74,1250.1,61.634,16.335,10.261,4991.8,13.87,76.942,1606.0,,553.92,484.55,2055.8,,,,,,,,
4546,86.769,732.45,1250.0,62.171,16.848,10.238,5123.5,13.896,78.466,1645.8,,556.99,488.61,2044.1,,,,,,,,
4547,88.983,734.74,1250.0,62.189,16.86,10.234,5149.4,13.901,78.777,1642.7,,558.17,490.1,2039.7,,,,,,,,
4548,89.906,735.15,1250.0,62.188,16.859,10.224,5221.8,13.911,7.891,1632.4,,558.67,490.68,2041.4,,,,,,,,
4549,89.808,733.58,1250.0,62.188,16.859,1.023,5176.7,13.905,78.744,1631.6,,558.41,490.33,2040.8,,,,,,,,
4550,89.335,734.69,1250.0,62.188,16.859,10.243,5086.9,13.894,78.744,1648.2,,558.25,490.23,2036.1,,,,,,,,
4551,89.027,735.15,1250.0,62.188,16.859,10.239,5116.7,13.897,78.791,1647.9,,558.21,490.18,2037.6,,,,,,,,
4552,89.225,734.44,1250.0,62.188,16.859,10.237,5127.7,13.899,78.749,1642.9,,558.22,490.16,2038.5,,,,,,,,
4553,90.277,734.26,1250.0,62.188,16.867,10.232,5164.9,13.904,78.811,1633.7,,558.66,490.66,2038.9,,,,,,,,
4554,90.404,733.55,1250.0,62.321,17.015,1.023,5169.3,13.906,78.779,1631.2,,558.67,490.6,2039.9,,,,,,,,
4555,89.812,733.02,1250.0,62.494,17.203,10.249,5028.2,13.889,78.616,1649.3,,558.25,490.1,2034.7,,,,,,,,
4556,94.789,737.03,1250.0,62.597,17.391,10.248,5026.6,13.894,79.213,1646.2,,560.79,493.24,2023.3,,,,,,,,
4557,9.787,736.94,1250.1,6.279,17.578,10.278,4815.9,13.871,79.216,1659.8,,561.86,494.57,2008.2,,,,,,,,
4558,10.406,740.39,1250.0,63.001,17.766,10.254,4968.0,13.895,79.963,1630.4,,564.96,498.28,2003.3,,,,,,,,
4559,10.872,741.0,1250.1,63.221,17.953,1.028,4780.3,13.875,80.138,1637.1,,566.79,500.54,1986.2,,,,,,,,
4560,11.641,743.78,1250.0,63.415,18.141,10.272,4822.1,13.887,80.864,1612.6,,570.32,504.78,1974.3,,,,,,,,
4561,11.688,743.31,1250.0,63.588,18.315,10.282,4745.3,13.878,8.08,1619.4,,570.41,504.86,1970.4,,,,,,,,
4562,11.941,745.35,1250.1,6.369,18.5,1.026,4880.5,13.899,81.267,1603.0,,571.86,506.54,1971.8,,,,,,,,
4563,12.696,746.91,1249.9,63.884,18.684,10.305,4580.1,13.866,81.614,1615.7,,574.84,510.26,1944.1,,,,,,,,
4564,12.915,749.13,1250.1,64.092,18.871,10.313,4517.8,13.861,81.926,1624.8,,575.98,511.68,1935.7,,,,,,,,
4565,13.435,753.7,1250.0,64.315,19.063,10.305,4556.1,13.871,82.738,1617.9,,578.69,515.01,1926.2,,,,,,,,
4566,13.573,753.47,1250.0,64.509,19.243,1.032,4451.6,13.859,82.724,1626.3,,579.15,515.56,1919.3,,,,,,,,
4567,14.354,758.02,1250.0,64.679,19.422,10.335,4350.2,13.852,83.615,1627.5,,582.81,520.09,1898.7,,,,,,,,
4568,14.468,759.3,1250.0,64.784,19.61,10.318,4447.3,13.868,83.926,1617.1,,583.55,520.92,1901.4,,,,,,,,
4569,14.926,763.15,1250.1,64.977,19.797,10.333,4341.0,13.858,84.554,1629.4,,585.81,523.77,1886.1,,,,,,,,
4570,15.809,767.09,1250.0,65.188,19.985,10.346,4252.6,13.852,85.522,1623.8,,589.82,528.68,1865.9,,,,,,,,
4571,15.892,766.07,1250.1,65.408,20.172,10.363,4136.8,13.838,85.375,1634.4,,589.95,528.81,1859.8,,,,,,,,
4572,16.111,768.08,1250.0,65.603,20.36,10.346,4231.9,13.855,85.856,1622.4,,591.21,530.29,1860.4,,,,,,,,
4573,16.993,773.32,1250.0,65.775,20.547,10.332,4309.3,13.873,87.183,1601.8,,595.57,535.57,1848.0,,,,,,,,
4574,17.343,770.61,1250.0,65.867,20.726,10.352,4173.3,13.856,87.035,1598.6,,596.59,536.67,1838.9,,,,,,,,
4575,17.596,770.44,1250.0,66.066,20.917,10.371,4049.2,13.842,87.089,1607.8,,597.5,537.75,1829.6,,,,,,,,
4576,17.814,774.36,1250.1,66.268,21.101,10.363,4089.8,13.851,87.747,1611.4,,598.94,539.55,1825.8,,,,,,,,
4577,18.267,775.69,1249.9,66.502,21.287,10.378,3991.8,13.841,88.144,1616.1,,600.85,541.87,1814.1,,,,,,,,
4578,18.44,773.58,1250.0,66.696,21.469,10.395,3879.1,13.827,87.939,1620.0,,601.22,542.22,1807.9,,,,,,,,
4579,19.085,781.5,1250.0,66.869,21.657,10.388,3915.2,13.839,89.389,1625.4,,604.88,546.81,1795.5,,,,,,,,
4580,19.368,780.4,1249.9,66.972,21.844,10.403,3811.8,13.826,89.387,1628.6,631000.0,605.83,547.86,1787.9,,,,,,,,
4581,19.842,778.72,1250.1,67.165,22.028,10.425,3680.2,13.81,89.463,1627.0,,607.49,549.73,1776.4,,,,,,,,
4582,20.405,787.2,1250.0,67.361,22.195,10.401,3811.2,13.836,91.034,1624.9,,610.97,554.06,1770.4,,,,,,,,
4583,20.219,784.5,1250.0,67.585,22.386,10.405,3778.1,13.831,9.054,1627.0,,609.86,552.61,1773.5,,,,,,,,
4584,21.036,788.98,1250.1,67.795,22.58,10.414,3717.1,13.829,9.168,1628.6,,613.73,557.28,1757.3,,,,,,,,
4585,21.428,788.06,1250.0,67.961,22.766,10.434,3588.8,13.813,91.759,1631.4,,615.11,558.82,1747.1,,,,,,,,
4586,21.644,787.72,1250.0,68.065,22.954,10.447,3510.6,13.804,91.819,1635.3,,615.9,559.69,1741.1,,,,,,,,
4587,22.255,781.21,1250.0,68.263,23.149,10.444,3511.1,13.807,91.618,1592.5,,617.71,561.37,1738.7,,,,,,,,
4588,22.715,779.31,1250.1,68.455,23.329,10.471,3356.2,13.786,91.616,1590.1,,619.23,563.02,1726.6,,,,,,,,
4589,23.275,772.06,1249.9,68.679,23.516,1.045,3455.6,13.805,91.396,1535.3,,620.85,564.35,1730.4,,,,,,,,
4590,23.956,766.55,1250.0,68.885,23.708,1.047,3334.9,13.79,91.217,1507.3,,622.91,566.36,1719.6,,,,,,,,
4591,24.291,770.22,1250.0,69.058,23.897,10.458,3396.3,13.804,92.012,1508.8,,624.86,568.63,1716.5,,,,,,,,
4592,24.127,764.03,1249.9,69.149,24.075,10.471,3314.3,13.79,9.106,1498.7,,623.33,566.6,1719.1,,,,,,,,
4593,24.78,763.24,1250.1,69.354,24.251,10.479,3260.1,13.786,91.488,1483.3,,625.96,569.42,1708.5,,,,,,,,
4594,25.45,747.13,1249.9,69.565,24.438,10.497,3154.0,13.771,90.088,1410.4,,626.7,569.31,1705.2,,,,,,,,
4595,26.784,744.68,1250.0,69.783,24.625,10.504,3106.1,13.77,90.916,1371.9,,632.03,574.8,1685.4,,,,,,,,
4596,26.935,746.82,1250.0,69.978,24.813,10.491,3166.1,13.783,91.381,1376.3,,633.04,575.93,1685.2,,,,,,,,
4597,26.726,746.73,1250.0,7.015,24.994,10.497,3127.3,13.778,91.146,1385.0,,632.11,574.9,1686.9,,,,,,,,
4598,27.404,734.91,1249.9,70.262,25.181,10.496,3120.6,13.779,9.037,1325.3,,633.56,575.65,1684.4,,,,,,,,
4599,28.083,736.06,1249.9,70.451,25.362,10.525,2963.1,13.758,90.904,1326.9,,636.46,578.7,1664.3,,,,,,,,
4600,28.563,725.04,1250.0,70.657,25.547,10.526,2954.9,13.758,90.052,1276.2,,637.2,578.69,1663.3,,,,,,,,
4601,29.326,722.91,1249.9,70.877,25.736,10.536,2892.3,13.752,9.04,1261.4,,640.21,581.52,1647.4,,,,,,,,
4602,29.279,717.84,1249.8,71.071,25.922,10.537,2887.0,13.751,89.754,1243.7,,639.35,580.26,1652.1,,,,,,,,
4603,30.177,713.99,1250.0,71.242,26.101,1.053,2911.9,13.761,90.164,1220.6,,642.93,583.48,1637.6,,,,,,,,
4604,30.663,699.74,1249.8,71.356,26.303,10.532,2909.8,13.76,88.911,1161.7,,643.23,582.72,1637.7,,,,,,,,
4605,32.188,695.62,1250.0,71.546,26.494,10.558,2771.4,13.743,89.656,1146.3,,649.55,588.4,1594.9,,,,,,,,
4606,32.187,696.67,1249.9,71.752,26.673,10.565,2735.6,13.739,89.729,1153.4,,649.66,588.52,1592.4,,,,,,,,
4607,32.193,696.39,1250.0,71.971,26.856,10.573,2691.3,13.732,89.649,1155.1,,649.63,588.42,1590.1,,,,,,,,
4608,32.477,683.68,1249.9,7.216,27.023,1.059,2625.1,13.717,88.299,1106.1,,649.16,587.01,1588.9,,,,,,,,
4609,33.577,681.23,1250.0,72.336,27.21,1.059,2618.8,13.722,89.036,1101.7,,653.96,591.24,1557.1,,,,,,,,
4610,34.419,669.13,1250.0,7.243,27.397,10.587,2653.2,13.728,88.415,1059.7,,656.25,592.37,1540.9,,,,,,,,
4611,35.246,663.19,1250.0,72.634,27.594,1.06,2595.4,13.72,88.418,1044.2,,659.26,594.66,1512.4,,,,,,,,
4612,35.469,665.18,1249.9,72.844,27.782,10.598,2600.3,13.724,8.889,1056.5,,660.6,596.01,1501.8,,,,,,,,
4613,35.728,657.88,1249.9,73.054,27.966,10.621,2505.4,13.704,88.114,1031.6,,660.7,595.5,1493.2,,,,,,,,
4614,36.459,650.66,1250.0,73.259,28.157,10.607,2587.9,13.721,8.806,1011.2,,663.18,597.15,1473.6,,,,,,,,
4615,37.191,649.31,1250.0,73.429,28.335,10.637,2449.0,13.698,8.848,1014.6,,666.35,600.12,1434.2,,,,,,,,
4616,37.297,638.17,1249.9,73.524,28.513,10.643,2451.4,13.692,87.156,974.4,,665.16,597.99,1440.5,,,,,,,,
4617,38.332,634.37,1250.0,73.727,28.703,10.643,2456.9,13.697,87.793,971.17,,669.5,601.86,1394.2,,,,,,,,
4618,39.594,610.47,1249.8,73.938,28.891,10.652,2488.9,13.691,8.609,896.05,,671.75,602.03,1353.2,,,,,,,,
4619,41.003,614.9,1250.1,74.158,29.078,10.629,2577.7,13.718,88.459,924.76,,679.19,610.05,1275.2,,,,,,,,
4620,40.588,615.26,1250.0,74.353,29.265,10.659,2442.8,13.691,87.825,925.75,,677.16,608.0,1291.1,,,,,,,,
