in1,in2,in3,in4,in5,in6,in7,in8,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,
19.06,-12.375,44.501,27.529,263.97,86.118,0.52282,10.017,80686,579.77,634.01,279.97,540.64,14.222,6558.3,14.068,,,,,,,,
19.002,-12.705,44.147,28.079,263.31,86.365,0.51768,10.101,93925,585.55,639.69,289.46,475.4,14.207,5763.1,15.188,,,,,,,,
18.929,-12.751,43.894,28.924,262.94,86.466,0.52512,10.077,97385,584.59,638.2,292.73,496.01,14.219,5923.2,14.797,,,,,,,,
18.872,-12.84,43.496,33.093,262.6,86.781,0.52471,10.001,1.02E+05,585.87,637.43,291.28,548.06,14.238,6627.4,14.172,,,,,,,,
18.803,-13.123,28.611,32.981,262.46,86.969,0.52725,10.041,1.19E+05,592.17,643.71,295.56,504.58,14.237,6231.4,14.669,,,,,,,,
18.741,-13.216,48.158,36.019,262.06,87.126,0.52856,10.071,1.18E+05,589.61,641.1,307.64,494.09,14.235,5872.4,14.902,,,,,,,,
18.675,-13.498,43.083,38.786,261.44,87.307,0.52689,10.068,1.33E+05,595.09,645.23,312.06,484.11,14.241,5891.7,15.167,,,,,,,,
18.612,-13.5,42.732,38.605,261.08,87.555,0.53137,10.077,1.36E+05,593.71,643.89,315.75,489.19,14.239,5766.4,15.086,,,,,,,,
18.546,-13.83,41.588,41.116,260.59,87.524,0.53664,0.99497,1.55E+05,598.64,645.28,315.12,571.15,14.279,6903.2,14.108,,,,,,,,
18.473,-13.876,4.12,43.559,260.17,87.999,0.53357,10.056,1.56E+05,598.92,647.15,325.5,496.74,14.255,5898.7,15.1,,,,,,,,
18.434,-13.965,40.746,45.074,259.84,87.851,0.53198,10.029,1.62E+05,601.03,648.41,324.75,508.75,14.265,6157.7,15.049,,,,,,,,
18.354,-14.248,40.913,48.814,259.19,88.192,0.53462,0.99982,1.78E+05,604.36,650.37,332.06,529.72,14.281,6383.1,14.887,,,,,,,,
18.288,-14.341,27.673,49.315,258.8,88.277,0.5422,10.026,1.86E+05,605.86,652.47,336.75,512.06,14.279,6093.1,15.043,,,,,,,,
18.233,-14.623,45.464,50.127,258.37,88.503,0.54362,10.034,1.95E+05,607.82,652.84,350.76,502.03,14.286,5912,15.194,,,,,,,,
18.17,-14.625,41.142,54.037,257.6,88.794,0.54225,0.99821,2.03E+05,607.61,652.23,347.85,551.95,14.297,6420.7,14.799,,,,,,,,
18.107,-14.944,39.899,54.322,257.23,89,0.54194,10.035,2.13E+05,612.75,657.09,360.03,498.86,14.291,5884.7,15.493,,,,,,,,
18.039,-15.001,25.757,56.825,256.61,89.26,0.54312,0.99109,2.32E+05,612.3,657.02,348.42,609.31,14.318,7108.1,14.332,,,,,,,,
17.977,-15.09,44.554,60.329,256.29,89.541,0.5482,10.018,2.26E+05,612.37,656.58,371.83,527.55,14.303,5955.6,15.209,,,,,,,,
17.908,-15.373,39.888,59.829,256.17,89.662,0.54957,0.9987,2.41E+05,617.08,659.96,374.72,539.66,14.318,6217.5,15.101,,,,,,,,
17.844,-15.466,25.541,61.589,255.78,89.995,0.55271,0.999,2.47E+05,618.46,661.86,376.8,542.65,14.318,6193.2,15.102,,,,,,,,
17.77,-15.748,43.469,65.704,255.41,90.291,0.552,0.98501,2.74E+05,618.02,661.29,377.07,662.8,14.344,7559,13.965,,,,,,,,
17.718,-15.75,38.792,65.919,254.76,90.391,0.55303,0.99462,2.68E+05,620.43,663.21,387.58,581.87,14.337,6535.2,14.866,,,,,,,,
17.648,-16.069,37.521,69.756,254.37,90.798,0.55725,0.99758,2.82E+05,624.77,667.42,403.84,553.11,14.34,6172.9,15.189,,,,,,,,
17.59,-16.126,3.203,70.901,253.91,91.171,0.55865,0.99993,2.86E+05,625.4,668.36,409.29,541.87,14.333,5943.2,15.365,,,,,,,,
17.511,-16.186,37.256,71.975,253.5,91.473,0.56196,0.98975,3.04E+05,622.8,666.22,404.54,639.19,14.359,6901.5,14.34,,,,,,,,
17.454,-16.497,39.504,75.331,252.94,91.569,0.5626,0.99667,3.14E+05,629.02,671.78,423.41,566.94,14.354,6150.6,15.202,,,,,,,,
17.384,-16.562,36.305,75.917,252.52,91.774,0.55929,0.99355,3.21E+05,629.52,672.52,420.26,594.92,14.36,6483.1,15.058,,,,,,,,
17.33,-16.872,31.118,78.632,252.18,91.833,0.55837,0.99837,3.35E+05,635.83,678.17,434.01,540.14,14.354,5999.9,15.804,,,,,,,,
17.264,-16.875,33.133,81.729,252,91.971,0.57286,0.99385,3.55E+05,633.03,675.5,439.36,593.99,14.375,6321.6,14.959,,,,,,,,
17.199,-17.194,3.643,81.479,251.93,92.245,0.56668,0.99674,3.65E+05,639.03,680.68,450.07,552.53,14.371,6036.5,15.554,,,,,,,,
17.129,-17.251,32.167,82.642,251.02,92.551,0.57066,0.99284,3.82E+05,638.05,680.17,450.81,597.19,14.384,6387.8,15.137,,,,,,,,
17.07,-17.311,3.908,87.043,250.69,92.702,0.57104,0.99299,3.96E+05,638.19,680.83,457.38,598.92,14.386,6343.2,15.182,,,,,,,,
17.003,-17.622,33.998,86.913,250.42,93.007,0.5729,0.98946,4.23E+05,641.89,683.91,463.97,620.69,14.401,6666.3,14.985,,,,,,,,
16.947,-17.687,34.237,91.238,249.9,93.32,0.57984,10.083,4.41E+05,645.22,687.54,497.24,483.18,14.344,4811.2,16.388,,,,,,,,
16.88,-17.997,33.128,92.077,249.49,93.433,0.57918,0.99728,4.76E+05,648.95,689.79,495.01,553.46,14.392,5790.5,15.76,,,,,,,,
16.812,-18,31.303,9.288,248.9,93.775,0.58225,0.99701,4.89E+05,647.99,689.19,498.12,567.76,14.393,5790.9,15.618,,,,,,,,
16.747,-18.306,29.867,95.851,248.56,94.1,0.58204,0.99666,5.31E+05,652.66,693.14,511.39,562.66,14.4,5793.9,15.784,,,,,,,,
16.681,-18.377,34.496,97.063,248.08,94.425,0.58406,0.9912,5.58E+05,650.99,692.15,512.42,613.75,14.419,6291.2,15.242,,,,,,,,
16.62,-18.436,32.896,9.907,247.66,94.557,0.58816,0.99781,5.82E+05,653.42,693.94,527.55,564.06,14.402,5603.8,15.74,,,,,,,,
16.555,-18.747,32.595,10.282,247.32,94.884,0.58883,0.99562,6.43E+05,657.61,697.41,541.21,573.92,14.416,5773.5,15.723,,,,,,,,
16.493,-18.812,2.411,10.235,246.94,95.169,0.5873,0.98913,6.54E+05,656.45,697.06,531.03,633.4,14.434,6455.6,15.236,,,,,,,,
16.417,-19.122,32.783,10.457,246.63,95.387,0.5906,0.99013,7.29E+05,661.08,700.36,554.36,613.49,14.441,6264.7,15.413,,,,,,,,
16.357,-19.125,32.425,10.851,246.29,95.429,0.58962,0.99432,7.50E+05,662.69,701.66,561.84,581.86,14.428,5849.9,15.847,,,,,,,,
16.298,-19.431,31.093,10.885,245.97,95.575,0.59366,1.002,8.17E+05,669.68,706.57,590.16,511.74,14.406,5065.5,16.589,,,,,,,,
16.228,-19.502,2.393,11.232,245.45,95.699,0.59367,0.99519,8.58E+05,669.21,706.59,582.4,569.6,14.432,5719.8,16.14,,,,,,,,
16.164,-19.535,32.105,11.376,244.86,95.995,0.59704,0.992,9.04E+05,667.18,705.31,588.63,601.7,14.447,5974.5,15.719,,,,,,,,
16.098,-19.87,30.868,11.436,244.47,96.254,0.59693,0.9911,9.81E+05,672.34,709.16,603.81,598.07,14.456,6031.1,15.871,,,,,,,,
16.028,-19.875,29.153,11.768,244.11,96.412,0.59701,0.99301,1.01E+06,673.01,709.75,608.56,587.98,14.449,5841.9,16.052,,,,,,,,
15.968,-20.181,17.569,11.805,243.56,97.067,0.60089,10.017,1.09E+06,680.54,714.71,636.44,521.8,14.418,4990.6,16.881,,,,,,,,
15.91,-20.252,32.845,12.058,243.2,97.4,0.60921,0.99604,1.18E+06,677.63,712.71,649.44,568.51,14.452,5377.6,15.989,,,,,,,,
15.843,-20.556,29.531,12.396,242.68,97.479,0.61051,0.99352,1.28E+06,682.15,716.28,662.47,579.06,14.466,5598.9,16.021,,,,,,,,
15.781,-20.627,28.454,12.377,242.57,97.858,0.60978,0.99397,1.30E+06,683,716.9,666.73,578.75,14.465,5549.6,16.063,,,,,,,,
15.716,-20.66,28.174,12.557,242.27,98.093,0.61079,0.99162,1.34E+06,682.11,716.63,667.46,602.43,14.474,5774.3,15.837,,,,,,,,
15.654,-20.995,16.182,12.874,241.79,98.449,0.61226,0.99384,1.44E+06,689.03,721.51,685.79,580.72,14.469,5542.6,16.271,,,,,,,,
15.586,-21,32.218,13,241.31,98.64,0.61697,0.99751,1.51E+06,688.91,720.86,707.14,553.4,14.46,5088.2,16.293,,,,,,,,
15.521,-21.306,26.979,13.347,240.7,98.933,0.61818,0.9959,1.62E+06,693.57,724.49,722.23,561.87,14.471,5220.5,16.379,,,,,,,,
15.46,-21.377,24.394,13.476,240.42,98.97,0.61779,0.99059,1.66E+06,692.6,724.63,716.32,603.93,14.492,5760.6,16.047,,,,,,,,
15.393,-21.681,23.857,13.486,240.03,99.041,0.62059,0.99018,1.77E+06,697.58,728.04,734.25,598.17,14.5,5753.1,16.168,,,,,,,,
15.324,-21.752,27.088,13.893,239.5,99.369,0.62186,0.98791,1.84E+06,696.96,728.26,741.48,621.05,14.508,5978.2,15.95,,,,,,,,
15.254,-21.785,26.259,13.92,239.16,99.649,0.62467,0.99587,1.89E+06,700.41,729.45,759.94,565.69,14.479,5120.7,16.502,,,,,,,,
15.203,-22.12,25.561,14.245,238.5,99.755,0.62656,0.99443,2.02E+06,705.68,733.45,780.01,570.62,14.492,5217.9,16.613,,,,,,,,
15.131,-22.125,24.973,14.498,238.18,100.11,0.62932,0.99029,2.07E+06,702.94,732.4,778.49,611.14,14.508,5620.9,16.139,,,,,,,,
15.079,-22.431,2.473,14.5,237.8,100.4,0.62826,0.99054,2.16E+06,708.25,736.09,796.18,605.69,14.512,5565.9,16.393,,,,,,,,
15.017,-22.502,2.421,14.736,237.36,100.5,0.62805,0.98931,2.21E+06,708.81,736.91,799.64,618.06,14.517,5696.1,16.377,,,,,,,,
14.948,-22.806,15.673,14.991,237.52,100.85,0.63162,10.131,2.34E+06,724.6,744.12,859.2,457.93,14.408,3506.5,18.445,,,,,,,,
14.879,-22.877,22.439,15.132,237.05,101.15,0.63497,11.176,2.39E+06,674.27,758.34,1029.3,112.98,13.268,496.61,27.37,,,,,,,,
14.806,-22.91,25.884,15.506,236.59,101.23,0.63616,0.99857,2.48E+06,719.01,742.47,854.99,564.03,14.484,4661.6,17.042,,,,,,,,
14.749,-23.245,2.37,15.549,236.28,101.62,0.63613,1.12,2.57E+06,676.39,763.23,1057.8,101.82,13.24,475.28,27.824,,,,,,,,
14.693,-23.25,15.571,15.617,235.87,101.89,0.6371,0.99907,2.62E+06,724.65,746.46,874.32,571.7,14.483,4608.6,17.34,,,,,,,,
14.635,-23.556,22.108,16.064,235.44,101.99,0.64367,11.208,2.81E+06,678.49,766.48,1084.4,97.71,13.233,458.73,27.632,,,,,,,,
14.567,-23.627,31.309,16.062,234.81,102,0.64878,10.076,2.92E+06,733.85,750.75,935.54,519.14,14.453,3676.4,17.744,,,,,,,,
14.496,-23.931,27.019,16.293,234.43,102.34,0.64801,10.029,3.03E+06,737.13,754.13,945.61,556.52,14.48,4082.1,17.652,,,,,,,,
14.439,-24.002,22.313,16.629,234.09,102.64,0.64861,0.9892,3.09E+06,731.17,753.37,926.52,660.68,14.544,5418.6,16.628,,,,,,,,
14.374,-24.035,11.184,16.628,233.98,102.74,0.65121,0.9899,3.13E+06,732.16,753.82,925.66,659.74,14.54,5347.6,16.691,,,,,,,,
14.305,-24.37,2.266,16.841,233.57,102.92,0.6526,0.98984,3.29E+06,737.6,757.6,956.41,662.55,14.548,5284.1,16.803,,,,,,,,
14.24,-24.375,2.15,17.112,232.99,103.07,0.65499,0.99103,3.36E+06,737.81,757.7,963.34,661.99,14.542,5137.8,16.847,,,,,,,,
14.178,-24.666,20.744,17.213,232.59,103.16,0.65564,0.99036,3.48E+06,742.79,761.27,981.46,668.49,14.549,5182.5,17.014,,,,,,,,
14.106,-24.752,19.674,17.567,232.2,103.49,0.65778,0.98554,3.57E+06,741.08,761.52,983.09,714.03,14.566,5742.4,16.599,,,,,,,,
14.055,-25.056,19.564,17.711,231.71,103.75,0.65691,0.98807,3.70E+06,747.82,765.72,1008.6,701.03,14.563,5399,17.043,,,,,,,,
13.977,-25.127,1.009,17.754,231.37,103.89,0.65871,0.9903,3.76E+06,750.21,766.85,1014.9,690.22,14.553,5146.1,17.285,,,,,,,,
13.916,-25.16,21.913,18.13,230.72,104.24,0.66267,0.99131,3.88E+06,749.85,766.63,1032.8,694.38,14.551,4972.9,17.15,,,,,,,,
13.854,-25.495,19.609,18.161,230.37,104.5,0.66432,0.98714,4.03E+06,753.38,770.03,1048.6,729.23,14.573,5420,17.004,,,,,,,,
13.791,-25.5,17.337,18.394,230.2,104.9,0.6648,0.98651,4.06E+06,752.45,769.8,1050.2,745.13,14.574,5498.8,16.89,,,,,,,,
13.729,-25.791,15.469,18.747,229.87,105.02,0.66651,0.98712,4.23E+06,758.2,773.66,1073.6,745.06,14.576,5393,17.115,,,,,,,,
13.658,-25.877,16.286,18.81,229.43,105.34,0.66643,0.98777,4.29E+06,759.43,774.54,1082.7,748.79,14.575,5298.1,17.204,,,,,,,,
13.603,-26.181,0.95717,18.969,228.86,105.29,0.67734,0.97481,4.54E+06,757.38,775.58,1086.2,848.41,14.579,7190.2,16.114,,,,,,,,
13.521,-26.252,17.175,19.16,228.49,105.47,0.67758,0.97953,4.62E+06,760.69,777.05,1105.2,818.65,14.594,6382.3,16.521,,,,,,,,
13.467,-26.285,0.86548,19.269,228.1,105.74,0.67846,0.98177,4.67E+06,762.19,777.71,1111.3,810.34,14.596,6017.2,16.695,,,,,,,,
13.404,-26.62,2.037,19.708,227.6,106,0.67778,0.98303,4.86E+06,768.6,782.04,1142.4,808.12,14.598,5808.5,17.025,,,,,,,,
13.349,-26.625,16.514,19.808,227.19,106.14,0.68004,0.98043,4.92E+06,766.81,781.44,1140.6,834.58,14.6,6194,16.777,,,,,,,,
13.275,-26.916,0.83229,19.88,226.58,106.65,0.68553,0.98444,5.13E+06,773.3,784.83,1173.1,814.52,14.601,5538.3,17.081,,,,,,,,
13.215,-27.002,18.268,20.288,226.21,106.86,0.68614,0.98481,5.23E+06,774.41,785.6,1183.3,820.32,14.6,5479.6,17.132,,,,,,,,
13.148,-27.035,12.307,20.277,226.11,107.1,0.6862,0.98273,5.26E+06,773.6,785.56,1182.9,843.2,14.605,5772.5,16.969,,,,,,,,
13.097,-27.37,10.591,20.54,225.67,107.42,0.68838,0.98121,5.45E+06,778.5,789.1,1207.6,862.8,14.612,5962,16.998,,,,,,,,
13.022,-27.411,18.373,20.906,225.56,107.45,0.68925,0.98187,5.54E+06,779.44,789.44,1212.5,862.48,14.61,5869.8,17.076,,,,,,,,
12.958,-27.745,11.304,20.884,225.03,107.49,0.69112,0.98566,5.73E+06,788.01,794.51,1244.5,832.65,14.609,5272.9,17.577,,,,,,,,
12.897,-27.75,0.69355,21.054,224.62,107.98,0.69542,0.98476,5.82E+06,786.27,793.3,1249.4,853.52,14.611,5376.9,17.326,,,,,,,,
12.831,-28.041,1.816,21.379,224.28,108.25,0.69646,0.97918,6.00E+06,787.82,795.09,1261.4,906.32,14.619,6216.9,17.064,,,,,,,,
12.775,-28.127,0.6711,21.414,223.77,108.63,0.69691,0.97937,6.07E+06,789.06,796.06,1272.6,915.06,14.623,6149.3,17.084,,,,,,,,
12.701,-28.16,13.697,21.8,223.51,108.7,0.69752,0.98015,6.16E+06,789.84,796.19,1275.5,915.52,14.621,6035.6,17.193,,,,,,,,
12.642,-28.495,13.627,21.878,222.77,108.82,0.69904,0.98397,6.38E+06,798.08,801.44,1306.9,886.85,14.623,5402.3,17.706,,,,,,,,
12.571,-28.515,11.288,21.979,222.47,109,0.705,0.9805,6.49E+06,795.57,799.54,1308.2,922.8,14.627,5913.2,17.265,,,,,,,,
12.55,-28.867,11.482,22.28,222.55,109.13,0.7062,0.97931,6.68E+06,801.72,803.12,1333.6,933.69,14.632,6078,17.359,,,,,,,,
12.609,-28.67,11.404,21.934,222.83,108.78,0.70538,0.9813,6.54E+06,799.65,802.01,1320,907.03,14.63,5771.8,17.419,,,,,,,,
12.67,-28.499,0.96895,21.828,223.27,108.57,0.70518,0.98158,6.42E+06,797.01,800.04,1307.4,898.72,14.628,5747,17.322,,,,,,,,
12.739,-28.5,0.66535,21.701,223.72,108.37,0.70412,0.9816,6.35E+06,797.76,800.52,1307.3,890.3,14.629,5744.7,17.35,,,,,,,,
12.804,-28.141,14.804,21.436,224.14,108.03,0.70373,0.98043,6.15E+06,790.39,795.86,1274.4,891.86,14.622,5979.2,17.051,,,,,,,,
12.847,-28.124,15.744,21.19,224.49,107.8,0.70349,0.98152,6.10E+06,791.14,796.3,1273.3,874.36,14.623,5804,17.126,,,,,,,,
12.912,-27.766,1.431,21.145,225.04,107.47,0.70267,0.98195,5.90E+06,785.26,792.09,1246.6,864.58,14.616,5781.4,16.955,,,,,,,,
12.985,-27.749,13.361,20.761,225.55,107.35,0.69627,0.97938,5.75E+06,784.35,792.59,1236.7,876.78,14.617,6203,16.908,,,,,,,,
13.049,-27.544,13.966,20.782,225.68,107.26,0.69557,0.98111,5.64E+06,781.56,790.38,1224.1,861.21,14.614,5951.8,16.924,,,,,,,,
13.117,-27.374,15.117,20.514,226.07,107.09,0.69535,0.98123,5.52E+06,778.55,788.33,1210.9,853.66,14.612,5949.6,16.805,,,,,,,,
13.178,-27.375,0.71566,20.176,226.47,106.73,0.69519,0.98646,5.46E+06,782.56,789.86,1217.2,800.23,14.604,5188.9,17.244,,,,,,,,
13.234,-27.021,18.254,20.179,226.97,106.37,0.69387,0.98179,5.28E+06,773.58,784.72,1182,830.15,14.606,5909.1,16.706,,,,,,,,
13.299,-26.999,1.6,19.855,227.36,106.12,0.68887,0.98092,5.16E+06,773.71,785.24,1173.3,827.32,14.607,6052.3,16.786,,,,,,,,
13.361,-26.641,14.686,19.751,227.77,106,0.68769,0.98211,4.98E+06,767.83,781,1148.6,815.7,14.601,5911.7,16.647,,,,,,,,
13.422,-26.624,16.186,19.663,228.35,105.9,0.68583,0.98877,4.91E+06,771.69,781.98,1156.4,758.96,14.585,5011.6,17.15,,,,,,,,
13.495,-26.419,12.478,19.27,228.72,105.75,0.68429,0.98458,4.76E+06,765.84,778.97,1131.2,784.37,14.595,5582.1,16.74,,,,,,,,
13.556,-26.249,16.863,19.063,229.07,105.41,0.68502,0.9848,4.67E+06,763.08,776.84,1119.3,773.48,14.593,5564.4,16.633,,,,,,,,
13.618,-26.25,18.812,19,229.65,105.19,0.68239,0.98181,4.60E+06,762.25,776.86,1110.8,788.25,14.597,6017.6,16.489,,,,,,,,
13.686,-25.896,18.442,18.717,230.05,104.82,0.67857,0.98652,4.39E+06,759.07,773.62,1089.3,744.4,14.583,5399.5,16.745,,,,,,,,
13.742,-25.874,13.002,18.664,230.37,104.64,0.67774,0.99167,4.35E+06,762.21,774.39,1093.5,700.93,14.562,4806.7,17.179,,,,,,,,
13.805,-25.516,1.96,18.367,230.96,104.51,0.67672,0.98676,4.16E+06,752.66,768.98,1060,732.26,14.577,5414,16.523,,,,,,,,
13.876,-25.499,13.775,18.089,231.33,104.42,0.67545,0.9852,4.09E+06,751.97,768.74,1050.5,738.04,14.582,5628.7,16.44,,,,,,,,
13.923,-25.294,20.244,18.084,231.68,104.25,0.67608,0.99031,4.01E+06,750.9,766.69,1048.9,696.79,14.562,5002.5,16.625,,,,,,,,
13.991,-25.124,20.465,17.761,231.89,103.91,0.66488,0.98383,3.81E+06,745.78,764.98,1013.1,735.27,14.577,5898.6,16.438,,,,,,,,
14.067,-25.125,1.978,17.629,232.3,103.69,0.66406,0.98763,3.76E+06,748.47,765.74,1017.3,699.62,14.568,5408.7,16.766,,,,,,,,
14.131,-24.771,13.729,17.54,232.67,103.5,0.6649,0.9904,3.62E+06,743.71,761.78,996.07,676.95,14.551,5129.3,16.737,,,,,,,,
14.184,-24.749,24.624,17.201,233.21,103.17,0.66209,0.99253,3.55E+06,744.92,761.76,997.66,650.15,14.544,4891.8,16.926,,,,,,,,
14.264,-24.391,16.638,17.061,233.56,103.12,0.66045,0.98981,3.38E+06,737.16,757.2,963.51,669.24,14.549,5252.1,16.54,,,,,,,,
14.318,-24.374,21.438,16.878,234.15,103.05,0.65857,0.98441,3.32E+06,734.2,756.22,951.48,702.27,14.566,5927.3,16.112,,,,,,,,
14.379,-24.169,19.176,16.643,234.4,102.78,0.65613,0.98969,3.20E+06,733.87,754.72,942.44,658.39,14.546,5309,16.493,,,,,,,,
14.439,-23.999,21.382,16.636,234.78,102.6,0.65323,0.99416,3.11E+06,733.6,753.57,937.88,622.94,14.524,4865.2,16.8,,,,,,,,
14.509,-24,23.415,16.243,235.05,102.37,0.65248,0.99222,3.06E+06,732.91,753.22,931.46,627.48,14.535,5063,16.684,,,,,,,,
14.565,-23.646,22.472,15.982,235.35,102.03,0.6529,0.99071,2.92E+06,725.96,748.61,903.98,633.43,14.536,5259.4,16.347,,,,,,,,
14.64,-23.624,22.293,16.005,235.86,102,0.65223,0.98816,2.88E+06,724.54,748.16,897.1,648.52,14.545,5562.1,16.12,,,,,,,,
14.696,-23.266,21.619,15.607,236.39,101.98,0.64822,0.98817,2.70E+06,718.11,743.65,868.99,649.28,14.539,5615.2,15.948,,,,,,,,
14.751,-23.249,23.319,15.621,236.8,101.64,0.64578,0.99445,2.66E+06,721.95,744.94,876.36,595.92,14.513,4958.8,16.531,,,,,,,,
14.765,-23.25,13.912,15.505,236.97,101.62,0.64575,0.99054,2.63E+06,720.43,744.63,862.59,623.37,14.528,5394,16.292,,,,,,,,
14.768,-23.25,2.542,15.421,236.95,101.59,0.64612,0.99445,2.64E+06,721.86,744.7,876.4,592.88,14.514,4947.6,16.499,,,,,,,,
14.762,-23.25,24.148,15.586,236.94,101.59,0.64528,0.99164,2.64E+06,720.7,744.61,870.81,613.91,14.525,5250.8,16.327,,,,,,,,
14.774,-23.25,23.257,15.388,236.95,101.63,0.64606,0.99273,2.64E+06,721.02,744.48,871.95,605.62,14.521,5128.8,16.377,,,,,,,,
14.781,-23.25,23.326,15.476,236.97,101.56,0.64529,0.99003,2.63E+06,719.93,744.34,866.71,623.99,14.532,5427,16.21,,,,,,,,
14.778,-23.25,11.398,15.561,236.91,101.57,0.64545,0.993,2.63E+06,721.92,745.24,865.51,605.33,14.516,5148.9,16.541,,,,,,,,
14.774,-23.25,25.393,15.422,236.93,101.58,0.64586,0.99289,2.64E+06,721.14,744.54,873.37,603.58,14.521,5108.3,16.394,,,,,,,,
14.773,-23.25,24.516,15.468,237,101.56,0.64556,0.99104,2.64E+06,720.35,744.4,869.35,616.68,14.528,5311,16.268,,,,,,,,
14.771,-23.25,23.715,15.415,236.95,101.56,0.64504,0.99112,2.63E+06,720.44,744.43,868.26,616.07,14.528,5306.9,16.301,,,,,,,,
14.767,-23.25,23.316,15.386,236.92,101.57,0.64513,0.99075,2.63E+06,720.23,744.35,867.3,618.86,14.529,5346.8,16.274,,,,,,,,
14.772,-23.25,11.841,15.574,236.92,101.6,0.64564,0.99091,2.64E+06,720.8,744.88,862.29,620.9,14.526,5362.4,16.357,,,,,,,,
14.764,-23.25,26.099,15.43,237,101.62,0.64428,0.99236,2.63E+06,720.95,744.56,871.46,607.79,14.523,5172.6,16.39,,,,,,,,
14.777,-23.25,23.796,15.421,236.98,101.6,0.64599,0.99192,2.64E+06,720.69,744.42,870.81,610.83,14.525,5213.8,16.318,,,,,,,,
14.769,-23.25,22.741,15.482,236.93,101.62,0.64616,0.99184,2.64E+06,720.64,744.46,870.7,612.69,14.525,5224.7,16.312,,,,,,,,
14.77,-23.25,21.184,15.393,236.99,101.59,0.64537,0.99112,2.63E+06,720.46,744.43,866.92,616.73,14.527,5311.5,16.296,,,,,,,,
14.77,-23.25,23.866,15.615,236.98,101.6,0.64513,0.99432,2.64E+06,722.08,745.04,875.55,595.03,14.513,4976.3,16.533,,,,,,,,
14.762,-23.25,23.744,15.457,236.97,101.56,0.645,0.99086,2.63E+06,720.36,744.45,867.91,618.14,14.529,5336.6,16.284,,,,,,,,
14.766,-23.25,23.358,15.378,236.92,101.6,0.64506,0.9878,2.63E+06,718.67,743.87,862.06,640.73,14.54,5681.6,16.039,,,,,,,,
14.781,-23.25,2.27,15.597,236.93,101.6,0.64608,0.99004,2.65E+06,719.85,744.36,868.08,625.62,14.532,5423.4,16.183,,,,,,,,
14.775,-23.25,21.437,15.442,236.96,101.59,0.64494,0.99205,2.63E+06,720.99,744.66,868.73,610.19,14.523,5215.6,16.386,,,,,,,,
14.768,-23.25,22.536,15.551,236.88,101.62,0.64589,0.99087,2.65E+06,720.21,744.42,869.1,620.22,14.528,5332.2,16.254,,,,,,,,
14.779,-23.25,24.644,15.548,236.96,101.55,0.64651,0.99095,2.65E+06,720.26,744.38,870.7,617.65,14.529,5315.1,16.234,,,,,,,,
14.766,-23.25,23.351,15.42,236.97,101.62,0.64446,0.98977,2.63E+06,719.72,744.25,865.33,626.85,14.533,5459.4,16.203,,,,,,,,
14.771,-23.25,18.826,15.607,236.94,101.61,0.64626,0.98953,2.65E+06,719.73,744.38,864.97,630.37,14.533,5489.8,16.163,,,,,,,,
14.768,-23.25,23.354,15.425,236.93,101.6,0.64648,0.99022,2.64E+06,719.79,744.14,867.98,623.49,14.532,5395.8,16.179,,,,,,,,
14.773,-23.25,2.451,15.545,236.91,101.61,0.64521,0.99024,2.64E+06,719.92,744.35,868.42,623.84,14.531,5401,16.217,,,,,,,,
14.77,-23.25,13.543,15.612,236.95,101.58,0.64629,0.98947,2.64E+06,719.99,744.58,861.47,631.12,14.532,5511,16.206,,,,,,,,
14.772,-23.25,25.103,15.41,236.9,101.58,0.64448,0.99383,2.63E+06,721.73,744.8,873.59,596.98,14.516,5022.8,16.518,,,,,,,,
14.759,-22.977,24.073,15.315,237,101.35,0.6442,0.98803,2.54E+06,714.13,740.68,844.69,640.14,14.534,5688.7,15.937,,,,,,,,
14.74,-22.873,21.137,15.273,236.56,101.18,0.64611,0.99253,2.54E+06,714.51,740.04,846.2,609.28,14.515,5193.7,16.236,,,,,,,,
14.747,-22.872,25.916,15.169,236.52,101.24,0.64629,0.99306,2.54E+06,714.31,739.75,849.85,605.03,14.514,5117.1,16.228,,,,,,,,
14.739,-22.511,25.175,15.313,236.57,101.1,0.64604,0.99568,2.45E+06,709.13,735.86,833.34,593.75,14.496,4890,16.201,,,,,,,,
14.722,-22.484,22.365,15.026,236.39,101.01,0.64582,0.99177,2.43E+06,706.84,734.87,821.18,622.23,14.512,5301.3,15.952,,,,,,,,
14.715,-22.133,27.617,14.896,236.17,100.88,0.6436,0.99179,2.32E+06,700.27,730.46,801.74,630.06,14.506,5323.9,15.801,,,,,,,,
14.699,-22.124,26.395,14.991,236.22,100.87,0.64491,0.99293,2.34E+06,700.65,730.5,803.97,622.67,14.501,5199.6,15.837,,,,,,,,
14.695,-21.852,23.826,14.721,236.19,100.66,0.64214,0.99581,2.23E+06,697.51,727.78,787.3,606.89,14.482,4960.5,16.025,,,,,,,,
14.689,-21.748,29.578,14.842,235.82,100.5,0.64195,0.99437,2.22E+06,694.84,726.38,783.01,619.3,14.489,5092.5,15.885,,,,,,,,
14.673,-21.747,27.948,14.751,235.82,100.5,0.64454,0.99543,2.24E+06,695.03,726.17,785.38,612.74,14.485,4969.6,15.881,,,,,,,,
14.66,-21.386,20.879,14.489,235.87,100.14,0.6412,0.99422,2.10E+06,689.03,722.12,753.41,633.81,14.48,5180.5,15.774,,,,,,,,
