in1,in2,in3,in4,in5,in6,in7,in8,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,
20.28,-82.502,42.376,5.013,276.63,82.477,0.54829,10.122,70409,515.61,595.93,234.84,700.61,14.096,6025.2,12.73,,,,,,,,
20.251,-8.25,41.921,48.304,276.2,82.379,0.54388,10.093,72585,516.46,596.06,230.52,700.26,14.097,6321.1,12.627,,,,,,,,
20.248,-85.976,41.204,44.319,275.45,82.126,0.54249,10.116,65307,522.98,601.54,233.82,662.28,14.106,6085.1,13.002,,,,,,,,
20.237,-8.626,34.136,40.392,275.16,82.066,0.54129,10.044,73076,525.02,602.29,225.71,672.87,14.112,6774.5,12.673,,,,,,,,
20.208,-8.625,44.927,38.003,274.82,82.021,0.53507,0.99778,79710,522.28,599.01,221.48,698.83,14.109,7451.1,12.114,,,,,,,,
20.192,-8.625,44.022,35.194,274.41,82.044,0.53337,10.057,69213,524.08,600.79,224.58,667.53,14.108,6688,12.566,,,,,,,,
20.182,-89.726,43.303,32.222,273.94,81.947,0.53242,10.154,55391,531.52,607.18,233.06,617.2,14.105,5780.1,13.404,,,,,,,,
20.159,-9.001,4.422,27.898,273.6,81.688,0.52964,10.027,69619,531.11,605.89,222.9,640.36,14.12,6957.1,12.617,,,,,,,,
20.144,-9,43.016,26.132,273.24,81.719,0.52185,10.064,65672,534,607.76,221.37,621.1,14.115,6670.1,12.958,,,,,,,,
20.138,-91.791,41.232,23.962,272.73,81.739,0.52193,10.072,62389,537.37,610.18,223.2,605.71,14.12,6564,13.116,,,,,,,,
20.121,-9.376,44.979,2.088,272.31,81.639,0.51832,0.99699,76360,539.08,610.41,217.99,633.49,14.127,7549.9,12.549,,,,,,,,
20.103,-93.752,4.751,1.672,271.92,81.549,0.51717,10.106,59165,540.31,612.47,224.81,579.92,14.12,6254.9,13.453,,,,,,,,
20.088,-9.375,47.519,14.073,271.63,81.296,0.51499,10.064,66410,540.67,612.42,220.24,586.65,14.124,6658.2,13.257,,,,,,,,
20.072,-95.541,47.426,12.532,271.24,81.327,0.51598,0.99689,79284,542.2,612.34,216.91,618.82,14.132,7548,12.671,,,,,,,,
20.044,-9.751,36.176,0.55322,271.03,81.282,0.50991,0.99612,85660,550.62,618.03,210.8,597.6,14.135,7660.1,12.843,,,,,,,,
20.034,-97.502,53.324,-0.00849,270.81,81.299,0.5098,10.012,74913,546.07,615.3,216.11,580.28,14.135,7130.7,13.159,,,,,,,,
20.016,-9.75,50.117,-0.00027,270.26,81.299,0.50648,10.093,65171,548.38,617.6,219.38,548.03,14.127,6387.8,13.934,,,,,,,,
20.005,-10.09,49.538,-0.00323,270.04,80.865,0.50004,0.99968,90942,555.56,622.33,214.48,550.36,14.143,7301.4,13.643,,,,,,,,
20.005,-10.126,49.123,-0.00266,270,80.893,0.50204,10.014,84434,555.87,622.77,216.66,540.9,14.145,7113.8,13.771,,,,,,,,
20.088,-10.125,49.201,-0.00437,270.1,80.79,0.49823,10.003,92400,556.98,623.55,214.22,541.1,14.144,7248.3,13.763,,,,,,,,
20.241,-10.005,39.285,0.00883,270.5,80.799,0.50441,10.044,77280,557.35,623.79,214.73,526.42,14.142,6835.9,13.876,,,,,,,,
20.381,-97.505,4.878,0.00521,270.78,80.539,0.50281,10.045,82019,550.93,619.84,212.95,540.35,14.133,6856.9,13.765,,,,,,,,
20.539,-97.497,48.266,0.00143,271.03,80.197,0.50549,10.094,74575,551.74,621.19,215.88,516.7,14.13,6379.6,14.162,,,,,,,,
20.686,-9.75,47.024,-0.00341,271.31,79.775,0.50931,10.111,73642,552.21,622.07,216.96,505.78,14.129,6208.1,14.284,,,,,,,,
20.832,-96.296,46.379,0.00247,271.69,79.663,0.51123,10.141,69637,551,621.19,217.39,503.5,14.119,5941.8,14.388,,,,,,,,
20.968,-93.755,30.001,15.086,272.01,79.401,0.51538,10.128,74783,551.44,621.56,216.28,515.32,14.12,6089.5,14.403,,,,,,,,
21.132,-93.747,50.242,21.509,272.43,79.068,0.51952,10.174,69317,543.72,618.81,227.65,508.86,14.109,5641.4,14.508,,,,,,,,
21.284,-9.375,51.615,24.543,272.88,78.709,0.51989,10.181,71998,544.11,619.85,228.73,498.75,14.107,5583.3,14.664,,,,,,,,
21.432,-90.446,46.186,28.278,273.2,78.31,0.51799,10.146,85288,541.57,618.04,221.07,515.68,14.108,5934.5,14.495,,,,,,,,
21.574,-89.987,45.007,30.988,273.74,78.156,0.52938,10.173,81905,538.87,616.93,226.69,519.58,14.103,5641.3,14.554,,,,,,,,
21.745,-9,42.371,32.119,274.12,77.911,0.52927,10.178,84797,540.99,618.52,225.84,509.02,14.102,5604.1,14.741,,,,,,,,
21.882,-88.796,33.096,35.814,274.43,77.626,0.53376,10.191,88773,542.07,619.13,225.23,509.94,14.096,5493.1,15.008,,,,,,,,
22.024,-86.255,44.497,39.508,274.79,77.319,0.53292,10.269,85569,535.28,615.24,230.44,514.17,14.045,4945.7,15.261,,,,,,,,
22.193,-86.247,42.571,42.653,275.1,76.958,0.53841,10.236,94139,534.78,615.93,230.46,513.37,14.067,5151.5,15.136,,,,,,,,
22.341,-8.625,41.729,44.229,275.7,76.812,0.5367,10.249,95573,536.98,617.37,230.08,501.85,14.059,5065.4,15.363,,,,,,,,
22.47,-85.046,30.157,47.549,276.24,76.488,0.53427,10.247,1.04E+05,541.56,619.66,224.63,494.52,14.058,5107.3,15.753,,,,,,,,
22.639,-82.505,42.628,52.042,276.67,76.372,0.54402,1.029,1.05E+05,530.27,613.54,233.07,519.29,14.024,4794,15.442,,,,,,,,
22.795,-82.497,41.201,54.651,276.97,76.159,0.54445,10.276,1.10E+05,531.45,614.7,232.43,512.16,14.033,4877.8,15.491,,,,,,,,
22.931,-8.25,36.415,56.123,277.41,75.818,0.53755,10.286,1.14E+05,537.02,617.89,228.41,491.07,14.024,4834.8,15.963,,,,,,,,
23.075,-79.308,40.269,59.864,277.75,75.687,0.54264,1.031,1.19E+05,529.52,613.19,230.49,514.6,13.998,4701.3,15.765,,,,,,,,
23.242,-78.736,38.781,63.883,278.16,75.317,0.54427,1.031,1.27E+05,529.78,613.88,230.79,509.33,13.997,4695.5,15.897,,,,,,,,
23.393,-7.875,29.432,66.592,278.52,75.003,0.54932,10.305,1.34E+05,532.94,615.77,230.02,503.28,14.005,4696.4,16.11,,,,,,,,
23.519,-7.875,40.746,69.178,278.62,74.694,0.54699,10.329,1.33E+05,529.93,615.13,234.55,494,13.982,4549,16.163,,,,,,,,
23.7,-75.558,37.138,71.659,279.01,74.011,0.55309,10.381,1.43E+05,525.97,612.34,235.29,506.14,13.927,4244.9,16.415,,,,,,,,
23.832,-74.986,36.637,75.748,279.39,73.782,0.55422,10.322,1.57E+05,525.51,612.93,232.23,508.05,13.975,4613.8,16.117,,,,,,,,
23.971,-7.5,35.993,78.875,279.72,73.44,0.55648,10.361,1.57E+05,526.35,613.66,236.08,497.74,13.944,4352.8,16.467,,,,,,,,
24.134,-74.098,28.012,81.062,280.13,73.128,0.55679,10.358,1.67E+05,529.49,614.95,232.45,492.51,13.945,4364.7,16.713,,,,,,,,
24.283,-71.266,37.779,83.298,280.54,72.834,0.556,10.352,1.76E+05,522.22,611.25,231.96,508.24,13.938,4458.5,16.334,,,,,,,,
24.409,-71.247,2.805,87.383,281.05,72.467,0.55773,10.351,1.86E+05,527.2,613.91,230.16,496.66,13.942,4439.5,16.719,,,,,,,,
24.294,-7.125,37.068,85.485,280.87,72.664,0.5565,10.366,1.78E+05,522.93,611.89,233.29,503.87,13.926,4373.9,16.511,,,,,,,,
24.154,-74.311,36.626,81.327,280.46,73.054,0.56141,10.395,1.61E+05,525.12,613.26,239.63,495.01,13.911,4134,16.645,,,,,,,,
23.993,-75.015,36.478,77.571,280.08,73.475,0.56057,10.404,1.51E+05,525.36,612.79,239.92,499.48,13.905,4079.9,16.603,,,,,,,,
23.83,-7.5,3.434,75.388,279.68,73.741,0.55997,10.389,1.50E+05,525.22,612.22,237.79,508.49,13.92,4176.9,16.463,,,,,,,,
23.703,-7.5,35.207,72.939,279.36,73.961,0.55336,10.333,1.53E+05,525.93,612.64,231.2,512.04,13.966,4551,16.16,,,,,,,,
23.547,-78.192,38.905,69.204,278.7,74.597,0.55934,10.352,1.33E+05,525.85,612.75,239.86,509.86,13.964,4357.4,16.029,,,,,,,,
23.39,-78.764,3.809,65.528,278.3,74.917,0.55579,10.369,1.25E+05,527.38,612.85,239.08,509.54,13.951,4266.6,16.131,,,,,,,,
23.24,-7.875,27.279,62.863,277.96,75.268,0.54904,1.034,1.25E+05,533.12,614.67,230.86,509.12,13.978,4475.6,16.237,,,,,,,,
23.114,-7.875,42.046,61.802,277.86,75.376,0.5447,10.309,1.24E+05,527.51,612.65,231.39,516.68,13.996,4711.3,15.739,,,,,,,,
23.094,-7.875,39.624,60.944,277.88,75.375,0.54916,10.297,1.26E+05,526.85,612.3,231.33,523.43,14.006,4771.2,15.603,,,,,,,,
23.108,-7.875,38.525,5.938,277.84,75.375,0.54908,10.299,1.26E+05,527.44,612.4,230.42,522.77,14.005,4754.9,15.62,,,,,,,,
23.093,-7.875,39.457,6.043,277.82,75.375,0.55063,10.328,1.22E+05,526.63,611.89,233.71,523.05,13.983,4556.6,15.758,,,,,,,,
23.105,-7.875,37.137,61.369,277.86,75.375,0.54745,10.281,1.29E+05,528.34,613.09,229.11,521.19,14.018,4881.6,15.616,,,,,,,,
23.103,-7.875,32.569,60.827,277.85,75.375,0.55106,10.329,1.24E+05,529.49,613,232.01,520.63,13.985,4546.5,15.926,,,,,,,,
23.106,-7.875,41.777,59.705,277.86,75.375,0.54854,10.317,1.23E+05,526.4,611.89,232.46,521.71,13.99,4638.6,15.673,,,,,,,,
23.103,-7.875,38.889,60.226,277.8,75.345,0.548,10.297,1.27E+05,527.55,612.59,230.31,521.32,14.006,4777.3,15.642,,,,,,,,
23.099,-7.875,37.928,60.632,277.83,75.374,0.55068,10.296,1.27E+05,527.01,612.29,231.29,524.91,14.008,4768.8,15.596,,,,,,,,
23.103,-7.875,38.808,60.812,277.84,75.375,0.54981,1.033,1.22E+05,527.26,612.18,233.45,521.11,13.982,4547.4,15.812,,,,,,,,
23.085,-7.875,35.455,59.373,277.77,75.375,0.55157,10.295,1.27E+05,527.66,612.42,230.37,526.17,14.009,4769.7,15.607,,,,,,,,
23.05,-81.283,40.846,60.458,277.87,75.375,0.54832,10.312,1.19E+05,530.76,615.25,235.05,502.93,14.002,4630.6,15.877,,,,,,,,
23.001,-82.517,37.265,61.353,277.83,75.375,0.546,10.301,1.18E+05,534.75,617.79,234.21,491.23,14.015,4693.5,16.06,,,,,,,,
22.951,-82.649,40.333,61.729,277.88,75.375,0.55174,10.278,1.20E+05,531.36,616.56,236.35,501.99,14.032,4825,15.718,,,,,,,,
22.913,-8.617,4.343,60.194,277.86,75.375,0.5519,10.347,1.04E+05,536.2,619.92,245.2,472.4,13.989,4316.6,16.317,,,,,,,,
22.869,-86.287,32.103,61.051,277.86,75.375,0.55486,10.331,1.08E+05,539.87,621.43,242.53,473.88,14.007,4402.4,16.438,,,,,,,,
22.836,-89.886,45.152,62.801,278.16,75.169,0.55264,10.369,97705,541.57,624.63,252.46,443.18,13.978,4121,16.796,,,,,,,,
22.786,-90.007,44.251,62.529,278.21,74.991,0.55567,10.341,1.02E+05,540.98,624.88,251.31,446.94,14.003,4282.3,16.622,,,,,,,,
22.741,-92.533,44.376,6.116,278.22,75,0.5554,10.373,94132,545.25,627.63,255.73,427.86,13.981,4045.1,17.005,,,,,,,,
22.69,-93.767,43.704,62.061,278.22,75,0.55536,10.353,94651,547.35,629.4,256.08,421.36,14.004,4153.9,17.001,,,,,,,,
22.654,-93.783,37.932,62.804,278.56,75,0.55798,10.394,91214,549.27,629.79,258.19,420.05,13.966,3889.5,17.369,,,,,,,,
22.61,-97.386,48.543,63.402,278.49,75,0.5625,10.389,84273,548.82,631.8,267.98,404.98,13.98,3850.6,17.257,,,,,,,,
22.568,-97.538,39.297,61.954,278.54,75,0.56452,10.375,85985,552.23,633,264.5,406.02,13.996,3918.5,17.331,,,,,,,,
22.524,-10.114,49.922,63.546,278.8,75,0.56145,10.403,78876,555.02,636.4,273.29,379.25,13.975,3716.8,17.659,,,,,,,,
22.482,-10.126,48.452,64.305,278.97,74.944,0.5615,10.372,82671,555.93,637.24,270.94,380.01,14.006,3902.9,17.53,,,,,,,,
22.433,-10.378,4.822,64.448,278.95,74.999,0.56405,10.365,79311,559.22,639.81,274.96,368.46,14.021,3891.2,17.617,,,,,,,,
22.398,-10.502,4.833,62.628,279,75,0.56115,10.419,74613,562.21,641.23,278.03,354.84,13.968,3564.5,18.124,,,,,,,,
22.348,-10.503,3.859,63.169,279.16,75,0.56512,10.416,75029,564.92,642.08,276.66,357.68,13.973,3563.8,18.247,,,,,,,,
22.31,-10.864,5.902,65.093,279.38,74.982,0.56541,10.396,71971,562.52,643.96,287.17,341.39,14,3636.5,17.958,,,,,,,,
22.262,-10.879,5.328,6.482,279.32,74.641,0.55899,10.435,76641,567.36,646.23,284.59,327.16,13.957,3430.9,18.633,,,,,,,,
22.223,-11.239,52.745,63.718,279.35,74.611,0.57258,1.04,71150,568.96,648.58,292.34,322.72,14.007,3527.1,18.334,,,,,,,,
22.181,-11.251,50.486,64.068,279.49,74.625,0.56933,10.404,72998,571.26,649.66,290.57,318.39,14.003,3515.1,18.517,,,,,,,,
22.137,-11.503,41.782,65.693,279.7,74.597,0.56553,1.042,77132,580.5,654.75,291.1,296.24,13.992,3386.3,19.189,,,,,,,,
22.087,-11.627,55.225,65.857,279.71,74.621,0.57567,10.447,68740,573.04,652.28,303.89,302.28,13.967,3205.8,18.877,,,,,,,,
22.05,-11.628,54.318,64.718,279.67,74.625,0.57888,10.456,67124,571.99,651.63,305.25,305.93,13.959,3151.7,18.849,,,,,,,,
21.999,-11.989,54.474,65.075,279.94,74.611,0.58104,10.451,68905,577.63,655.88,310.84,287.79,13.974,3117.2,19.077,,,,,,,,
21.972,-12.004,54.083,66.804,280.11,74.625,0.57759,10.468,71325,579.23,656.77,311.26,282.36,13.955,3037.8,19.342,,,,,,,,
21.915,-12.364,44.308,6.599,280.13,74.983,0.57755,10.447,75377,589.32,662,312.03,265.93,13.987,3078.6,19.619,,,,,,,,
21.875,-12.376,58.767,6.535,280.11,75.377,0.58177,10.487,68630,581.19,658.24,322.63,274.93,13.945,2876.4,19.335,,,,,,,,
21.829,-12.628,57.541,6.662,280.48,75.375,0.57692,10.476,75860,588.32,662.79,323.04,256.64,13.961,2906.2,19.678,,,,,,,,
21.784,-12.752,56.927,67.615,280.5,75.375,0.57787,10.472,78912,590.3,664.3,325.39,251.63,13.969,2906.8,19.754,,,,,,,,
21.74,-12.753,45.316,66.914,280.43,75.196,0.58449,10.522,84050,592.05,664.46,328.08,251.61,13.916,2639.7,20.221,,,,,,,,
21.703,-13.114,61.067,66.208,280.47,74.99,0.58715,10.438,83016,592.3,667.3,332.87,242.46,14.017,3006.8,19.558,,,,,,,,
21.658,-13.126,60.427,6.833,280.82,75,0.58805,10.481,87756,591.85,667.35,337.51,239.83,13.971,2789.9,19.901,,,,,,,,
21.613,-13.484,59.747,68.948,280.87,74.95,0.58763,10.515,1.04E+05,598.1,671.72,346.44,219.2,13.943,2576.5,20.513,,,,,,,,
21.566,-13.501,55.607,68.362,280.86,75,0.58877,10.537,1.08E+05,599.08,671.91,347.56,218.59,13.92,2471.4,20.719,,,,,,,,
21.522,-13.753,57.708,67.349,280.84,74.985,0.58985,10.541,1.18E+05,602.1,674.38,353.36,208.18,13.923,2419.7,20.88,,,,,,,,
21.478,-13.877,64.123,68.422,281.19,74.981,0.58647,10.525,1.20E+05,603.45,676.07,355.01,201.6,13.941,2483.8,20.882,,,,,,,,
21.443,-13.878,57.323,69.611,281.24,74.995,0.59259,10.542,1.27E+05,603.57,675.88,357.9,204.62,13.925,2392.8,20.976,,,,,,,,
21.4,-14.239,6.445,69.327,281.22,74.955,0.59708,10.566,1.45E+05,605.07,678.29,372.54,191.79,13.912,2243.9,21.193,,,,,,,,
21.345,-14.251,63.008,68.359,281.42,74.951,0.59477,10.585,1.50E+05,606.35,678.9,372,188.83,13.891,2170.6,21.451,,,,,,,,
21.309,-14.609,57.749,69.179,281.6,75,0.59526,10.591,1.75E+05,614.58,684.01,379.28,172.16,13.893,2091.7,21.919,,,,,,,,
21.271,-14.626,66.031,70.491,281.56,74.97,0.59563,10.586,1.74E+05,611.51,683.12,383.33,173.79,13.9,2122.2,21.734,,,,,,,,
21.209,-14.878,6.557,70.316,281.61,74.757,0.59626,10.598,1.95E+05,615.77,686.42,390.13,161.78,13.894,2040.7,22.112,,,,,,,,
21.179,-15.002,56.518,69.398,281.59,74.616,0.59621,10.594,2.06E+05,621.35,689.42,387.94,154.64,13.9,2029.6,22.402,,,,,,,,
21.13,-15.003,68.192,70.868,281.58,74.569,0.59738,10.594,2.04E+05,616.59,687.72,394.2,157.67,13.901,2043.6,22.163,,,,,,,,
21.091,-15.364,67.341,7.173,281.62,74.625,0.60957,10.673,2.55E+05,617.63,689.34,420.47,147.87,13.837,1722.7,22.72,,,,,,,,
21.052,-15.376,67.529,71.147,281.62,74.617,0.60954,10.633,2.45E+05,618.23,689.78,415.71,149.92,13.876,1841.2,22.418,,,,,,,,
21.004,-15.734,6.564,70.226,281.8,74.59,0.60508,10.636,2.71E+05,627.02,695.37,421.97,132.55,13.881,1789.2,22.967,,,,,,,,
20.955,-15.751,63.113,70.986,282,74.477,0.60642,10.641,2.79E+05,627.71,696.01,422.51,131.63,13.876,1768.4,23.076,,,,,,,,
20.916,-15.981,7.092,72.489,282,74.546,0.6044,10.606,2.86E+05,630.68,698.46,428.44,125.34,13.917,1868,22.935,,,,,,,,
20.876,-16.127,7.043,7.207,282,74.431,0.60808,10.639,3.10E+05,631.48,699.49,438.54,120.41,13.889,1736.2,23.243,,,,,,,,
20.827,-16.128,62.104,7.092,282.25,74.458,0.60967,10.669,3.22E+05,633.04,700.12,438.59,119.26,13.859,1633.9,23.577,,,,,,,,
20.785,-16.489,72.174,71.866,282.34,74.237,0.61303,10.701,3.62E+05,634.97,702.79,461.3,107.5,13.839,1514.4,23.958,,,,,,,,
20.75,-16.501,70.738,73.254,282.3,74.226,0.61189,10.697,3.67E+05,636.04,703.46,460.79,106.52,13.843,1523.8,24.011,,,,,,,,
20.702,-16.731,71.059,72.844,282.26,74.301,0.61335,1.069,3.85E+05,639.52,705.86,469.48,100.89,13.855,1511.4,24.096,,,,,,,,
20.652,-16.877,65.375,71.871,282.61,74.21,0.61796,10.687,4.02E+05,642.38,708.01,473.67,97.648,13.862,1486.9,24.204,,,,,,,,
20.613,-17.106,76.145,72.917,282.67,74.221,0.61861,10.683,4.19E+05,643.57,709.37,488.32,92.566,13.873,1485.7,24.196,,,,,,,,
20.576,-17.252,80.815,74.175,282.74,74.191,0.61654,10.708,4.42E+05,645.79,710.86,499.35,86.506,13.852,1415.1,24.57,,,,,,,,
20.549,-17.189,74.933,71.919,282.4,74.164,0.61641,10.722,4.39E+05,645.21,710.34,494.26,87.789,13.836,1382.1,24.666,,,,,,,,
20.529,-16.817,72.645,67.789,281.99,74.602,0.61396,1.071,3.92E+05,638.66,705.07,473.37,102.49,13.838,1453.6,24.136,,,,,,,,
20.502,-16.413,71.445,65.544,281.28,74.977,0.6108,10.627,3.28E+05,632.9,700.12,445.94,122.2,13.909,1741.3,23.025,,,,,,,,
20.47,-16.126,65.273,62.864,280.84,75.393,0.60407,10.642,3.04E+05,630.78,697.15,431.71,131.07,13.883,1732.2,23.02,,,,,,,,
20.455,-15.819,68.539,58.909,280.47,75.756,0.59371,10.535,2.43E+05,629.19,694.5,403.74,146.12,13.979,2187.5,22.024,,,,,,,,
20.415,-15.442,69.561,54.575,279.79,76.12,0.5927,10.552,2.15E+05,620.65,688.13,394.66,165.07,13.952,2165.2,21.636,,,,,,,,
20.393,-15.067,66.912,51.873,279.08,76.508,0.58828,1.053,1.86E+05,615.74,683.4,379.79,183.77,13.964,2313,21.116,,,,,,,,
20.372,-14.937,66.178,4.951,278.65,76.903,0.5866,10.469,1.66E+05,614.82,681.58,369.48,196.46,14.023,2612.5,20.443,,,,,,,,
20.341,-14.567,57.988,45.675,277.92,77.26,0.57736,1.047,1.51E+05,613.24,678.26,353.23,209.94,14.009,2680.8,20.341,,,,,,,,
20.326,-14.192,63.904,40.977,277.19,77.632,0.56734,10.388,1.26E+05,608.47,673.87,334.88,231.72,14.085,3215.1,19.398,,,,,,,,
20.3,-13.878,62.061,38.481,276.77,78.007,0.56275,10.409,1.17E+05,603.86,669.71,328.23,246.69,14.054,3155.5,19.275,,,,,,,,
20.273,-13.569,62.255,35.973,275.85,78.133,0.55543,10.403,1.09E+05,599.95,666.12,319.27,260.21,14.05,3257.1,19.038,,,,,,,,
20.263,-13.192,60.954,32.493,275.41,78.5,0.55357,10.342,91295,594.65,661.41,306.93,287.93,14.105,3688.9,18.174,,,,,,,,
20.225,-12.817,58.995,27.835,275.24,78.865,0.55006,10.362,81319,589.19,656.43,299.29,309.56,14.074,3627.2,17.966,,,,,,,,
20.201,-12.687,46.697,24.516,274.39,79.174,0.54106,10.305,83622,594.22,657.14,285.62,314.65,14.123,4069.4,17.672,,,,,,,,
20.181,-12.317,58.826,2.283,273.88,79.468,0.53855,10.284,69665,583.52,650.6,281.91,343.19,14.132,4277.4,16.979,,,,,,,,
20.147,-11.942,56.688,18.243,273.29,79.645,0.5303,1.028,66131,579.97,646.73,271.29,361.57,14.122,4403.8,16.765,,,,,,,,
20.124,-11.628,55.287,13.991,272.51,80.126,0.52681,1.021,60029,575.46,642.26,260.58,392.7,14.159,4999.3,15.933,,,,,,,,
20.1,-11.319,53.734,11.157,272.08,80.431,0.51868,10.209,59370,572.68,639.05,252.5,408.62,14.146,5101.9,15.807,,,,,,,,
20.078,-10.942,52.897,0.87327,271.45,80.77,0.51741,10.192,55155,566.08,633.47,246.29,441.53,14.143,5291.7,15.348,,,,,,,,
20.05,-10.567,54.187,0.04535,270.7,81.275,0.51469,10.156,52745,559.08,627.04,236.87,481.55,14.143,5655,14.756,,,,,,,,
20.024,-10.437,53.595,0.03559,270.5,81.732,0.50955,10.125,54567,557.84,625.03,232.18,498.52,14.145,5967.3,14.458,,,,,,,,
20.005,-10.128,52.144,0.02722,270.05,82.06,0.50567,10.134,54368,553.64,621.17,228.1,520.76,14.13,5956.8,14.359,,,,,,,,
19.998,-10.125,5.185,0.00018,270,81.964,0.50144,10.083,62711,554.51,621.33,222.99,530.55,14.138,6455.1,14.078,,,,,,,,
19.982,-10.125,5.422,0.00262,270.12,82.013,0.50287,10.096,59834,553.48,620.89,224.96,529.24,14.137,6316.4,14.132,,,,,,,,
19.962,-10.484,52.833,0.01075,270.12,81.804,0.50572,10.062,62848,559.17,625.08,227.6,514.51,14.155,6565.9,14.087,,,,,,,,
19.935,-10.501,55.437,0.00181,270.36,81.673,0.50763,10.094,59398,558.57,625.47,230.69,502.77,14.152,6249.7,14.345,,,,,,,,
19.928,-10.753,54.039,-0.00853,270.52,81.668,0.5057,10.129,58769,564.23,629.84,234.48,472.05,14.151,5919.1,14.865,,,,,,,,
19.911,-10.877,5.459,-0.0078,270.73,81.624,0.50778,10.129,58103,565.73,631.17,236.64,464.94,14.156,5891.7,14.898,,,,,,,,
19.89,-11.128,54.462,0.00888,270.97,81.373,0.50787,10.099,63912,570.4,634.75,237.24,451.94,14.171,6123.2,14.909,,,,,,,,
19.873,-11.252,5.558,0.01007,270.93,81.303,0.50673,10.166,62299,572.71,637,242.63,426.47,14.154,5531.2,15.603,,,,,,,,
19.854,-11.25,56.481,-0.00271,270.97,81.272,0.5123,10.175,57822,570.69,635.96,245.57,431.7,14.154,5417.7,15.518,,,,,,,,
19.84,-11.609,56.219,0.00387,271.16,81.288,0.50779,1.021,64626,578.56,641.48,250.15,396.38,14.144,5106,16.209,,,,,,,,
19.823,-11.626,56.724,0.00021,271.32,80.993,0.51722,10.185,60389,576.02,640.49,252.11,407.19,14.163,5257.6,15.82,,,,,,,,
19.8,-11.856,57.586,0.00205,271.49,80.829,0.51619,10.194,65466,580.28,643.83,254.93,388,14.164,5158.3,16.154,,,,,,,,
19.778,-12.002,58.108,0.00375,271.69,80.92,0.51996,10.183,64920,581.49,644.84,257.8,385.58,14.175,5199.3,16.053,,,,,,,,
19.763,-12.253,58.664,0.0024,271.99,80.777,0.51971,10.202,70767,586.03,648.37,261.73,364.76,14.172,5010.6,16.452,,,,,,,,
19.745,-12.377,5.907,0.01211,272,80.54,0.52188,10.206,73766,587.55,649.87,264.2,357.25,14.175,4952.7,16.593,,,,,,,,
19.726,-12.375,59.823,-0.00125,272.3,80.369,0.52477,10.242,73204,586.45,649.6,267.29,355.07,14.154,4655.9,16.818,,,,,,,,
19.709,-12.734,59.977,0.00461,272.41,80.43,0.5248,10.246,82738,592.6,653.88,272.38,333.44,14.161,4574.4,17.144,,,,,,,,
19.692,-12.751,60.649,0.00151,272.76,80.32,0.52959,10.213,79683,591.73,653.74,272.11,339.89,14.185,4797.7,16.8,,,,,,,,
19.675,-12.981,6.168,0.00902,272.91,80.076,0.52626,10.274,92734,596.27,657.15,277.55,314.51,14.146,4321,17.633,,,,,,,,
19.652,-13.127,61.745,-0.01189,273.17,80.158,0.52852,10.286,96410,598,658.42,281.16,308.41,14.141,4200.5,17.765,,,,,,,,
19.634,-13.378,61.911,-0.00264,273.26,80.026,0.53437,10.332,1.06E+05,600,660.25,290.31,296.49,14.108,3812.7,18.203,,,,,,,,
19.614,-13.502,62.012,-0.00604,273.63,80.004,0.53817,11.967,2.61E+05,608.02,645.42,454.15,199.62,12.503,240.53,33.548,,,,,,,,
19.589,-13.5,54.773,10.274,273.59,79.61,0.53326,10.441,1.31E+05,604.85,663.24,301.1,274.39,13.998,3131.2,19.291,,,,,,,,
19.575,-13.859,60.378,19.492,273.87,79.725,0.53255,11.881,3.14E+05,616.52,653.85,459.78,178.1,12.601,276.14,32.801,,,,,,,,
19.548,-13.876,65.105,20.622,273.97,79.593,0.5394,10.388,1.36E+05,605.37,666.94,313.88,263.6,14.065,3370.1,18.995,,,,,,,,
19.543,-14.106,64.564,21.372,274.35,79.453,0.54049,11.718,3.04E+05,616.02,657.32,454.19,178.87,12.776,347.51,31.171,,,,,,,,
19.517,-14.252,64.328,22.087,274.49,79.343,0.54033,10.478,1.65E+05,611.35,671.39,327.51,236.35,13.979,2807.4,20.126,,,,,,,,
19.5,-14.503,5.424,21.668,274.7,79.483,0.53887,10.541,1.90E+05,619.9,675.25,333.18,217.7,13.92,2465.8,20.951,,,,,,,,
19.481,-14.627,65.642,21.565,274.8,79.299,0.5435,10.367,1.72E+05,618.17,676.6,325.96,227.48,14.105,3385.1,19.532,,,,,,,,
19.464,-14.625,67.245,22.823,275.05,79.333,0.55096,10.378,1.64E+05,614.98,675.14,331.55,233.9,14.096,3283.8,19.397,,,,,,,,
19.45,-14.984,67.256,24.974,275.1,79.268,0.55146,10.364,1.83E+05,621.67,679.88,338.48,217.14,14.118,3316.9,19.631,,,,,,,,
19.425,-15.001,66.847,24.185,275.45,79.248,0.55191,10.359,1.84E+05,622.3,680.33,337.34,216.69,14.124,3348,19.627,,,,,,,,
19.417,-15.231,53.966,24.646,275.54,79.144,0.55594,10.383,2.02E+05,629.03,684.13,341.18,204.43,14.105,3153,20.058,,,,,,,,
19.384,-15.377,71.262,2.627,275.45,79.083,0.55838,10.397,2.03E+05,624.67,683.22,354.52,202.01,14.097,3041.5,20.093,,,,,,,,
19.368,-15.606,69.817,28.293,275.53,78.807,0.55766,10.404,2.22E+05,629.67,686.94,359.83,187.96,14.094,2975.8,20.476,,,,,,,,
