in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,,
24.481,1037.2,1500,8,32.811,10.342,3904.1,13.979,14.748,2303.5,8.46E+05,697.2,661.58,1359.3,,,,,,,,,
23.738,1026.2,1500,8,32.421,10.355,3846.4,13.959,14.427,2305.3,8.12E+05,692.13,655.87,1374.1,,,,,,,,,
24.166,1023.3,1500,8,32.023,10.346,3909.4,13.967,14.459,2280.9,8.25E+05,693.74,657.55,1368.6,,,,,,,,,
23.952,1020.2,1500,8,31.63,10.363,3834.9,13.949,14.361,2284.9,8.05E+05,692.22,655.91,1368.7,,,,,,,,,
24.024,1017.6,1500,8,31.223,10.355,3891.5,13.954,14.334,2271.4,8.13E+05,692.17,655.84,1371.1,,,,,,,,,
23.481,1020.1,1500,8,30.841,10.367,3846.6,13.941,14.279,2295.1,8.01E+05,689.9,653.61,1380,,,,,,,,,
23.012,1009.6,1499.9,8,30.442,10.354,3937.6,13.946,14.048,2276.2,7.98E+05,686.35,649.42,1400.3,,,,,,,,,
23.792,1016.6,1500.1,8,30.056,1.034,4029.5,13.963,14.294,2262.4,8.33E+05,690.9,654.72,1384.7,,,,,,,,,
22.901,1008.6,1500,8,29.652,10.359,3947.5,13.939,14.013,2273.7,7.96E+05,685.61,648.77,1402.7,,,,,,,,,
22.554,997.83,1499.9,8,29.236,10.359,3964.2,13.933,13.8,2254.6,7.81E+05,682.59,645.11,1415.8,,,,,,,,,
22.853,995.12,1500,8,28.826,10.367,3932.1,13.924,13.798,2239.5,7.76E+05,683.5,646.13,1407.4,,,,,,,,,
22.906,988.97,1500,8,28.438,10.349,4053.1,13.938,13.728,2213.3,7.89E+05,682.99,645.39,1414.1,,,,,,,,,
22.497,986.15,1500.1,8,28.018,10.361,4004.1,13.923,13.622,2218.4,7.72E+05,680.69,642.85,1422.4,,,,,,,,,
22.097,980.47,1499.9,8,27.635,10.348,4103,13.931,13.496,2206.8,7.76E+05,678.2,639.9,1438.3,,,,,,,,,
22.344,976.7,1500,8,27.218,10.358,4062.1,13.921,13.47,2190.1,7.67E+05,678.72,640.47,1431.8,,,,,,,,,
22.22,977.14,1499.9,8,26.832,10.338,4194.9,13.937,13.472,2185,7.87E+05,678.27,640.03,1439.6,,,,,,,,,
22.206,976.29,1500.1,8,26.435,10.328,4267.5,13.944,13.466,2176.7,7.97E+05,678.12,639.91,1442.9,,,,,,,,,
22.077,973.72,1500,8,26.012,1.034,4215.9,13.93,13.405,2174.1,7.83E+05,677.1,638.78,1444,,,,,,,,,
22.062,969.11,1500,8,25.609,10.335,4267,13.932,13.343,2156.4,7.86E+05,676.42,637.94,1447.8,,,,,,,,,
22.017,972.99,1500,8,25.226,10.334,4291,13.933,13.393,2165,7.93E+05,676.69,638.47,1447.6,,,,,,,,,
20.958,972.18,1500,8,24.82,10.326,4362.2,13.934,13.257,2184,7.88E+05,671.97,633.14,1471.8,,,,,,,,,
21.355,965.06,1499.9,8,24.426,10.327,4375.1,13.932,13.207,2150,7.87E+05,672.72,633.84,1466.9,,,,,,,,,
21.498,979.94,1500.1,8,24.025,1.031,4492.4,13.951,13.441,2178.9,8.26E+05,675.32,637.41,1462.5,,,,,,,,,
20.606,984.8,1499.9,8,23.624,1.031,4519,13.947,13.396,2211.9,8.23E+05,672,633.88,1477.7,,,,,,,,,
20.604,982.67,1500,8,23.224,10.321,4467.4,13.935,13.361,2207.5,8.11E+05,671.62,633.5,1475.5,,,,,,,,,
20.501,981.09,1500,8,22.821,10.314,4531.6,13.939,13.332,2199.1,8.17E+05,670.96,632.76,1479.7,,,,,,,,,
20.41,977.73,1500,8,22.434,10.307,4593.4,13.943,13.281,2185.4,8.21E+05,670.14,631.76,1484.1,,,,,,,,,
20.465,973.6,1500,8,22.035,10.311,4584.2,13.937,13.23,2170.1,8.14E+05,669.78,631.32,1483.4,,,,,,,,,
19.486,965.58,1499.8,8,21.637,10.304,4661.4,13.936,13.02,2163.4,8.02E+05,664.53,625.03,1503.4,,,,,,,,,
20.358,963.8,1500.1,8,21.238,10.289,4758.9,13.951,13.104,2126.9,8.27E+05,668.13,629.19,1493.7,,,,,,,,,
19.829,955.19,1500,8,20.828,10.302,4704.6,13.933,12.926,2113.7,7.99E+05,664.63,624.97,1501.9,,,,,,,,,
19.51,951.67,1500,8,20.414,10.278,4875.3,13.951,12.864,2096.1,8.16E+05,662.92,622.9,1512.6,,,,,,,,,
19.274,944.36,1500,8,20.032,10.288,4836.1,13.938,12.742,2077.9,7.97E+05,660.88,620.39,1516.4,,,,,,,,,
19.971,940.64,1500,8,19.63,10.268,4967.7,13.956,12.779,2038.1,8.22E+05,663.46,623.3,1512.3,,,,,,,,,
19.504,934.56,1499.9,8,19.225,10.281,4918.6,13.94,12.648,2028,7.99E+05,660.57,619.86,1518.3,,,,,,,,,
18.778,926.14,1500,8,18.819,10.279,4961.6,13.935,12.476,2010.8,7.84E+05,656.38,614.78,1531.5,,,,,,,,,
18.879,920.21,1499.9,8,18.424,10.271,5027.1,13.939,12.418,1980.2,7.88E+05,656.05,614.26,1534.2,,,,,,,,,
19.023,914.88,1500,8,18.03,10.258,5129.9,13.949,12.377,1948.6,7.98E+05,656.04,614.11,1537.4,,,,,,,,,
19.064,912.22,1500,8,17.638,10.271,5065.5,13.935,12.34,1938.3,7.85E+05,655.76,613.83,1535.1,,,,,,,,,
18.838,906.93,1500,8,17.224,10.265,5126,13.937,12.26,1917.3,7.83E+05,654.12,611.82,1541.3,,,,,,,,,
19.045,900.93,1500,8,16.822,10.269,5121,13.931,12.204,1887.4,7.77E+05,654.17,611.78,1540.8,,,,,,,,,
19.031,896.38,1500,8,16.421,10.272,5121.4,13.926,12.146,1867.2,7.71E+05,653.49,610.92,1542.3,,,,,,,,,
18.612,883.46,1499.9,8,16.034,10.256,5253.6,13.933,11.965,1818.8,7.68E+05,650.11,606.57,1557.8,,,,,,,,,
18.852,877.11,1500,8,15.639,10.275,5152.9,13.914,11.9,1791.2,7.48E+05,650.21,606.61,1554.1,,,,,,,,,
18.539,874.82,1499.9,8,15.218,10.257,5294,13.927,11.857,1777.9,7.61E+05,648.63,604.75,1562.9,,,,,,,,,
17.517,865.85,1499.9,8,14.829,10.261,5309.5,13.915,11.663,1765.4,7.37E+05,643.11,598.09,1579.5,,,,,,,,,
18.012,861.86,1500,8,14.429,10.257,5350.2,13.918,11.661,1731.2,7.44E+05,644.69,599.87,1576.7,,,,,,,,,
18.076,855.11,1499.9,8,14.014,10.253,5396,13.919,11.59,1697.8,7.42E+05,644.09,599.02,1580.7,,,,,,,,,
17.46,850.67,1500,8,13.622,1.025,5453.2,13.917,11.489,1689.5,7.36E+05,640.91,595.24,1591.7,,,,,,,,,
17.739,846.6,1500,8,13.23,10.252,5453.4,13.913,11.464,1663,7.34E+05,641.53,595.91,1590.1,,,,,,,,,
17.87,838.12,1499.9,8,12.832,1.028,5299.6,13.885,11.358,1632.3,7.03E+05,640.82,594.95,1587.4,,,,,,,,,
17.541,834.52,1499.9,8,12.427,10.258,5471.3,13.901,11.304,1614,7.17E+05,639.06,592.8,1598.9,,,,,,,,,
16.46,827.16,1500,8,12.041,10.282,5350.9,13.87,11.115,1620.3,6.77E+05,633.39,586.09,1610.7,,,,,,,,,
16.658,824.15,1499.9,8,11.632,10.249,5591.6,13.9,11.118,1585.2,7.08E+05,634,586.68,1618.9,,,,,,,,,
16.705,818.01,1500,8,11.245,10.274,5447,13.874,11.035,1565.4,6.81E+05,633.25,585.76,1615.9,,,,,,,,,
16.843,814.97,1499.9,8,10.83,10.257,5583,13.888,11.023,1538.6,6.96E+05,633.5,585.99,1620.8,,,,,,,,,
16.799,814.74,1500,8,10.415,10.265,5550.3,13.879,11.012,1536,6.90E+05,633.21,585.77,1619.1,,,,,,,,,
16.51,813.36,1500,8,10.004,10.242,5731,13.897,10.987,1525.3,7.08E+05,631.9,584.21,1629.8,,,,,,,,,
15.995,807.86,1499.9,8,96.182,10.234,5816.6,13.899,10.887,1512.2,7.05E+05,629.04,580.74,1642.6,,,,,,,,,
15.682,802.35,1500,8,92.144,10.246,5763.2,13.883,10.791,1500.3,6.87E+05,626.92,578.19,1647.2,,,,,,,,,
15.805,797.53,1499.9,8,88.074,10.236,5851.4,13.89,10.752,1471,6.93E+05,626.85,578,1651.9,,,,,,,,,
16.037,790.06,1500.1,8,83.954,10.244,5825.9,13.881,10.682,1435,6.83E+05,626.85,577.84,1652.4,,,,,,,,,
15.626,787.73,1499.9,8,79.991,1.022,6017.3,13.898,10.638,1425.7,6.99E+05,624.91,575.5,1666.3,,,,,,,,,
15.273,779.98,1500,8,76.142,10.252,5830.1,13.864,10.501,1414,6.61E+05,622.24,572.29,1667.9,,,,,,,,,
15.363,778.62,1500,8,72.112,10.224,6039.7,13.887,10.51,1392.3,6.86E+05,622.57,572.63,1675.7,,,,,,,,,
14.709,771.46,1499.9,8,68.094,10.246,5922.7,13.861,10.363,1388.2,6.54E+05,618.76,568.06,1683.8,,,,,,,,,
14.869,766.07,1499.9,8,63.875,10.176,6442.8,13.921,10.36,1338.3,7.14E+05,619.15,568.19,1706.5,,,,,,,,,
14.616,754.32,1499.9,8,59.988,10.205,6274,13.89,10.189,1308.1,6.76E+05,616.45,564.74,1711.3,,,,,,,,,
13.365,749.45,1500,8,5.621,1.025,5989.8,13.842,10.008,1337.1,6.21E+05,610.28,557.57,1719.1,,,,,,,,,
14.036,747.31,1500,8,52.266,10.224,6191.3,13.866,10.053,1294.8,6.49E+05,612.97,560.64,1719.5,,,,,,,,,
14.283,742.43,1500,8,4.822,10.199,6388.9,13.885,10.033,1257.1,6.69E+05,613.53,561.11,1727.5,,,,,,,,,
13.629,736.7,1500,8,44.213,10.223,6255.3,13.859,99.034,1256.2,6.39E+05,609.9,556.8,1734.5,,,,,,,,,
13.648,730.68,1499.9,8,4.021,10.201,6438.2,13.874,98.515,1221.2,6.53E+05,609.34,555.93,1746.1,,,,,,,,,
13.834,725.92,1500,8,36.189,10.206,6422.7,13.868,98.103,1192.1,6.47E+05,609.5,556.03,1745.8,,,,,,,,,
13.262,719.98,1499.9,8,32.182,10.224,6326.5,13.847,96.892,1184.1,6.22E+05,606.22,552.09,1753.8,,,,,,,,,
13.287,716.73,1500,8,28.179,10.218,6394.3,13.85,96.593,1160.9,6.25E+05,605.94,551.71,1758.1,,,,,,,,,
12.699,711.44,1500,8,24.215,10.204,6531.3,13.856,95.658,1146.3,6.28E+05,602.89,547.94,1775.7,,,,,,,,,
12.709,707.83,1499.9,8,20.143,10.211,6504.5,13.848,95.226,1123.4,6.20E+05,602.42,547.36,1776.7,,,,,,,,,
12.115,702.49,1500,8,16.148,10.188,6711.5,13.862,94.351,1105.1,6.30E+05,599.4,543.59,1797.5,,,,,,,,,
11.676,697.02,1500,8,12.111,10.189,6732.9,13.856,93.428,1085.7,6.21E+05,596.87,540.47,1808.6,,,,,,,,,
11.723,693.74,1500,8,0.8545,10.179,6830,13.862,9.317,1057.8,6.27E+05,596.72,540.19,1813.9,,,,,,,,,
11.725,688.37,1500,8,0.40845,10.184,6820.7,13.854,92.564,1021.7,6.19E+05,596.03,539.27,1817.2,,,,,,,,,
11.722,682.75,1499.9,8,0.01061,10.173,6932,13.86,92.022,981.93,6.24E+05,595.39,538.31,1825.9,,,,,,,,,
11.361,680.01,1500,8,-0.3758,10.196,6788.3,13.838,91.338,971.56,6.01E+05,593.38,536,1826.8,,,,,,,,,
11.289,677.76,1500,8,-0.63359,10.184,6893.3,13.845,91.117,952.42,6.08E+05,592.87,535.31,1833.6,,,,,,,,,
10.707,671.99,1499.9,8,-0.64105,10.186,6892.1,13.839,90.095,944.56,5.96E+05,589.76,531.38,1847.3,,,,,,,,,
10.64,670.95,1500,8,-0.64062,10.157,7119.7,13.861,90.114,937.35,6.19E+05,589.57,530.98,1858.4,,,,,,,,,
10.109,667.07,1500,8,-0.64062,10.168,7039.1,13.849,89.276,938.14,6.01E+05,586.82,527.6,1866.6,,,,,,,,,
10.129,662.28,1499.9,8,-0.64063,1.018,6945.1,13.837,88.721,917.4,5.86E+05,586.29,526.78,1866.7,,,,,,,,,
10.343,658.31,1500,8,-0.64063,10.164,7076.3,13.85,88.554,890.07,5.98E+05,586.87,527.2,1872.3,,,,,,,,,
98.098,656.66,1500,8,-0.64063,10.138,7289.2,13.865,88.167,895.25,6.13E+05,584.63,524.36,1890.4,,,,,,,,,
88.047,652.55,1500,8,-0.64063,10.162,7110.6,13.842,86.946,911.28,5.80E+05,579.81,518.56,1902.1,,,,,,,,,
8.501,648.39,1500,8,-0.64063,10.157,7153.8,13.843,8.635,900.75,5.77E+05,578.13,516.33,1912.3,,,,,,,,,
90.661,645.21,1500,8,-0.64063,10.172,7033.9,13.833,86.316,870.28,5.68E+05,580.05,518.49,1901.6,,,,,,,,,
84.876,641.62,1499.9,8,-0.64063,10.154,7179.4,13.842,85.663,869.03,5.73E+05,577.36,515.04,1919.7,,,,,,,,,
83.627,638.87,1500,8,-0.64063,10.162,7124.1,13.835,85.271,861.08,5.63E+05,576.51,513.92,1921.8,,,,,,,,,
85.053,639.65,1500,8,-0.64063,10.139,7304.7,13.851,85.557,857.3,5.84E+05,577.33,514.84,1926.2,,,,,,,,,
75.576,638.89,1500,8,-0.64063,10.153,7202,13.838,84.801,885.24,5.63E+05,573.2,509.97,1937.4,,,,,,,,,
81.799,638.55,1500,8,-0.64063,10.149,7226.4,13.843,85.185,863.55,5.71E+05,575.79,513,1929,,,,,,,,,
84.328,639.89,1500,8,-0.64063,10.143,7274.9,13.849,85.515,861.14,5.80E+05,577.03,514.51,1925.9,,,,,,,,,
76.385,639.76,1500,8,-0.64063,10.137,7326.6,13.849,8.502,884.63,5.77E+05,573.74,510.58,1940.3,,,,,,,,,
83.084,640.09,1500,8,-0.64063,10.147,7244.8,13.846,85.437,866.43,5.76E+05,576.51,513.92,1926.4,,,,,,,,,
81.591,640.12,1500,79.825,-0.64063,10.149,7222.1,13.843,85.329,872.19,5.73E+05,575.88,513.18,1927.9,,,,,,,,,
77.062,643.67,1500.1,76.302,-0.64063,10.165,7075.6,13.833,85.345,917.6,5.60E+05,574.47,511.71,1927.5,,,,,,,,,
83.693,651,1500.1,72.234,-0.64063,10.171,6998.9,13.836,86.516,945.55,5.70E+05,578.24,516.48,1909.7,,,,,,,,,
85.795,657.59,1500,68.182,-0.64063,1.017,6973.2,13.841,87.348,983.51,5.80E+05,580.07,518.88,1901.8,,,,,,,,,
92.846,666.2,1500.1,64.275,-0.64063,10.199,6713.7,13.826,88.567,1019.6,5.72E+05,584.04,524.01,1874.7,,,,,,,,,
91.336,674.15,1500,60.092,-0.64063,10.233,6427.1,13.802,89.115,1085.2,5.52E+05,584.32,524.76,1860.1,,,,,,,,,
92.213,680.81,1500,56.237,-0.64063,10.273,6104.1,13.772,8.965,1139.5,5.28E+05,585.41,526.42,1841,,,,,,,,,
96.781,689.61,1500.1,52.158,-0.64063,10.245,6286.3,13.802,91.064,1170,5.64E+05,588.77,530.58,1836.6,,,,,,,,,
10.219,696.84,1500,48.211,-0.64063,10.275,6035.3,13.782,92.033,1208.9,5.52E+05,591.92,534.62,1813.5,,,,,,,,,
11.1,703.79,1500.1,44.179,-0.64063,10.296,5847.9,13.771,93.284,1232.6,5.50E+05,596.56,540.35,1788.5,,,,,,,,,
11.622,711.04,1500.1,40.115,-0.64063,10.327,5605.4,13.751,94.267,1276.1,5.39E+05,599.67,544.32,1766.2,,,,,,,,,
11.74,718.4,1500,36.173,-0.64063,1.034,5486,13.743,95.076,1328.2,5.36E+05,601.19,546.35,1755.1,,,,,,,,,
12.07,726.48,1500.1,3.22,-0.64063,10.357,5343.9,13.734,96.113,1377.7,5.34E+05,603.69,549.58,1739.3,,,,,,,,,
12.6,734.01,1500,2.822,-0.64063,10.371,5225.1,13.728,97.263,1414.7,5.36E+05,606.99,553.69,1722.5,,,,,,,,,
13.323,743.28,1500.1,24.213,-0.64063,10.383,5119.4,13.725,98.785,1448.5,5.43E+05,611.33,559.09,1702.3,,,,,,,,,
12.819,751.53,1500.1,20.234,-0.64063,10.431,4783.8,13.686,99.016,1553.6,5.09E+05,610.16,558.1,1689.1,,,,,,,,,
13.383,759.81,1500.1,16.188,-0.64063,10.426,4789.2,13.696,10.042,1573.6,5.26E+05,613.82,562.59,1677.4,,,,,,,,,
14.138,768.04,1500.1,12.182,-0.64063,10.456,4573.1,13.677,10.176,1607.4,5.18E+05,618.08,567.89,1653.1,,,,,,,,,
14.678,776.5,1499.9,0.82027,-0.64063,10.459,4530.7,13.681,10.313,1628.9,5.29E+05,621.62,572.26,1640.1,,,,,,,,,
14.804,786.54,1500.1,0.42291,-0.64063,10.486,4338.8,13.663,10.422,1688,5.19E+05,623.49,574.82,1624,,,,,,,,,
14.66,796.17,1500,0.01517,-0.64063,10.486,4320.2,13.667,10.522,1736.7,5.28E+05,624.31,576.04,1620.3,,,,,,,,,
15.07,804.31,1500.1,-0.38287,-0.64063,1.051,4148.6,13.652,10.633,1770.9,5.21E+05,627.15,579.64,1603.6,,,,,,,,,
15.387,814.93,1500.1,-0.78741,-0.64063,10.497,4204.7,13.669,10.791,1791.2,5.45E+05,630.14,583.38,1597.8,,,,,,,,,
16.042,823.53,1500.1,-1.17,-0.64063,10.541,3923.6,13.638,10.915,1825.2,5.25E+05,633.94,588.21,1573.3,,,,,,,,,
16.412,831.39,1500.1,-1.57,-0.64063,10.544,3883.9,13.641,11.036,1843.4,5.34E+05,636.73,591.65,1564.8,,,,,,,,,
16.444,836.42,1500,-19.703,-0.64063,10.531,3945.4,13.656,11.107,1856.6,5.52E+05,637.81,592.95,1566.9,,,,,,,,,
16.747,843.12,1500.2,-23.696,-0.64063,10.599,3535.7,13.602,11.168,1914.5,5.07E+05,639.76,595.64,1541.6,,,,,,,,,
17.312,855.93,1500.1,-27.732,-0.64063,10.594,3546.4,13.614,11.369,1932.2,5.29E+05,644.04,600.97,1532.3,,,,,,,,,
17.223,864.73,1500.1,-31.734,-0.64063,10.629,3339.3,13.589,11.445,1991.4,5.10E+05,644.79,602.2,1520.6,,,,,,,,,
17.556,876.56,1500.1,-35.655,-0.64063,10.662,3147.7,13.567,11.594,2038,5.00E+05,647.71,606.08,1504.4,,,,,,,,,
18.222,890.15,1500.1,-39.762,-0.64063,10.655,3168.3,13.581,11.821,2050,5.25E+05,652.56,612.09,1496.5,,,,,,,,,
18.314,900.14,1500,-43.765,-0.64063,10.671,3071.2,13.573,11.942,2089.8,5.24E+05,654.33,614.48,1489.4,,,,,,,,,
18.127,910.88,1500.1,-47.734,-0.64063,10.666,3076.1,13.581,12.06,2133.1,5.38E+05,655.18,615.74,1490,,,,,,,,,
18.005,919.73,1500.1,-51.736,-0.64063,10.705,2863.8,13.551,12.134,2190.8,5.15E+05,655.73,616.8,1479.6,,,,,,,,,
19.078,937.06,1500.2,-55.789,-0.64063,10.714,2816.4,13.555,12.456,2192.5,5.37E+05,662.75,625.48,1463.5,,,,,,,,,
19.189,941.2,1500.1,-5.985,-0.64063,10.709,2824.4,13.562,12.525,2199.9,5.48E+05,664.02,626.99,1463.5,,,,,,,,,
19.485,955.76,1500.1,-63.646,-0.64063,1.076,2577.1,13.526,12.719,2247.3,5.25E+05,667.03,631.15,1444.3,,,,,,,,,
19.303,967.18,1500,-67.704,-0.64063,1.075,2605.4,13.539,12.856,2284.3,5.44E+05,667.98,632.53,1447.4,,,,,,,,,
19.269,973.3,1500.1,-71.696,-0.64063,10.792,2403.5,13.507,12.91,2320.5,5.17E+05,668.5,633.54,1437.1,,,,,,,,,
19.297,979.3,1499.9,-7.565,-0.64063,10.795,2378.5,13.508,12.994,2336.6,5.22E+05,669.57,634.93,1435.5,,,,,,,,,
19.237,980.65,1500,-79.575,-0.64063,10.798,2350.1,13.507,13.006,2346.7,5.22E+05,669.67,635.07,1436,,,,,,,,,
20.326,965.82,1499.9,-83.521,-0.64063,10.849,2142.9,13.465,12.913,2272.7,4.79E+05,672.41,637.79,1409.3,,,,,,,,,
21.101,963.48,1500.1,-87.646,-0.64063,10.843,2174.6,13.474,12.99,2228.1,4.92E+05,675.99,641.51,1395.6,,,,,,,,,
21.556,971.17,1500.1,-91.725,-0.64063,10.871,2061.8,13.455,13.146,2234.9,4.82E+05,679.12,645.3,1374.1,,,,,,,,,
20.578,977,1499.8,-95.645,-0.64063,10.863,2055.6,13.462,13.1,2297,4.86E+05,675.52,641.64,1397.7,,,,,,,,,
21.248,974.24,1499.9,-99.599,-0.64063,10.869,2036.6,13.459,13.152,2260.8,4.87E+05,678.45,644.67,1381.3,,,,,,,,,
22.824,990.77,1500.3,-10.366,-0.64063,10.942,1822.4,13.41,13.59,2246.2,4.64E+05,687.97,655.64,1307.1,,,,,,,,,
22.338,1005,1500,-10.76,-0.64063,10.923,1865.2,13.43,13.741,2295.7,4.89E+05,687.81,656.03,1318.7,,,,,,,,,
22.316,1007.9,1500.1,-11.16,-0.64063,10.924,1849.7,13.431,13.783,2305,4.93E+05,688.27,656.64,1316.7,,,,,,,,,
22.37,1014.5,1500.1,-11.559,-0.64063,10.941,1784.4,13.42,13.887,2323,4.88E+05,689.48,658.28,1305.9,,,,,,,,,
22.174,1017.5,1500,-11.964,-0.64063,10.969,1674.2,13.399,13.888,2347.9,4.68E+05,688.82,657.94,1304,,,,,,,,,
22.915,1018.6,1500.1,-12.367,-0.64063,10.992,1619.7,13.383,14.015,2324.6,4.60E+05,692.65,662,1269.9,,,,,,,,,
24.159,1031.5,1500,-12.767,-0.64063,11.025,1583.6,13.364,14.413,2308.5,4.62E+05,700.62,670.75,1203,,,,,,,,,
23.835,1036,1500.2,-13.188,-0.64063,11.019,1577.8,13.371,14.438,2331.6,4.70E+05,699.84,670.2,1212.8,,,,,,,,,
23.816,1044,1500.1,-13.586,-0.64063,11.038,1518.3,13.359,14.556,2355.3,4.64E+05,700.82,671.69,1202.3,,,,,,,,,
23.829,1037.3,1499.9,-13.954,-0.64063,11.062,1432.4,13.337,14.436,2348.6,4.40E+05,699.87,670.6,1200.4,,,,,,,,,
25.221,1047.4,1500.2,-14.21,-0.64063,11.088,1450.7,13.322,14.831,2320.2,4.46E+05,708.3,679.63,1127.6,,,,,,,,,
24.365,1057.8,1500,-14.219,-0.64063,11.078,1435.6,13.332,14.857,2373.9,4.55E+05,705.39,677.18,1158.3,,,,,,,,,
23.997,1043.6,1500.1,-14.219,-0.64063,11.083,1384.8,13.322,14.558,2360.5,4.32E+05,701.52,672.7,1183.2,,,,,,,,,
25.385,1047.6,1499.9,-14.219,-0.64063,11.066,1519.2,13.342,14.874,2310,4.66E+05,709.34,680.52,1125.4,,,,,,,,,
24.775,1048.6,1500,-14.219,-0.64063,11.094,1408.6,13.316,14.767,2341.5,4.37E+05,706.08,677.52,1144.7,,,,,,,,,
24.216,1047.8,1500.1,-14.219,-0.64063,11.094,1374.7,13.315,14.656,2362.4,4.31E+05,703.11,674.54,1168.8,,,,,,,,,
24.417,1038.2,1500.1,-14.219,-0.64063,11.093,1376.6,13.312,14.536,2334.3,4.23E+05,702.83,673.81,1167.6,,,,,,,,,
25.253,1055,1500.1,-14.218,-0.64063,11.081,1479.7,13.331,14.967,2333.8,4.60E+05,709.58,681.21,1121.9,,,,,,,,,
23.904,1047.4,1499.8,-14.171,-0.64063,11.063,1440.3,13.341,14.614,2367.4,4.51E+05,701.71,672.93,1189.1,,,,,,,,,
24.798,1038.7,1500.1,-14.094,-0.64063,11.069,1469.2,13.334,14.624,2313.7,4.47E+05,705.04,675.85,1156.9,,,,,,,,,
25.001,1036.9,1499.9,-14.013,-0.64063,11.062,1501.2,13.34,14.631,2300,4.53E+05,705.84,676.49,1151.8,,,,,,,,,
25.268,1027.7,1500.1,-13.936,-0.64063,11.023,1618.7,13.372,14.553,2261.7,4.78E+05,706.31,676.27,1155.7,,,,,,,,,
25.084,1025,1499.9,-13.859,-0.64063,11.029,1588.6,13.364,14.472,2264,4.67E+05,704.87,674.75,1164.9,,,,,,,,,
24.96,1020.6,1500,-13.779,-0.64063,10.997,1672.5,13.39,14.4,2252.3,4.87E+05,703.91,673.39,1180.4,,,,,,,,,
24.631,1003.7,1499.7,-13.703,-0.64063,10.967,1731.5,13.409,14.089,2222.1,4.89E+05,700.08,668.61,1214.4,,,,,,,,,
25.521,1001.8,1500.1,-13.623,-0.64063,10.977,1751.9,13.402,14.203,2185.4,4.90E+05,704.3,672.75,1176.3,,,,,,,,,
25.226,994.05,1499.8,-13.547,-0.64063,10.963,1773.8,13.411,14.038,2176.6,4.89E+05,701.78,669.79,1198.6,,,,,,,,,
26.296,981.64,1500,-13.469,-0.64063,10.933,1917.3,13.435,14.037,2104.1,5.13E+05,705.79,672.99,1169.4,,,,,,,,,
26.252,977.21,1499.9,-13.396,-0.64063,10.934,1907.4,13.432,13.957,2095.9,5.06E+05,704.89,671.89,1175,,,,,,,,,
26.593,963.52,1499.8,-13.32,-0.64063,10.922,1954.9,13.439,13.805,2051.1,5.05E+05,704.8,671.07,1174.7,,,,,,,,,
27.756,944.35,1500,-13.243,-0.64063,10.907,2049.1,13.447,13.703,1966.8,5.10E+05,708.23,673.44,1143.4,,,,,,,,,
28.315,939.97,1500,-13.161,-0.64063,1.09,2099.8,13.453,13.727,1937.8,5.18E+05,710.51,675.42,1124.2,,,,,,,,,
27.589,936.83,1500,-13.086,-0.49267,10.867,2169.7,13.48,13.581,1948.1,5.33E+05,706.55,671.23,1166.1,,,,,,,,,
27.712,920.47,1499.8,-13.005,-0.17079,10.859,2180.3,13.483,13.352,1907.5,5.22E+05,704.89,668.74,1177.3,,,,,,,,,
28.961,906.28,1500.1,-12.929,0.12973,10.843,2273.1,13.495,13.339,1837.1,5.33E+05,709.48,672.44,1136.8,,,,,,,,,
28.438,901.92,1499.8,-12.851,0.4305,10.807,2364.8,13.525,13.208,1837.7,5.52E+05,706.34,668.99,1172.1,,,,,,,,,
29.396,888.94,1499.9,-12.773,0.74366,10.819,2344.6,13.513,13.151,1784.8,5.37E+05,709.37,671.3,1138,,,,,,,,,
30.943,872.75,1500,-12.691,10.606,10.798,2462,13.53,13.151,1706.3,5.54E+05,715.25,676.11,1085.4,,,,,,,,,
30.557,889.88,1500.1,-12.616,13.649,10.783,2502.4,13.55,13.361,1754.7,5.81E+05,715.72,677.33,1089.5,,,,,,,,,
30.097,891.72,1500,-12.539,1.682,10.775,2503.5,13.557,13.321,1771.5,5.83E+05,713.59,675.29,1110.6,,,,,,,,,
30.452,873.45,1499.9,-12.466,19.928,10.758,2558.4,13.568,13.105,1719.8,5.79E+05,712.94,673.66,1114.9,,,,,,,,,
31.259,864.72,1499.9,-12.388,22.799,10.734,2661,13.589,13.106,1678.6,5.99E+05,716.02,676.11,1089.7,,,,,,,,,
31.277,862.08,1500,-12.311,25.793,10.719,2709.1,13.603,13.076,1671.7,6.09E+05,715.82,675.7,1094.2,,,,,,,,,
31.971,834.93,1499.9,-12.231,28.946,10.707,2751,13.606,12.775,1593.6,5.94E+05,715.63,674.1,1090.3,,,,,,,,,
33.329,820.51,1500,-12.152,32.003,10.701,2795.3,13.612,12.761,1533.5,5.98E+05,720.71,678.23,1039.8,,,,,,,,,
33.168,821.01,1500.1,-12.077,35.032,10.667,2908.7,13.644,12.763,1535.6,6.26E+05,720.13,677.57,1053.2,,,,,,,,,
32.414,814.74,1499.7,-12,38.103,10.622,3052.4,13.68,12.579,1532.4,6.49E+05,715.41,672.62,1106.5,,,,,,,,,
33.413,794.2,1499.9,-11.921,41.147,10.623,3053.3,13.677,12.418,1467.4,6.34E+05,717.76,673.8,1077.5,,,,,,,,,
