in1,in2,in3,in4,out1,out2,,,
-33.492,40.031,3000,600.74,2373.5,1881.8,,,
-33.485,39.686,3000,597.11,2367.4,1885.6,,,
-32.583,39.076,3000,603.77,2417.1,1900.9,,,
-32.147,39.101,3000,600.99,2424.4,1915,,,
-32.35,38.965,3000,602.11,2421.4,1908.5,,,
-31.234,38.493,3000,603.63,2465.7,1931.8,,,
-30.264,38.012,3000,600.68,2495.1,1951.7,,,
-29.629,37.703,3000,601.5,2521.6,1959.9,,,
-28.759,37.221,3000,601.74,2557,1969.1,,,
-28.31,37.124,3000,603.16,2577.5,1972.4,,,
-28.314,36.69,3000,600.2,2573.4,1973,,,
-28.045,36.123,3000,601.98,2592.1,1972.9,,,
-27.253,36.03,3000,600.98,2618.7,1978.5,,,
-26.652,35.393,3000,601.1,2644.3,1979.9,,,
-26.033,34.926,3000,603.11,2671.4,1980.2,,,
-25.597,34.21,3000,601.89,2685,1980,,,
-24.632,33.657,3000,602.45,2707.7,1979.7,,,
-24.59,33.813,3000,598.77,2700,1981.1,,,
-24.003,33.022,3000,600.35,2712.8,1978.5,,,
-23.639,33.011,3000,598.33,2711,1978.4,,,
-23.671,32.465,3000,600.67,2717.3,1976.7,,,
-22.44,32.124,3000,598.56,2713.2,1972.2,,,
-22.337,32.459,3000,605.26,2723.9,1971.5,,,
-20.695,31.101,3000,602.36,2711,1957.5,,,
-20.21,30.742,3000,597.92,2699.3,1952.1,,,
-20.544,30.143,3000,602.77,2714,1954.4,,,
-19.649,29.715,3000,602.34,2707.2,1944.2,,,
-19.224,28.99,3000,601.46,2704.7,1938,,,
-18.035,28.993,3000,601.08,2693.2,1923.3,,,
-17.845,28.601,3000,601.45,2694.1,1920.2,,,
-17.371,28.267,3000,599.06,2686,1914.2,,,
-17.128,27.947,3000,601.74,2691.4,1910.2,,,
-16.883,27.487,3000,598.45,2684,1907,,,
-16.1,27.099,3000,601.08,2684.7,1897.3,,,
-15.918,27.03,3000,600.94,2683,1895.5,,,
-15.56,26.505,3000,597.26,2673.8,1892.3,,,
-14.789,26.592,3000,600.84,2674.3,1885.6,,,
-14.108,25.451,3000,604.58,2682.8,1875.2,,,
-12.939,25.159,3000,601.47,2665.3,1871.1,,,
-13.281,24.288,3000,596.63,2661.8,1871.6,,,
-12.9,24.198,3000,599.39,2665.2,1868.1,,,
-11.7,24.208,3000,601.19,2657.3,1864.3,,,
-11.196,23.759,3000,603.79,2661,1859.4,,,
-10.224,22.535,3000,596.84,2641.1,1858.7,,,
-96.093,22.275,3000,601.59,2647.7,1853.2,,,
-10.035,21.942,3000,603.12,2657.7,1850.2,,,
-95.631,21.743,3000,596.66,2638.3,1854.9,,,
-81.566,21.209,3000,603.38,2643.4,1846.8,,,
-76.396,21.228,3000,598.76,2627.2,1851.6,,,
-73.485,20.306,3000,598.66,2629.1,1847.1,,,
-73.359,20.317,3000,598.98,2629.7,1846.8,,,
-66.817,19.468,3000,601.81,2634.8,1840.3,,,
-53.484,19.586,3000,600.91,2619.7,1843.4,,,
-5.2,19.483,3000,599.78,2616.3,1844.2,,,
-43.924,18.32,3000,599.94,2614.5,1838.8,,,
-39.562,18.468,3000,599.85,2609.5,1840.3,,,
-37.623,17.434,3000,599.39,2609.9,1835.4,,,
-28.809,17.209,3000,598.19,2597.3,1836.7,,,
-2.93,17.094,3000.1,599.13,2600.2,1835.1,,,
-26.729,16.871,3000,603.41,2606.6,1830.1,,,
-16.053,15.906,3000,599.79,2580.9,1830,,,
-0.73272,15.249,3000,599.71,2561.7,1827.8,,,
-0.1706,15,3000,597.2,2543.2,1829.8,,,
0.16297,14.939,3000.1,596.76,2534.8,1830.4,,,
0.55453,14.306,2999.9,604.57,2539.7,1819.9,,,
16.887,14.244,3000,596.96,2498,1828.7,,,
18.162,13.762,3000.1,597.68,2493.6,1825.6,,,
18.219,13.895,3000,603.01,2505.8,1821.1,,,
25.239,13.384,3000,597.69,2476,1824.7,,,
30.461,12.354,3000,597.9,2458.4,1819.7,,,
32.503,12.443,3000,604.33,2468.4,1814.2,,,
33.879,12.914,3000,599.35,2458.3,1821.8,,,
34.579,12.957,3000,596.85,2452,1824.6,,,
31.266,13.582,2999.9,604.15,2478.4,1820.3,,,
3.13,13.325,3000,596.54,2460.5,1826.4,,,
19.867,14.092,3000,605.76,2509.6,1819.7,,,
16.148,14.023,3000,600.56,2505.9,1823.9,,,
0.58044,15.029,3000,597.69,2528.5,1830.6,,,
-0.062342,15.301,3000,598.54,2545.5,1830.2,,,
0.11813,15.576,3000,598.8,2543.8,1831.7,,,
-0.18472,15.318,2999.9,603.62,2559.4,1825.2,,,
-0.74857,15.509,3000,599.88,2563.5,1829,,,
-13.858,16.414,3000,599.23,2577,1833.6,,,
-21.113,17.336,3000,598.16,2587,1838.5,,,
-22.399,17.021,3000,598.58,2589.7,1836.2,,,
-27.769,17.452,3000,601.84,2603.9,1834.6,,,
-34.262,17.912,3000,600.81,2608.1,1837.1,,,
-41.422,18.29,3000,600.79,2614.1,1838.2,,,
-49.708,18.811,3000,601.44,2621.2,1839.2,,,
-51.061,19.402,3000,598.69,2613.4,1844.9,,,
-57.964,19.033,3000,597.5,2618.6,1843.2,,,
-70.599,20.103,3000.1,601.82,2635,1843.3,,,
-69.967,20.997,3000,600.47,2626.4,1849.4,,,
-72.843,20.75,3000,598.46,2625.7,1849.7,,,
-87.881,21.415,3000,596.37,2631.7,1853.9,,,
-92.591,21.97,3000,601.82,2646.4,1851.6,,,
-95.036,21.874,3000,601.35,2648.3,1851.4,,,
-9.696,22.676,3000,596.76,2634.8,1859.6,,,
-10.356,22.755,3000,603.25,2656.7,1854.3,,,
-10.787,23.336,3000,596.02,2640.4,1863.6,,,
-11.468,24.127,3000,600.34,2653.4,1864.3,,,
-12.693,25.018,3000,598.97,2657.6,1871.6,,,
-13.085,24.65,3000,600.69,2667.7,1869.8,,,
-13.427,25.119,3000,599.64,2666,1873.7,,,
-13.671,25.306,3000,600.66,2669.8,1874.8,,,
-13.557,25.779,3000,598.15,2660.2,1878.1,,,
-14.058,26.68,3000,596.2,2655.8,1885.1,,,
-14.952,26.678,3000,603.58,2681.9,1885.6,,,
-15.774,27.279,3000,596.2,2669.4,1897,,,
-15.903,27.751,3000,603.23,2684.4,1896.8,,,
-16.513,27.487,3000,596.32,2675.7,1903.9,,,
-17.07,28.221,3000,599.01,2683.4,1910.8,,,
-18.091,29.153,3000,598.82,2688,1924.5,,,
-17.98,28.74,3000,597.9,2686.9,1922.4,,,
-18.478,29.396,3000,601.84,2697,1929.5,,,
-18.377,29.731,3000,601.07,2693,1928.9,,,
-20.254,30.52,3000,597.07,2698.8,1952.2,,,
-20.771,30.915,3000.1,595.5,2699,1958.1,,,
-20.795,31.595,3000,601.08,2707.7,1959.2,,,
-21.333,31.503,3000,601.05,2712.5,1963.7,,,
-21.47,31.654,3000,600.99,2713,1965,,,
-22.155,32.339,3000,596.34,2706.9,1971.4,,,
-22.63,32.596,3000,597.82,2711.2,1974.2,,,
-23.008,32.324,3000,596.63,2710.8,1975.4,,,
-24.352,32.765,3000,599.83,2710,1978.3,,,
-23.771,33.903,3000,599.48,2709.1,1980.4,,,
-24.446,33.81,3000,599.99,2704.4,1980.8,,,
-25.252,34.961,2999.9,596.38,2676.1,1984.2,,,
-26.654,35.363,3000,598.49,2638.3,1980.9,,,
-27.255,35.278,3000,599.38,2620.7,1977.4,,,
-27.454,35.776,3000,598,2606.3,1978.1,,,
-27.325,35.932,3000,596.55,2606,1980,,,
-28.193,37.306,3000,595.68,2561.6,1978,,,
-29.051,37.558,3000,597.1,2532.3,1969.8,,,
-29.713,37.542,3000,600.97,2518.6,1958.8,,,
-30.129,38.136,3000,600.33,2497.9,1954.5,,,
-31.201,38.868,3000,595.34,2443.6,1941.5,,,
-31.513,39.42,3000,597.79,2435.2,1933.6,,,
-31.348,39.341,3000,597.66,2440.9,1937.1,,,
-32.497,39.556,3000,599.47,2406,1908.8,,,
-32.967,40.026,3000,600.53,2390,1896.2,,,
-33.311,40.073,3000,599.34,2375.7,1888.4,,,
-34.105,41.393,3000,592.98,2325.9,1875.9,,,
-34.296,42.704,3000,593.03,2311,1872.5,,,
-34.829,43,3000,597.01,2301.7,1853.6,,,
-35.199,42.922,3000,599.87,2297.5,1840.3,,,
-35.348,42.687,3000,598.71,2291.7,1837.1,,,
-35.119,43.034,3000,601.48,2303.1,1841.1,,,
-34.904,42.953,2999.9,603.06,2314.1,1845.2,,,
-35.164,42.557,3000,599.83,2301,1840.7,,,
-35.208,42.85,3000,599.6,2297.1,1840.2,,,
-35.687,42.999,3000,599.73,2281.5,1827.6,,,
-34.863,42.951,3000,598.25,2304,1851.2,,,
-34.77,42.889,3000,598.54,2308,1853.4,,,
-35.423,43.125,3000.1,603.93,2298.8,1830.9,,,
-34.997,41.096,3000,609.27,2338.8,1833.7,,,
-34.593,40.278,3000,603.34,2343,1849,,,
-34.257,40.469,3000,601.16,2347.1,1860.9,,,
-34.51,40.037,3000,600.77,2341.2,1853.6,,,
-33.182,38.875,3000,603.95,2399.5,1884.6,,,
-32.942,38.866,3000,598.98,2395.2,1896.7,,,
-32.661,38.564,3000.1,601.06,2411.6,1901.1,,,
-31.412,37.688,3000,608.01,2476.4,1921.9,,,
-31.24,37.262,3000,602.23,2471.1,1930.7,,,
-30.359,36.542,3000,602.09,2506.5,1945.8,,,
-29.475,36.271,3000,601.39,2538,1958.9,,,
-28.918,35.569,3000,602.32,2565.9,1963.2,,,
-28.851,34.803,3000,602.16,2574.1,1962.2,,,
-28.406,34.505,3000,603.57,2596.1,1965,,,
-28.394,34.219,3000,600.48,2591.2,1966.2,,,
-26.867,33.783,3000,601.97,2651.8,1974.5,,,
-26.755,32.588,3000,600.61,2661.2,1972.7,,,
-26.646,32.203,3000,602.18,2670.9,1971.6,,,
-25.807,31.613,3000,601.42,2695.4,1973.3,,,
-26.23,31.141,3000,603.18,2692,1970.2,,,
-24.909,30.677,3000,597.88,2709.5,1973.8,,,
-23.953,29.576,3000,601.99,2729.1,1970.3,,,
-23.08,29.657,3000,599.32,2724.5,1969.6,,,
-23.29,28.701,3000,599.23,2727.7,1968.1,,,
-22.909,28.34,3000,605.98,2739.7,1965.2,,,
-21.992,27.886,3000,602.54,2731.4,1961.4,,,
-21.09,27.035,3000,602.2,2728.4,1954.3,,,
-20.152,26.686,3000,599.82,2718.6,1945.2,,,
-20.44,26.737,3000,601.3,2723.5,1948.2,,,
-20.149,25.758,3000,598.18,2719.3,1943.8,,,
-18.979,25.085,3000,598.61,2714.5,1929.1,,,
-18.62,24.709,3000.1,603.1,2723.3,1924.3,,,
-17.978,24.116,3000,604.3,2724.1,1914.8,,,
-17.386,23.744,3000,597.4,2705.7,1905.2,,,
-16.94,23.097,3000,601.15,2714.2,1898,,,
-16.576,22.892,3000,599.7,2708.8,1892.7,,,
-15.642,21.923,3000.1,597.91,2701.7,1879.1,,,
-15.414,21.511,2999.9,602.32,2712.8,1874.9,,,
-14.975,20.707,3000,599.2,2705.9,1868.4,,,
-14.406,20.029,3000,599.23,2704.7,1860.8,,,
-13.412,19.91,3000,600.95,2699.9,1851.9,,,
-13.108,18.913,3000,600.31,2701.5,1846.6,,,
-12.229,18.22,3000,601.55,2700.1,1838.5,,,
-11.869,18.701,3000,600.68,2690.7,1839.6,,,
-11.576,17.925,3000,603.3,2699.6,1833.6,,,
-11.68,16.731,3000,599.29,2698.1,1831.3,,,
-11.081,16.54,3000,599.91,2694.4,1828.1,,,
-98.138,16.091,3000,596.32,2673.6,1826.3,,,
-95.041,15.185,3000,604.99,2699.6,1815.3,,,
-91.158,14.58,3000,599.72,2684.6,1815.7,,,
-81.723,14.336,3000,599.18,2673.5,1814.5,,,
-77.863,13.756,3000,599.4,2672.8,1811.4,,,
-68.377,13.171,3000,599.12,2662.8,1809,,,
-6.279,12.807,3000,599.78,2658.1,1806.9,,,
-6.176,12.83,3000,599.37,2655.5,1807.5,,,
-62.014,12.575,3000,604.04,2669.2,1802.2,,,
-59.994,11.629,3000,599.27,2656,1801.4,,,
-59.328,11.129,3000,600.76,2659.9,1797.5,,,
-44.987,11.233,3000,599.41,2627.5,1800.6,,,
-49.171,11.38,3000,599.36,2636.2,1801,,,
-34.835,9.189,3000.1,596.38,2587.5,1793.5,,,
-23.832,82.834,3000,602.22,2565.9,1784.8,,,
-18.255,80.266,3000,600.49,2544.7,1785.7,,,
-18.346,72.292,3000,598.37,2533.9,1783.3,,,
-16.171,7.669,3000,602.49,2541.2,1782.2,,,
-18.344,74.671,3000,598.27,2535.5,1784.6,,,
-0.77277,62.949,3000,598.54,2500.3,1779.5,,,
0.50784,51.523,3000,600.05,2465.9,1773.8,,,
12.801,4.855,3000,598.87,2444.9,1774.4,,,
20.434,40.664,3000,599.82,2425.8,1770.4,,,
23.666,37.749,3000,600.12,2417.9,1769,,,
26.385,32.368,3000,598.14,2404.7,1768.3,,,
30.307,2.503,3000,602.46,2400.7,1760.8,,,
33.243,23.993,3000,599,2386.8,1764,,,
37.269,2.769,3000,597.29,2377.8,1768.4,,,
39.577,33.261,3000,605.87,2395,1763.7,,,
33.121,34.741,3000,599.03,2394.7,1769.9,,,
22.897,40.247,3000,601.1,2423.2,1769.3,,,
1.808,42.373,3000,600.59,2433.3,1770.2,,,
18.175,38.306,3000,601.4,2432,1767.2,,,
1.094,54.604,3000,598.01,2451.2,1778.3,,,
0.036627,59.046,3000,597.85,2477.1,1779.2,,,
-0.53587,6.596,3000,599.48,2499,1780.7,,,
-0.68776,74.112,3000,605.29,2521.9,1779.6,,,
-15.215,7.27,3000,601.06,2532.3,1781.5,,,
-15.233,76.988,3000,600.44,2534.2,1784.4,,,
-15.756,83.533,3000,599.89,2539.2,1788.4,,,
-16.498,92.108,3000,594.68,2535.3,1798,,,
-28.843,94.829,3000,604.89,2594.4,1788.3,,,
-42.434,10.522,2999.9,600.24,2622.4,1796.3,,,
-43.292,10.632,3000,599.03,2621.6,1797.9,,,
-42.335,11.114,3000,598.79,2619.9,1800.8,,,
-52.446,11.872,3000,601.1,2646.9,1801.7,,,
-57.516,12.687,3000,601.77,2655.7,1805,,,
-61.462,12.825,3000,600.68,2658.5,1806.3,,,
-69.472,13.525,3000,600.19,2665.4,1809.9,,,
-70.656,13.652,3000,598.68,2662.3,1811.8,,,
-78.022,14.994,3000,597.58,2661,1819.4,,,
-88.795,15.266,3000,598.53,2674.2,1819.9,,,
-86.629,16.08,2999.9,602.71,2677.7,1820.6,,,
-93.193,16.579,3000,597.42,2668,1827.6,,,
-99.235,15.896,3000,598.89,2683,1823.5,,,
-10.334,17.249,3000,603.13,2690,1827.5,,,
-11.46,17.846,3000,597.99,2684.8,1836.2,,,
-11.909,18.585,3000,599.4,2688.6,1840,,,
-12.611,19.057,3000,600.58,2696.1,1844.2,,,
-12.906,19.354,3000,602.16,2701.4,1846.2,,,
-13.339,19.781,3000.1,597.21,2690.4,1852.7,,,
-13.897,20.714,3000,598.03,2692.3,1859.4,,,
-14.678,21.354,3000.1,596.99,2693.6,1868,,,
-15.111,21.115,2999.9,600.96,2709.1,1870.6,,,
-15.147,21.862,3000,598.04,2697.7,1873.6,,,
-16.227,23.035,3000,602.68,2712,1888.3,,,
-16.895,22.857,3000,601.48,2715.9,1897,,,
-17.35,23.3,3000,595.88,2704.3,1903.9,,,
-18.488,24.002,3000,603.86,2727.6,1921.8,,,
-18.078,24.857,3000,593.36,2696.6,1916.4,,,
-18.839,25.523,3000,603.31,2721.4,1928.3,,,
-19.411,25.847,3000,599.07,2715.2,1935.6,,,
-19.474,26.168,3000,599.52,2715.1,1936.8,,,
-20.126,26.948,3000,595.17,2707.9,1945.1,,,
-20.68,27.237,3000,600.69,2722,1951.2,,,
-21.57,27.589,3000,600.2,2725.7,1958.7,,,
-22.116,27.997,3000,599.48,2726.2,1962.5,,,
-22.008,28.868,3000,598.15,2720.3,1963.7,,,
-23.274,29.543,3000,597.04,2721.1,1970.3,,,
-23.591,29.927,3000,596.62,2719,1971.9,,,
-24.27,30.502,3000,602.02,2724.2,1972.5,,,
-25.069,31.224,3000,601.09,2710.8,1974,,,
-25.244,31.449,3000,599.96,2704.6,1974.6,,,
-25.177,32.193,3000,597.91,2697.5,1977.2,,,
-26.065,32.767,3000,595.35,2668.1,1977.7,,,
-26.76,33.27,3000,599.68,2653.7,1974.7,,,
-27.248,33.54,3000,599.88,2636,1972.9,,,
-27.751,33.769,3000,598.45,2613.1,1971.1,,,
-27.914,34.427,3000,596.08,2596.1,1972.8,,,
-28.51,35.117,3000,597.22,2571.6,1969.3,,,
-29.583,36.014,3000,596.24,2523.3,1960.6,,,
-29.886,36.283,3000,595.85,2509.5,1957.6,,,
-30.752,37.166,3000,596.07,2473.3,1945.8,,,
-30.975,38.024,3000,597.57,2462.9,1942,,,
-31.836,38.157,3000,597.43,2432.8,1924.5,,,
-31.929,38.899,3000,597.74,2425.1,1923.4,,,
-32.94,39.697,3000,596.86,2384.3,1900.6,,,
-33.636,39.715,3000,599.98,2369.3,1878.2,,,
-33.972,40.032,3000,599.51,2355.3,1869.9,,,
-34.193,40.428,3000,593.86,2332,1870.9,,,
-35.066,42.97,3000,591.89,2282.4,1852.4,,,
-34.98,42.989,3000,597.81,2299,1848.5,,,
-35.57,42.589,3000,605.62,2301.9,1824.7,,,
-35.555,42.524,3000,599.49,2288.3,1830.5,,,
-35.446,42.627,3000,600.22,2292.7,1832.9,,,
-34.963,42.812,3000,598.19,2301.6,1848.3,,,
-35.16,42.879,3000,600.25,2300,1841,,,
-35.26,42.764,3000,599.24,2295.2,1839,,,
-35.081,42.75,3000,599.81,2302.3,1843.3,,,
-35.225,42.849,3000,598.41,2293.8,1841,,,
-35.4,42.516,3000.1,599.13,2292.3,1835,,,
-35.23,41.123,3000,611.11,2335.7,1826.1,,,
-35.133,40.973,3000,606.55,2328.9,1832.4,,,
-34.102,39.957,3000,604.88,2364.6,1860.3,,,
-33.98,39.029,3000,599.18,2361.2,1868.5,,,
-33.262,38.75,3000,598.74,2385.2,1888.3,,,
-32.663,37.912,3000,604.84,2425.4,1895.7,,,
-31.96,37.163,3000,605.87,2456.6,1910.7,,,
-31.284,36.049,3000,604.8,2485,1924.9,,,
-30.739,35.706,3000,600.44,2495.6,1939,,,
-30.483,35.522,3000,603.91,2514.5,1940,,,
-29.519,34.708,3000,602.78,2552.2,1953.7,,,
-29.79,33.63,3000,601.69,2548.3,1948.5,,,
-29.49,33.674,3000,599.19,2552.6,1954.4,,,
-29.145,32.728,3000,600.77,2576.7,1955.1,,,
-28.425,32.594,3000,604.85,2614.1,1959.5,,,
-27.614,31.453,3000,602.87,2647.1,1964.1,,,
-27.564,31.102,3000,600.33,2645.5,1964.8,,,
-27.314,30.629,3000,597.86,2651.8,1966.2,,,
-25.305,28.866,3000,600.76,2718.5,1968,,,
-25.307,28.022,3000,602.96,2726.6,1965.2,,,
-24.762,27.025,3000,604.35,2738.5,1963.3,,,
-24.223,26.45,3000,602.42,2739.9,1963,,,
-23.534,25.969,3000,598.77,2736.1,1962.6,,,
-23.443,25.326,3000,598.43,2737.6,1961.1,,,
-23.334,24.32,3000,603.7,2749.6,1957.7,,,
-22.843,24.181,3000,599.19,2741.5,1957.6,,,
-21.843,23.573,3000,603.27,2747.3,1952.7,,,
-20.76,23.216,2999.9,599.8,2737.3,1945.8,,,
-21.243,22.266,3000,597.08,2738.6,1947.7,,,
-19.661,20.823,3000,605.2,2753.6,1933.3,,,
-18.794,20.506,3000,599.79,2739.2,1921.7,,,
-18.173,19.611,3000,599.91,2740.4,1912.2,,,
-18.322,19.699,3000,600.11,2741.3,1914.5,,,
-17.434,18.702,3000,601.6,2744.6,1900.6,,,
-16.666,18.098,3000,602,2743.8,1887.8,,,
-16.754,17.64,3000,600.75,2744.4,1888.5,,,
-16.479,16.822,3000,601.04,2748.2,1883.3,,,
-15.678,16.767,3000,598.5,2735.9,1869.6,,,
-15.145,16.404,3000,598.5,2733.7,1861.1,,,
-14.792,14.78,3000,600.33,2746.6,1853.7,,,
-13.734,13.494,3000,600.43,2746.3,1836.9,,,
-13.542,13.757,3000,600.64,2743,1835.1,,,
-13.617,13.563,3000,601.18,2746.7,1835.7,,,
-12.46,13.008,3000,600.89,2738.1,1822.1,,,
-11.918,11.442,3000,602.51,2748.9,1812.8,,,
-10.995,11.022,3000,598.86,2730.6,1806,,,
-11.108,10.542,3000,598.52,2734.6,1805,,,
-98.964,92.275,3000,600.67,2734.5,1793.5,,,
-94.895,82.156,3000,604.1,2745.4,1787,,,
-90.705,78.692,3000,601.63,2732.7,1784.9,,,
-83.548,67.932,3000,599.19,2715.5,1779.6,,,
-82.974,63.725,3000,596.05,2705.7,1779.1,,,
-74.215,5.204,3000,599.17,2692.6,1771.1,,,
-70.754,51.094,3000,602.88,2693.3,1768.5,,,
-70.596,48.028,3000,598.93,2679.8,1768.9,,,
-56.325,36.289,3000,599.21,2624.7,1762.2,,,
-5.11,35.239,3000,598.69,2604,1761.7,,,
-54.743,33.397,3000,600.66,2620.8,1760.1,,,
-48.204,21.781,3000,599.43,2583.8,1755.2,,,
-41.033,13.315,3000,599.75,2553,1751,,,
-34.889,0.13733,3000,599.36,2523,1745.7,,,
-36.385,0.014005,3000,597.37,2521.5,1746.2,,,
-23.994,-0.12099,3000,597.15,2487.2,1745.7,,,
-24.643,-14.134,3000,602.26,2490,1737.3,,,
-13.332,-20.516,3000,600.89,2456,1734.9,,,
-10.895,-19.131,3000,597.01,2443.4,1737.8,,,
-0.81568,-32.302,3000,600.13,2434.3,1730.1,,,
0.84347,-44.021,3000,599.5,2385.4,1725.3,,,
0.89095,-47.549,3000,596.8,2374.5,1725.3,,,
14.292,-57.087,3000.1,599.91,2355,1719.3,,,
20.352,-66.306,3000,602.29,2326.1,1714.1,,,
25.902,-72.155,3000,595.82,2274.5,1715,,,
30.187,-70.472,3000,598.9,2269.2,1714.2,,,
29.661,-7.373,3000,599.36,2264.4,1712.4,,,
27.121,-67.498,3000,601.41,2296,1714.1,,,
24.019,-6.822,3000,602.07,2308.2,1713.3,,,
22.884,-57.883,3000,603.86,2336.7,1717,,,
17.862,-52.819,3000,596.38,2342.1,1723.5,,,
1.068,-46.847,3000,604.6,2388.3,1721.5,,,
0.96014,-38.478,3000,600.21,2389.6,1727.5,,,
0.19418,-28.637,3000,601.56,2418.2,1731.1,,,
-0.91095,-23.345,3000,601.07,2445.1,1733.5,,,
-0.52185,-21.741,2999.9,601.66,2439.1,1734,,,
-0.90913,-13.532,3000,597.62,2444.8,1740.1,,,
-0.9782,-10.907,3000,598.84,2450.8,1740.6,,,
-21.711,0.14129,2999.9,603.17,2497,1743.5,,,
-30.153,11.859,3000,600.1,2520.6,1749.9,,,
-3.413,1.601,3000,601.95,2539.9,1750.8,,,
-42.611,23.816,3000,602.72,2575.4,1754.1,,,
-49.442,2.453,3000,598.8,2589,1756.8,,,
-50.698,30.964,3000,597.49,2595.6,1760.4,,,
-58.106,44.717,3000,601.49,2643.8,1764.8,,,
-65.093,46.401,3000,602.05,2670.5,1766,,,
-76.422,5.431,3000,599.78,2701.2,1772.2,,,
-79.519,62.378,3000,598.89,2706.4,1776.5,,,
-7.824,63.616,3000,599.02,2703.5,1776.7,,,
-80.499,80.237,3000,597.71,2700.8,1785,,,
-87.704,90.043,3000,601.61,2721.2,1788.6,,,
-99.462,93.603,3000,601.18,2735.8,1794,,,
-98.102,95.172,3000,599.79,2728.6,1794.6,,,
-10.312,10.316,3000,599.44,2728.8,1799.8,,,
-11.013,10.995,3000,597.81,2727.9,1806.3,,,
-11.111,11.294,3000,602.72,2741.3,1806.4,,,
-11.779,11.401,3000,598.65,2736.4,1812.3,,,
-12.475,12.577,3000,597.1,2730.9,1821.7,,,
-13.11,12.45,3000,601.85,2752,1827.3,,,
-13.64,14.585,3000,600.76,2738.2,1838.1,,,
-14.241,15.28,3000,599.32,2735.2,1846.9,,,
-15.031,16.027,3000,599.56,2737.9,1859,,,
-15.542,16.535,3000,600.52,2741.4,1867.6,,,
-15.035,16.486,3000,597.79,2730.3,1859.6,,,
-16.491,17.31,3000,596.09,2733.1,1882.6,,,
-16.95,18.565,3000,600.96,2740.5,1892.5,,,
-17.708,18.93,3000,600.83,2743.4,1904.9,,,
-17.438,19.4,3000,599.83,2736.4,1900.7,,,
-18.564,20.697,3000,599.21,2735.4,1918.6,,,
-18.764,20.913,3000,598.13,2733.2,1921.4,,,
-19.234,21.377,3000,595.17,2727.4,1927.5,,,
-19.679,21.85,3000,602.06,2742.2,1934.2,,,
-20.547,22.843,2999.9,601.93,2741.9,1943.7,,,
-21.339,24.19,3000,595.76,2728.8,1951.6,,,
-22.222,24.517,3000,599.53,2738.8,1956.4,,,
-22.462,24.901,3000,597.61,2735,1958.2,,,
-23.073,25.787,3000,600.05,2738.2,1961.3,,,
-23.508,26.121,3000,603.19,2743,1961.9,,,
-24.029,26.981,3000.1,595.81,2727.2,1965.9,,,
-24.293,27.082,3000,599.68,2732.7,1965.2,,,
-25.134,27.966,3000,599.83,2723.1,1966.4,,,
-24.84,28.495,3000,596.87,2718.4,1968.9,,,
-25.405,29.318,3000,596.05,2705.5,1970.4,,,
-26.824,30.237,3000,599.64,2674.2,1966.9,,,
-26.792,31.135,3000,599.79,2668.9,1969.2,,,
-27.112,31.587,3000,598.8,2653.2,1969.3,,,
-27.816,31.898,3000,597.28,2623.1,1966.7,,,
-28.551,32.658,3000,597.47,2590.8,1962.8,,,
-29.322,33.197,3000.1,598.08,2559.7,1956,,,
-29.587,33.803,3000,600.22,2550.6,1952.7,,,
-30.093,34.287,3000,600.72,2529.9,1946.4,,,
-30.039,34.456,3000,595.03,2516.3,1952.1,,,
-31.033,36.17,3000,591.78,2460.6,1942.7,,,
-31.624,36.585,3000,595.7,2447.1,1928,,,
-31.702,37.369,3000,597.43,2443,1926,,,
-32.264,37.68,3000.1,600.11,2428.7,1910.6,,,
-32.769,38.3,2999.9,595.5,2396.4,1904.4,,,
-33.951,39.867,3000,594.28,2344.5,1876.3,,,
-34.637,40.295,2999.9,596.38,2324.9,1855.3,,,
-35.125,42.051,3000.1,595.69,2295.9,1845.2,,,
-35.376,42.675,3000,597.25,2287.5,1837.7,,,
-35.148,42.792,3000,599.68,2299.6,1841.7,,,
-35.307,42.381,3000,604.19,2308.1,1832.4,,,
-35.401,42.149,3000,598.83,2294,1834.6,,,
-35.227,42.487,3000,599.29,2298.2,1839.4,,,
-34.893,42.416,3000,599.45,2309.6,1848.3,,,
-35.219,42.415,3000,598.33,2296.7,1840.5,,,
-35.561,42.354,3000,601.11,2293.1,1828.5,,,
-35.548,42.529,3000,601.89,2294.1,1828.5,,,
-35.618,42.135,3000,598.87,2287.5,1828.8,,,
-35.43,42.505,3000.1,607.73,2311.8,1826.3,,,
-34.787,40.178,2999.9,607.16,2346.8,1839.7,,,
-34.972,39.46,3000,600.44,2329.8,1840.3,,,
-34.051,38.835,3000.1,603.82,2371.5,1861,,,
-33.063,38.138,3000,602.37,2404.7,1888.4,,,
-33.148,37.484,3000,603.17,2408.6,1884.1,,,
-32.749,36.447,3000,602.3,2426.9,1893.9,,,
-32.205,36.07,3000,603.01,2449.4,1906,,,
-31.899,35.594,3000,602.31,2461.4,1913.1,,,
-31.525,35.373,3000,600.44,2471.1,1922.9,,,
-31.268,34.272,3000,603.58,2496,1923,,,
-30.762,33.522,3000,602.92,2517.7,1931.9,,,
-29.693,32.911,2999.9,601.22,2556.4,1948.6,,,
-29.551,32.264,3000,600.57,2565.1,1949.4,,,
-28.853,31.862,3000,602.65,2599.1,1955,,,
-28.394,30.515,3000,602.76,2627,1956,,,
-28.083,29.739,2999.9,600.81,2639.6,1957.7,,,
