in1,in2,in3,in4,out1,out2,,,
-33.987,23.474,3000,602.12,2480.8,1840,,,
-33.76,22.375,3000,599.87,2491.4,1846.9,,,
-34.11,22.251,3000,599.73,2479.9,1837.5,,,
-33.781,22.082,3000.1,600.15,2493.7,1845.6,,,
-33.585,20.163,3000,601.3,2518.5,1846.3,,,
-33.438,20.021,3000,603.28,2529.8,1847.5,,,
-33.529,19.155,3000,596.22,2515.7,1851.9,,,
-33.758,18.402,3000,602.19,2528.6,1837.8,,,
-33.665,17.637,3000,600.6,2534.1,1840.9,,,
-33.564,17.417,3000,601.46,2541.8,1842.1,,,
-33.68,16.535,3000,603.21,2549.2,1835.6,,,
-33.475,15.84,3000,592.71,2535.9,1851.7,,,
-33.511,14.842,3000,599.42,2560,1841.5,,,
-33.671,15.112,3000.1,603.11,2561.2,1833.6,,,
-33.399,13.933,3000,601.82,2578.2,1840,,,
-33.373,14.308,3000,602.09,2576.7,1841,,,
-32.895,12.648,3000,596.41,2595.3,1855.5,,,
-33.098,11.712,3000,602.98,2612.7,1842.1,,,
-33.2,11.058,3000,599.04,2604.5,1842.9,,,
-33.103,10.388,3000,599.29,2615.2,1843.7,,,
-32.891,96.964,3000,599.1,2629.7,1847.4,,,
-32.493,88.744,3000,598.7,2652.7,1854.6,,,
-32.452,84.671,2999.9,603.24,2669.9,1850.1,,,
-32.342,80.991,3000,600.77,2671.6,1854.1,,,
-32.848,71.513,3000,597.91,2652.9,1844.9,,,
-32.559,66.735,3000,596.78,2666.5,1851,,,
-32.418,57.797,3000,601.45,2693,1847.5,,,
-32.37,50.372,3000,602.68,2705.3,1845.8,,,
-32.613,44.243,3000,603.69,2704.3,1838.8,,,
-32.198,32.418,3000,594.52,2709.4,1852.9,,,
-32.167,33.634,3000,599.21,2721,1849.5,,,
-31.893,24.449,3000,603.96,2751.4,1848.1,,,
-32.202,13.227,3000,600.81,2743.6,1843.4,,,
-31.671,0.97395,3000,596.97,2756.1,1854.5,,,
-31.512,0.77201,3000,603.53,2778,1851.1,,,
-32.109,0.045152,3000,598.14,2752.8,1844.7,,,
-31.846,-0.45978,3000,599.91,2770.5,1846.4,,,
-31.693,-20.766,3000,598.6,2786.6,1846.3,,,
-31.519,-20.248,3000,604.66,2804.2,1844.2,,,
-31.672,-23.387,3000,599.99,2792.5,1845,,,
-31.437,-33.014,3000,600.71,2808,1845.6,,,
-31.259,-39.287,3000,596.48,2808.1,1849.6,,,
-31.15,-51.105,3000,600.26,2826.3,1845.7,,,
-30.951,-54.031,3000.1,597.92,2827.1,1848.9,,,
-30.816,-57.009,3000,603.42,2841.3,1846.1,,,
-30.865,-61.626,3000,603.13,2842.6,1844.7,,,
-31.229,-70.612,3000,595.57,2827.9,1843.6,,,
-31.031,-63.107,3000,598.79,2832.9,1845.4,,,
-30.813,-57.675,3000,600.18,2835.7,1848.1,,,
-31.111,-53.563,3000,599.58,2827.3,1846,,,
-30.861,-43.478,3000,600.19,2826.3,1850.8,,,
-31.214,-4.793,3000,598.02,2818.5,1847.2,,,
-31.427,-41.273,3000,601.7,2816.7,1843.2,,,
-30.858,-32.086,3000,602.08,2822.3,1852.1,,,
-31.402,-22.974,3000,599.55,2798.3,1849.2,,,
-31.353,-14.404,3000,596.09,2784.9,1854.3,,,
-31.413,-0.81488,3000,601.12,2789.1,1851,,,
-31.517,-0.10191,3000,602.34,2782.8,1850.1,,,
-31.624,0.52702,3000,596.87,2761.5,1854.3,,,
-32.134,0.66281,3000,599.74,2749.8,1844.1,,,
-31.988,12.432,3000,599.87,2749.7,1847.7,,,
-31.913,28.429,3000,601.64,2741.4,1850.6,,,
-31.957,33.144,3000,600.21,2731.8,1852.1,,,
-31.936,36.848,3000,601.41,2731.9,1852.1,,,
-32.3,43.718,3000,595.83,2697.4,1852.2,,,
-32.128,49.852,3000,598.69,2705.3,1853.9,,,
-32.58,59.206,3000,598.11,2676.5,1847.8,,,
-32.363,59.185,3000.1,601.73,2694.5,1848.5,,,
-32.539,67.252,3000,600.07,2675.2,1848.2,,,
-32.659,71.881,3000,598.24,2661.1,1848.5,,,
-32.342,80.312,3000.1,601.02,2672.9,1853.7,,,
-32.597,88.681,2999.9,600.3,2652.6,1850.9,,,
-32.44,99.022,3000,597.56,2642.1,1858.7,,,
-32.823,10.877,3000,601.78,2628.3,1848.2,,,
-32.72,10.661,3000,598.6,2626.3,1853.4,,,
-32.848,11.707,3000,599.83,2614.5,1851.2,,,
-32.493,12.601,3000,600.21,2621.5,1860.1,,,
-33.253,12.461,3000,601.41,2595.8,1841.5,,,
-33.2,13.336,3000,594.76,2573,1851.6,,,
-33.455,14.238,3000,598.53,2565,1842.9,,,
-32.916,15.336,3000,598.88,2577,1857.2,,,
-33.303,15.658,3000,604.67,2574.3,1842.1,,,
-33.224,16.261,3000,599.5,2559,1850.8,,,
-33.479,16.845,3000,597.97,2540.7,1847.3,,,
-33.928,17.515,3000.1,597.91,2518.8,1836.9,,,
-34.022,18.98,3000,601.93,2513.9,1832.1,,,
-33.975,19.389,3000,596.32,2498.2,1840.6,,,
-33.213,19.503,3000,601.02,2536.4,1854.9,,,
-34.23,20.795,3000,599.92,2487.4,1831.7,,,
-34.119,20.817,3000,598.71,2488.1,1836.2,,,
-34.523,21.397,3000,598.89,2470.2,1825.8,,,
-33.618,22.384,3000,597.32,2490,1853.7,,,
-34.41,23.217,3000,597.64,2457.2,1833.3,,,
-34.227,23.828,3000,596.42,2455.9,1840.7,,,
-33.999,24.27,3000,601.76,2473.5,1841.4,,,
-34.347,24.946,3000,602.24,2457.9,1832.4,,,
-35.218,25.756,3000,594.82,2404.9,1817.8,,,
-34.874,26.584,3000,598.18,2418.4,1825,,,
-34.32,27.596,3000,597.64,2428,1842.6,,,
-34.415,28.061,3000,601.67,2431.3,1836.1,,,
-34.908,28.602,3000,602.15,2412.4,1822.8,,,
-35.463,29.196,3000,595.25,2373.5,1815.8,,,
-35.862,29.569,3000,596.74,2361.7,1803.8,,,
-33.918,30.628,3000,601.75,2429.3,1853.8,,,
-34.961,31.096,3000,602.29,2393.2,1825.1,,,
-35.123,31.894,3000,594.93,2364.6,1829.9,,,
-35.421,32.233,3000,598.6,2361.6,1818.2,,,
-34.784,33.452,3000,596.87,2369.2,1839.7,,,
-35.468,33.962,3000,596.6,2343.2,1821.7,,,
-34.623,34.381,3000,595.94,2365.5,1846.8,,,
-35.426,35.125,3000,597.5,2338.5,1823.8,,,
-35.2,35.991,3000,598.58,2342.3,1830.3,,,
-35.602,35.61,3000,600.97,2337.9,1816.4,,,
-34.573,36.577,3000,598.27,2357.3,1849,,,
-35.633,37.674,3000.1,593.67,2305.3,1826.2,,,
-34,38.156,3000,596.36,2359.9,1869.8,,,
-35.321,39.002,3000,598.59,2317.6,1831.9,,,
-35.066,39.532,3000,596.56,2317.1,1841.9,,,
-34.379,40.044,3000,601.03,2345.9,1856.9,,,
-35.422,40.794,3000,597.75,2300.1,1832.9,,,
-34.476,42.777,3000,591.1,2300.3,1869.8,,,
-34.309,42.914,3000,598.89,2323.1,1865.9,,,
-35.347,42.853,3000,598.79,2290.8,1837.3,,,
-34.611,42.755,3000,599.05,2315.1,1857,,,
-34.818,42.92,3000,603.33,2317.7,1847.2,,,
-34.918,42.878,3000,600.6,2308.3,1847.2,,,
-34.541,42.828,3000,599.21,2317.2,1858.9,,,
-34.133,42.987,3000,598.95,2328.3,1870.9,,,
-34.037,42.869,3000,598.49,2331,1873.9,,,
-35.752,42.623,3000,598.63,2279.5,1826.3,,,
-34.178,42.389,3000.1,612.69,2363.9,1854.2,,,
-34.154,40.54,3000,605.44,2360.2,1859.2,,,
-34.718,40.282,3000,604.22,2341.2,1844.6,,,
-34.16,39.234,3000,602.01,2360.9,1860.6,,,
-34.927,38.895,3000,599.32,2332.5,1841.8,,,
-34.266,38.208,3000,597.42,2353.6,1861.2,,,
-33.735,37.82,3000,601.59,2383.4,1870.6,,,
-34.987,37.169,3000,604.14,2354.1,1832.3,,,
-35.42,36.223,3000,606.55,2352.8,1816.9,,,
-34.394,35.225,3000,605.06,2388.9,1844.4,,,
-34.856,34.599,3000,603.93,2375.8,1831.9,,,
-34.97,34.811,3000,597.01,2354,1836.5,,,
-35.19,34.445,3000,599.99,2356.7,1826.6,,,
-35.091,33.086,3000,601.92,2374.1,1825.2,,,
-34.879,32.217,3000,603.45,2390.7,1828,,,
-35.379,31.207,3000,604.85,2385.2,1811.3,,,
-35.616,30.708,3000,603.39,2377.6,1805.6,,,
-33.936,30.269,3000,597.3,2420.4,1857.9,,,
-35.323,29.716,3000,600.54,2387.1,1814.8,,,
-34.377,28.454,3000,600.34,2426.5,1839.3,,,
-34.637,28.002,3000,600.72,2422.1,1830.9,,,
-35.039,27.409,3000,605.04,2423.8,1814.2,,,
-34.974,26.902,3000,601.29,2420.4,1819.2,,,
-34.858,25.545,3000,600.65,2432.5,1821,,,
-35.697,25.263,3000,600.78,2407.4,1797.3,,,
-34.398,24.616,3000,601.27,2456.2,1831.6,,,
-34.087,24.461,3000.1,598.03,2459.9,1843.6,,,
-35.486,23.84,3000,604.42,2433.4,1797,,,
-35.043,23.046,3000,598.19,2438.6,1814.7,,,
-34.175,21.078,3000,599.28,2485.6,1834.4,,,
-34.153,20.746,3000,599.74,2490,1833.9,,,
-34.51,20.073,3000.1,603.95,2493.3,1818.3,,,
-34.89,19.321,3000,603.48,2484.8,1807.2,,,
-35.136,18.644,3000,599.52,2471.6,1803.8,,,
-34.709,18.126,3000,601.6,2495.5,1812.4,,,
-35.294,17.599,3000,602.11,2480.6,1794.9,,,
-35.293,17.292,2999.9,600.05,2477.8,1796.7,,,
-34.627,16.512,3000,597.75,2501.4,1816.7,,,
-34.181,15.59,3000,601.39,2534,1823,,,
-35.067,15.207,3000,603.32,2510,1796.1,,,
-36.164,14.276,3000,597.89,2465.5,1770.2,,,
-36.268,14.106,3000,597.43,2462.1,1767.5,,,
-34.651,13.137,3000,603.22,2541.5,1804.4,,,
-34.82,12.023,3000,601.18,2539.3,1800.4,,,
-34.834,11.103,3000,598.9,2540.5,1801.2,,,
-34.694,10.683,3000,599.68,2551.4,1803.5,,,
-35.064,10.486,3000,599.42,2538.5,1793.3,,,
-35.589,96.195,3000,599.12,2525.5,1777.7,,,
-35.466,90.451,3000,606.42,2553.4,1772.1,,,
-34.201,86.472,3000,602.23,2594.8,1810.4,,,
-34.261,81.857,3000,595.3,2578.7,1816.2,,,
-35.406,72.198,3000,600.74,2556.6,1777.3,,,
-34.683,60.202,3000,603.25,2602.1,1792.3,,,
-34.843,55.867,3000,596.67,2582.6,1795.1,,,
-35.723,54.117,3000,600.41,2559.2,1766.1,,,
-35.696,48.728,3000,602.92,2571.4,1763.2,,,
-34.603,38.278,3000,597.46,2610.8,1797.8,,,
-34.338,31.167,3000,603.3,2644.2,1796.8,,,
-34.83,22.544,3000,596.86,2615,1790,,,
-35.349,1.554,3000,604.41,2619.8,1766,,,
-35.131,12.451,3000,596.89,2612.2,1780.3,,,
-35.355,0.50605,3000,603.98,2628.6,1764.7,,,
-34.946,-0.43277,3000,598.68,2641.5,1780.5,,,
-34.844,-12.259,3000,598.68,2654.1,1782,,,
-34.631,-17.993,3000,605.07,2686.5,1779.2,,,
-34.466,-23.193,3000,600.1,2686.3,1788.4,,,
-35.497,-23.132,3000,599.35,2638.4,1761.9,,,
-34.527,-37.878,3000,599.49,2697.8,1785.2,,,
-34.495,-41.197,3000,600.29,2704.9,1784.5,,,
-35.601,-3.935,3000,596.91,2644.1,1759.5,,,
-34.657,-56.546,3000,606.53,2730.9,1770.8,,,
-34.926,-64.456,3000,600.7,2712.1,1769.3,,,
-35.208,-7.306,3000,598.74,2703.4,1762.8,,,
-35.994,-77.524,3000,601.18,2678.4,1737.9,,,
-35.935,-8.152,3000,600.72,2684.2,1739.4,,,
-35.834,-8.516,3000,597.89,2685.3,1745,,,
-35.77,-84.243,3000,599.1,2690.5,1745.4,,,
-35.546,-68.052,3000,597.6,2679.2,1755.8,,,
-35.612,-62.506,3000,598.96,2673.8,1753.2,,,
-35.35,-61.224,3000,604.28,2698.7,1754.3,,,
-35.76,-60.158,3000,599.74,2666.6,1748.6,,,
-35.49,-52.234,3000,599.79,2670.5,1757.1,,,
-35.507,-49.125,2999.9,598.12,2661.9,1759.1,,,
-35.78,-38.195,3000,599.68,2642.2,1751.4,,,
-36.273,-24.319,3000,601.08,2610.6,1738.2,,,
-35.396,-22.207,3000,602.85,2651.2,1760.7,,,
-35.413,-17.034,3000,599.1,2635.2,1765.4,,,
-35.463,-0.25574,3000,594.97,2607.7,1771.2,,,
-35.706,-0.16087,3000,603.28,2618.4,1754.9,,,
-35.558,0.78119,3000,596.08,2596.6,1768.8,,,
-35.401,11.318,3000,602.01,2615.4,1766.7,,,
-35.53,22.845,2999.9,600.32,2594.7,1766.9,,,
-35.227,27.612,3000.1,597.96,2596.4,1778.7,,,
-35.351,35.196,3000,601.03,2592.4,1772.8,,,
-35.622,4.692,2999.9,600.66,2570,1767.5,,,
-35.646,46.924,3000.1,597.41,2560.7,1770.6,,,
-35.631,56.171,3000,601.92,2564.8,1767.3,,,
-35.257,66.452,3000,601.61,2569.5,1779.5,,,
-35.421,66.933,2999.9,600.37,2559.6,1776.5,,,
-35.132,69.435,3000,597.54,2561.3,1788.2,,,
-35.257,76.854,3000,598.86,2553.5,1784.3,,,
-35.607,85.853,3000,600.31,2536.4,1774.3,,,
-35.612,9.298,3000,599.26,2527.6,1776.4,,,
-35.669,96.571,3000,601.48,2528.2,1772.9,,,
-35.521,10.179,3000,599.28,2523.8,1780.3,,,
-35.761,11.471,3000,597.51,2500.3,1777.6,,,
-35.359,11.882,3000,604.22,2528.4,1781.9,,,
-35.494,12.86,3000,596.73,2496.8,1788.1,,,
-35.433,13.484,3000,603.39,2510.8,1783.2,,,
-35.323,14.204,3000,599.14,2498.4,1792.2,,,
-35.695,14.3,3000,598.32,2482.5,1782.8,,,
-35.586,14.891,3000,597.93,2480.8,1787.2,,,
-35.677,16.025,3000,597.53,2468,1786.9,,,
-35.624,16.345,3000,603.64,2482.6,1782.2,,,
-35.289,16.966,3000,603.36,2488.7,1792.7,,,
-35.534,17.29,3000,596,2459.5,1794.5,,,
-35.462,19.091,3000,596.6,2449.9,1798.6,,,
-35.57,19.849,3000,599.45,2447.7,1793.7,,,
-36.024,20.374,3000,598.98,2427.6,1782.4,,,
-35.262,20.727,3000,599.87,2452.6,1803.1,,,
-35.355,21.415,3000,600.05,2444.8,1801.4,,,
-35.557,21.984,3000,598.46,2430,1798.4,,,
-35.644,22.298,3000,597.67,2422.9,1797.3,,,
-35.525,22.725,3000,600.94,2431.8,1797.8,,,
-35.374,24.139,3000,600.05,2424.2,1805.1,,,
-35.648,24.024,3000,603.57,2424.7,1793.8,,,
-35.584,24.637,3000,594.79,2401,1805.8,,,
-35.641,25.889,3000,596.51,2394.3,1804.3,,,
-35.602,26.502,3000,603.39,2407.9,1799.2,,,
-35.315,26.868,3000,599.14,2404.3,1812,,,
-36.145,27.827,3000,596.1,2363.3,1793.9,,,
-35.13,28.478,3000,599.28,2399.1,1819.6,,,
-35.344,29.407,3000,597.29,2380.8,1817.2,,,
-35.728,30.14,3000,602.01,2374.7,1803,,,
-35.176,30.744,3000,601.56,2387,1819.5,,,
-35.334,31.242,3000,594.26,2360.8,1823.7,,,
-35.051,32.643,3000,596.78,2366.1,1831.1,,,
-35.789,32.744,3000,598.81,2346.8,1808.8,,,
-35.791,32.974,3000,597.31,2341.5,1810.6,,,
-35.298,33.211,3000,596.94,2354.6,1824.9,,,
-35.55,34.731,3000,598.34,2339.4,1818.9,,,
-35.601,35.077,3000,597.92,2334.4,1818.5,,,
-35.354,36.016,3000,598.77,2337.7,1825.9,,,
-35.14,37.389,3000,595.48,2327,1837.5,,,
-35.448,37.364,3000,598.99,2325.9,1825.3,,,
-35.535,37.649,3000,596.63,2315.6,1825.8,,,
-35.281,38.759,3000,602.04,2328.8,1829.1,,,
-35.771,38.883,3000,600.45,2308.8,1817.8,,,
-35.984,38.898,3000,596.79,2293.3,1815.6,,,
-35.669,39.569,3000,594.03,2292,1827.9,,,
-35.765,40.505,3000.1,590.75,2274.9,1830.1,,,
-35.256,42.613,3000.1,597.33,2291.8,1840.8,,,
-35.214,42.276,3000,604.56,2312.6,1834.4,,,
-35.079,42.321,3000,600.11,2306,1842.4,,,
-35.291,42.315,3000,598.68,2296,1838,,,
-35.078,42.409,3000,597.57,2299.4,1845.1,,,
