in1,in2,in3,in4,in5,in6,in7,in8,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,
14.242,-10.125,18.336,18.744,273.54,103.38,0.37945,10.754,2.02E+05,558.78,624.73,273.65,685.75,13.509,2669.9,19.847,,,,,,,,
14.15,-10.125,28.051,19.085,273.64,103.76,0.38036,10.697,2.00E+05,555.94,623.56,267.43,704.02,13.565,2881.8,18.954,,,,,,,,
14.058,-10.125,21.111,19.353,273.66,104.13,0.37657,10.731,2.15E+05,557.57,624.42,268.36,699.67,13.53,2763.9,19.452,,,,,,,,
13.968,-10.125,25.361,19.656,273.66,104.48,0.37041,10.779,2.30E+05,559.59,625.5,266.19,695.42,13.482,2615.5,19.955,,,,,,,,
13.877,-10.125,26.009,20,273.72,104.88,0.37111,10.809,2.39E+05,560.09,625.6,265.65,701.13,13.453,2502.7,20.087,,,,,,,,
13.789,-10.125,20.451,20.296,273.55,105.27,0.36783,10.809,2.52E+05,560.48,625.97,265.03,701.87,13.451,2512.1,20.24,,,,,,,,
13.693,-10.125,24.364,20.597,273.92,105.4,0.36366,1.076,2.60E+05,559.27,625.87,259.92,705.3,13.495,2709.7,19.755,,,,,,,,
13.604,-10.125,25.208,20.895,273.93,105.78,0.36079,10.797,2.73E+05,560.59,626.48,259.02,705.46,13.459,2588.2,20.093,,,,,,,,
13.524,-10.125,17.115,21.17,274,105.9,0.3612,10.832,2.86E+05,562.15,627.14,261.39,701.94,13.424,2466.5,20.573,,,,,,,,
13.419,-10.125,26.023,21.457,274.02,106.13,0.36049,10.856,2.93E+05,562.47,627.25,258.59,708.33,13.402,2393.1,20.542,,,,,,,,
13.332,-10.125,22.891,21.781,273.93,106.81,0.35482,10.861,3.10E+05,562.87,627.64,256.67,710.36,13.394,2386.9,20.718,,,,,,,,
13.238,-10.125,1.75,22.059,273.99,107.19,0.35377,1.085,3.21E+05,562.43,627.58,256.02,715.12,13.403,2424.6,20.663,,,,,,,,
13.146,-10.125,22.052,22.358,274.22,107.61,0.35558,10.852,3.25E+05,561.57,627.05,253.8,727.45,13.403,2406.4,20.365,,,,,,,,
13.059,-10.125,22.838,22.678,274.32,107.99,0.34944,10.903,3.44E+05,563.99,628.25,252.79,721.05,13.352,2261.1,20.981,,,,,,,,
12.962,-10.125,10.877,22.945,274.35,108.37,0.34976,10.882,3.58E+05,563.26,628.08,253.76,725.86,13.369,2322.8,20.939,,,,,,,,
12.874,-10.125,26.551,23.259,274.31,108.74,0.34747,10.836,3.59E+05,560.71,627.19,246.15,741.8,13.414,2485,20.138,,,,,,,,
12.784,-10.125,21.735,23.589,274.33,109.12,0.34707,10.873,3.74E+05,562,627.71,247.3,742.73,13.378,2356.5,20.52,,,,,,,,
12.69,-10.125,19.936,23.867,274.39,109.49,0.34538,10.913,3.88E+05,563.43,628.27,247.68,743.16,13.339,2228.5,20.914,,,,,,,,
12.599,-10.125,20.186,24.16,274.63,109.86,0.34323,10.932,4.00E+05,564.11,628.6,246.55,745.22,13.32,2170.7,21.082,,,,,,,,
12.566,-10.125,17.717,24.275,274.57,109.97,0.34372,10.993,4.07E+05,566.38,629.34,249.32,741.05,13.263,1974.5,21.684,,,,,,,,
12.422,-10.125,23.938,24.779,274.73,110.53,0.33749,10.924,4.24E+05,563.75,628.86,241.33,752.67,13.325,2216,21.021,,,,,,,,
12.322,-10.125,19.274,25.206,274.7,110.76,0.33693,10.965,4.42E+05,565.54,629.66,242.54,750.69,13.285,2087.5,21.492,,,,,,,,
12.239,-10.125,1.136,25.429,274.75,110.99,0.33492,10.987,4.60E+05,566.82,630.32,244.17,747.17,13.262,2024.9,21.888,,,,,,,,
12.146,-10.125,18.086,25.699,274.79,111.34,0.33406,1.098,4.65E+05,565.9,629.97,240.73,757.17,13.27,2047.6,21.652,,,,,,,,
12.055,-10.125,19.774,26.002,275.11,111.65,0.329,10.949,4.80E+05,564.94,630.04,236.49,759.46,13.296,2169,21.456,,,,,,,,
11.963,-10.125,16.761,26.314,275.05,111.97,0.32726,1.096,4.96E+05,565.4,630.39,236.2,761.14,13.284,2136,21.635,,,,,,,,
11.875,-10.125,17.055,26.613,275.12,112.28,0.32755,10.988,5.06E+05,566.18,630.59,236.15,765.46,13.258,2041.8,21.844,,,,,,,,
11.779,-10.125,1.634,26.923,275.08,112.67,0.32466,11.049,5.23E+05,568.67,631.56,237.16,762.75,13.2,1857.6,22.506,,,,,,,,
11.688,-10.125,15.007,27.193,275.12,113.05,0.32186,11.062,5.39E+05,569.17,631.91,236.38,764.41,13.186,1825.4,22.698,,,,,,,,
11.602,-10.125,0.64883,27.468,275.15,113.31,0.32014,11.016,5.58E+05,567.47,631.71,235.28,768.45,13.226,1974.3,22.377,,,,,,,,
11.507,-10.125,18.233,27.786,275.15,113.61,0.31918,11.044,5.60E+05,568.02,631.78,231.75,776.11,13.201,1884.9,22.563,,,,,,,,
11.409,-10.125,15.825,28.093,275.16,113.88,0.31893,1.11,5.75E+05,570.25,632.53,234,775.05,13.149,1717.2,23.122,,,,,,,,
11.322,-10.125,12.647,28.36,275.18,114.15,0.31599,11.076,5.92E+05,569.39,632.58,232.13,777.84,13.17,1800,22.992,,,,,,,,
11.23,-10.125,0.94559,28.629,275.15,114.53,0.3155,1.106,6.06E+05,568.42,632.36,231.3,785.28,13.182,1841.9,22.843,,,,,,,,
11.131,-10.125,1.655,29.001,275.15,114.96,0.31405,11.072,6.14E+05,568.3,632.32,227.94,793.88,13.172,1805.5,22.99,,,,,,,,
11.039,-10.125,12.658,29.288,275.11,115.23,0.31143,11.096,6.34E+05,569.49,632.98,228.85,792.08,13.148,1743.6,23.319,,,,,,,,
10.963,-10.125,13.755,29.594,275.44,115.41,0.31194,11.125,6.42E+05,570.59,633.28,229.18,793.66,13.122,1661.3,23.597,,,,,,,,
10.901,-10.125,12.948,29.821,275.45,115.5,0.3102,11.139,6.54E+05,571.44,633.77,229.17,791.67,13.107,1629.8,23.833,,,,,,,,
10.906,-10.125,12.925,29.926,275.46,115.53,0.31404,11.105,6.48E+05,569.49,632.93,228.08,800.96,13.14,1710.1,23.403,,,,,,,,
10.905,-10.125,13.581,29.953,275.57,115.53,0.31186,11.158,6.53E+05,572.11,633.86,230.23,792,13.09,1573,23.993,,,,,,,,
10.909,-10.125,0.73051,29.946,275.46,115.53,0.30819,11.126,6.66E+05,571.34,634.08,229.49,787.05,13.117,1677,23.785,,,,,,,,
10.922,-10.125,0.68268,29.884,275.5,115.47,0.30921,11.114,6.63E+05,570.8,633.84,229.44,788.37,13.128,1706.5,23.629,,,,,,,,
11.087,-10.125,18.328,29.383,275.48,115.09,0.31405,11.027,6.21E+05,566.32,631.85,223.88,800.59,13.213,1945.5,22.632,,,,,,,,
11.283,-10.125,1.486,28.716,275.08,114.34,0.31135,11.062,6.08E+05,569.14,633.01,228.56,776.32,13.18,1859.4,23.063,,,,,,,,
11.465,-10.125,15.782,28.111,275.1,113.66,0.31771,10.986,5.73E+05,565.84,631.51,228.49,779.54,13.254,2079.6,22.122,,,,,,,,
11.641,-10.125,1.636,27.515,275.11,113.07,0.31948,11.061,5.51E+05,569.51,632.38,234.35,762.1,13.187,1844.7,22.805,,,,,,,,
11.75,-10.125,16.181,27.057,274.88,112.7,0.32021,10.975,5.34E+05,566.06,631.25,232.53,764.76,13.267,2113.3,21.976,,,,,,,,
11.995,-10.125,17.086,26.288,275.13,111.81,0.32639,10.971,4.96E+05,566.23,630.77,236.53,755.19,13.273,2110.7,21.798,,,,,,,,
12.163,-10.125,12.717,25.618,274.91,111.04,0.3337,10.906,4.65E+05,563.57,629.48,239.43,756.09,13.337,2298,21.098,,,,,,,,
12.359,-10.125,19.039,24.992,274.75,110.66,0.33681,10.898,4.35E+05,562.87,628.77,240.62,755.14,13.347,2305.9,20.861,,,,,,,,
12.543,-10.125,21.113,24.305,274.62,110.06,0.3409,10.938,4.08E+05,564.4,628.83,245.39,745.88,13.313,2159.8,21.171,,,,,,,,
12.726,-10.125,20.658,23.805,274.53,109.29,0.34094,10.909,3.91E+05,564.21,628.91,246.72,732.85,13.341,2266.2,21.084,,,,,,,,
12.918,-10.125,21.087,23.169,274.34,108.53,0.34886,10.931,3.61E+05,564.66,628.52,252.05,727.51,13.325,2167.4,21.172,,,,,,,,
13.099,-10.125,21.609,22.602,274.39,107.78,0.35521,10.848,3.32E+05,561.45,627.08,252.65,729.73,13.405,2420.3,20.3,,,,,,,,
13.271,-10.125,21.765,22.033,273.98,107.06,0.35166,10.881,3.22E+05,563.89,628.22,255.89,708.18,13.374,2335.5,20.985,,,,,,,,
13.458,-10.125,13.441,21.289,274.02,106.4,0.35994,10.807,2.91E+05,560.9,626.66,260.21,710.14,13.446,2544.7,20.321,,,,,,,,
13.623,-10.125,27.048,20.742,273.95,105.77,0.36148,10.772,2.66E+05,559.4,625.91,258.27,709.69,13.483,2672.7,19.783,,,,,,,,
13.628,-10.125,2.429,20.708,273.96,105.75,0.36,10.779,2.69E+05,560.02,626.25,259.1,705.18,13.475,2651.7,19.984,,,,,,,,
13.634,-10.125,24.236,20.706,274.01,105.75,0.35932,10.802,2.71E+05,560.95,626.61,259.79,701.74,13.454,2575.6,20.23,,,,,,,,
13.624,-10.125,23.941,20.703,273.95,105.72,0.35911,10.772,2.70E+05,559.93,626.3,258.77,704.23,13.482,2683.2,19.96,,,,,,,,
13.631,-10.125,23.278,20.679,274.03,105.73,0.35921,10.789,2.70E+05,560.56,626.5,259.65,702.17,13.466,2620.9,20.136,,,,,,,,
13.624,-10.125,23.586,20.675,274.03,105.78,0.35918,10.749,2.68E+05,559,625.94,258.04,707.13,13.504,2765.6,19.72,,,,,,,,
13.626,-10.125,17.154,20.684,274,105.75,0.35916,10.794,2.73E+05,561,626.71,261.4,699.3,13.46,2600,20.328,,,,,,,,
13.622,-10.125,25.949,20.696,274.01,105.81,0.36026,10.777,2.67E+05,559.73,626.07,258.59,707.64,13.478,2657.8,19.894,,,,,,,,
13.638,-10.125,24.705,20.717,273.93,105.76,0.35979,10.806,2.70E+05,560.99,626.6,259.92,702.41,13.45,2557.3,20.248,,,,,,,,
13.63,-10.125,13.748,20.692,274.07,105.74,0.36016,1.082,2.75E+05,562.01,627.01,263.42,696.09,13.435,2506.5,20.624,,,,,,,,
13.602,-10.125,29.523,20.645,274.22,105.39,0.36666,10.819,2.62E+05,560.61,626.09,261.08,707.97,13.441,2495.7,20.073,,,,,,,,
13.573,-10.122,31.088,20.474,274.51,104.81,0.36944,10.774,2.55E+05,559.25,625.55,260.57,709.21,13.484,2657.3,19.642,,,,,,,,
13.535,-97.614,32.282,20.357,274.95,104.39,0.37732,1.077,2.19E+05,552.2,620.52,258.91,748.33,13.479,2687.8,19.097,,,,,,,,
13.503,-97.493,35.755,20.202,275,103.68,0.3756,10.766,2.20E+05,552.89,621.03,258.58,739.03,13.483,2735,19.207,,,,,,,,
13.475,-9.75,26.203,19.995,275.27,103.29,0.38316,10.809,2.19E+05,553.36,621.03,265.34,736.23,13.442,2552.7,19.676,,,,,,,,
13.441,-9.75,45.139,19.865,275.66,102.78,0.39379,10.738,1.97E+05,549.77,618.76,260.77,759.7,13.516,2773,18.389,,,,,,,,
13.424,-9.75,45.635,19.719,276.07,102.18,0.39195,10.798,2.04E+05,552.12,620.15,263.38,741.86,13.458,2587.7,19.068,,,,,,,,
13.381,-93.906,47.472,19.55,276.52,101.79,0.39929,10.727,1.71E+05,543.83,614.26,259.2,789.17,13.518,2861.3,18.029,,,,,,,,
13.356,-93.742,50.196,19.431,276.86,101.32,0.40787,1.081,1.71E+05,544.29,614.2,263.92,788.91,13.441,2535,18.506,,,,,,,,
13.312,-9.375,45.795,19.245,277.32,101.01,0.40617,10.787,1.73E+05,544.24,614.41,264.7,783.03,13.46,2633.5,18.525,,,,,,,,
13.277,-9.375,59.147,19.108,277.72,100.56,0.41298,10.725,1.58E+05,542.56,612.74,261.01,798.24,13.524,2841.2,17.676,,,,,,,,
13.253,-91.217,60.032,18.945,278.08,100.05,0.41748,1.07,1.43E+05,538.09,609.19,259.37,824.74,13.542,2955.7,17.296,,,,,,,,
13.214,-89.983,62.539,18.798,278.46,99.822,0.4222,10.762,1.39E+05,536.8,607.86,261.27,835.59,13.482,2724.4,17.563,,,,,,,,
13.365,-89.999,62.447,18.378,278.47,99.259,0.42261,1.076,1.36E+05,537.07,608.1,263.33,823.61,13.484,2736,17.632,,,,,,,,
13.572,-9,61.663,17.75,278,98.819,0.42656,10.657,1.20E+05,534.84,606.37,263.46,830.12,13.588,3106.3,16.847,,,,,,,,
13.625,-9,61.018,17.473,277.87,98.621,0.42914,1.065,1.16E+05,534.43,605.97,265.15,831.01,13.596,3117.1,16.777,,,,,,,,
13.97,-9,64.115,16.653,277.57,97.618,0.43071,10.741,1.13E+05,536.23,607.32,271.49,800.97,13.51,2769.2,17.503,,,,,,,,
14.234,-9,61.547,15.996,277.14,97.072,0.4345,10.651,1.01E+05,534.91,605.97,272.7,801.63,13.601,3091.2,16.856,,,,,,,,
14.419,-91.204,59.654,15.409,277.01,96.643,0.43271,1.06,1.00E+05,536.9,607.26,274.4,781.82,13.656,3317,16.682,,,,,,,,
14.64,-93.745,5.93,14.763,276.66,95.982,0.43981,10.619,97201,540.4,609.92,282.05,752.12,13.647,3154,16.942,,,,,,,,
14.868,-93.753,47.131,14.177,276.3,95.27,0.43904,1.055,95962,542.7,610.5,284.01,736.99,13.717,3507.5,16.765,,,,,,,,
15.082,-9.375,62.652,13.568,275.79,94.582,0.44238,10.553,90193,541.48,609.72,283.26,734.45,13.718,3464.4,16.547,,,,,,,,
15.309,-9.375,60.285,12.965,275.52,94.156,0.44382,10.472,87959,542.61,608.82,282,732.71,13.804,3916.8,15.956,,,,,,,,
15.507,-9.375,58.902,12.368,275.45,93.499,0.44769,10.523,82204,543.44,609.78,285.66,718.88,13.754,3598.2,16.385,,,,,,,,
15.751,-9.375,57.951,11.7,275.42,93.099,0.44832,10.495,79334,544.76,609.84,283.93,711.04,13.785,3754.9,16.194,,,,,,,,
15.963,-9.375,57.433,11.116,275.03,92.429,0.4515,1.045,79313,545.75,609.53,281.12,705.71,13.833,4013.2,15.876,,,,,,,,
16.151,-9.375,49.371,10.379,274.76,91.801,0.45222,10.478,77565,548.66,611.47,278.39,688.15,13.807,3849.2,16.32,,,,,,,,
16.369,-9.375,58.351,98.567,274.32,91.622,0.45508,10.381,78503,546.6,608.7,273.07,699.34,13.905,4453.2,15.3,,,,,,,,
16.545,-9.375,56.896,93.999,274.15,90.896,0.45954,10.398,75246,546.92,609.46,272.62,688.55,13.892,4309.6,15.486,,,,,,,,
16.762,-9.375,55.611,8.826,273.98,90.521,0.46037,10.342,77792,547.31,609.1,265.37,684.45,13.944,4709.8,15.067,,,,,,,,
17.005,-96.283,46.188,81.412,273.57,89.886,0.47191,10.389,62010,550.95,612.63,269.32,654.27,13.914,4255.4,15.576,,,,,,,,
17.222,-97.517,55.645,75.682,273.14,89.187,0.46574,10.328,76321,552.51,614.63,262.64,632.13,13.971,4732,15.335,,,,,,,,
17.439,-97.501,5.594,70.102,272.94,88.67,0.47099,10.293,72542,551.26,613.8,259.31,630.95,14.002,4960.2,14.973,,,,,,,,
17.657,-9.75,54.031,63.653,272.61,88.28,0.47204,10.329,68615,551.91,615.03,258.12,617.89,13.977,4671.2,15.343,,,,,,,,
17.873,-9.75,53.749,57.897,272.35,87.645,0.47386,10.311,69512,551.92,615.53,254.08,608.4,13.994,4801.3,15.267,,,,,,,,
18.093,-9.75,52.471,51.605,272.02,87.457,0.47381,10.189,73855,551.06,613.65,243.13,618.58,14.066,5800,14.288,,,,,,,,
18.292,-9.75,52.656,45.667,271.68,86.673,0.47733,10.237,70262,551.34,615.3,244.03,599.2,14.048,5364.8,14.757,,,,,,,,
18.522,-9.75,51.929,3.925,271.52,86.353,0.48032,10.243,64280,551.01,615.44,242.25,592.03,14.048,5286.1,14.776,,,,,,,,
18.731,-9.75,41.887,33.232,271.13,85.596,0.48295,10.139,69002,552.44,615.74,230.81,594.52,14.093,6184.4,14.129,,,,,,,,
18.958,-9.75,64.808,27.441,270.98,85.112,0.48449,10.168,64848,546.87,613.86,236.15,592.5,14.09,5851.7,14.19,,,,,,,,
19.157,-9.75,54.542,21.284,270.98,84.474,0.49054,10.224,57371,549.11,616.2,235.59,568.43,14.07,5357.8,14.671,,,,,,,,
19.378,-9.75,51.291,15.263,270.6,83.732,0.49464,10.188,57119,549.28,616.47,230.75,562.34,14.091,5637,14.465,,,,,,,,
19.592,-99.808,5.18,0.5052,270.37,83.348,0.49212,10.118,61631,553.56,619.22,223.74,548.29,14.118,6230.7,14.209,,,,,,,,
19.813,-10.127,50.472,-0.00325,270.09,82.772,0.49732,10.011,68272,554.38,619.19,218.09,573.26,14.139,7165.1,13.35,,,,,,,,
19.99,-10.125,49.491,-0.01007,270,82.419,0.50251,10.101,56437,554.69,620.85,224.62,531.07,14.135,6278.5,14.085,,,,,,,,
19.975,-10.125,49.806,-0.00731,270.05,82.45,0.50087,10.079,59350,554.81,620.71,222.77,537.56,14.137,6488.5,13.934,,,,,,,,
19.878,-10.125,40.087,-0.01907,270.24,82.125,0.49883,0.99558,84461,557.31,621.23,211.45,589.37,14.14,7729.2,12.945,,,,,,,,
19.763,-99.747,58.661,-0.00878,270.65,81.934,0.50414,0.99989,74341,548.88,616.48,218.4,584.08,14.138,7260.8,13.209,,,,,,,,
19.649,-97.496,60.759,-0.00451,270.93,81.663,0.50846,0.9994,76519,543.91,613.03,217.02,603.35,14.132,7319.4,13,,,,,,,,
19.546,-97.498,51.504,0.00532,271.32,81.273,0.51016,0.99562,89545,546.32,614.58,212.09,612.07,14.131,7722.2,12.758,,,,,,,,
19.431,-9.75,66.828,0.00422,271.75,80.973,0.50739,10.031,81493,544.38,615.18,218.39,579.61,14.131,6984.2,13.501,,,,,,,,
19.315,-95.997,6.948,0.00747,272.1,80.785,0.5152,10.007,82753,539.56,611.37,218.33,607.13,14.129,7193.2,13.071,,,,,,,,
19.208,-93.746,60.665,0.00064,272.74,80.57,0.51664,10.119,71064,538.53,612.68,219.57,593.8,14.11,6177.5,13.702,,,,,,,,
19.09,-93.748,75.887,0.00349,273.17,79.914,0.52154,1.008,78971,534.83,610.52,221.69,606.64,14.118,6487.3,13.454,,,,,,,,
18.992,-9.375,78.703,-0.01924,273.4,79.871,0.5274,10.096,73731,532.7,609.52,225.32,614.97,14.118,6295.5,13.406,,,,,,,,
18.945,-9.375,78.489,-0.0113,273.74,79.837,0.52641,10.094,75572,533.25,609.98,224.36,613.82,14.117,6329.4,13.421,,,,,,,,
18.759,-90.689,71.345,-0.00295,274.59,79.447,0.52726,10.049,91424,530.93,607.3,215.1,640.89,14.11,6829.5,12.995,,,,,,,,
18.653,-89.985,90.488,0.00364,274.93,79.159,0.53484,10.073,85766,525.29,603.68,223,661.18,14.108,6530.6,12.901,,,,,,,,
18.547,-9,88.934,0.00509,275.51,79.023,0.53492,0.9942,1.21E+05,525.99,601.38,214.08,685.95,14.112,7881.7,12.125,,,,,,,,
18.428,-9,91.789,0.00394,275.65,78.727,0.53923,10.043,95064,525.22,603.32,221.91,669.39,14.112,6804.5,12.714,,,,,,,,
18.312,-89.388,94.458,0.00996,276.21,78.383,0.54239,10.022,1.04E+05,524.01,602.13,220.75,679.61,14.111,7020.3,12.523,,,,,,,,
18.199,-86.282,89.118,-0.00494,276.64,78.316,0.54138,10.083,98064,520.9,600.87,218.41,698.14,14.091,6486.2,12.749,,,,,,,,
18.091,-86.246,10.213,0.00432,277.1,78.008,0.55097,1.008,96917,517.29,598.12,224.69,714.33,14.095,6434.7,12.487,,,,,,,,
17.98,-8.625,10.507,-0.00111,277.78,77.709,0.55273,1.012,93749,516.94,599.28,227.5,711.7,14.084,6060.4,12.768,,,,,,,,
17.869,-85.638,10.691,-0.00718,278.09,77.37,0.5571,0.99404,1.42E+05,515.9,594.17,217.22,741.37,14.103,7861.2,11.569,,,,,,,,
17.756,-82.532,10.971,-0.00174,278.49,77.234,0.55899,10.031,1.19E+05,511.83,592.26,220.14,761.13,14.089,6938.2,11.872,,,,,,,,
17.655,-82.496,11.295,-0.00371,278.98,76.883,0.5589,10.035,1.24E+05,512.54,592.97,220.14,758.37,14.085,6916.3,11.969,,,,,,,,
17.541,-8.25,11.542,-0.00814,279.59,76.615,0.56026,10.013,1.34E+05,512.71,592.82,219,760.7,14.087,7141.9,11.866,,,,,,,,
17.42,-8.25,10.808,0.01128,280.03,76.499,0.56431,10.037,1.29E+05,512.45,593.89,219.46,764.19,14.084,6880,12.009,,,,,,,,
17.333,-80.709,12.087,0.01055,280.2,76.183,0.56911,10.072,1.24E+05,508.66,590.72,224.78,783.86,14.071,6516.6,11.973,,,,,,,,
17.195,-78.741,12.579,0.00065,280.98,75.782,0.57214,1.013,1.22E+05,505.85,589.6,227.72,798.74,14.044,5993.1,12.22,,,,,,,,
17.096,-78.748,11.089,17.223,281.25,75.629,0.57549,10.068,1.37E+05,507.31,589.39,228.41,801.87,14.068,6581.9,11.892,,,,,,,,
16.977,-7.875,13.298,20.044,281.36,75.376,0.5764,1.005,1.40E+05,506.9,586.66,236.79,802.92,14.071,6736.1,11.649,,,,,,,,
16.857,-76.959,13.555,20.454,281.95,75.044,0.57715,0.99916,1.62E+05,504.97,583.63,231.35,823,14.073,7367.6,11.235,,,,,,,,
16.75,-74.991,13.737,21.537,282.24,74.969,0.58129,1.005,1.52E+05,502.08,581.64,236.67,844.61,14.057,6761.8,11.379,,,,,,,,
16.645,-74.998,13.931,22.132,282.59,74.783,0.5913,0.99729,1.69E+05,498.74,577.99,236.26,863.58,14.075,7493.3,10.716,,,,,,,,
16.538,-7.5,12.836,22.257,282.98,74.625,0.5869,10.054,1.57E+05,502.07,582.74,235.12,855.6,14.055,6711.7,11.415,,,,,,,,
16.418,-7.5,14.754,24.041,283.58,73.964,0.58704,1.003,1.69E+05,502.56,581.51,240.76,843.06,14.054,6967.1,11.323,,,,,,,,
16.304,-71.459,15.038,24.663,284.17,73.722,0.5919,0.98847,2.24E+05,495.75,572.87,229.95,894.71,14.053,8618,10.196,,,,,,,,
16.199,-71.241,15.222,2.502,284.47,73.5,0.5889,0.99467,2.07E+05,497.93,575.26,233.33,885.21,14.052,7916.4,10.661,,,,,,,,
16.094,-7.125,15.507,26.268,284.87,73.169,0.59316,0.99217,2.20E+05,497.05,574.25,234.61,889.07,14.052,8187.9,10.481,,,,,,,,
15.966,-7.125,15.784,26.822,285.45,72.973,0.59406,0.98869,2.40E+05,496.89,573.62,233.27,892.05,14.047,8620.8,10.308,,,,,,,,
15.856,-67.709,14.808,2.676,285.74,72.763,0.5919,0.97953,3.09E+05,493.59,569.07,217.82,945.12,13.996,9977.6,97.142,,,,,,,,
15.756,-67.491,16.681,28.028,285.97,72.46,0.59384,0.98223,2.93E+05,492.7,567.48,228.47,930.01,14.007,9581.4,98.601,,,,,,,,
15.637,-6.75,16.782,29.154,286.35,72.044,0.59254,0.97933,3.31E+05,493.89,568.06,225.91,931.51,13.985,10054,98.155,,,,,,,,
15.537,-6.75,16.387,30.132,286.99,71.878,0.60065,0.97874,3.31E+05,492.02,567.28,227.68,945.33,13.982,10124,96.156,,,,,,,,
15.414,-65.709,17.287,29.916,287.46,71.626,0.59781,0.98105,3.25E+05,491.36,566.01,228.82,945.41,13.988,9817.1,9.784,,,,,,,,
15.305,-63.741,17.787,31.615,287.87,71.285,0.60007,0.97843,3.53E+05,488.59,562.6,227.86,966.64,13.959,10286,95.721,,,,,,,,
15.2,-63.748,17.152,31.284,288.47,71.129,0.60072,0.9781,3.64E+05,489.36,563.87,225.49,974.09,13.958,10342,95.416,,,,,,,,
15.091,-6.375,18.726,32.228,289.05,70.876,0.59607,0.9761,4.04E+05,490.27,563.63,225.81,956.56,13.931,10747,96.687,,,,,,,,
14.981,-6.375,17.397,32.485,289.54,70.535,0.60031,0.97458,4.30E+05,490.61,564.8,222.8,975.99,13.919,11005,9.481,,,,,,,,
14.861,-60.274,19.025,33.585,290.01,70.349,0.60287,0.96922,4.93E+05,484.39,556.96,221.49,1022.3,13.831,12221,90.647,,,,,,,,
14.765,-5.999,19.297,34.361,290.24,70.125,0.6049,0.97294,4.48E+05,484.54,557.53,223.78,1005.4,13.877,11451,92.494,,,,,,,,
14.7,-6,19.13,34.883,290.52,69.894,0.60064,0.96981,5.14E+05,486.23,558.56,220.11,1013.3,13.836,12118,92.263,,,,,,,,
14.53,-6,19.194,35.608,291.25,69.458,0.60728,0.97047,5.11E+05,485.49,558.6,222.24,1013.3,13.842,11992,91.587,,,,,,,,
14.402,-56.696,20.209,36.309,291.43,69.315,0.60798,0.97057,5.03E+05,481.36,553.47,219.18,1037.2,13.828,12074,90.785,,,,,,,,
14.307,-56.237,20.364,37.583,291.98,69.259,0.60943,0.96729,5.49E+05,480.12,551.83,217.78,1060.1,13.778,12855,88.711,,,,,,,,
14.198,-5.625,20.493,37.962,292.4,69.036,0.61241,0.96887,5.30E+05,480.09,552.25,218.76,1051.6,13.8,12501,89.123,,,,,,,,
14.083,-5.625,20.32,38.403,292.85,68.693,0.60926,0.96573,6.11E+05,481.77,553.39,216.03,1062.6,13.752,13244,88.788,,,,,,,,
13.966,-55.046,21.393,3.947,293.26,68.533,0.6117,0.96379,6.40E+05,479.17,550.17,213.56,1083.6,13.712,13814,87.523,,,,,,,,
13.861,-52.505,21.536,40.041,293.89,68.252,0.61514,0.95799,7.49E+05,474.88,545.09,209.58,1160.8,13.608,15445,83.044,,,,,,,,
13.751,-52.497,21.587,40.674,294.27,67.944,0.61696,0.95784,7.67E+05,475.17,545.53,209.37,1159.1,13.604,15504,8.297,,,,,,,,
13.636,-5.25,21.647,41.113,294.73,67.722,0.61757,0.95229,9.08E+05,474.85,544.44,207.47,1221.6,13.512,17086,80.446,,,,,,,,
13.53,-51.598,22.544,4.209,295.09,67.13,0.61782,0.95482,8.91E+05,474.93,544.67,204.63,1191.8,13.543,16436,82.603,,,,,,,,
13.422,-48.766,22.701,42.788,295.55,66.818,0.62205,0.9571,8.28E+05,471.4,541.46,202.41,1192.9,13.57,15901,81.882,,,,,,,,
13.303,-48.747,22.136,43.262,296.14,66.687,0.61962,0.9557,8.84E+05,472.95,542.82,202.02,1199.2,13.548,16271,81.701,,,,,,,,
13.256,-4.875,23.446,4.402,296.32,66.378,0.61834,0.95798,8.64E+05,473.5,543.44,198.78,1171.6,13.577,15691,84.357,,,,,,,,
13.087,-4.875,23.638,45.245,297.16,66.027,0.62245,0.95405,9.70E+05,472.61,542.36,197.82,1224.5,13.511,16842,81.899,,,,,,,,
12.968,-46.442,23.9,45.941,297.53,65.999,0.62267,0.95539,9.23E+05,470.28,539.71,194.84,1234,13.525,16532,81.714,,,,,,,,
12.861,-44.985,24.189,46.654,297.91,66,0.62181,0.94782,1.11E+06,467.81,535.45,190.8,1379.8,13.4,18781,77.899,,,,,,,,
12.749,-44.999,24.474,47.317,298.46,65.66,0.62673,0.95032,1.05E+06,467.41,536.03,191.24,1340.4,13.437,18088,78.359,,,,,,,,
12.635,-4.5,23.417,47.787,298.86,65.27,0.62571,0.94408,1.26E+06,468.65,536.44,191.31,1415,13.342,19928,75.698,,,,,,,,
12.524,-42.692,25.059,49.112,299.04,65.249,0.62033,0.94048,1.38E+06,466.36,531.87,182.79,1552.1,13.274,21120,75.477,,,,,,,,
12.411,-41.235,25.545,50.076,299.43,65.11,0.62581,0.94037,1.35E+06,463.18,528.73,181.19,1594.7,13.269,21237,73.858,,,,,,,,
12.304,-41.249,25.753,50.638,299.98,64.889,0.6246,0.93728,1.48E+06,463.67,528.59,179.33,1654.5,13.221,22218,73.139,,,,,,,,
