in1,in2,in3,in4,in5,in6,in7,in8,out1,out2,out3,out4,out5,out6,out7,out8,,,,,,,,
24.189,-18.001,10.883,12.919,278.06,93.25,0.6288,10.536,2.89E+05,654.73,703.11,597.03,159.12,14.052,1527.8,17.622,,,,,,,,
24.309,-18,93.886,13.129,278.59,93.521,0.63432,10.543,2.96E+05,655.77,704.13,610.62,166.26,14.049,1485.3,17.871,,,,,,,,
24.254,-18,10.909,13.027,278.63,93.321,0.63054,10.467,2.73E+05,654.61,701.16,591.15,166.3,14.133,1778.2,17.08,,,,,,,,
24.173,-17.646,10.582,12.79,278.26,93.138,0.63153,1.056,2.70E+05,648.05,698.68,583.9,170.32,14.023,1472.7,17.485,,,,,,,,
24.124,-17.624,10.101,12.453,278.24,92.68,0.63105,10.579,2.73E+05,648.03,700.23,587.85,168.47,14.002,1426.7,17.897,,,,,,,,
23.999,-17.277,10.418,12.186,277.89,92.356,0.62611,10.532,2.39E+05,641.98,694.65,562.4,180.99,14.052,1626.7,17.351,,,,,,,,
23.905,-17.249,10.293,11.925,277.85,92.216,0.62787,10.465,2.23E+05,641.11,692.71,556.85,193.29,14.129,1884.5,16.864,,,,,,,,
23.823,-17.071,99.962,11.694,277.5,91.93,0.61736,10.425,2.05E+05,639.55,691.17,539.88,196.96,14.166,2139.1,16.863,,,,,,,,
23.744,-16.874,9.872,11.405,277.44,91.606,0.61668,10.465,2.00E+05,636.29,689.84,534.71,197.49,14.12,1984.3,17.107,,,,,,,,
23.653,-16.875,97.569,11.123,277.13,91.196,0.61979,10.449,1.99E+05,635.8,689.55,535.03,203.19,14.138,2047,17.006,,,,,,,,
23.567,-16.535,96.928,10.885,277.1,91.005,0.61292,10.455,1.79E+05,630.73,685.77,516.15,208.57,14.122,2087.3,17.015,,,,,,,,
23.477,-16.499,95.231,10.603,276.79,90.75,0.61675,10.444,1.76E+05,629.33,684.69,515.8,216.99,14.133,2125.8,16.865,,,,,,,,
23.403,-16.35,93.913,10.369,276.68,90.419,0.61098,10.444,1.68E+05,627.85,683.57,505.32,216.62,14.127,2175.7,17.012,,,,,,,,
23.309,-16.125,82.674,10.103,276.38,90.269,0.60631,10.407,1.53E+05,626.78,681.08,489.52,230.68,14.153,2415.8,16.913,,,,,,,,
23.223,-15.974,93.119,98.117,276.36,89.917,0.60916,10.408,1.43E+05,621.03,677.78,483.72,236.3,14.152,2407,16.582,,,,,,,,
23.128,-15.75,92.343,95.206,275.74,89.799,0.60619,10.405,1.31E+05,616.99,674.4,473.16,246.68,14.148,2455.9,16.442,,,,,,,,
23.049,-15.75,90.194,9.295,275.81,89.375,0.58686,10.333,1.22E+05,621.76,676.28,451.17,239.43,14.205,3003,16.602,,,,,,,,
22.965,-15.402,88.511,89.885,275.66,89.214,0.5897,10.421,1.16E+05,614.94,671.92,450.1,241.47,14.115,2519.7,16.928,,,,,,,,
22.882,-15.374,86.883,87.157,275.4,88.898,0.59009,10.397,1.13E+05,614.56,671.28,445.19,247.2,14.137,2654,16.798,,,,,,,,
22.791,-15.225,86.085,84.201,275.29,88.673,0.58455,10.385,1.05E+05,613.13,669.67,434.26,250.35,14.141,2773.5,16.787,,,,,,,,
22.698,-15,85.434,81.506,274.98,88.288,0.58781,10.392,98831,608.08,666.02,428.71,262.91,14.129,2740.3,16.631,,,,,,,,
22.617,-14.821,7.28,78.541,274.88,88.202,0.58291,1.036,92536,609.52,665.02,413.56,273.69,14.15,2989.6,16.592,,,,,,,,
22.522,-14.624,8.484,76.389,274.59,87.844,0.5818,10.317,83449,602.65,660.95,404.03,289.17,14.188,3281.3,15.992,,,,,,,,
22.449,-14.625,82.752,73.521,274.47,87.572,0.58775,10.375,86532,601.04,660.45,411.1,284.71,14.135,2891,16.341,,,,,,,,
22.362,-14.277,80.656,71.254,274.27,87.198,0.58051,10.354,76453,597.24,657.1,393.76,296.7,14.143,3104,16.19,,,,,,,,
22.27,-14.249,79.739,68.466,274.21,87.038,0.57438,10.329,75654,598.61,657.56,384.89,296.27,14.163,3311.3,16.178,,,,,,,,
22.186,-14.1,78.274,65.729,273.9,86.778,0.57648,10.351,73145,595.17,655.33,382.68,303.08,14.139,3178.3,16.211,,,,,,,,
22.099,-13.875,77.072,63.149,273.84,86.453,0.57041,10.278,68346,593.66,653.56,364.66,320.76,14.197,3736.1,15.731,,,,,,,,
22.01,-13.724,75.545,59.945,273.57,86.302,0.56606,10.236,66455,592.47,652.07,353.16,335.66,14.223,4088.2,15.437,,,,,,,,
21.922,-13.5,6.666,57.238,273.56,85.951,0.56427,10.334,63292,591.32,651.33,351.79,322.64,14.133,3458,16.214,,,,,,,,
21.834,-13.5,74.954,55.016,273.26,85.661,0.55782,10.249,63445,590.72,651.11,341.72,333.22,14.204,4087.2,15.652,,,,,,,,
21.752,-13.152,74.477,52.016,273.16,85.333,0.55771,10.242,57344,584.64,646.98,332.45,352.32,14.201,4189.9,15.383,,,,,,,,
21.658,-13.124,72.286,49.306,272.94,85.224,0.55659,10.247,58026,584.78,647.02,329.78,352.57,14.195,4173.2,15.443,,,,,,,,
21.579,-12.975,5.901,46.597,272.87,84.91,0.55589,10.246,58336,586.74,647.77,321.02,356.74,14.189,4222.3,15.614,,,,,,,,
21.492,-12.75,72.923,44.073,272.47,84.619,0.55146,10.235,52642,579.23,643.27,316.99,370.12,14.193,4353.8,15.242,,,,,,,,
21.402,-12.599,69.318,41.357,272.35,84.285,0.54953,10.239,51369,578.29,642.66,311.21,373.63,14.184,4361.4,15.31,,,,,,,,
21.319,-12.375,57.409,38.668,272.03,84.09,0.54519,10.233,50558,579.44,642.46,300.59,382,14.178,4488.2,15.384,,,,,,,,
21.226,-12.375,68.699,36.108,272.03,83.811,0.54123,10.162,49214,577.46,641.16,295.16,397.64,14.216,5065.3,14.834,,,,,,,,
21.14,-12.035,65.583,33.847,271.62,83.574,0.53717,1.021,45480,573.04,638.3,289.98,400.42,14.18,4762.3,15.068,,,,,,,,
21.063,-11.999,63.162,30.825,271.68,83.11,0.53562,10.227,46035,574.05,639.36,286.89,392.67,14.169,4662.3,15.323,,,,,,,,
20.976,-11.88,61.796,28.225,271.33,82.977,0.5321,10.188,45779,573.37,638.33,279.6,406.28,14.184,5015.3,15.051,,,,,,,,
20.882,-11.625,6.051,25.851,271.22,82.698,0.53198,10.198,44054,569.41,635.66,275.02,418.34,14.172,4974.9,15.004,,,,,,,,
20.805,-11.474,46.004,22.616,271.22,82.439,0.53029,10.179,46006,572.62,636.75,265.03,424.82,14.174,5191,15.033,,,,,,,,
20.715,-11.25,6.299,20.298,270.93,82.265,0.52282,1.017,43819,564.88,632.12,262.09,440.02,14.169,5323.3,14.791,,,,,,,,
20.624,-11.25,58.293,16.952,270.89,81.917,0.5266,10.182,44843,565.59,632.84,261.11,437.33,14.165,5216.4,14.911,,,,,,,,
20.546,-10.91,56.061,14.305,270.51,81.666,0.52163,1.015,46903,561.91,629.58,250.87,461.19,14.164,5573.2,14.639,,,,,,,,
20.459,-10.874,55.294,11.993,270.53,81.328,0.51852,10.171,48968,562.82,630.51,248.58,452.9,14.153,5438.3,14.939,,,,,,,,
20.371,-10.725,42.927,0.91334,270.57,81.18,0.51617,10.124,54742,565.31,630.93,237.97,466.74,14.161,5902.1,14.676,,,,,,,,
20.28,-10.5,57.475,0.10329,270.4,80.732,0.51486,1.01,59868,557.22,626.03,233.22,489.61,14.157,6137.7,14.404,,,,,,,,
20.192,-10.349,55.406,0.01838,270.13,80.54,0.50562,10.064,74561,557.78,625.75,224.57,502.11,14.153,6568.2,14.33,,,,,,,,
20.109,-10.125,51.942,0.0229,270.08,80.245,0.50438,10.152,69859,556.26,625.32,225.4,488.79,14.126,5834.1,15.018,,,,,,,,
20.022,-10.125,50.171,-0.00424,270,80.078,0.49978,1.01,84006,557.88,626.11,219.7,495,14.136,6333.4,14.798,,,,,,,,
19.994,-10.125,49.406,0.00091,270,79.821,0.50112,10.053,93634,557.66,625.85,216.85,507.53,14.144,6760.2,14.447,,,,,,,,
20.067,-10.125,49.473,0.00444,270.06,80.104,0.49907,10.081,86662,558.19,626.11,218.16,498.81,14.139,6504.7,14.642,,,,,,,,
20.196,-10.444,34.949,0.0114,270.19,80.419,0.50073,1.007,81290,567.88,631.77,218.47,477.61,14.153,6560.4,14.634,,,,,,,,
20.341,-10.501,50.226,0.00195,270.54,80.861,0.50089,10.038,79367,563.27,628.77,221.64,497.14,14.158,6813.9,14.195,,,,,,,,
20.478,-10.59,49.519,0.00629,270.89,81.201,0.50442,10.091,63378,564.73,629.77,227.31,473.78,14.157,6275.3,14.502,,,,,,,,
20.614,-10.873,48.365,0.0063,270.98,81.61,0.5091,10.085,57319,568.54,632.04,232.47,464.13,14.169,6249.9,14.404,,,,,,,,
20.758,-10.966,35.369,-0.00048,271.33,81.846,0.51142,10.078,56091,574.57,635.04,230.67,457.11,14.174,6285.7,14.333,,,,,,,,
20.899,-11.248,49.217,0.21109,271.74,82.341,0.51435,1.013,46954,574.08,635.58,243.55,431.42,14.174,5732.4,14.69,,,,,,,,
21.019,-11.25,46.757,19.012,272.04,82.676,0.52267,10.108,45926,571.5,634.85,252.5,448.77,14.187,5861.7,14.412,,,,,,,,
21.178,-11.569,34.049,2.217,272.5,83.051,0.52147,10.151,46501,582.17,641.59,256.77,409.88,14.183,5461.8,15.128,,,,,,,,
21.306,-11.626,50.313,25.025,272.91,83.412,0.52345,10.031,49828,575.88,637.73,256.58,470.75,14.209,6470.6,13.958,,,,,,,,
21.446,-11.715,47.002,27.906,273.22,83.94,0.52568,10.114,43892,578.41,639.51,265,428.79,14.202,5694.6,14.551,,,,,,,,
21.591,-11.998,4.532,30.545,273.61,84.284,0.52778,10.115,45511,583.15,643.06,270.64,413.92,14.211,5617.1,14.73,,,,,,,,
21.727,-12.091,45.077,33.652,273.92,84.634,0.52997,10.102,45958,583.65,643.63,273.59,419.06,14.219,5693.7,14.64,,,,,,,,
21.864,-12.373,44.715,36.009,274.29,85.09,0.53249,10.117,47849,587.86,646.66,280.97,400.87,14.224,5497.7,14.859,,,,,,,,
22.009,-12.375,30.582,38.931,274.72,85.398,0.53528,10.129,49042,590.55,648.9,280.37,394.5,14.222,5392.2,15.154,,,,,,,,
22.139,-12.694,49.495,42.091,275.04,85.743,0.53697,1.007,50647,589.17,648.38,288.76,418.17,14.248,5811,14.551,,,,,,,,
22.272,-12.751,44.917,4.508,275.46,86.045,0.53609,10.103,50225,591.81,650.49,291.77,396.14,14.242,5509.9,14.926,,,,,,,,
22.409,-12.785,43.934,48.102,275.72,86.446,0.54333,10.069,51417,588.76,649.16,294.76,422.46,14.254,5747.3,14.549,,,,,,,,
22.56,-13.12,42.986,5.072,276.42,86.857,0.54412,10.061,54975,593.65,653.36,300.44,411.91,14.266,5761.3,14.708,,,,,,,,
22.694,-13.216,42.314,53.643,276.75,87.485,0.54146,10.048,55367,593.76,653.97,301.87,421.94,14.269,5863.5,14.644,,,,,,,,
22.829,-13.498,38.236,56.434,277.12,87.857,0.5465,1.006,59326,597.9,657.52,310.17,403.17,14.279,5676.6,14.892,,,,,,,,
22.971,-13.5,43.546,59.353,277.5,88.262,0.55207,10.137,55503,598.6,656.21,322.74,366.81,14.261,4981.4,15.161,,,,,,,,
23.102,-13.819,43.298,6.203,277.85,88.579,0.555,1.007,61124,599.63,658.68,325.87,393.62,14.292,5472.5,14.845,,,,,,,,
23.248,-13.876,40.997,64.729,278.23,88.963,0.5566,10.026,61968,596.82,658.24,325.06,425.83,14.301,5838.2,14.542,,,,,,,,
23.381,-13.965,41.429,68.407,278.65,89.307,0.55838,10.105,59319,601.45,660.28,337.1,372.23,14.289,5112.1,15.092,,,,,,,,
23.529,-14.248,4.087,71.079,278.97,89.693,0.56254,0.99752,66784,596.79,659.68,334.75,456.53,14.318,6211.3,14.27,,,,,,,,
23.669,-14.312,40.203,73.911,279.34,89.957,0.56056,0.9996,65341,598.75,661.06,338.5,438.58,14.32,6001.3,14.487,,,,,,,,
23.8,-14.622,28.708,76.764,279.72,90.324,0.56563,10.127,66500,611.95,669.22,358.94,334.86,14.302,4787.9,15.737,,,,,,,,
23.935,-14.625,43.408,79.279,280.13,90.762,0.56576,10.063,64521,605.08,664.55,359.92,385.06,14.324,5296.6,14.9,,,,,,,,
24.075,-14.944,4.129,82.217,280.48,91.178,0.56711,10.059,69086,609.7,668.15,369.67,376.56,14.335,5273.4,15.065,,,,,,,,
24.21,-15.001,38.748,85.053,280.91,91.613,0.56782,10.074,67791,610.58,669.03,374.89,367.45,14.333,5120.2,15.188,,,,,,,,
24.355,-15.09,36.352,88.111,281.26,91.997,0.57426,10.097,66761,611.34,669.9,385.23,354.43,14.331,4876.6,15.272,,,,,,,,
24.489,-15.373,40.256,91.216,281.62,92.388,0.57861,10.104,70715,614.78,672.22,400.36,343.01,14.338,4743.6,15.314,,,,,,,,
24.628,-15.466,39.689,94.304,282.01,92.767,0.58279,0.99565,73654,605.18,667.6,389.93,452.57,14.37,6076.6,14.211,,,,,,,,
24.766,-15.748,30.103,97.079,282.37,93.124,0.58613,10.081,76767,618.02,676.1,415.42,349.41,14.36,4838.1,15.381,,,,,,,,
24.905,-15.75,39.373,99.972,282.64,93.561,0.58891,10.017,74693,611,671.54,414.12,404.56,14.378,5381.5,14.594,,,,,,,,
25.036,-16.069,39.048,10.291,283.08,93.915,0.59355,10.003,80970,614.58,674.47,427.34,404.08,14.392,5439.9,14.607,,,,,,,,
25.173,-16.126,29.614,10.56,283.44,94.272,0.59118,10.092,82500,621.92,679.3,440.73,338.61,14.368,4641.5,15.473,,,,,,,,
25.324,-16.186,38.329,10.938,283.75,94.861,0.59057,1.004,80498,617.31,676.1,440.31,381.99,14.388,5075.4,14.862,,,,,,,,
25.457,-16.497,37.929,11.176,284.24,95.258,0.58939,0.99651,85689,618.36,677.44,441.9,424.93,14.407,5783.4,14.536,,,,,,,,
25.587,-16.591,35.687,11.457,284.51,95.717,0.59859,10.047,89896,622.26,679.98,465.32,369.77,14.4,4904.2,14.966,,,,,,,,
25.615,-16.873,35.093,11.525,284.28,95.988,0.59475,1.003,97029,627.35,683.33,472.99,372.15,14.411,5034.5,15.082,,,,,,,,
25.861,-16.875,37.172,12.048,285.31,96.34,0.59976,10.031,95737,624.86,682.17,479.36,374.14,14.414,4999.4,14.932,,,,,,,,
26.014,-17.215,36.244,12.385,285.71,96.772,0.59836,10.056,1.07E+05,632.62,687.62,500.04,345,14.416,4721.5,15.36,,,,,,,,
26.151,-17.251,29.487,12.634,286.14,97.075,0.60322,10.043,1.08E+05,631.61,687.55,504.98,355.97,14.423,4803.8,15.29,,,,,,,,
26.29,-17.4,36.529,12.938,286.41,97.482,0.60619,10.032,1.11E+05,631.27,687.18,513.79,362.45,14.433,4878.8,15.041,,,,,,,,
26.425,-17.625,35.576,13.291,286.88,97.876,0.61197,10.074,1.24E+05,636.25,690.78,538.91,327.83,14.427,4423.6,15.376,,,,,,,,
26.572,-17.625,25.145,13.447,287.27,98.528,0.61224,10.106,1.25E+05,638.07,692.31,549.39,312.04,14.411,4148.7,15.67,,,,,,,,
26.708,-17.965,42.071,13.736,287.55,98.947,0.6087,10.099,1.34E+05,642.01,694.53,563.4,304.58,14.425,4170.1,15.566,,,,,,,,
26.855,-18.001,37.557,14.017,287.8,99.411,0.61622,10.037,1.29E+05,636.83,691.3,561.5,351.04,14.453,4695.6,14.957,,,,,,,,
26.987,-18.33,2.614,14.301,288.46,99.84,0.61735,10.074,1.48E+05,646.18,698.68,593.23,314.86,14.447,4293.9,15.634,,,,,,,,
27.126,-18.376,34.989,14.572,288.83,100.21,0.61751,10.128,1.54E+05,648.14,699.57,608.08,278.31,14.425,3822.8,15.848,,,,,,,,
27.259,-18.525,33.033,14.857,289.21,100.59,0.62276,10.095,1.57E+05,647.37,699.38,616.52,296.64,14.447,4052.2,15.575,,,,,,,,
27.399,-18.75,32.225,15.166,289.59,100.96,0.61709,10.084,1.65E+05,651.91,702.88,628.14,293.49,14.456,4130.2,15.757,,,,,,,,
27.54,-18.75,32.334,15.552,289.94,101.34,0.62246,10.063,1.63E+05,648.41,700.42,630.45,309.75,14.468,4304.4,15.415,,,,,,,,
27.666,-19.09,31.861,15.796,290.34,101.71,0.62139,0.99658,1.65E+05,649.11,701.54,632.63,358.97,14.508,5373,14.923,,,,,,,,
27.805,-19.126,31.586,16.14,290.71,102,0.62831,10.032,1.77E+05,651.47,703.07,657.05,315.02,14.495,4551,15.276,,,,,,,,
27.845,-19.125,31.045,16.189,290.97,102.03,0.6301,0.99608,1.67E+05,646.71,700.07,643.53,361.73,14.516,5441.5,14.72,,,,,,,,
27.715,-18.919,25.647,15.918,290.66,101.82,0.63323,1.01,1.78E+05,651.48,703.01,660.73,282.92,14.46,3898.2,15.665,,,,,,,,
27.571,-18.749,29.708,15.639,290.29,101.47,0.63104,10.125,1.73E+05,650.2,701.66,649.54,273.05,14.443,3725.7,15.739,,,,,,,,
27.424,-18.75,34.543,15.334,289.91,101.1,0.63081,10.123,1.73E+05,650.31,701.53,644.16,272.86,14.444,3752.2,15.701,,,,,,,,
27.282,-18.396,33.357,15.007,289.53,100.72,0.62424,10.086,1.50E+05,643.44,696.58,609.17,308.67,14.449,4139.6,15.356,,,,,,,,
