Index,Filename,Input,Output,CrossCorr1,PolyRegre1,LinRegre1,ARXM1,LSTM1,BestMethod1,BestDelay1
0,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_0sec,0.199999974059993,0.299999662108446,4.000000067543603,6.999999974059993,0,LSTM1,0.0
1,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_0sec,0.499999917232114,0.399999913387227,4.00000012539391,1.9999999656552216,0,LSTM1,0.0
2,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out3_0sec,2.9999999347480584,5.999999895931626,2.0000001369539824,6.999999957451164,0,LSTM1,0.0
3,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out4_0sec,2.9999999950132312,0.9999999950011004,0.9999999950011004,0.9999999950011004,0,LSTM1,0.0
4,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out5_0sec,4.999999924443455,5.9999999119846885,4.000000126204849,1.000000079274224,0,LSTM1,0.0
5,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out6_0sec,1.0000000783810992,5.999999917264974,1.0000000783810992,2.999999879871932,0,LSTM1,0.0
6,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out7_0sec,5.99999961213586,5.99999961213586,2.9999999020937382,6.999999985649483,0,LSTM1,0.0
7,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out8_0sec,4.999999908148248,5.999999918742152,1.0000000764076389,4.999999908148248,0,LSTM1,0.0
8,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_2sec_shift,6.999999963349969,5.99999992922528,4.000000114282333,3.0000002455838333,0,ARXM1,3.0000002455838333
9,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_2sec_shift_noise,6.999999963349969,5.99999992922528,4.000000114282333,3.0000002455838333,0,ARXM1,3.0000002455838333
10,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_2sec_shift_filt,6.999999963349969,5.99999992922528,4.000000114282333,3.0000002455838333,0,ARXM1,3.0000002455838333
11,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_2sec_shift_noise_filt,6.999999963349969,5.99999992922528,4.000000114282333,3.0000002455838333,0,ARXM1,3.0000002455838333
12,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_4sec_shift,3.999999966876838,3.999999933325798,4.0000001096072975,0.0,0,LinRegre1,4.0000001096072975
13,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_4sec_shift_noise,6.999999966876838,5.999999933325798,4.0000001096072975,0.0,0,LinRegre1,4.0000001096072975
14,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_4sec_shift_filt,6.999999959508701,5.999999933690051,4.000000129766521,4.000000129766521,0,LinRegre1,4.000000129766521
15,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_4sec_shift_noise_filt,6.999999959508701,5.999999933690051,4.000000129766521,4.000000129766521,0,LinRegre1,4.000000129766521
16,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_6sec_shift,6.999999966454647,5.999999932832257,4.000000110201949,1.0000000819016932,0,PolyRegre1,5.999999932832257
17,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_6sec_shift_noise,6.999999966454647,5.999999932832257,4.000000110201949,1.0000000819016932,0,PolyRegre1,5.999999932832257
18,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_6sec_shift_filt,6.999999974059993,5.999999662108446,4.000000067543603,6.999999974059993,0,PolyRegre1,5.999999662108446
19,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_6sec_shift_noise_filt,6.999999974059993,5.999999662108446,4.000000067543603,6.999999974059993,0,PolyRegre1,5.999999662108446
20,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_8sec_shift,6.999999963349969,5.99999992922528,4.000000114282333,3.0000002455838333,0,CrossCorr1,6.999999963349969
21,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_8sec_shift_noise,6.999999963349969,5.99999992922528,4.000000114282333,3.0000002455838333,0,CrossCorr1,6.999999963349969
22,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_8sec_shift_filt,6.999999959508701,5.999999933690051,4.000000129766521,4.000000129766521,0,CrossCorr1,6.999999959508701
23,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_8sec_shift_noise_filt,6.999999959508701,5.999999933690051,4.000000129766521,4.000000129766521,0,CrossCorr1,6.999999959508701
24,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_10sec_shift,6.999999967118408,5.999999930975394,3.0000000217532667,2.000000161122106,0,CrossCorr1,6.999999967118408
25,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_10sec_shift_noise,6.999999967118408,5.999999930975394,3.0000000217532667,2.000000161122106,0,CrossCorr1,6.999999967118408
26,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_10sec_shift_filt,6.999999967116048,5.999999938648988,3.000000035791503,3.000000035791503,0,CrossCorr1,6.999999967116048
27,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out1_10sec_shift_noise_filt,6.999999967116048,5.999999938648988,3.000000035791503,3.000000035791503,0,CrossCorr1,6.999999967116048
28,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_2sec_shift,2.000000168267108,5.999999911681514,4.000000142450827,3.000000058317239,0,CrossCorr1,2.000000168267108
29,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_2sec_shift_noise,2.000000168267108,5.999999911681514,4.000000142450827,3.000000058317239,0,CrossCorr1,2.000000168267108
30,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_2sec_shift_filt,2.0000001637820604,5.9999999314109,4.000000111863689,6.999999965235107,0,CrossCorr1,2.0000001637820604
31,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_2sec_shift_noise_filt,1.999999787191368,5.999999905456372,4.000000150970686,4.000000150970686,0,CrossCorr1,1.999999787191368
32,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_4sec_shift,2.000000162260807,5.99999991475215,3.999999969250247,1.9999999664990356,0,LinRegre1,3.999999969250247
33,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_4sec_shift_noise,2.000000162260807,5.99999991475215,3.999999969250247,1.9999999664990356,0,LinRegre1,3.999999969250247
34,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_4sec_shift_filt,2.000000158941101,5.999999915330352,3.9999999626108353,1.0000000794705506,0,LinRegre1,3.9999999626108353
35,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_4sec_shift_noise_filt,2.000000158941101,5.999999915330352,3.9999999626108353,1.0000000794705506,0,LinRegre1,3.9999999626108353
36,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_6sec_shift,1.9999999401793724,5.999999937665336,1.9999999401793724,6.999999970557006,0,PolyRegre1,5.999999937665336
37,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_6sec_shift_noise,1.9999999401793724,5.999999937665336,1.9999999401793724,6.999999970557006,0,PolyRegre1,5.999999937665336
38,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_6sec_shift_filt,2.000000060286634,5.99999992232257,2.000000060286634,1.0000000810829608,0,PolyRegre1,5.99999992232257
39,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_6sec_shift_noise_filt,2.000000060286634,5.99999992232257,2.000000060286634,1.0000000810829608,0,PolyRegre1,5.99999992232257
40,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_8sec_shift,2.0000001522524524,5.999999913827925,2.0000001522524524,3.000000071890108,0,PolyRegre1,5.999999913827925
41,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_8sec_shift_noise,2.0000001522524524,5.999999913827925,2.0000001522524524,3.000000071890108,0,PolyRegre1,5.999999913827925
42,cleaned_transformed_ds4.csv,"Index(['in1', 'in2', 'in3', 'in4', 'in5', 'in6', 'in7', 'in8'], dtype='object')",out2_8sec_shift_filt,1.999999969939863,5.999999911279399,1.999999969939863,4.999999744916937,0,PolyRegre1,5.999999911279399
