Filename,Input,Output,CrossCorr2,PolyRegre2,LinRegre2,ARXM2,LSTM2
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift_noise,[ -44848.3571625    43927.82240335 4880719.5313888   976114.84968055],[ 830.62625952  871.04656159 3001.29836934  703.13865673],[-4969.05523117 -2139.7171787   2908.44471099  1431.57816248],[-3.20506372  2.58399291  0.9987155   0.41852738],0
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift_filt,[ -44848.54779336   43928.00912141 4880740.27720409  976118.9987201 ],[ 831.64383301  870.75229283 3001.31601036  711.25411622],[-4990.91969424 -2136.45435055  2904.40405703  1449.69481954],[ 0.09458415  1.44185644  0.99864742 -4.9792197 ],0
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift_noise_filt,[ -44848.52044895   43927.98233826 4880737.30139014  976118.40357503],[ 832.19485828  870.52445996 3001.31297168  711.41416977],[-4977.40884646 -2138.99794546  2907.28397268  1448.77392419],[-0.06742441  1.38908565  0.99840417 -1.86564374],0
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift,[ -44848.95825454   43928.41115767 4880784.94653017  976127.93231939],[ 874.06699998  914.49145319 3001.29023733  744.58188825],[-5333.00504534 -2189.83026376  2855.06590465  1400.90723705],[-0.41121827 -1.59266012  1.00063574  1.69949985],0
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift_noise,[ -44849.69002798   43929.1279111  4880864.58335911  976143.85921107],[ 873.02022042  916.00642274 3001.28876383  744.94739044],[-5363.71624216 -2190.11316002  2838.42574772  1401.58493919],[-0.10793595 89.97175337  1.00071403  1.89808798],0
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift_filt,[ -44847.34456785   43926.8305927  4880609.33358473  976092.81077578],[ 875.52938009  915.8827668  3001.28723817  725.76185038],[-5356.60539145 -2196.00335608  2897.68876265  1386.45282725],[-1.8999138   0.39850629  1.00146949  2.56548756],0
cleaned_transformed_ds2.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift_noise_filt,[ -44847.72595161   43927.20414837 4880650.83849762  976101.11151127],[ 876.23745873  915.89736298 3001.28813843  725.71704649],[-5337.18750351 -2194.63234728  2896.80938206  1387.90479212],[-0.87925341  0.34767089  1.00154587  2.28047019],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_0sec,[ -49401.78871499   48426.90806288 7988116.59089075  553712.12286553],[   0.           0.        4403.0860961    0.       ],[-981.70001276  948.16238854 4421.18975687 -771.16566065],[0.76002292 1.33864494 1.00005939 0.99212819],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_0sec,[ -44152.14835529   43280.86259216 7139265.96535025  494872.36051157],[   0.          794.78039935 4401.88933675  339.22740132],[-4894.06303256 -1424.35538563  4376.84850133  3140.61998969],[0.52782797 0.33288294 0.99991396 1.09208392],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_2sec_shift,[ -49403.45453299   48428.54100812 7988385.94851542  553730.79392278],[   0.            0.         4403.29382842    0.        ],[-985.33776523  955.34598406 4421.98078489 2668.74133066],[1.17247564 0.83385482 0.99989682 0.96664133],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_2sec_shift_noise,[ -49403.38818948   48428.47597381 7988375.22097379  553730.05032198],[   0.            0.         4403.30926745    0.        ],[-987.20014458  955.62268664 4421.91702209 2665.17885985],[1.25790746 0.85734079 0.99989819 0.9658782 ],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_2sec_shift_filt,[ -49403.34029463   48428.42902411 7988367.47652542  553729.51350021],[   0.           0.        4403.6318456    0.       ],[-985.36772594  954.95181591 4419.04651932 5174.46216104],[14.79140054  0.6701181   0.9990342   1.09117845],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_2sec_shift_noise_filt,[ -49403.18892953   48428.28064599 7988343.00125519  553727.81694838],[   0.            0.         4403.62153798    0.        ],[-985.59670517  955.21483122 4419.03310836 5215.57734985],[-3.82535898  0.72788421  0.99911286  1.09218158],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_4sec_shift,[ -49404.74608633   48429.80707432 7988594.78869991  553745.2700938 ],[0. 0. 0. 0.],[ -989.72476435   959.1092583   4415.95250823 15450.61958782],[0.57023283 1.69963027 0.99991267 1.06094327],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_4sec_shift_noise,[ -49404.50756514   48429.57326004 7988556.22056028  553742.59666681],[0. 0. 0. 0.],[ -990.02275488   959.00394172  4416.03434621 15564.66030465],[0.49149449 1.65310687 0.99991197 1.05998924],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_4sec_shift_filt,[ -49404.69742655   48429.75937477 7988586.92056283  553744.72469829],[0. 0. 0. 0.],[ -991.09742124   960.38167056  4416.54805642 24248.90305632],[-0.28209271  1.94908502  0.99807765  0.79164388],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_4sec_shift_noise_filt,[ -49404.49968841   48429.56553874 7988554.94691656  553742.50838167],[0. 0. 0. 0.],[ -991.28936025   960.37090132  4416.66148712 24957.5199005 ],[-0.13194051  1.90098666  0.99786604  0.80080746],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_6sec_shift,[ -49405.20881356   48430.26067022 7988669.61026232  553750.45649859],[0. 0. 0. 0.],[ -1000.48324665    971.54248396   4416.85912872 -20713.61742716],[0.91582383 1.27407555 1.00019484 1.13288015],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_6sec_shift_noise,[ -49405.48662025   48430.53299475 7988714.53074529  553753.57025084],[0. 0. 0. 0.],[ -1000.27172135    971.76509595   4416.86787278 -18998.79389032],[0.89845619 1.31185789 1.00020142 1.13996458],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_6sec_shift_filt,[ -49405.34189218   48430.39112271 7988691.12866494  553751.94808929],[0. 0. 0. 0.],[ -1001.76687704    970.6989643    4416.35455047 -20267.3123168 ],[171.2887855    0.48269333   0.99819045   1.99841098],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_6sec_shift_noise_filt,[ -49405.48394124   48430.53036861 7988714.09755823  553753.54022362],[0. 0. 0. 0.],[ -1001.88707977    971.24065994   4416.41337124 -20849.336632  ],[-9.06510531  0.48203611  0.99705652  1.88072587],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_8sec_shift,[ -49405.41704081   48430.46478837 7988703.27996541  553752.79038075],[0. 0. 0. 0.],[ -1016.44843905    983.60880103   4413.55939104 -14658.11876923],[1.64498016 1.0798756  1.00221624 0.64042096],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_8sec_shift_noise,[ -49405.11578353   48430.16947602 7988654.56759472  553749.41378629],[0. 0. 0. 0.],[ -1015.95298155    984.14042029   4413.63922475 -14038.47744518],[1.47891512 1.08816865 0.99438984 0.70925681],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_8sec_shift_filt,[ -49405.39950773   48430.44760129 7988700.44492068  553752.59386401],[0. 0. 0. 0.],[ -1015.55107869    984.8260993    4413.58525355 -16714.79501861],[ 0.40835755 -9.01705404  1.00044424 -0.11001401],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_8sec_shift_noise_filt,[ -49406.53746798   48431.56310535 7988884.44957671  553765.34851118],[0. 0. 0. 0.],[ -1015.20436884    984.96055898   4413.57695708 -16045.4600957 ],[ 0.37489781 33.64064949  1.00044728 -0.05347701],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_10sec_shift,[ -49404.78963713   48429.8497657  7988601.83072932  553745.75822602],[0. 0. 0. 0.],[ -1031.23446642   1007.01066432   4412.66434528 -62099.12213711],[1.24001934 3.28547408 0.99987678 1.18750471],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_10sec_shift_noise,[ -49405.5919257    48430.63622213 7988731.55831167  553754.75055033],[0. 0. 0. 0.],[ -1031.93078827   1007.07585319   4412.59329073 -56169.07229215],[1.28542988 2.61174463 0.99986956 1.17003754],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_10sec_shift_filt,[ -49403.2934401    48428.38309419 7988359.90029296  553728.98833865],[0. 0. 0. 0.],[ -1028.11219987   1006.44251736   4412.53253311 -10072.72679967],[ 0.8281328  -1.09156362  0.99961276  2.64662998],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out1_10sec_shift_noise_filt,[ -49403.20507684   48428.29647466 7988345.61222557  553727.99793296],[0. 0. 0. 0.],[-1028.3365349   1006.46199213  4412.56493948 -9703.03916844],[ 0.82163945 -0.81958182  0.99963402  2.98045034],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_2sec_shift,[ -44153.63724818   43282.32210367 7139506.71473047  494889.04853169],[   0.          797.52898234 4401.88492661  339.55644745],[-4921.16180878 -1429.90381282  4372.55310206 -4344.51170042],[ 3.44425022 -0.09932547  1.00192953  0.99779301],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_2sec_shift_noise,[ -44152.54933792   43281.25566192 7139330.80300369  494876.85486194],[   0.          796.79235079 4401.88054761  339.57467432],[-4919.28600802 -1429.18026372  4372.88654614 -4171.67751523],[0.87281182 0.20676414 0.99762538 0.99973334],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_2sec_shift_filt,[ -44153.51940057   43282.20658163 7139487.65913577  494887.7276554 ],[   0.          798.50568429 4401.86095724  339.56275667],[-4915.08246233 -1431.37796107  4374.48507078 -7492.30627753],[0.15090129 0.50352271 1.00057132 0.93472998],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_2sec_shift_noise_filt,[ -44153.17985482   43281.87373638 7139432.75563825  494883.92191073],[   0.          798.28720414 4401.86160339  339.54197534],[-4915.45448009 -1432.74178692  4374.45612161 -7515.24767279],[34.48677112  0.605897    1.00081522  0.934826  ],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_4sec_shift,[ -44154.35855826   43283.02917963 7139623.34834246  494897.13322151],[   0.          806.98970701 4401.8453116   339.53634649],[-4914.3991097  -1444.8286073   4373.468099   -7689.44944933],[1.91779323 2.43208287 1.00012251 0.87073405],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_4sec_shift_noise,[ -44154.76398226   43283.4266031  7139688.9041493   494901.6773521 ],[   0.          806.80157201 4401.84472689  339.53899618],[-4909.06000832 -1445.80465175  4373.21304254 -7705.13721689],[ 0.32347525 76.35038633  1.00012706  0.847792  ],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_4sec_shift_filt,[ -44154.32114798   43282.99250759 7139617.29921576  494896.71391431],[   0.          806.43345041 4401.84593734  339.53953529],[ -4898.05041942  -1446.14122236   4374.24778482 -11612.53241367],[0.42344479 0.29801669 1.00159878 1.34388304],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_4sec_shift_noise_filt,[ -44153.43474437   43282.12359602 7139473.97049122  494886.77879989],[   0.          806.50544078 4401.84153415  339.5520618 ],[ -4910.99671629  -1444.56802563   4374.10982801 -12133.57479511],[ 0.50284033 -0.03484354  1.00430392  1.30914404],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_6sec_shift,[ -44154.59808765   43283.26398221 7139662.07950418  494899.8179487 ],[   0.          816.83999323 4401.84428945  339.49310598],[-4838.86348361 -1472.3271671   4373.54256278 93469.09436678],[0.59203822 2.38222648 1.00129395 0.83442425],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_6sec_shift_noise,[ -44154.66888371   43283.3333812  7139673.52700763  494900.61145507],[   0.          816.48393582 4401.85292088  339.49075815],[ -4815.12499732  -1472.02953774   4373.84569645 264332.29102865],[0.61781882 2.42785961 1.00120214 0.85361933],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_6sec_shift_filt,[ -44154.72345922   43283.38687974 7139682.35169974  494901.22315608],[   0.          817.18343645 4401.840841    339.53670551],[  -4837.50571574   -1471.98953471    4373.17501358 -158740.24067659],[-2.25334477  1.07757266  1.00414245 -0.31223157],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_6sec_shift_noise_filt,[ -44154.50202571   43283.16981593 7139646.54658473  494898.74125362],[   0.          816.73056885 4401.83592923  339.53204268],[  -4862.89213338   -1471.76325476    4373.11625235 -136616.75031003],[ 3.06553979  1.08701445  1.00525344 -0.16417458],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift,[ -44155.19282823   43283.84698635 7139758.24721822  494906.48400427],[   0.          831.94581793 4401.83379424  339.58391114],[-4782.04738348 -1504.94435091  4374.17084199 47785.29837985],[-1.8087099   3.54464982  0.99979369  1.29818728],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift_noise,[ -44154.43740558   43283.10647099 7139636.09770947  494898.01696914],[   0.          832.63353798 4401.83201145  339.57589185],[-4790.81909265 -1503.37348699  4374.62414477 43776.41159939],[-0.11237168  2.51525432  0.99981702  1.29004495],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift_filt,[ -44155.14645572   43283.80152895 7139750.74892693  494905.96424535],[   0.          831.89824922 4401.83194233  339.58875724],[-4.77706100e+03 -1.50602725e+03  4.37297937e+03  1.92601613e+06],[-1.93313944  2.81942906  0.99925265 -1.97316687],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_8sec_shift_noise_filt,[ -44154.78217447   43283.44443631 7139691.84577352  494901.88125661],[   0.          832.50081362 4401.83036561  339.61217835],[-4.79348590e+03 -1.50541850e+03  4.37302087e+03 -1.93240706e+06],[ 0.5194523   1.90986074  0.99930301 -1.6905574 ],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift,[ -44155.43235762   43284.08178893 7139796.97837994  494909.16873145],[   0.          848.22332851 4401.82246902  339.68943021],[ -4695.34725447  -1548.76751605   4371.92791096 -74471.35415318],[-1.59501949 -1.80186159  0.99940104  1.57087298],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift_noise,[ -44154.65148091   43283.31632183 7139670.71303011  494900.41639865],[   0.          848.137526   4401.82592267  339.68929172],[ -4686.20518928  -1551.38964373   4371.89242314 -76825.44161271],[-0.14711535 -1.84989426  0.99957741  1.36150694],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift_filt,[ -44153.81274895   43282.49414116 7139535.09266302  494891.01560429],[   0.          848.54769388 4401.823873    339.73428307],[ -4697.89869879  -1551.04438238   4372.72225476 101056.39688637],[-1.14268017 -3.2860684   1.00618708 -0.37694626],0
cleaned_transformed_ds3.csv,"Index(['in1', 'in2', 'in3', 'in4'], dtype='object')",out2_10sec_shift_noise_filt,[ -44153.49293962   43282.18064286 7139483.3804832   494887.43107212],[   0.          848.88538371 4401.82488126  339.72899832],[ -4695.27068722  -1549.49692626   4372.49713821 107907.19327123],[-3.01713909 -5.75055924  1.00331255 -0.05142126],0
