in1,in2,in3,in4,out1_0sec,out2_0sec,out1_2sec_shift,out1_2sec_shift_noise,out1_2sec_shift_filt,out1_2sec_shift_noise_filt,out1_4sec_shift,out1_4sec_shift_noise,out1_4sec_shift_filt,out1_4sec_shift_noise_filt,out1_6sec_shift,out1_6sec_shift_noise,out1_6sec_shift_filt,out1_6sec_shift_noise_filt,out1_8sec_shift,out1_8sec_shift_noise,out1_8sec_shift_filt,out1_8sec_shift_noise_filt,out1_10sec_shift,out1_10sec_shift_noise,out1_10sec_shift_filt,out1_10sec_shift_noise_filt,out2_2sec_shift,out2_2sec_shift_noise,out2_2sec_shift_filt,out2_2sec_shift_noise_filt,out2_4sec_shift,out2_4sec_shift_noise,out2_4sec_shift_filt,out2_4sec_shift_noise_filt,out2_6sec_shift,out2_6sec_shift_noise,out2_6sec_shift_filt,out2_6sec_shift_noise_filt,out2_8sec_shift,out2_8sec_shift_noise,out2_8sec_shift_filt,out2_8sec_shift_noise_filt,out2_10sec_shift,out2_10sec_shift_noise,out2_10sec_shift_filt,out2_10sec_shift_noise_filt
26,-23.581,42.337,4400.0,309.45,2058.2,1977.5,2014.0,2012.2176588454704,2021.810753429128,2022.5867582761132,1995.6,1996.793279352936,1999.6749892463044,1999.162984112501,1965.2,1965.1344727828357,1968.5284190055409,1968.2809212928,1937.7,1935.9557832295757,1933.395414590044,1933.4680401541852,1878.5,1878.198997677428,1891.079605779628,1891.0760752766687,1980.6,1981.251954784905,1980.9734220923856,1981.2776249665292,1979.5,1978.5856592534844,1978.225176999034,1978.526955038245,1978.2,1980.207645123988,1976.1694805283628,1975.8393420015689,1978.1,1977.3104719696505,1975.49804360014,1975.9096869836312,1971.2,1971.3320185538687,1969.934851753018,1970.2376029652232
27,-22.947,42.489,4400.0,305.3,2066.5,1982.4,2038.5,2037.2264256546127,2037.5391718258395,2038.2194478642728,2015.4,2014.9871194168936,2010.4026140149772,2010.1738040177645,1995.4,1995.783983751785,1986.488835309075,1986.4071680213187,1948.1,1948.625077448364,1950.4761236114068,1950.990926455862,1916.6,1915.455137510404,1912.2003321137488,1912.3161962478807,1982.3,1982.5710723996167,1980.674943740705,1980.491650171497,1981.5,1981.3464577520776,1980.3117222112503,1981.1037511715404,1972.3,1973.8829684478249,1976.2030765578943,1976.1829116834483,1975.5,1974.669985028554,1976.408111917105,1976.58068344666,1971.8,1970.8218146888528,1973.0499742665424,1973.3083581241929
28,-22.943,42.248,4400.0,304.5,2066.4,1982.0,2058.2,2059.174982043988,2053.498148107504,2053.9191043098435,2014.0,2013.7730434494636,2021.810753429128,2022.0615147206931,1995.6,1997.0423115048072,1999.6749892463044,1999.5221391547527,1965.2,1965.651226050766,1968.5284190055409,1969.3459780620371,1937.7,1937.0549198813317,1933.395414590044,1933.253612346104,1977.5,1978.8781370733168,1980.3180084085095,1980.042166937466,1980.6,1980.3626663405128,1980.9734220923856,1981.577548784711,1979.5,1978.012769079112,1978.225176999034,1977.762940436496,1978.2,1976.6385244697333,1976.1694805283628,1976.5381444557863,1978.1,1978.2398687729185,1975.49804360014,1975.7339801643088
29,-21.49,42.488,4400.0,301.24,2100.7,1987.0,2066.5,2067.1320912948977,2064.868419807724,2065.132985462037,2038.5,2038.6314286577976,2037.5391718258395,2038.1891654274928,2015.4,2014.9454103161836,2010.4026140149772,2010.011504334045,1995.4,1993.479049038577,1986.488835309075,1987.2028297901784,1948.1,1948.557574402238,1950.4761236114068,1949.6037965085195,1982.4,1982.4548450051316,1981.3458728850048,1981.3376035601432,1982.3,1982.413620352184,1980.674943740705,1981.1550874562288,1981.5,1982.1485726301776,1980.3117222112503,1980.0049657648497,1972.3,1972.197864090677,1976.2030765578943,1976.8030521088344,1975.5,1976.228490119308,1976.408111917105,1976.402115946556
30,-20.939,42.21,4400.0,307.36,2133.0,1980.9,2066.4,2065.2929883963448,2078.121930554651,2078.1685844696885,2058.2,2060.132727867468,2053.498148107504,2054.4066955666,2014.0,2015.146798160132,2021.810753429128,2021.2661347661085,1995.6,1995.262060936884,1999.6749892463044,1999.7677189258509,1965.2,1966.092563858576,1968.5284190055409,1967.3433624243792,1982.0,1982.940410366841,1983.0112778619812,1982.5236222035392,1977.5,1977.1678707167512,1980.3180084085095,1980.8711433977217,1980.6,1979.939019458533,1980.9734220923856,1980.884657235404,1979.5,1979.790748513251,1978.225176999034,1978.510883247633,1978.2,1978.6951091142253,1976.1694805283628,1975.6552301255128
31,-20.281,42.359,4400.0,306.03,2148.9,1983.2,2100.7,2099.6112829522244,2100.9656181316072,2100.792515555428,2066.5,2067.808829249657,2064.868419807724,2066.0164641050787,2038.5,2039.9354171588875,2037.5391718258395,2036.7379176354752,2015.4,2016.0632048344696,2010.4026140149772,2009.8232676101024,1995.4,1996.140020536764,1986.488835309075,1985.6106660958835,1987.0,1986.4480709383329,1983.8126234030835,1983.011764897724,1982.4,1983.684061525968,1981.3458728850048,1982.0143797999767,1982.3,1982.818908945149,1980.674943740705,1980.6529862422385,1981.5,1980.724089230536,1980.3117222112503,1979.9989689570848,1972.3,1970.926553079178,1976.2030765578943,1975.4118842390544
32,-20.264,42.277,4400.0,302.41,2141.6,1985.9,2133.0,2133.899375105624,2125.761767785002,2125.662013880965,2066.4,2066.243006519305,2078.121930554651,2079.169781854828,2058.2,2058.165874045468,2053.498148107504,2052.256195975933,2014.0,2014.120715805324,2021.810753429128,2020.9717270583776,1995.6,1993.7388129707567,1999.6749892463044,1999.123313809154,1980.9,1980.749173013537,1983.283153735534,1982.78665368566,1982.0,1983.2382401579323,1983.0112778619812,1983.7712198411305,1977.5,1975.6128603661275,1980.3180084085095,1980.659796409252,1980.6,1981.7493319387584,1980.9734220923856,1980.1216023563852,1979.5,1978.643658233426,1978.225176999034,1977.4464710664747
33,-19.545,42.187,4400.1,304.4,2168.7,1984.3,2148.9,2147.7012068754907,2141.5802628147585,2142.085348262548,2100.7,2102.0834807181805,2100.9656181316072,2101.861877544893,2066.5,2066.75936553176,2064.868419807724,2063.655858026901,2038.5,2038.6937058565568,2037.5391718258395,2036.759820524649,2015.4,2013.659993494326,2010.4026140149772,2010.0119538916388,1983.2,1984.0404621146488,1983.5458989571655,1983.126823937892,1987.0,1986.5376666333464,1983.8126234030835,1984.4257844379256,1982.4,1982.244579954519,1981.3458728850048,1981.7904555079692,1982.3,1981.441449033422,1980.674943740705,1979.7024766244272,1981.5,1980.653922602275,1980.3117222112503,1980.1147978364847
34,-19.06,42.08,4399.9,308.39,2193.5,1980.8,2141.6,2141.575178153271,2152.323355326884,2153.464034109897,2133.0,2134.3690226748004,2125.761767785002,2126.885483937832,2066.4,2066.9857716554247,2078.121930554651,2077.643005719502,2058.2,2057.027674931963,2053.498148107504,2053.122099437953,2014.0,2014.075505883137,2021.810753429128,2021.4711996913288,1985.9,1986.8949948050129,1984.32670499784,1983.7370232827532,1980.9,1983.850475417693,1983.283153735534,1983.352342028564,1982.0,1981.6420710064704,1983.0112778619812,1983.0718685867848,1977.5,1976.8134753461304,1980.3180084085095,1979.6404041633425,1980.6,1980.7428039823683,1980.9734220923856,1981.307497261218
35,-18.41,42.234,4400.0,301.46,2196.3,1987.8,2168.7,2168.3754268988905,2168.6384196499507,2169.664168361406,2148.9,2149.402840227888,2141.5802628147585,2142.698012438943,2100.7,2099.3087788221706,2100.9656181316072,2101.3080973832257,2066.5,2063.8148732933714,2064.868419807724,2065.121894908244,2038.5,2037.8695384204143,2037.5391718258395,2037.0942613504808,1984.3,1984.1026614370276,1983.9532580010543,1983.3058657229292,1983.2,1984.327728362144,1983.5458989571655,1983.2441165980824,1987.0,1987.238172587526,1983.8126234030835,1983.2675761687176,1982.4,1983.335416331192,1981.3458728850048,1981.131832836935,1982.3,1982.854055566141,1980.674943740705,1981.0540508740592
36,-17.95,42.022,4400.1,305.41,2221.0,1983.8,2193.5,2191.85769661353,2186.860349823115,2187.3684413322208,2141.6,2141.150390764162,2152.323355326884,2153.0702582402428,2133.0,2134.510624149102,2125.761767785002,2126.654976650536,2066.4,2065.805877074943,2078.121930554651,2078.744757762534,2058.2,2058.532666618745,2053.498148107504,2052.86683336674,1980.8,1979.28698366729,1983.8166627157696,1983.5430495411963,1985.9,1985.5546575252035,1984.32670499784,1984.0719047768407,1980.9,1981.2702056191588,1983.283153735534,1982.3071758183976,1982.0,1982.692561507811,1983.0112778619812,1982.9472791645223,1977.5,1977.099446438204,1980.3180084085095,1980.8508548224947
37,-17.251,42.637,4400.0,305.6,2238.6,1986.9,2196.3,2196.692290528439,2202.374092970489,2202.1898599743863,2168.7,2168.2848087809684,2168.6384196499507,2168.7904327490955,2148.9,2150.574919627644,2141.5802628147585,2142.4015969505854,2100.7,2100.149943789536,2100.9656181316072,2101.770579096798,2066.5,2065.6428159363445,2064.868419807724,2064.322420375195,1987.8,1989.3086346354924,1984.8912635001525,1985.2790853837853,1984.3,1983.6948512946783,1983.9532580010543,1984.2558856548717,1983.2,1981.6778069898724,1983.5458989571655,1982.5812575819104,1987.0,1986.29475886804,1983.8126234030835,1983.7388492618425,1982.4,1980.6792198575504,1981.3458728850048,1981.968452056772
38,-16.807,41.945,4400.0,300.93,2245.7,1987.9,2221.0,2219.959961536608,2219.151393280471,2218.706439055767,2193.5,2192.786424639807,2186.860349823115,2186.668851527329,2141.6,2141.404674841034,2152.323355326884,2152.782322294982,2133.0,2134.5174602940647,2125.761767785002,2126.482533147089,2066.4,2066.347626475723,2078.121930554651,2078.153273523985,1983.8,1982.2170316473228,1985.568306561884,1986.333867436753,1980.8,1981.3016172848245,1983.8166627157696,1984.8139053776529,1985.9,1986.4930869141508,1984.32670499784,1983.375735726056,1980.9,1982.274520922853,1983.283153735534,1983.2219913877173,1982.0,1982.383808245325,1983.0112778619812,1983.538904744868
39,-16.367,42.06,4400.0,309.94,2279.1,1981.1,2238.6,2238.538263426084,2235.862344350292,2235.712118495717,2196.3,2194.755735002308,2202.374092970489,2202.22080108638,2168.7,2169.51118779028,2168.6384196499507,2169.0995792796407,2148.9,2148.433459215777,2141.5802628147585,2142.062251148636,2100.7,2099.673083633891,2100.9656181316072,2101.33171429709,1986.9,1988.9267250822425,1986.099329179304,1986.410110290767,1987.8,1987.7305829266488,1984.8912635001525,1986.2681684915835,1984.3,1984.939249904871,1983.9532580010543,1983.037476143864,1983.2,1983.3672991388105,1983.5458989571655,1983.6801217033728,1987.0,1984.6376753433296,1983.8126234030835,1984.3145342860607
40,-16.414,42.027,4400.0,303.11,2262.0,1986.7,2245.7,2245.6903407675745,2251.5533306278057,2251.344319108742,2221.0,2220.929395821596,2219.151393280471,2219.1429461373746,2193.5,2193.279500756044,2186.860349823115,2187.4752868729483,2141.6,2141.4560658878354,2152.323355326884,2152.5235030061203,2133.0,2133.404350259719,2125.761767785002,2125.784582091759,1987.9,1988.148270350604,1985.729805744148,1985.1730417450403,1983.8,1982.3749652088231,1985.568306561884,1986.4945191286597,1980.8,1981.93622546882,1983.8166627157696,1983.1797054658305,1985.9,1985.6366482797052,1984.32670499784,1984.7294203880456,1980.9,1979.6000474712,1983.283153735534,1983.8946343274577
41,-15.582,42.202,4400.0,301.84,2281.6,1989.1,2279.1,2279.930906329705,2264.742914804673,2264.403687440564,2238.6,2238.194327176996,2235.862344350292,2236.16987221639,2196.3,2194.7536523230883,2202.374092970489,2202.7448802337576,2168.7,2168.709132958378,2168.6384196499507,2168.6566489657084,2148.9,2148.202925086867,2141.5802628147585,2141.096536439049,1981.1,1979.603059785376,1984.8700397567416,1984.2653982763609,1986.9,1984.7995066981823,1986.099329179304,1986.245215858743,1987.8,1987.363856225986,1984.8912635001525,1984.5333560861827,1984.3,1984.511019803538,1983.9532580010543,1984.4267441780855,1983.2,1983.9148599202424,1983.5458989571655,1984.3335715875287
42,-14.785,42.258,4400.0,309.36,2319.1,1983.5,2262.0,2262.8476097452203,2273.238454992107,2272.864846977717,2245.7,2244.62525637183,2251.5533306278057,2251.8037085680726,2221.0,2219.5471468397445,2219.151393280471,2219.427326101966,2193.5,2193.5368722224457,2186.860349823115,2186.677632049762,2141.6,2141.294376033444,2152.323355326884,2151.5830588794624,1986.7,1986.7254145918491,1985.8274859807464,1985.5305025712903,1987.9,1987.555015203165,1985.729805744148,1985.8851381187692,1983.8,1983.4237995351616,1985.568306561884,1985.529085069984,1980.8,1979.68053357736,1983.8166627157696,1984.4255777147544,1985.9,1985.5499727134784,1984.32670499784,1985.1135228647045
43,-14.168,42.237,4400.0,303.56,2319.7,1988.7,2281.6,2280.5174713625893,2287.899950276985,2287.619153343356,2279.1,2279.9311635393246,2264.742914804673,2264.69981594172,2238.6,2238.891024126034,2235.862344350292,2236.3095786575577,2196.3,2197.229827701376,2202.374092970489,2202.318680913476,2168.7,2169.0100690187355,2168.6384196499507,2168.224815595117,1989.1,1988.580021091772,1986.7076974329184,1986.3025843358037,1981.1,1981.1009952868608,1984.8700397567416,1985.1761476786369,1986.9,1989.1563419266768,1986.099329179304,1986.0818190841476,1987.8,1986.4745519551052,1984.8912635001525,1985.539099388915,1984.3,1983.864578708609,1983.9532580010543,1984.628308343692
44,-13.556,42.054,4400.0,301.74,2327.3,1989.8,2319.1,2319.2870640159736,2307.4744544227888,2307.758512706628,2262.0,2261.9872077739487,2273.238454992107,2273.209907366017,2245.7,2246.161761384596,2251.5533306278057,2251.673417749609,2221.0,2220.9304278448485,2219.151393280471,2219.7307969796,2193.5,2194.5999126460574,2186.860349823115,2186.88492511546,1983.5,1982.8551645742407,1986.6254233804616,1986.0495015399729,1986.7,1988.018439084262,1985.8274859807464,1985.6799628513747,1987.9,1987.403200359296,1985.729805744148,1985.582572140975,1983.8,1984.102115001947,1985.568306561884,1985.8122271089203,1980.8,1980.373396682752,1983.8166627157696,1984.441397326233
45,-12.969,42.344,4400.0,309.0,2348.1,1985.4,2319.7,2318.5575427252875,2320.672986221729,2321.450791505352,2281.6,2281.8665079291177,2287.899950276985,2288.145116229911,2279.1,2278.975601781813,2264.742914804673,2264.5827128961737,2238.6,2238.323371641867,2235.862344350292,2236.692518023602,2196.3,2196.9149290414903,2202.374092970489,2202.1038288171767,1988.7,1988.9134514491743,1987.546604676332,1986.8523359211283,1989.1,1988.7431757227157,1986.7076974329184,1986.0952007943772,1981.1,1978.8821722391967,1984.8700397567416,1984.4823166676,1986.9,1986.9536224257463,1986.099329179304,1985.9026342743116,1987.8,1988.403041925365,1984.8912635001525,1985.473934697231
46,-13.185,42.172,4400.0,302.66,2333.6,1989.8,2327.3,2327.639671360143,2330.230248873509,2330.785505295359,2319.1,2318.5899599087497,2307.4744544227888,2307.8976160358134,2262.0,2261.764366698488,2273.238454992107,2273.4327403174348,2245.7,2245.510125523615,2251.5533306278057,2252.217454151355,2221.0,2221.442380067993,2219.151393280471,2218.6845271318125,1989.8,1988.535756803443,1988.1290026532777,1987.3275826848176,1983.5,1982.784879552212,1986.6254233804616,1985.801654775294,1986.7,1986.6486623851129,1985.8274859807464,1984.9036793629407,1987.9,1987.9484993755927,1985.729805744148,1985.8389240214144,1983.8,1982.3042196888105,1985.568306561884,1986.1457676517664
47,-12.308,42.2,4400.1,302.4,2338.0,1990.7,2348.1,2348.8022112605327,2337.3361289583427,2337.150745943889,2319.7,2319.084556467793,2320.672986221729,2320.780722352025,2281.6,2281.063237051756,2287.899950276985,2288.2650552814894,2279.1,2279.909858222434,2264.742914804673,2264.857463092402,2238.6,2237.899432769952,2235.862344350292,2235.74167449327,1985.4,1985.5955855842265,1987.99024274056,1987.3842290959951,1988.7,1988.1058146996183,1987.546604676332,1986.4671264671376,1989.1,1989.658292148804,1986.7076974329184,1985.9362943611636,1981.1,1979.558153847332,1984.8700397567416,1985.6080073648093,1986.9,1985.004382489108,1986.099329179304,1986.3597546554213
48,-11.453,42.51,4400.0,310.04,2347.2,1986.2,2333.6,2333.030626282518,2338.494265723893,2337.877142065203,2327.3,2327.7117463750856,2330.230248873509,2330.1803106380385,2319.1,2317.504747683982,2307.4744544227888,2307.525964896241,2262.0,2262.605417016396,2273.238454992107,2273.003008641982,2245.7,2244.088504040082,2251.5533306278057,2251.588330859655,1989.8,1991.0833106849616,1988.7646050013957,1988.1700535539455,1989.8,1989.8167603337945,1988.1290026532777,1987.0491911330705,1983.5,1985.160377622484,1986.6254233804616,1986.580913564194,1986.7,1986.337366306373,1985.8274859807464,1986.562443830549,1987.9,1988.757795256412,1985.729805744148,1985.3346043515464
