in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
52.806,454.68,2299.9,28.479,28.127,10.713,1322.5,13.906,16.036,551.0,202000.0,875.93,848.48,21.629,,,,,,,,,
53.369,441.82,2299.9,27.325,27.73,10.707,1297.1,13.915,15.867,530.71,210000.0,877.49,850.18,18.967,,,,,,,,,
53.503,439.84,2300.1,26.193,27.335,10.702,1288.9,13.922,15.858,526.39,213000.0,877.97,850.67,18.014,,,,,,,,,
52.247,450.66,2300.1,2.505,26.951,10.684,1392.4,13.926,15.799,538.9,234000.0,872.71,844.03,23.808,,,,,,,,,
51.339,455.59,2300.1,23.914,26.561,10.673,1475.3,13.924,15.679,543.59,250000.0,868.51,838.75,28.956,,,,,,,,,
50.564,454.44,2300.0,22.755,26.159,10.671,1558.5,13.913,15.436,539.83,265000.0,864.24,833.47,34.914,,,,,,,,,
50.165,451.6,2299.9,21.563,25.759,10.665,1608.3,13.91,15.258,533.75,278000.0,861.82,830.34,38.174,,,,,,,,,
49.881,455.27,2300.0,20.404,25.362,10.659,1631.1,13.914,15.28,537.86,284000.0,860.77,829.03,39.512,,,,,,,,,
48.862,457.53,2300.0,19.287,24.974,10.646,1738.3,13.912,15.071,539.96,309000.0,855.73,822.73,47.191,,,,,,,,,
48.402,455.79,2299.9,18.156,24.588,10.636,1795.7,13.913,14.912,535.79,327000.0,853.15,819.38,51.007,,,,,,,,,
48.525,451.57,2300.1,17.005,24.208,10.638,1791.9,13.91,14.841,527.64,328000.0,853.29,819.38,50.588,,,,,,,,,
47.885,451.88,2300.0,15.899,23.827,10.638,1861.1,13.899,14.679,527.51,338000.0,849.9,815.21,56.857,,,,,,,,,
46.983,455.24,2300.0,14.756,23.433,10.621,1958.8,13.904,14.543,531.68,366000.0,845.68,809.92,64.017,,,,,,,,,
46.266,457.1,2300.0,13.598,23.03,10.601,2042.6,13.914,14.423,532.99,396000.0,842.29,805.58,69.595,,,,,,,,,
45.329,461.04,2300.0,12.439,22.63,10.593,2142.3,13.909,14.292,539.15,417000.0,837.85,800.24,78.684,,,,,,,,,
45.32,450.75,2300.0,1.125,22.23,10.589,2172.9,13.908,14.048,519.57,435000.0,836.64,798.02,80.644,,,,,,,,,
45.588,446.0,2300.0,10.111,21.831,10.581,2158.9,13.919,14.008,508.76,445000.0,837.54,798.62,77.681,,,,,,,,,
44.372,456.67,2300.0,0.89825,21.446,10.577,2271.6,13.906,13.973,527.27,458000.0,832.42,793.05,89.88,,,,,,,,,
43.482,452.11,2299.9,0.7843,21.063,10.566,2394.4,13.9,13.669,517.85,495000.0,827.28,786.26,101.88,,,,,,,,,
43.757,444.24,2299.9,0.67111,20.668,10.562,2387.1,13.906,13.553,501.23,507000.0,827.79,786.02,99.933,,,,,,,,,
43.412,446.12,2300.0,0.55526,20.274,10.562,2422.3,13.9,13.521,503.28,511000.0,826.19,784.2,104.24,,,,,,,,,
42.27,448.13,2300.0,0.44055,19.88,10.554,2557.3,13.89,13.327,505.69,543000.0,820.49,777.33,119.95,,,,,,,,,
41.668,446.3,2300.0,0.3247,19.483,10.544,2642.1,13.888,13.169,500.29,572000.0,817.19,772.96,129.61,,,,,,,,,
41.554,442.7,2300.0,0.20655,19.085,10.527,2681.0,13.904,13.08,490.52,601000.0,816.32,771.16,131.72,,,,,,,,,
40.825,445.49,2300.0,0.09261,18.691,1.052,2768.6,13.9,13.008,494.32,623000.0,812.91,767.31,143.16,,,,,,,,,
40.374,440.92,2300.0,-0.02248,18.292,10.511,2848.1,13.899,12.829,483.59,655000.0,810.04,763.13,153.82,,,,,,,,,
40.164,435.31,2300.0,-0.13491,17.903,10.506,2898.3,13.897,12.67,470.82,677000.0,808.22,760.01,161.34,,,,,,,,,
39.517,437.5,2299.9,-0.24581,17.525,10.505,2974.8,13.888,12.606,474.26,692000.0,805.12,756.68,174.54,,,,,,,,,
38.849,438.13,2300.0,-0.36014,17.139,10.496,3069.5,13.885,12.516,474.65,721000.0,801.79,752.81,190.14,,,,,,,,,
38.222,436.31,2300.0,-0.47599,16.747,10.488,3169.8,13.881,12.383,470.46,754000.0,798.35,748.47,208.33,,,,,,,,,
37.965,430.61,2300.0,-0.5907,16.351,10.484,3229.2,13.877,12.223,457.71,779000.0,796.24,745.01,221.06,,,,,,,,,
37.829,427.33,2300.0,-0.70655,15.947,10.476,3274.5,13.882,12.139,449.09,802000.0,795.13,742.94,228.74,,,,,,,,,
37.307,425.51,2300.0,-0.82622,15.546,10.473,3357.0,13.874,12.026,445.27,826000.0,792.15,739.23,248.03,,,,,,,,,
36.577,425.58,2299.9,-0.94093,15.154,10.463,3477.0,13.871,11.931,446.29,863000.0,788.47,735.07,274.63,,,,,,,,,
35.644,425.45,2300.0,-10.553,14.757,10.456,3620.1,13.86,11.807,449.14,903000.0,783.67,729.87,312.53,,,,,,,,,
34.949,419.15,2300.0,-11.726,14.361,1.045,3757.2,13.85,11.588,438.57,951000.0,779.2,723.84,353.26,,,,,,,,,
34.954,411.37,2299.9,-12.858,13.966,10.437,3825.0,13.859,11.436,419.8,992000.0,778.12,720.65,367.3,,,,,,,,,
35.078,402.44,2299.9,-14.009,13.574,10.432,3859.5,13.861,11.269,398.71,1020000.0,777.22,717.38,377.68,,,,,,,,,
34.779,393.08,2299.9,-15.149,13.191,10.437,3922.5,13.845,11.032,380.42,1040000.0,773.84,711.71,409.61,,,,,,,,,
34.449,384.41,2299.9,-16.258,12.804,10.438,3998.9,13.832,10.809,363.87,1070000.0,770.34,705.96,444.51,,,,,,,,,
33.772,375.3,2299.9,-17.443,12.398,1.043,4159.7,13.821,10.545,349.0,1130000.0,764.99,698.18,503.59,,,,,,,,,
33.416,364.93,2299.9,-1.862,11.993,10.422,4282.1,13.815,10.296,330.35,1190000.0,760.75,691.13,550.41,,,,,,,,,
33.816,356.38,2299.9,-19.771,11.601,10.409,4309.0,13.829,10.177,310.56,1220000.0,760.46,687.99,549.86,,,,,,,,,
33.745,349.98,2300.0,-20.922,11.213,1.039,4429.7,13.841,10.053,297.95,1270000.0,758.38,683.78,574.02,,,,,,,,,
32.994,341.35,2300.0,-22.043,10.822,10.389,4583.0,13.821,97.952,286.78,1320000.0,752.18,675.92,644.71,,,,,,,,,
32.499,334.05,2299.9,-23.201,10.427,10.407,4604.5,13.789,95.849,277.02,1320000.0,747.38,670.16,695.24,,,,,,,,,
32.567,328.09,2300.0,-24.345,10.051,10.401,4644.4,13.791,94.794,265.67,1340000.0,745.73,666.97,710.17,,,,,,,,,
31.925,322.56,2300.0,-25.469,96.608,1.038,4864.5,13.792,93.195,259.31,1410000.0,740.93,661.11,774.03,,,,,,,,,
31.389,314.17,2299.9,-2.662,92.531,10.383,4964.7,13.771,91.034,248.8,1440000.0,735.51,654.58,837.04,,,,,,,,,
31.605,305.67,2299.9,-27.782,88.586,10.367,5050.4,13.781,89.743,233.73,1480000.0,733.56,650.63,853.58,,,,,,,,,
31.085,299.9,2299.9,-28.933,84.657,10.344,5279.4,13.782,88.316,226.99,1560000.0,729.09,645.45,912.87,,,,,,,,,
30.408,295.42,2300.0,-30.065,80.713,10.334,5461.0,13.77,8.694,223.18,1600000.0,724.27,640.57,977.31,,,,,,,,,
30.3,290.62,2300.0,-31.223,76.814,10.308,5660.9,13.779,86.126,215.51,1680000.0,721.96,637.55,1006.7,,,,,,,,,
29.997,283.34,2299.9,-3.237,72.896,10.284,5903.3,13.779,84.691,206.04,1750000.0,717.85,632.79,1057.2,,,,,,,,,
29.61,275.04,2299.9,-33.521,68.906,10.287,5980.5,13.76,82.907,196.53,1770000.0,712.97,627.47,1115.5,,,,,,,,,
29.176,268.08,2300.0,-34.688,64.954,10.304,5965.3,13.734,81.302,189.32,1750000.0,708.35,622.64,1172.8,,,,,,,,,
28.888,259.26,2299.9,-35.793,61.105,10.301,6070.4,13.721,79.631,179.13,1780000.0,703.78,617.52,1230.1,,,,,,,,,
28.714,251.02,2299.9,-36.932,5.721,10.289,6221.0,13.715,78.213,169.23,1830000.0,699.93,613.19,1280.0,,,,,,,,,
28.512,244.48,2300.0,-38.129,53.171,10.282,6342.5,13.708,77.061,161.59,1870000.0,696.56,609.61,1326.0,,,,,,,,,
28.136,237.71,2300.0,-39.284,4.915,10.263,6580.6,13.702,75.812,154.44,1930000.0,692.27,605.54,1384.2,,,,,,,,,
27.809,231.61,2300.0,-40.438,45.225,10.246,6810.7,13.697,74.714,147.98,2000000.0,688.45,602.0,1437.1,,,,,,,,,
26.921,227.91,2300.0,-41.559,4.138,10.239,7027.9,13.675,7.36,146.34,2040000.0,682.82,597.57,1511.8,,,,,,,,,
25.931,222.89,2300.0,-42.683,37.511,1.025,7111.6,13.642,72.187,143.83,2050000.0,676.33,592.0,1598.4,,,,,,,,,
26.224,214.24,2299.9,-4.383,3.359,10.242,7204.3,13.644,71.123,133.01,2080000.0,674.64,589.52,1633.2,,,,,,,,,
26.335,206.74,2299.9,-44.989,29.665,10.182,7834.0,13.658,70.273,123.74,2260000.0,672.33,587.62,1666.4,,,,,,,,,
25.593,200.72,2300.0,-4.614,25.713,10.174,8076.7,13.635,68.971,119.44,2320000.0,666.64,582.88,1746.4,,,,,,,,,
24.993,194.29,2300.0,-47.256,21.822,10.201,7942.4,13.609,67.617,114.7,2270000.0,661.63,578.06,1827.3,,,,,,,,,
25.207,185.67,2299.9,-48.411,17.923,10.199,8006.9,13.605,66.518,105.5,2290000.0,659.75,575.43,1873.1,,,,,,,,,
25.724,178.08,2300.0,-49.581,13.922,10.189,8107.0,13.611,65.772,96.551,2320000.0,659.62,574.4,1894.3,,,,,,,,,
25.922,171.2,2299.9,-50.751,0.99314,10.168,8373.0,13.61,64.967,89.328,2390000.0,658.18,572.75,1928.0,,,,,,,,,
26.013,163.64,2299.9,-51.879,0.60556,10.152,8621.8,13.603,63.991,82.242,2450000.0,656.06,570.4,1973.1,,,,,,,,,
25.957,156.36,2300.0,-52.984,0.22104,10.151,8721.4,13.593,62.939,76.152,2470000.0,653.41,567.52,2028.8,,,,,,,,,
25.564,151.68,2300.0,-54.173,-0.17797,10.163,8696.0,13.578,62.034,72.974,2450000.0,649.95,564.39,2094.2,,,,,,,,,
25.319,145.63,2299.9,-55.332,-0.55983,10.151,8945.4,13.564,61.077,68.446,2510000.0,646.72,561.55,2154.4,,,,,,,,,
25.675,137.78,2299.9,-56.463,-0.77363,1.015,8977.3,13.563,60.179,62.238,2520000.0,646.07,559.82,2183.3,,,,,,,,,
25.818,131.22,2300.0,-57.622,-0.8125,10.155,8967.9,13.559,59.327,58.219,2520000.0,644.96,557.77,2212.7,,,,,,,,,
25.717,124.22,2299.9,-58.624,-0.8125,10.137,9288.0,13.545,58.322,54.48,2600000.0,642.46,555.15,2256.5,,,,,,,,,
26.117,123.01,2300.0,-58.399,-0.8125,10.105,9661.5,13.544,58.454,52.635,2680000.0,643.9,556.44,2231.4,,,,,,,,,
25.618,135.16,2300.1,-56.643,-0.70694,10.084,9880.2,13.54,59.931,60.545,2730000.0,644.85,559.34,2187.5,,,,,,,,,
24.291,150.59,2300.1,-54.379,-0.23095,10.122,9398.5,13.539,61.243,74.85,2620000.0,643.31,560.28,2173.0,,,,,,,,,
23.863,162.07,2300.1,-52.073,0.53544,10.151,8979.9,13.549,62.525,86.44,2520000.0,645.23,562.72,2112.2,,,,,,,,,
23.777,175.37,2300.1,-49.768,13.297,10.168,8652.3,13.564,64.297,99.452,2450000.0,649.37,567.15,2017.7,,,,,,,,,
23.653,188.31,2300.1,-47.454,21.284,10.214,8069.9,13.569,65.931,113.5,2290000.0,653.43,570.9,1935.1,,,,,,,,,
23.964,198.82,2300.1,-45.095,29.303,10.249,7610.0,13.575,67.505,124.76,2160000.0,658.81,575.31,1844.9,,,,,,,,,
24.724,211.96,2300.1,-42.797,37.092,10.254,7338.0,13.603,69.823,137.24,2100000.0,667.09,583.17,1717.2,,,,,,,,,
25.71,225.71,2300.1,-40.621,4.479,10.254,7092.5,13.639,72.433,150.06,2050000.0,676.68,592.3,1580.9,,,,,,,,,
26.643,238.47,2300.1,-38.335,5.266,10.257,6851.9,13.672,74.933,162.54,1990000.0,685.76,600.89,1458.2,,,,,,,,,
27.194,251.85,2300.1,-35.979,60.537,10.264,6641.6,13.695,77.351,177.77,1930000.0,693.34,608.62,1358.5,,,,,,,,,
28.086,265.88,2300.1,-3.364,68.472,10.249,6554.9,13.736,80.318,192.59,1920000.0,702.75,618.07,1242.8,,,,,,,,,
29.249,279.21,2300.1,-31.315,76.361,10.292,5981.4,13.754,83.282,206.58,1760000.0,713.19,628.39,1114.1,,,,,,,,,
29.939,291.65,2300.1,-29.055,84.158,10.346,5478.9,13.748,85.766,222.73,1600000.0,721.0,637.31,1015.3,,,,,,,,,
30.738,303.32,2300.1,-26.799,91.989,10.335,5370.3,13.784,88.652,236.73,1590000.0,729.09,646.23,919.64,,,,,,,,,
31.566,316.1,2300.0,-24.486,99.909,10.332,5204.0,13.815,91.864,252.88,1550000.0,737.58,656.07,820.6,,,,,,,,,
32.422,331.06,2300.1,-22.153,10.785,10.322,5064.9,13.852,95.715,272.93,1510000.0,746.79,667.28,718.58,,,,,,,,,
32.871,344.67,2300.1,-19.859,11.574,10.358,4735.7,13.846,98.669,296.14,1390000.0,753.12,677.22,644.34,,,,,,,,,
33.081,359.97,2300.1,-17.553,12.361,10.405,4420.2,13.822,10.168,325.74,1250000.0,758.2,687.25,582.81,,,,,,,,,
33.969,379.19,2300.1,-15.297,13.131,10.407,4201.7,13.85,10.664,358.42,1160000.0,767.28,701.11,484.18,,,,,,,,,
34.293,393.02,2300.1,-13.906,13.602,10.425,4029.4,13.847,10.978,385.65,1080000.0,771.63,709.51,434.83,,,,,,,,,
34.46,398.16,2300.0,-13.594,13.703,10.432,3961.5,13.846,11.1,395.27,1050000.0,773.36,712.67,415.48,,,,,,,,,
34.791,400.39,2300.0,-13.594,13.703,10.432,3908.2,13.855,11.189,397.29,1030000.0,775.43,715.19,394.86,,,,,,,,,
34.708,398.44,2300.0,-13.594,13.703,10.431,3928.7,13.852,11.138,394.03,1040000.0,774.67,713.96,402.45,,,,,,,,,
34.754,398.51,2300.0,-13.594,13.703,10.428,3933.7,13.857,11.148,393.73,1050000.0,774.95,714.17,400.4,,,,,,,,,
34.503,397.67,2300.0,-13.594,13.703,10.432,3960.4,13.848,11.095,393.97,1050000.0,773.48,712.64,414.35,,,,,,,,,
34.799,395.12,2300.0,-13.594,13.703,10.431,3930.4,13.852,11.08,386.91,1050000.0,774.51,712.95,403.83,,,,,,,,,
34.896,397.77,2300.1,-1.407,13.703,10.425,3924.4,13.861,11.153,391.82,1050000.0,775.59,714.55,394.39,,,,,,,,,
34.323,406.99,2300.1,-16.345,13.703,10.431,3947.2,13.85,11.271,417.35,1040000.0,774.33,715.76,405.11,,,,,,,,,
34.56,417.58,2300.0,-20.092,13.71,10.441,3839.9,13.852,11.517,442.18,984000.0,777.23,721.19,372.73,,,,,,,,,
34.347,426.1,2300.0,-24.055,13.718,10.454,3798.2,13.841,11.661,467.38,949000.0,777.34,723.29,366.7,,,,,,,,,
34.069,437.45,2300.1,-28.079,13.719,10.453,3791.7,13.843,11.866,498.95,931000.0,777.56,725.48,361.95,,,,,,,,,
33.776,449.14,2300.1,-32.073,13.722,10.449,3798.2,13.849,12.079,531.39,918000.0,777.67,727.21,359.27,,,,,,,,,
33.389,460.44,2300.0,-36.136,13.73,10.465,3765.5,13.833,12.255,565.79,876000.0,776.84,727.97,361.56,,,,,,,,,
33.42,472.52,2300.1,-40.259,13.74,10.479,3683.1,13.826,12.502,596.64,821000.0,778.25,730.82,346.11,,,,,,,,,
33.025,483.57,2300.1,-44.303,13.748,10.477,3697.6,13.827,12.686,628.62,806000.0,777.52,730.87,353.27,,,,,,,,,
33.069,494.52,2300.1,-48.289,13.75,10.484,3639.2,13.828,12.918,654.73,766000.0,778.94,733.17,342.51,,,,,,,,,
33.058,503.97,2300.0,-52.313,13.752,1.05,3577.1,13.816,13.104,678.82,718000.0,779.73,734.77,336.8,,,,,,,,,
32.898,512.95,2300.1,-56.235,13.76,10.507,3554.1,13.812,13.268,702.66,689000.0,779.84,735.42,338.7,,,,,,,,,
32.691,523.85,2300.1,-60.145,13.769,10.513,3532.6,13.809,13.468,730.68,657000.0,779.93,736.07,342.67,,,,,,,,,
31.998,531.17,2300.0,-64.169,13.777,10.528,3563.1,13.785,13.518,759.15,634000.0,776.91,733.31,369.49,,,,,,,,,
32.395,540.02,2300.1,-68.217,13.787,10.533,3481.8,13.792,13.758,774.69,596000.0,779.98,737.01,349.63,,,,,,,,,
31.897,550.66,2300.1,-72.271,13.795,10.534,3500.9,13.789,13.917,806.2,578000.0,778.6,735.92,367.1,,,,,,,,,
31.929,560.8,2300.1,-76.246,13.797,10.542,3451.6,13.787,14.134,830.02,541000.0,779.85,737.73,362.75,,,,,,,,,
32.418,570.22,2300.1,-80.111,13.798,10.556,3350.2,13.787,14.399,846.07,496000.0,783.33,741.98,341.02,,,,,,,,,
31.883,578.9,2300.0,-84.047,13.806,10.573,3352.0,13.765,14.497,877.09,468000.0,781.28,740.26,359.7,,,,,,,,,
31.543,589.51,2300.0,-87.988,13.816,10.571,3356.3,13.767,14.681,906.83,454000.0,780.81,740.08,369.24,,,,,,,,,
31.207,600.74,2300.1,-92.062,13.824,10.569,3356.9,13.77,14.88,938.07,438000.0,780.45,740.04,377.89,,,,,,,,,
30.982,610.12,2300.1,-96.189,13.828,10.576,3337.8,13.765,15.048,965.12,419000.0,780.31,740.28,382.43,,,,,,,,,
30.958,618.18,2300.0,-10.014,13.828,10.588,3293.8,13.757,15.212,986.55,397000.0,780.98,741.41,379.49,,,,,,,,,
31.113,627.61,2300.0,-10.411,13.835,10.601,3226.9,13.752,15.435,1007.1,373000.0,782.75,743.8,369.15,,,,,,,,,
30.702,636.31,2300.1,-10.812,13.845,10.605,3229.1,13.746,15.562,1036.0,364000.0,781.61,742.9,379.67,,,,,,,,,
30.619,646.71,2300.1,-11.218,13.853,10.602,3208.5,13.753,15.783,1060.0,357000.0,782.51,744.19,376.94,,,,,,,,,
30.479,657.09,2300.1,-11.624,13.859,10.615,3164.5,13.744,15.982,1087.8,341000.0,782.85,745.06,376.25,,,,,,,,,
29.996,664.17,2300.1,-12.03,13.859,10.637,3137.2,13.717,16.043,1119.2,325000.0,780.84,743.37,389.51,,,,,,,,,
29.92,673.51,2300.1,-12.428,13.865,10.641,3106.5,13.717,16.235,1141.6,319000.0,781.55,744.5,386.52,,,,,,,,,
29.898,683.85,2300.1,-12.83,13.873,10.638,3080.9,13.726,16.462,1162.9,316000.0,782.78,746.14,380.85,,,,,,,,,
30.332,694.14,2300.1,-13.231,13.882,10.639,3008.2,13.738,16.76,1172.8,311000.0,786.31,750.34,359.73,,,,,,,,,
30.047,702.46,2300.0,-13.626,13.89,10.656,2969.4,13.721,16.88,1200.2,301000.0,785.58,750.03,364.86,,,,,,,,,
29.231,710.52,2300.0,-14.026,13.891,10.673,2973.0,13.695,16.904,1241.8,292000.0,782.04,746.64,387.98,,,,,,,,,
29.374,719.28,2300.1,-14.424,13.894,10.688,2900.2,13.687,17.105,1258.0,284000.0,783.66,748.87,378.14,,,,,,,,,
29.36,728.19,2300.1,-14.822,13.902,1.069,2867.5,13.69,17.291,1275.8,282000.0,784.68,750.3,373.19,,,,,,,,,
28.987,736.01,2300.0,-15.216,13.912,10.694,2860.2,13.684,17.389,1302.6,280000.0,783.63,749.48,380.81,,,,,,,,,
28.986,741.96,2300.1,-15.617,13.92,10.707,2811.5,13.675,17.503,1317.0,273000.0,784.2,750.44,377.71,,,,,,,,,
29.309,751.73,2300.1,-16.022,13.922,10.714,2742.3,13.68,17.754,1326.4,269000.0,787.02,753.9,362.08,,,,,,,,,
28.909,760.48,2300.0,-16.417,13.924,10.728,2711.4,13.663,17.853,1357.4,263000.0,785.78,753.02,370.54,,,,,,,,,
28.428,765.49,2300.1,-16.82,13.931,10.731,2721.9,13.655,17.871,1382.8,262000.0,783.87,751.15,382.81,,,,,,,,,
28.703,773.58,2300.1,-17.217,13.941,10.735,2668.5,13.661,18.078,1389.5,260000.0,786.3,754.1,369.66,,,,,,,,,
28.415,784.51,2300.1,-17.615,13.949,10.748,2625.4,13.649,18.234,1420.5,255000.0,785.92,754.22,373.42,,,,,,,,,
27.974,792.13,2300.1,-18.02,13.953,1.077,2584.6,13.624,18.29,1452.9,246000.0,784.23,752.88,384.5,,,,,,,,,
27.877,801.49,2300.1,-18.427,13.953,10.778,2543.9,13.619,18.448,1474.2,242000.0,784.75,753.87,382.97,,,,,,,,,
27.782,808.69,2300.0,-18.83,13.961,10.784,2516.6,13.617,18.566,1491.3,240000.0,785.1,754.54,382.32,,,,,,,,,
28.223,813.49,2300.0,-19.226,13.97,10.796,2442.8,13.616,18.723,1488.3,235000.0,787.87,757.84,367.94,,,,,,,,,
27.835,820.69,2300.1,-19.631,13.978,10.801,2435.7,13.608,18.79,1515.1,233000.0,786.67,756.84,376.13,,,,,,,,,
27.177,825.47,2300.0,-20.036,13.984,10.809,2446.6,13.592,18.762,1547.9,230000.0,783.71,753.88,394.13,,,,,,,,,
27.789,831.3,2300.0,-20.436,13.984,10.823,2355.9,13.593,18.964,1540.6,224000.0,787.48,758.32,374.69,,,,,,,,,
27.433,838.79,2300.1,-20.836,13.99,10.824,2355.0,13.59,19.043,1566.2,224000.0,786.55,757.58,381.32,,,,,,,,,
26.833,843.66,2300.0,-21.237,13.998,10.836,2352.3,13.571,19.022,1598.2,219000.0,783.85,754.95,397.99,,,,,,,,,
27.104,851.38,2300.0,-21.627,14.008,10.851,2278.7,13.566,19.198,1605.7,213000.0,786.02,757.72,388.07,,,,,,,,,
26.955,859.11,2300.1,-22.009,14.015,1.086,2246.5,13.559,19.309,1626.4,210000.0,786.08,758.16,389.65,,,,,,,,,
26.542,864.16,2300.0,-22.403,14.016,10.871,2232.5,13.544,19.322,1652.3,206000.0,784.39,756.62,400.8,,,,,,,,,
26.716,870.82,2300.1,-22.804,14.019,10.873,2199.7,13.55,19.473,1659.0,205000.0,786.15,758.77,392.78,,,,,,,,,
26.681,878.46,2300.1,-23.205,14.027,10.885,2153.4,13.542,19.597,1676.6,201000.0,786.75,759.81,391.83,,,,,,,,,
26.438,886.42,2300.1,-23.611,14.037,10.904,2105.8,13.524,19.684,1703.1,194000.0,786.18,759.68,397.71,,,,,,,,,
26.26,894.49,2300.1,-24.019,14.044,10.916,2067.5,13.513,19.79,1726.7,189000.0,786.07,759.97,400.83,,,,,,,,,
26.241,904.15,2300.1,-24.423,14.055,10.921,2035.9,13.514,19.959,1746.3,188000.0,787.12,761.49,397.28,,,,,,,,,
26.14,912.51,2300.1,-24.824,14.062,10.928,2006.2,13.511,20.088,1767.1,185000.0,787.54,762.31,397.28,,,,,,,,,
25.916,921.21,2300.0,-25.229,14.063,10.941,1968.9,13.499,20.195,1793.9,181000.0,787.24,762.43,401.68,,,,,,,,,
25.859,929.81,2300.0,-25.631,14.066,10.951,1931.4,13.494,20.333,1814.5,178000.0,787.88,763.52,400.74,,,,,,,,,
25.503,936.97,2300.1,-26.03,14.074,10.969,1895.3,13.474,20.387,1843.8,171000.0,786.65,762.63,410.42,,,,,,,,,
25.164,938.97,2300.0,-26.432,14.084,10.975,1894.2,13.464,20.359,1861.6,169000.0,785.07,761.05,420.83,,,,,,,,,
25.533,941.31,2300.0,-26.834,14.091,10.974,1865.7,13.474,20.467,1854.9,169000.0,787.38,763.62,409.88,,,,,,,,,
25.387,945.5,2300.0,-27.233,14.094,10.985,1838.3,13.463,20.508,1870.8,165000.0,787.01,763.47,414.42,,,,,,,,,
25.266,945.66,2300.0,-27.635,14.096,10.994,1818.9,13.452,20.482,1878.2,162000.0,786.31,762.82,420.41,,,,,,,,,
25.292,944.59,2300.0,-28.04,14.103,11.005,1791.0,13.442,20.459,1878.6,158000.0,786.23,762.81,423.19,,,,,,,,,
25.246,946.8,2300.0,-28.438,14.113,11.017,1759.9,13.432,20.481,1887.7,153000.0,786.14,762.9,426.34,,,,,,,,,
25.498,951.43,2300.0,-28.824,14.121,11.027,1710.3,13.429,20.6,1891.1,150000.0,787.92,765.11,419.46,,,,,,,,,
25.101,955.22,2300.0,-29.207,14.125,11.039,1696.9,13.413,20.59,1914.9,146000.0,786.16,763.45,431.62,,,,,,,,,
25.254,958.15,2300.1,-29.45,14.125,1.105,1657.5,13.407,20.66,1917.9,142000.0,787.19,764.79,428.16,,,,,,,,,
25.192,968.79,2300.1,-29.5,14.133,1.106,1622.9,13.402,20.833,1942.1,140000.0,787.98,766.12,425.63,,,,,,,,,
24.575,976.38,2300.0,-29.5,14.142,11.065,1633.8,13.39,20.857,1978.4,139000.0,785.52,763.79,439.73,,,,,,,,,
24.977,977.46,2300.0,-29.5,14.15,11.093,1551.6,13.369,20.92,1971.2,130000.0,787.33,766.09,432.78,,,,,,,,,
25.09,983.47,2300.1,-29.5,14.156,11.115,1490.9,13.352,21.028,1982.5,123000.0,788.29,767.57,430.13,,,,,,,,,
24.577,991.53,2300.0,-29.5,14.156,11.114,1507.9,13.348,21.085,2015.5,124000.0,786.54,765.95,439.84,,,,,,,,,
24.39,997.26,2300.0,-29.5,14.156,11.111,1516.0,13.352,21.159,2032.6,125000.0,786.29,765.85,441.16,,,,,,,,,
24.444,999.5,2300.0,-29.5,14.156,11.097,1538.3,13.368,21.221,2033.2,129000.0,787.05,766.6,435.79,,,,,,,,,
24.453,1000.6,2300.0,-29.5,14.156,1.11,1530.6,13.366,21.239,2035.4,129000.0,787.18,766.81,435.42,,,,,,,,,
24.459,1000.0,2300.0,-29.5,14.156,1.111,1510.9,13.356,21.221,2035.6,126000.0,786.99,766.69,437.39,,,,,,,,,
24.427,998.98,2300.0,-29.5,14.156,11.111,1512.2,13.354,21.196,2034.7,125000.0,786.69,766.33,439.08,,,,,,,,,
24.475,1000.3,2300.1,-29.5,14.156,11.104,1522.1,13.362,21.236,2034.7,127000.0,787.21,766.87,435.61,,,,,,,,,
24.583,999.15,2300.0,-29.5,14.156,11.097,1532.1,13.37,21.239,2027.8,130000.0,787.75,767.34,432.02,,,,,,,,,
24.584,997.86,2300.0,-29.5,14.156,11.099,1529.3,13.367,21.214,2025.6,129000.0,787.56,767.12,433.19,,,,,,,,,
24.457,1000.4,2300.0,-29.5,14.156,11.111,1507.2,13.354,21.227,2036.6,125000.0,787.0,766.73,437.5,,,,,,,,,
24.195,1002.2,2300.0,-29.5,14.156,11.098,1546.4,13.364,21.227,2047.1,130000.0,786.05,765.62,441.37,,,,,,,,,
24.254,1002.0,2300.0,-29.5,14.156,11.068,1605.5,13.395,21.261,2040.4,139000.0,786.81,766.11,434.33,,,,,,,,,
24.381,1002.7,2300.0,-29.5,14.149,11.046,1644.6,13.42,21.317,2034.5,146000.0,787.93,767.1,426.19,,,,,,,,,
24.302,1003.2,2300.0,-29.5,14.138,11.022,1700.5,13.443,21.335,2034.6,155000.0,787.96,766.89,423.65,,,,,,,,,
24.288,1003.1,2300.0,-29.5,14.128,1.101,1726.1,13.454,21.342,2033.3,159000.0,788.06,766.86,421.98,,,,,,,,,
24.238,1002.2,2300.0,-29.5,14.116,10.987,1780.2,13.476,21.337,2029.8,167000.0,788.05,766.57,419.76,,,,,,,,,
24.461,1005.9,2300.0,-29.5,14.109,10.953,1834.7,13.515,21.475,2025.9,179000.0,790.21,768.66,405.11,,,,,,,,,
24.426,1008.3,2300.0,-29.5,14.104,10.929,1884.8,13.54,21.536,2029.1,188000.0,790.71,769.03,400.22,,,,,,,,,
