in1,in2,in3,in4,in5,in6,out1,out2,out3,out4,out5,out6,out7,out8,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22
57.754,427.92,2300.0,0.9375,31.469,0.95124,10825.0,14.374,17.236,545.05,2210000.0,895.92,873.28,201.4,,,,,,,,,
57.342,435.54,2300.1,0.5404,31.271,0.95185,10742.0,14.378,17.341,559.15,2190000.0,895.14,872.54,204.05,,,,,,,,,
56.639,438.86,2300.0,0.14329,31.073,0.95266,10741.0,14.371,17.256,562.28,2210000.0,892.17,868.82,211.96,,,,,,,,,
56.469,440.19,2300.0,-0.25762,30.872,0.95328,10643.0,14.374,17.243,565.36,2200000.0,891.75,868.01,211.39,,,,,,,,,
56.202,446.82,2300.0,-0.65968,30.67,0.95394,10527.0,14.381,17.354,578.3,2170000.0,891.55,867.74,211.58,,,,,,,,,
55.446,451.27,2300.0,-10.621,30.469,0.95463,10565.0,14.373,17.285,582.83,2190000.0,888.37,863.88,221.01,,,,,,,,,
55.29,451.38,2300.0,-14.619,30.27,0.95554,10414.0,14.378,17.242,583.38,2180000.0,887.94,862.91,218.87,,,,,,,,,
54.728,459.88,2300.1,-18.556,30.073,0.95635,10355.0,14.38,17.33,596.78,2160000.0,886.37,861.02,223.78,,,,,,,,,
54.066,463.32,2300.0,-2.25,29.875,0.95652,10485.0,14.369,17.256,599.12,2190000.0,883.39,857.55,234.44,,,,,,,,,
54.105,461.48,2299.9,-26.486,29.676,0.95707,10362.0,14.375,17.208,597.24,2190000.0,883.68,857.43,230.6,,,,,,,,,
53.833,468.73,2300.1,-30.511,29.474,0.95821,10165.0,14.386,17.329,609.42,2140000.0,883.61,857.01,228.69,,,,,,,,,
53.321,470.46,2300.1,-34.531,29.272,0.95942,10056.0,14.386,17.24,608.95,2140000.0,881.54,854.16,231.44,,,,,,,,,
53.236,472.92,2300.0,-38.449,29.076,0.96005,9934.8,14.393,17.277,613.34,2120000.0,881.72,854.03,229.16,,,,,,,,,
52.393,481.45,2300.0,-42.424,28.879,0.96016,10119.0,14.382,17.293,620.78,2150000.0,878.36,850.32,243.41,,,,,,,,,
51.587,485.96,2300.0,-46.463,28.677,0.96094,10178.0,14.373,17.203,620.82,2170000.0,874.89,846.18,254.0,,,,,,,,,
51.658,484.93,2300.0,-50.454,28.477,0.9622,9898.4,14.385,17.183,619.84,2130000.0,875.69,846.42,245.39,,,,,,,,,
51.623,484.54,2300.0,-54.428,28.278,0.96316,9710.9,14.394,17.155,618.94,2100000.0,875.89,846.12,240.53,,,,,,,,,
51.44,487.95,2300.1,-58.514,28.074,0.96391,9596.1,14.4,17.192,622.13,2080000.0,875.72,845.56,239.31,,,,,,,,,
50.74,495.53,2300.0,-62.626,27.868,0.96394,9766.9,14.39,17.212,626.2,2110000.0,873.0,842.58,251.7,,,,,,,,,
49.98,499.31,2300.0,-66.608,27.669,0.96445,9869.1,14.378,17.114,624.28,2140000.0,869.61,838.66,262.99,,,,,,,,,
50.378,494.57,2300.0,-70.549,27.474,0.96577,9498.3,14.396,17.078,620.64,2090000.0,871.74,840.25,247.71,,,,,,,,,
50.448,495.26,2300.0,-74.489,27.276,0.96634,9355.8,14.405,17.107,621.49,2070000.0,872.55,840.77,242.77,,,,,,,,,
49.472,506.37,2300.1,-78.491,27.075,0.96756,9369.8,14.399,17.14,626.13,2060000.0,869.14,836.69,254.22,,,,,,,,,
48.428,515.58,2300.0,-82.599,26.87,0.96909,9347.7,14.389,17.1,629.51,2040000.0,865.2,831.92,265.74,,,,,,,,,
48.495,511.18,2300.0,-86.589,26.67,0.96947,9254.2,14.391,16.999,624.26,2050000.0,865.25,831.66,261.46,,,,,,,,,
48.537,511.8,2300.0,-9.04,26.48,0.97013,9108.0,14.398,17.018,624.21,2030000.0,865.9,832.0,256.47,,,,,,,,,
47.808,518.77,2300.0,-94.314,26.284,0.97045,9230.1,14.388,17.008,629.09,2050000.0,863.04,828.82,268.38,,,,,,,,,
47.755,520.34,2300.1,-98.331,26.084,0.97119,9095.2,14.393,17.028,629.84,2020000.0,863.33,828.76,264.7,,,,,,,,,
46.909,528.07,2300.0,-10.234,25.883,0.9718,9188.0,14.38,17.003,638.09,2030000.0,860.01,825.02,277.61,,,,,,,,,
46.586,528.65,2300.0,-10.635,25.682,0.9728,9077.1,14.378,16.927,639.05,2020000.0,858.74,823.22,277.62,,,,,,,,,
46.734,528.12,2300.1,-11.038,25.481,0.97446,8725.9,14.39,16.937,637.35,1960000.0,860.08,823.96,264.79,,,,,,,,,
46.149,534.17,2300.0,-11.444,25.278,0.97534,8700.5,14.383,16.934,646.35,1950000.0,858.05,821.49,270.92,,,,,,,,,
45.915,532.97,2300.0,-11.843,25.079,0.97585,8661.4,14.378,16.84,646.1,1960000.0,856.86,819.95,271.75,,,,,,,,,
45.951,535.98,2300.1,-12.247,24.877,0.97632,8555.4,14.384,16.92,649.15,1930000.0,857.74,820.66,267.94,,,,,,,,,
45.149,543.97,2300.1,-12.647,24.676,0.97683,8645.8,14.371,16.915,664.72,1930000.0,854.67,817.28,280.64,,,,,,,,,
44.248,546.84,2299.9,-13.041,24.479,0.97804,8630.7,14.353,16.754,677.23,1930000.0,850.54,812.48,290.93,,,,,,,,,
44.646,545.4,2299.9,-13.442,24.279,0.97956,8262.5,14.366,16.802,671.77,1870000.0,852.99,814.52,273.55,,,,,,,,,
44.633,547.45,2300.1,-13.843,24.079,0.97942,8280.3,14.367,16.851,674.51,1870000.0,853.32,814.85,274.0,,,,,,,,,
44.081,550.91,2300.1,-14.249,23.875,0.97999,8296.8,14.357,16.797,685.24,1870000.0,851.02,812.22,280.96,,,,,,,,,
43.395,555.66,2300.0,-14.651,23.676,0.98146,8182.4,14.345,16.735,700.4,1840000.0,848.32,808.96,285.66,,,,,,,,,
43.138,559.69,2300.0,-15.048,23.477,0.98182,8164.6,14.341,16.77,709.54,1820000.0,847.66,808.15,288.39,,,,,,,,,
42.876,562.39,2300.1,-15.452,23.274,0.98271,8056.7,14.337,16.767,717.29,1790000.0,846.9,807.09,287.81,,,,,,,,,
42.347,564.39,2300.0,-15.86,23.071,0.98358,8010.4,14.326,16.685,728.0,1780000.0,844.56,804.36,292.41,,,,,,,,,
42.278,565.33,2300.0,-16.258,22.872,0.98489,7792.9,14.326,16.681,731.19,1740000.0,844.63,804.08,285.36,,,,,,,,,
42.103,566.19,2300.0,-16.649,22.676,0.9859,7650.0,14.322,16.653,735.69,1720000.0,844.04,803.2,282.13,,,,,,,,,
42.001,570.79,2300.0,-17.045,22.478,0.98678,7509.4,14.322,16.735,744.48,1670000.0,844.31,803.37,279.03,,,,,,,,,
41.122,577.74,2300.0,-17.436,22.281,0.98783,7499.4,14.304,16.696,768.59,1630000.0,840.71,799.41,290.16,,,,,,,,,
41.016,574.02,2300.0,-17.842,22.077,0.98897,7328.1,14.299,16.574,765.68,1630000.0,839.89,798.2,283.55,,,,,,,,,
41.271,573.06,2300.0,-18.255,21.873,0.98981,7127.5,14.305,16.601,761.26,1610000.0,841.29,799.52,272.75,,,,,,,,,
40.256,585.71,2300.1,-18.656,21.672,0.9912,7080.6,14.286,16.674,796.95,1520000.0,837.67,795.7,285.58,,,,,,,,,
39.303,591.02,2300.0,-19.058,21.473,0.99303,6953.3,14.264,16.586,821.82,1470000.0,833.45,791.03,292.91,,,,,,,,,
39.646,583.23,2299.9,-19.453,21.275,0.9939,6751.6,14.268,16.464,805.27,1490000.0,834.39,791.74,278.27,,,,,,,,,
39.925,585.85,2300.1,-19.842,21.078,0.99403,6662.3,14.276,16.585,805.35,1460000.0,836.28,793.82,272.24,,,,,,,,,
39.079,594.35,2300.1,-20.244,20.877,0.99541,6589.3,14.259,16.604,833.43,1400000.0,832.96,790.32,280.99,,,,,,,,,
38.734,592.93,2300.0,-20.656,20.672,0.9972,6369.3,14.248,16.486,838.42,1370000.0,831.0,788.05,275.28,,,,,,,,,
38.959,590.83,2300.0,-21.063,20.469,0.99786,6218.0,14.252,16.476,832.34,1360000.0,831.98,789.03,265.87,,,,,,,,,
38.635,595.99,2300.1,-21.454,20.274,0.99842,6178.5,14.246,16.532,846.63,1330000.0,830.97,788.04,269.0,,,,,,,,,
37.825,603.53,2300.0,-21.847,20.078,0.99989,6092.4,14.23,16.541,873.64,1260000.0,827.63,784.58,276.5,,,,,,,,,
37.336,605.13,2299.9,-22.255,19.872,10.017,5909.7,14.217,16.472,886.18,1220000.0,825.19,781.98,274.63,,,,,,,,,
37.367,602.88,2300.0,-22.657,19.672,10.034,5650.3,14.215,16.413,883.6,1200000.0,824.97,781.75,262.61,,,,,,,,,
37.398,601.12,2300.0,-23.046,19.479,10.041,5540.4,14.214,16.372,881.24,1190000.0,824.91,781.66,256.9,,,,,,,,,
37.093,608.8,2300.1,-23.436,19.283,10.045,5521.3,14.211,16.495,899.72,1140000.0,824.26,781.2,261.48,,,,,,,,,
36.474,610.06,2300.0,-23.833,19.082,10.058,5454.4,14.196,16.401,914.02,1120000.0,821.12,777.84,265.61,,,,,,,,,
36.424,609.34,2300.0,-24.236,18.881,10.073,5261.2,14.193,16.364,915.27,1090000.0,820.62,777.4,257.82,,,,,,,,,
36.413,611.71,2300.0,-24.636,18.682,10.084,5115.5,14.193,16.411,920.62,1060000.0,820.74,777.72,252.4,,,,,,,,,
36.048,612.99,2300.1,-25.041,18.48,10.093,5056.8,14.185,16.37,930.46,1040000.0,818.94,775.85,254.28,,,,,,,,,
35.349,621.76,2300.0,-25.444,18.28,10.093,5155.9,14.174,16.451,958.35,995000.0,816.43,773.34,268.72,,,,,,,,,
34.932,620.66,2300.0,-25.84,18.081,10.094,5211.0,14.164,16.354,964.9,1000000.0,814.23,770.83,275.7,,,,,,,,,
35.007,618.77,2300.0,-26.239,17.879,10.111,4990.3,14.164,16.311,962.14,980000.0,814.15,770.91,265.33,,,,,,,,,
34.601,624.18,2300.0,-26.642,17.678,1.013,4834.4,14.156,16.353,980.74,922000.0,812.41,769.4,265.94,,,,,,,,,
34.504,622.31,2300.0,-27.045,17.478,10.138,4761.7,14.152,16.288,980.67,917000.0,811.61,768.55,264.22,,,,,,,,,
34.238,625.56,2300.1,-27.455,17.273,10.144,4730.6,14.148,16.315,992.25,892000.0,810.58,767.6,267.25,,,,,,,,,
33.671,625.72,2300.0,-27.859,17.072,10.156,4698.0,14.135,16.217,1004.9,876000.0,807.53,764.37,275.55,,,,,,,,,
33.56,625.2,2300.0,-28.25,16.875,10.157,4701.3,14.132,16.188,1006.9,876000.0,806.96,763.71,277.29,,,,,,,,,
33.197,629.42,2300.0,-28.647,16.676,10.162,4695.2,14.126,16.222,1022.2,849000.0,805.55,762.35,283.49,,,,,,,,,
32.686,632.63,2300.0,-29.05,16.475,10.176,4623.6,14.116,16.202,1039.7,814000.0,803.06,759.92,291.24,,,,,,,,,
32.849,633.48,2300.0,-29.37,16.278,10.183,4535.9,14.119,16.243,1038.8,797000.0,803.9,760.99,285.29,,,,,,,,,
32.812,631.49,2300.0,-29.497,16.083,10.196,4434.7,14.115,16.183,1036.8,785000.0,803.23,760.39,283.91,,,,,,,,,
32.651,630.24,2300.0,-29.5,15.885,10.209,4363.1,14.109,16.119,1037.9,772000.0,801.98,759.17,286.46,,,,,,,,,
31.911,628.68,2300.0,-29.5,15.684,10.227,4331.4,14.09,15.953,1050.9,755000.0,797.61,754.56,304.85,,,,,,,,,
31.681,631.46,2300.0,-29.5,15.481,10.234,4307.6,14.085,15.975,1060.0,734000.0,796.6,753.65,309.84,,,,,,,,,
31.599,630.54,2300.0,-29.5,15.279,10.235,4313.4,14.083,15.941,1059.1,735000.0,796.04,753.01,312.47,,,,,,,,,
31.693,626.6,2299.9,-29.5,15.098,10.245,4243.5,14.079,15.859,1050.4,734000.0,795.83,752.82,310.99,,,,,,,,,
31.743,626.24,2300.0,-29.5,15.008,10.245,4242.7,14.08,15.86,1048.2,735000.0,796.07,753.06,309.65,,,,,,,,,
30.989,625.84,2300.0,-29.5,15.0,10.246,4326.6,14.065,15.736,1063.3,739000.0,792.12,748.68,332.0,,,,,,,,,
31.135,627.71,2300.1,-29.5,15.0,10.255,4247.9,14.066,15.792,1064.5,719000.0,792.89,749.76,326.65,,,,,,,,,
31.496,627.66,2300.0,-29.5,15.0,10.257,4193.3,14.073,15.844,1057.1,714000.0,794.69,751.79,316.05,,,,,,,,,
31.01,625.6,2299.9,-29.5,15.0,10.255,4271.9,14.063,15.727,1063.4,728000.0,792.01,748.7,331.48,,,,,,,,,
31.351,627.52,2300.0,-29.5,15.0,10.256,4216.3,14.07,15.819,1059.7,717000.0,793.95,750.95,320.36,,,,,,,,,
31.372,628.89,2300.0,-29.5,15.0,10.253,4231.6,14.072,15.856,1061.3,716000.0,794.29,751.32,319.13,,,,,,,,,
31.239,625.05,2300.0,-29.5,15.0,10.254,4251.4,14.067,15.75,1057.5,730000.0,793.15,749.93,324.81,,,,,,,,,
31.783,624.25,2300.0,-29.5,15.0,10.246,4237.6,14.08,15.822,1044.0,741000.0,796.02,752.95,309.34,,,,,,,,,
31.174,626.3,2300.0,-29.5,15.0,10.248,4293.0,14.068,15.773,1060.4,734000.0,793.08,749.8,326.23,,,,,,,,,
30.786,625.32,2300.0,-29.5,15.0,10.269,4218.0,14.054,15.676,1069.2,713000.0,790.54,747.29,338.69,,,,,,,,,
31.464,627.33,2300.0,-29.5,15.0,10.259,4186.7,14.072,15.83,1057.4,713000.0,794.45,751.55,317.13,,,,,,,,,
31.154,630.33,2300.0,-29.5,15.0,10.245,4301.5,14.071,15.861,1067.5,721000.0,793.5,750.36,325.1,,,,,,,,,
31.248,628.62,2300.0,-29.412,15.0,10.246,4286.7,14.071,15.836,1062.3,726000.0,793.74,750.59,323.1,,,,,,,,,
31.49,627.75,2300.0,-29.132,15.0,10.252,4225.1,14.074,15.848,1055.1,720000.0,794.71,751.74,316.46,,,,,,,,,
30.881,627.3,2300.0,-28.736,15.0,1.026,4251.5,14.059,15.738,1066.1,715000.0,791.29,748.07,335.2,,,,,,,,,
31.478,629.06,2300.0,-28.335,15.0,10.258,4185.3,14.072,15.867,1054.6,707000.0,794.51,751.7,316.74,,,,,,,,,
31.72,631.14,2300.0,-27.931,15.0,10.255,4172.9,14.079,15.952,1051.0,702000.0,795.98,753.36,309.29,,,,,,,,,
31.298,629.01,2300.0,-27.528,15.0,10.255,4233.3,14.069,15.839,1054.1,713000.0,793.49,750.53,323.03,,,,,,,,,
31.349,628.44,2300.0,-27.127,15.0,10.253,4241.1,14.07,15.834,1049.9,717000.0,793.65,750.67,322.26,,,,,,,,,
31.434,628.42,2300.0,-26.726,15.0,10.254,4222.8,14.071,15.843,1046.4,715000.0,793.98,751.06,320.14,,,,,,,,,
31.1,630.97,2300.0,-26.328,15.0,10.254,4262.6,14.066,15.848,1055.7,709000.0,792.49,749.51,329.91,,,,,,,,,
30.523,631.79,2300.0,-25.931,15.0,10.254,4331.5,14.055,15.778,1067.2,709000.0,789.54,746.27,348.7,,,,,,,,,
31.198,629.05,2300.0,-25.543,15.0,10.253,4262.1,14.067,15.818,1046.5,716000.0,792.62,749.6,328.97,,,,,,,,,
31.614,630.02,2300.0,-25.152,15.0,10.251,4225.2,14.076,15.903,1037.7,712000.0,794.84,752.08,316.59,,,,,,,,,
31.225,630.44,2300.0,-24.753,15.0,10.251,4276.7,14.068,15.852,1044.2,714000.0,792.82,749.85,329.17,,,,,,,,,
31.358,629.7,2300.0,-24.346,15.0,10.247,4289.2,14.071,15.857,1037.8,720000.0,793.41,750.44,326.35,,,,,,,,,
31.496,629.67,2300.0,-23.94,15.0,10.248,4264.6,14.073,15.876,1033.2,717000.0,794.01,751.14,322.7,,,,,,,,,
31.138,628.7,2300.0,-23.55,15.0,10.257,4256.1,14.063,15.791,1037.5,713000.0,791.81,748.81,334.55,,,,,,,,,
31.017,628.78,2300.0,-23.15,15.0,10.261,4243.0,14.059,15.769,1038.6,709000.0,791.02,748.02,339.06,,,,,,,,,
31.395,628.92,2300.0,-22.739,15.0,10.261,4200.8,14.066,15.829,1029.2,706000.0,792.92,750.13,327.56,,,,,,,,,
31.177,628.86,2300.0,-22.333,15.0,10.259,4242.3,14.062,15.794,1031.1,710000.0,791.75,748.82,335.75,,,,,,,,,
31.234,627.7,2300.0,-21.936,15.0,10.259,4241.9,14.062,15.776,1025.8,714000.0,791.83,748.88,335.27,,,,,,,,,
31.377,628.91,2300.0,-21.541,15.0,10.254,4256.8,14.067,15.827,1022.6,715000.0,792.73,749.85,331.59,,,,,,,,,
31.134,629.5,2300.0,-21.144,15.0,10.256,4273.8,14.062,15.8,1026.5,713000.0,791.43,748.47,340.26,,,,,,,,,
31.265,629.89,2300.0,-20.747,15.0,10.255,4270.1,14.065,15.828,1022.5,712000.0,792.09,749.22,337.0,,,,,,,,,
31.433,629.57,2300.0,-20.343,15.0,10.255,4254.3,14.068,15.845,1016.5,712000.0,792.84,750.05,332.64,,,,,,,,,
31.251,628.62,2300.0,-19.941,15.0,10.257,4264.1,14.062,15.793,1016.4,714000.0,791.67,748.76,339.86,,,,,,,,,
31.05,629.61,2300.0,-19.544,15.0,10.261,4258.5,14.057,15.78,1020.4,708000.0,790.59,747.68,347.06,,,,,,,,,
31.283,630.22,2300.0,-19.145,15.0,10.263,4223.2,14.062,15.826,1015.1,703000.0,791.75,749.02,339.87,,,,,,,,,
31.242,630.15,2300.0,-18.74,15.0,10.259,4258.8,14.062,15.82,1013.0,708000.0,791.53,748.73,343.02,,,,,,,,,
31.192,630.02,2300.0,-18.344,15.0,10.257,4284.0,14.061,15.809,1011.3,712000.0,791.22,748.36,346.32,,,,,,,,,
31.141,630.43,2300.0,-17.957,15.0,10.257,4286.7,14.06,15.809,1011.0,710000.0,790.91,748.06,349.1,,,,,,,,,
31.069,630.29,2300.0,-17.559,15.0,10.261,4269.7,14.056,15.79,1010.3,707000.0,790.36,747.52,352.45,,,,,,,,,
31.269,630.58,2300.0,-17.159,15.0,10.255,4293.0,14.063,15.831,1004.2,712000.0,791.47,748.68,347.43,,,,,,,,,
31.114,630.74,2300.0,-16.757,15.0,10.252,4339.3,14.06,15.811,1004.7,717000.0,790.67,747.76,354.73,,,,,,,,,
31.238,629.9,2299.9,-16.349,15.0,10.255,4307.3,14.061,15.808,998.88,715000.0,791.07,748.23,351.52,,,,,,,,,
31.511,628.21,2299.9,-15.948,15.0,10.249,4327.6,14.067,15.816,987.78,726000.0,792.32,749.48,344.64,,,,,,,,,
31.366,624.33,2300.0,-15.554,15.0,10.259,4285.9,14.058,15.699,981.82,729000.0,790.87,747.9,350.53,,,,,,,,,
31.202,622.6,2299.9,-15.153,15.0,10.265,4274.1,14.052,15.629,979.77,730000.0,789.63,746.56,357.74,,,,,,,,,
31.177,625.71,2300.0,-14.75,15.0,10.259,4315.0,14.055,15.697,983.06,727000.0,789.89,746.89,359.82,,,,,,,,,
31.352,627.94,2300.1,-14.348,15.0,10.256,4309.6,14.06,15.774,981.6,721000.0,791.02,748.19,354.49,,,,,,,,,
31.528,627.96,2300.0,-13.953,15.0,10.257,4284.5,14.063,15.799,976.38,717000.0,791.82,749.11,349.37,,,,,,,,,
31.254,626.56,2300.0,-13.558,15.0,10.259,4313.5,14.056,15.723,976.27,724000.0,790.14,747.24,360.8,,,,,,,,,
31.097,626.97,2300.0,-13.15,15.0,10.271,4241.9,14.048,15.696,978.93,708000.0,789.05,746.25,366.23,,,,,,,,,
31.41,626.41,2300.0,-12.739,15.0,10.258,4307.2,14.059,15.741,968.31,723000.0,790.77,747.95,357.94,,,,,,,,,
31.157,623.39,2300.0,-12.335,15.0,10.254,4384.7,14.053,15.638,963.71,743000.0,789.13,745.97,370.27,,,,,,,,,
31.269,623.49,2300.0,-11.939,15.0,10.267,4274.2,14.05,15.645,961.25,724000.0,789.38,746.47,365.32,,,,,,,,,
31.403,624.15,2300.0,-11.552,15.0,10.263,4289.2,14.054,15.682,957.4,724000.0,790.15,747.29,361.91,,,,,,,,,
31.251,623.42,2300.0,-11.146,15.0,10.263,4310.5,14.05,15.641,956.07,729000.0,789.19,746.23,369.15,,,,,,,,,
31.526,623.05,2300.0,-10.736,15.0,10.261,4303.0,14.056,15.675,947.9,729000.0,790.53,747.68,360.5,,,,,,,,,
31.224,621.71,2300.0,-10.335,15.0,10.258,4366.4,14.05,15.6,947.46,742000.0,788.79,745.67,374.04,,,,,,,,,
31.619,621.53,2300.0,-99.287,15.0,1.026,4308.5,14.057,15.653,938.32,733000.0,790.69,747.81,359.89,,,,,,,,,
31.438,622.61,2300.0,-95.396,15.0,10.265,4293.8,14.051,15.644,941.61,726000.0,789.71,746.85,367.03,,,,,,,,,
31.052,622.38,2300.0,-91.383,15.0,10.263,4358.1,14.044,15.58,944.77,735000.0,787.64,744.55,383.68,,,,,,,,,
31.528,622.43,2300.0,-87.256,15.0,10.256,4358.4,14.056,15.658,933.62,736000.0,790.15,747.24,367.41,,,,,,,,,
31.483,619.61,2300.0,-83.255,15.0,10.265,4309.0,14.05,15.58,927.37,734000.0,789.35,746.39,369.54,,,,,,,,,
31.465,617.55,2300.0,-79.375,15.0,10.269,4297.5,14.046,15.528,921.54,737000.0,788.88,745.86,371.34,,,,,,,,,
31.545,616.92,2300.0,-75.541,15.0,10.263,4334.5,14.05,15.529,915.89,745000.0,789.24,746.17,370.14,,,,,,,,,
31.58,615.19,2300.0,-71.505,15.0,10.263,4340.9,14.049,15.495,909.31,750000.0,789.15,746.01,370.17,,,,,,,,,
31.565,614.26,2300.0,-67.435,15.0,10.265,4334.7,14.047,15.469,905.37,750000.0,788.85,745.69,371.72,,,,,,,,,
31.377,615.36,2300.0,-63.411,15.0,10.262,4380.5,14.045,15.465,907.58,753000.0,787.97,744.73,380.49,,,,,,,,,
31.419,617.44,2300.0,-59.421,15.0,10.263,4365.8,14.046,15.515,908.62,744000.0,788.33,745.23,379.33,,,,,,,,,
31.449,617.32,2300.0,-55.435,15.0,10.267,4338.2,14.045,15.512,905.86,738000.0,788.32,745.28,378.72,,,,,,,,,
31.518,614.81,2300.0,-51.463,15.0,10.266,4346.6,14.044,15.466,897.07,745000.0,788.31,745.19,377.42,,,,,,,,,
31.729,612.97,2300.0,-47.542,15.0,10.264,4347.3,14.048,15.458,887.19,750000.0,789.15,746.03,370.46,,,,,,,,,
31.556,613.25,2300.0,-43.502,15.0,1.026,4401.3,14.046,15.44,887.21,757000.0,788.28,745.03,378.84,,,,,,,,,
31.43,613.37,2300.0,-39.379,15.0,10.267,4366.8,14.04,15.416,887.65,749000.0,787.43,744.22,383.85,,,,,,,,,
31.677,612.0,2300.0,-35.389,15.0,10.268,4334.9,14.043,15.421,878.48,746000.0,788.45,745.32,374.66,,,,,,,,,
31.584,608.64,2300.0,-31.471,15.0,10.267,4371.8,14.04,15.332,870.26,760000.0,787.52,744.17,379.96,,,,,,,,,
31.678,608.6,2300.0,-2.747,15.0,10.266,4371.3,14.042,15.345,865.77,759000.0,787.94,744.62,377.02,,,,,,,,,
31.446,608.81,2299.9,-2.343,15.0,1.027,4371.0,14.035,15.309,867.55,756000.0,786.6,743.23,386.87,,,,,,,,,
31.764,608.09,2300.0,-19.367,15.0,10.271,4335.4,14.04,15.339,858.27,750000.0,788.07,744.84,374.51,,,,,,,,,
31.976,607.3,2300.0,-15.393,15.0,10.273,4301.3,14.043,15.351,850.81,744000.0,788.96,745.83,366.36,,,,,,,,,
31.53,607.46,2300.0,-11.425,15.0,10.265,4417.2,14.037,15.292,853.77,764000.0,786.73,743.28,386.41,,,,,,,,,
31.413,606.37,2300.0,-0.74162,15.0,10.264,4445.3,14.034,15.249,850.11,770000.0,785.93,742.37,392.26,,,,,,,,,
31.814,606.84,2300.0,-0.35099,15.0,10.278,4298.8,14.035,15.308,844.03,740000.0,787.74,744.56,374.46,,,,,,,,,
31.786,607.48,2300.0,0.04954,15.0,1.028,4287.7,14.034,15.315,842.96,734000.0,787.55,744.42,375.92,,,,,,,,,
31.411,606.56,2299.9,0.45008,15.0,10.271,4402.8,14.03,15.242,842.2,756000.0,785.57,742.1,393.53,,,,,,,,,
31.839,605.35,2300.0,0.84146,15.0,10.272,4355.7,14.037,15.279,830.14,749000.0,787.55,744.25,376.29,,,,,,,,,
32.082,603.29,2300.0,12.431,15.0,10.278,4293.0,14.037,15.264,819.86,741000.0,788.39,745.18,366.15,,,,,,,,,
31.969,602.31,2300.0,1.646,15.0,10.282,4286.2,14.032,15.221,816.64,740000.0,787.54,744.28,370.95,,,,,,,,,
31.909,601.91,2299.9,20.515,15.0,10.288,4254.7,14.026,15.196,814.14,733000.0,786.99,743.74,373.39,,,,,,,,,
31.921,601.52,2300.0,24.577,15.0,10.288,4262.0,14.026,15.188,809.46,733000.0,786.93,743.67,373.49,,,,,,,,,
31.919,600.48,2300.0,28.613,15.0,10.287,4277.7,14.026,15.164,803.46,737000.0,786.74,743.41,374.35,,,,,,,,,
31.661,599.31,2300.0,32.626,15.0,10.287,4313.5,14.019,15.097,801.02,745000.0,785.18,741.67,386.07,,,,,,,,,
31.8,598.0,2300.0,36.673,15.0,1.028,4358.9,14.025,15.094,791.17,755000.0,785.79,742.2,381.66,,,,,,,,,
31.85,598.38,2300.0,40.713,15.0,10.285,4314.2,14.023,15.104,788.29,743000.0,785.91,742.43,379.31,,,,,,,,,
31.714,599.14,2300.0,44.695,15.0,10.286,4322.0,14.019,15.097,788.12,741000.0,785.19,741.69,385.42,,,,,,,,,
32.052,597.88,2300.0,48.659,15.0,10.274,4382.9,14.032,15.13,774.79,753000.0,786.93,743.4,373.54,,,,,,,,,
31.838,595.22,2300.0,52.622,15.0,10.278,4394.0,14.024,15.034,768.26,760000.0,785.36,741.63,382.9,,,,,,,,,
31.751,594.43,2300.0,56.627,15.0,1.028,4391.7,14.02,14.999,763.79,760000.0,784.69,740.9,386.98,,,,,,,,,
32.014,595.25,2300.0,60.713,15.0,10.284,4333.2,14.023,15.052,758.35,743000.0,786.0,742.42,375.57,,,,,,,,,
32.062,593.47,2300.0,64.745,15.0,10.273,4418.2,14.029,15.028,747.65,762000.0,786.14,742.37,376.04,,,,,,,,,
31.978,590.08,2300.0,68.655,15.0,10.275,4431.4,14.024,14.937,736.77,771000.0,785.2,741.22,380.49,,,,,,,,,
32.096,589.36,2300.0,72.588,15.0,10.282,4374.8,14.021,14.932,730.02,759000.0,785.53,741.65,375.1,,,,,,,,,
31.999,588.43,2300.0,76.566,15.0,10.287,4356.8,14.015,14.892,724.98,756000.0,784.76,740.82,379.27,,,,,,,,,
31.958,589.16,2300.0,79.253,15.0,10.284,4383.4,14.017,14.903,723.51,757000.0,784.62,740.67,381.74,,,,,,,,,
32.027,588.72,2300.0,8.0,15.0,10.279,4415.9,14.021,14.908,720.01,764000.0,785.01,741.01,379.75,,,,,,,,,
32.076,588.57,2300.0,8.0,15.0,10.277,4420.0,14.022,14.913,718.91,765000.0,785.26,741.26,377.96,,,,,,,,,
32.115,588.58,2300.0,8.0,15.0,10.285,4363.1,14.019,14.913,719.45,754000.0,785.34,741.44,375.15,,,,,,,,,
31.854,586.64,2300.0,8.0,15.0,10.293,4341.1,14.007,14.824,719.13,755000.0,783.62,739.58,385.81,,,,,,,,,
32.124,587.51,2300.0,8.0,15.0,1.029,4328.3,14.015,14.887,717.53,750000.0,785.18,741.28,374.19,,,,,,,,,
32.1,588.12,2300.0,8.0,15.0,10.284,4371.3,14.019,14.901,718.44,757000.0,785.22,741.28,376.02,,,,,,,,,
31.956,587.52,2300.0,8.0,14.957,10.286,4372.3,14.014,14.864,718.66,758000.0,784.36,740.35,381.99,,,,,,,,,
