in1,in2,in3,in4,out1_0sec,out2_0sec,out1_2sec_shift,out1_2sec_shift_noise,out1_2sec_shift_filt,out1_2sec_shift_noise_filt,out1_4sec_shift,out1_4sec_shift_noise,out1_4sec_shift_filt,out1_4sec_shift_noise_filt,out1_6sec_shift,out1_6sec_shift_noise,out1_6sec_shift_filt,out1_6sec_shift_noise_filt,out1_8sec_shift,out1_8sec_shift_noise,out1_8sec_shift_filt,out1_8sec_shift_noise_filt,out1_10sec_shift,out1_10sec_shift_noise,out1_10sec_shift_filt,out1_10sec_shift_noise_filt,out2_2sec_shift,out2_2sec_shift_noise,out2_2sec_shift_filt,out2_2sec_shift_noise_filt,out2_4sec_shift,out2_4sec_shift_noise,out2_4sec_shift_filt,out2_4sec_shift_noise_filt,out2_6sec_shift,out2_6sec_shift_noise,out2_6sec_shift_filt,out2_6sec_shift_noise_filt,out2_8sec_shift,out2_8sec_shift_noise,out2_8sec_shift_filt,out2_8sec_shift_noise_filt,out2_10sec_shift,out2_10sec_shift_noise,out2_10sec_shift_filt,out2_10sec_shift_noise_filt
31,-20.813,41.93,2000.0,172.75,1633.4,2494.2,1627.4,1626.3384402474867,1627.417457618296,1626.757445474733,1622.8,1624.9783602076393,1621.5696783436474,1621.902144347986,1610.8,1610.3915230516652,1608.7646672880896,1609.3155265853866,1588.9,1588.4406701655266,1588.4487192960216,1588.9115959253422,1578.5,1579.5265672104674,1571.7684188942862,1571.4484240770437,2495.2,2495.0881615890085,2495.953140502944,2495.781909218307,2496.7,2498.023158026551,2495.4492888012164,2495.043727020575,2490.2,2490.218374128548,2492.046797258938,2491.583925066156,2493.4,2493.0175759957697,2492.802346566278,2492.350936870422,2494.1,2493.561534530148,2493.348975320362,2493.730784386981
32,-19.917,42.015,2000.0,171.42,1625.3,2496.6,1629.2,1630.288759568559,1629.3342831610223,1629.4860873110388,1625.6,1625.770899898006,1625.048037346293,1625.622428443528,1616.9,1615.820952954799,1616.267902345705,1616.19700761785,1598.9,1598.5659945019006,1599.0280010149304,1599.361492504284,1574.5,1575.433565385248,1579.5013934941896,1579.1290861593786,2497.3,2498.123970353519,2495.9272677745253,2495.9623012424317,2496.1,2498.2211924791955,2495.943726091552,2495.902841323616,2494.0,2496.479076508656,2493.7260268778277,2493.328936976526,2491.7,2490.877783205194,2491.986985353254,2492.0496858278625,2493.2,2492.747807342033,2493.313731370694,2493.5404728855774
33,-20.208,41.631,2000.0,170.47,1626.9,2495.3,1633.4,1633.8114317929003,1629.648058643798,1630.2409067866165,1627.4,1627.0743284874318,1627.417457618296,1627.7546209081115,1622.8,1623.765264042351,1621.5696783436474,1621.1546106646872,1610.8,1610.1948625138436,1608.7646672880896,1609.0671735551205,1588.9,1588.0390568451107,1588.4487192960216,1588.3859612378626,2494.2,2493.573869371508,2495.669509605852,2495.718502255865,2495.2,2496.721183631044,2495.953140502944,2496.1284654221818,2496.7,2495.0365159330267,2495.4492888012164,2495.256365639747,2490.2,2490.793806172001,2492.046797258938,2492.409025261044,2493.4,2493.124499157937,2492.802346566278,2493.227239132135
34,-19.483,41.989,2000.0,170.32,1619.4,2497.8,1625.3,1625.3175651959998,1627.4893407537768,1627.5874694351432,1629.2,1630.3089267451787,1629.3342831610223,1629.3023288780118,1625.6,1624.791798643004,1625.048037346293,1624.9256636859914,1616.9,1616.6854894030378,1616.267902345705,1616.441697975186,1598.9,1598.1785024779622,1599.0280010149304,1599.2994271523385,2496.6,2498.19677475997,2495.810013280354,2495.729805256595,2497.3,2497.1863008444247,2495.9272677745253,2496.326420925162,2496.1,2496.7447414371727,2495.943726091552,2496.1470534847085,2494.0,2495.009889325569,2493.7260268778277,2494.0397589521094,2491.7,2491.4235921324707,2491.986985353254,2492.381740401027
35,-19.121,41.711,2000.0,168.34,1612.7,2498.5,1626.9,1625.5921218368678,1624.173567916324,1623.8584273577164,1633.4,1633.2022533464883,1629.648058643798,1629.6670286270623,1627.4,1628.7820397066946,1627.417457618296,1627.7119794956925,1622.8,1623.0304002588352,1621.5696783436474,1621.6079713990755,1610.8,1611.8003710857895,1608.7646672880896,1609.0799913039878,2495.3,2494.731364935787,2496.366595158578,2496.1837904825325,2494.2,2495.1966628062182,2495.669509605852,2496.2998386341737,2495.2,2495.689615689263,2495.953140502944,2496.6231483107704,2496.7,2495.206507256675,2495.4492888012164,2495.61648680434,2490.2,2492.66247654502,2492.046797258938,2492.4196079519315
36,-18.226,42.053,2000.0,168.39,1600.6,2500.9,1619.4,1619.3411227304434,1618.9088229244512,1618.652657688614,1625.3,1625.815049926108,1627.4893407537768,1627.8278160404732,1629.2,1629.831800787582,1629.3342831610223,1629.976647730492,1625.6,1624.876730386501,1625.048037346293,1624.937653533119,1616.9,1616.295674483949,1616.267902345705,1616.6398279405328,2497.8,2497.180184263538,2497.441706013371,2497.299311165959,2496.6,2496.654321280014,2495.810013280354,2496.270429209153,2497.3,2497.812525012033,2495.9272677745253,2496.7637094813053,2496.1,2496.0227541217605,2495.943726091552,2496.083133285555,2494.0,2494.8304211187437,2493.7260268778277,2494.0589106547163
37,-18.533,41.496,2000.0,170.56,1608.5,2495.7,1612.7,1613.6320771003134,1611.908154160316,1611.79006656331,1626.9,1627.2615950590186,1624.173567916324,1624.5772499511252,1633.4,1633.7893990650275,1629.648058643798,1629.9621899437384,1627.4,1625.877623110837,1627.417457618296,1627.271232223522,1622.8,1623.0821663903555,1621.5696783436474,1622.156625405676,2498.5,2497.8785495393586,2498.5751725505697,2498.8770289390177,2495.3,2496.540983053029,2496.366595158578,2496.0981190412103,2494.2,2493.548426960723,2495.669509605852,2496.09954650711,2495.2,2493.6213467948583,2495.953140502944,2496.244781381348,2496.7,2495.3190906393,2495.4492888012164,2495.1398452251274
38,-17.594,41.672,2000.0,170.04,1594.6,2497.8,1600.6,1602.1146994964909,1606.183941668883,1606.1978939747005,1619.4,1619.8554810862713,1618.9088229244512,1619.165306208567,1625.3,1625.6004149971625,1627.4893407537768,1626.794326198455,1629.2,1628.6915566167986,1629.3342831610223,1629.446909084821,1625.6,1626.7821887402113,1625.048037346293,1625.8019622236868,2500.9,2501.437310589302,2498.6857161152984,2499.252306033816,2497.8,2498.473893539998,2497.441706013371,2496.6545851584606,2496.6,2496.2075115451185,2495.810013280354,2495.4805056731143,2497.3,2498.625488526126,2495.9272677745253,2496.0235625545047,2496.1,2495.7935471594533,2495.943726091552,2494.7213577826237
39,-16.98,41.562,2000.0,170.19,1586.5,2497.5,1608.5,1608.5171854734317,1602.1443278783604,1602.3628157524086,1612.7,1615.229191863475,1611.908154160316,1612.10267516834,1626.9,1628.5108134306831,1624.173567916324,1623.06068306961,1633.4,1634.6077002854536,1629.648058643798,1629.793701429645,1627.4,1626.381252715801,1627.417457618296,1627.80896921139,2495.7,2495.2362462885685,2497.744348985745,2498.206145680102,2498.5,2500.336377315464,2498.5751725505697,2498.159138407743,2495.3,2493.8547802346225,2496.366595158578,2495.8401844762475,2494.2,2494.8373593097253,2495.669509605852,2495.3767868258165,2495.2,2495.2443830790926,2495.953140502944,2494.7081590887087
40,-15.89,41.907,2000.0,170.03,1571.1,2500.2,1594.6,1595.629732170695,1595.0454562119362,1595.3968017382963,1600.6,1600.263784931234,1606.183941668883,1606.3755190395232,1619.4,1619.7711213546518,1618.9088229244512,1618.1823038375433,1625.3,1626.256698193705,1627.4893407537768,1627.2993133198718,1629.2,1630.5209368826938,1629.3342831610223,1628.9580845595697,2497.8,2497.5237137164827,2497.523538221892,2497.8500657715927,2500.9,2501.0000532582376,2498.6857161152984,2499.016500454054,2497.8,2497.745000293018,2497.441706013371,2497.486779114888,2496.6,2497.8517310880766,2495.810013280354,2495.344752664302,2497.3,2498.117279598483,2495.9272677745253,2495.1118726783734
41,-15.972,41.765,2000.0,170.75,1573.6,2498.7,1586.5,1587.626014474004,1585.2032548236862,1585.8428223392807,1608.5,1607.6861378651472,1602.1443278783604,1602.0114388326465,1612.7,1611.801991153277,1611.908154160316,1611.7716613686623,1626.9,1625.860307677557,1624.173567916324,1623.9004404575312,1633.4,1633.8646710083651,1629.648058643798,1629.0604265193342,2497.5,2495.990254819663,2498.218080717201,2498.08435420561,2495.7,2495.9745668063742,2497.744348985745,2498.284329556138,2498.5,2499.2927742131915,2498.5751725505697,2499.071518726936,2495.3,2494.5970779979484,2496.366595158578,2495.6309528667434,2494.2,2493.7704128696087,2495.669509605852,2494.9333598443136
42,-15.585,41.771,2000.0,170.28,1567.7,2499.5,1571.1,1570.4493251951153,1576.6075881234804,1577.5461751117891,1594.6,1594.2640727318,1595.0454562119362,1594.53965603735,1600.6,1600.738296607531,1606.183941668883,1606.2208452543032,1619.4,1617.980531557315,1618.9088229244512,1619.241100176748,1625.3,1625.2802161910415,1627.4893407537768,1627.3577435624948,2500.2,2499.7308877336845,2499.0007422361305,2498.5836681495584,2497.8,2498.6766621582096,2497.523538221892,2497.676304486637,2500.9,2499.138126130433,2498.6857161152984,2498.909857573095,2497.8,2498.9583344785137,2497.441706013371,2496.965162047466,2496.6,2499.1097030253163,2495.810013280354,2495.107826864512
43,-14.592,41.963,2000.0,170.3,1554.0,2501.2,1573.6,1572.2130848772003,1571.192435119333,1572.1314636188984,1586.5,1586.6124698561352,1585.2032548236862,1584.710803905863,1608.5,1607.2575998474947,1602.1443278783604,1602.1289146834506,1612.7,1612.832470584244,1611.908154160316,1612.9130237919949,1626.9,1625.5136760809128,1624.173567916324,1624.1750950390165,2498.7,2499.7698089010164,2499.323150535236,2499.3073782287274,2497.5,2496.655157861835,2498.218080717201,2497.977135902708,2495.7,2494.903516626798,2497.744348985745,2497.614985749044,2498.5,2498.138946007184,2498.5751725505697,2498.6567523682525,2495.3,2495.185687044267,2496.366595158578,2495.938546618529
44,-14.228,41.522,2000.0,170.63,1549.9,2498.8,1567.7,1567.442080436679,1564.9449222172875,1565.3487897916575,1571.1,1567.6728602515116,1576.6075881234804,1576.4085091802244,1594.6,1594.4582057373157,1595.0454562119362,1595.0886842539664,1600.6,1600.3399629859057,1606.183941668883,1607.0706900414634,1619.4,1622.268002728615,1618.9088229244512,1618.8901435417083,2499.5,2500.5063511527865,2499.7176404704664,2499.9659919867777,2500.2,2502.2418545233054,2499.0007422361305,2498.429406416638,2497.8,2496.472864950079,2497.523538221892,2497.5625367714774,2500.9,2500.066961798508,2498.6857161152984,2499.296885939217,2497.8,2497.223378336703,2497.441706013371,2497.216529310373
45,-13.019,41.892,2000.0,170.71,1529.0,2501.5,1554.0,1553.5966438649216,1555.980263258116,1555.810265927471,1573.6,1573.2535086971131,1571.192435119333,1571.1809254187528,1586.5,1585.3183370154363,1585.2032548236862,1585.424928748169,1608.5,1609.719159237767,1602.1443278783604,1602.6921489365611,1612.7,1613.825567648946,1611.908154160316,1612.1346283068324,2501.2,2501.0740743349284,2500.079684014494,2500.2379189119256,2498.7,2497.772196406139,2499.323150535236,2498.615814326504,2497.5,2497.952205326645,2498.218080717201,2498.6930978620576,2495.7,2496.458645157551,2497.744348985745,2498.906180469582,2498.5,2495.798323924528,2498.5751725505697,2498.344963205982
46,-12.855,41.605,2000.0,170.69,1525.6,2500.2,1549.9,1551.2562336871283,1545.424365144097,1544.9614189276926,1567.7,1567.903531688167,1564.9449222172875,1564.5014289640344,1571.1,1570.5819862343578,1576.6075881234804,1576.9218953314405,1594.6,1594.6447430806393,1595.0454562119362,1595.4450840198042,1600.6,1600.1719319719502,1606.183941668883,1606.6239172783576,2498.8,2497.495120144652,2500.1555572148336,2499.761540947105,2499.5,2499.106080787304,2499.7176404704664,2499.125634936309,2500.2,2498.7228029865187,2499.0007422361305,2499.573496024327,2497.8,2497.661842731616,2497.523538221892,2498.72007224498,2500.9,2500.488199158869,2498.6857161152984,2498.3820311177587
